project_id$museum_name$year$visitors$source$notes,,,,,,,,
0$1$2$3$4$5,,,,,,,,
mm.domus.SE300$$1996$19045$domus$,,,,,,,,
mm.domus.SE300$$1997$17102$domus$,,,,,,,,
mm.domus.SE300$$1998$23578$domus$,,,,,,,,
mm.domus.SE300$$1994$17074$domus$,,,,,,,,
mm.domus.SE301$$1994$1286$domus$,,,,,,,,
mm.domus.SE301$$1995$1163$domus$,,,,,,,,
mm.domus.SE301$$1996$1082$domus$,,,,,,,,
mm.domus.SE301$$1997$1086$domus$,,,,,,,,
mm.domus.SE301$$1998$997$domus$,,,,,,,,
mm.domus.SE301$$1999$1200$domus$,,,,,,,,
mm.domus.SE302$$1994$36943$domus$,,,,,,,,
mm.domus.SE302$$1995$40000$domus$,,,,,,,,
mm.domus.SE302$$1996$38646$domus$,,,,,,,,
mm.domus.SE303$$1994$0$domus$,,,,,,,,
mm.domus.SE303$$1996$0$domus$,,,,,,,,
mm.domus.SE303$$1997$0$domus$,,,,,,,,
mm.domus.SE303$$1998$0$domus$,,,,,,,,
mm.domus.SE303$$1999$0$domus$,,,,,,,,
mm.domus.SE304$$1994$69058$domus$,,,,,,,,
mm.domus.SE304$$1995$78195$domus$,,,,,,,,
mm.domus.SE304$$1997$36719$domus$,,,,,,,,
mm.domus.SE304$$1998$42567$domus$,,,,,,,,
mm.domus.SE304$$1999$53292$domus$,,,,,,,,
mm.domus.SE305$$1994$83000$domus$,,,,,,,,
mm.domus.SE305$$1995$100325$domus$,,,,,,,,
mm.domus.SE305$$1997$79321$domus$,,,,,,,,
mm.domus.SE305$$1998$68527$domus$,,,,,,,,
mm.domus.SE305$$1999$0$domus$,,,,,,,,
mm.domus.SE306$$1994$1000$domus$,,,,,,,,
mm.domus.SE306$$1995$1000$domus$,,,,,,,,
mm.domus.SE306$$1998$250$domus$,,,,,,,,
mm.domus.SE306$$1999$280$domus$,,,,,,,,
mm.domus.SE307$$1994$32000$domus$,,,,,,,,
mm.domus.SE307$$1995$32000$domus$,,,,,,,,
mm.domus.SE307$$1996$25000$domus$,,,,,,,,
mm.domus.SE307$$1997$30000$domus$,,,,,,,,
mm.domus.SE307$$1998$33426$domus$,,,,,,,,
mm.domus.SE307$$1999$37300$domus$,,,,,,,,
mm.domus.SE308$$1994$32154$domus$,,,,,,,,
mm.domus.SE308$$1995$32154$domus$,,,,,,,,
mm.domus.SE308$$1996$31288$domus$,,,,,,,,
mm.domus.SE308$$1997$38215$domus$,,,,,,,,
mm.domus.SE308$$1998$37767$domus$,,,,,,,,
mm.domus.SE308$$1999$37767$domus$,,,,,,,,
mm.domus.SE309$$1994$203000$domus$,,,,,,,,
mm.domus.SE309$$1997$222157$domus$,,,,,,,,
mm.domus.SE309$$1998$220000$domus$,,,,,,,,
mm.domus.SE309$$1999$210599$domus$,,,,,,,,
mm.domus.SE309$$1996$198617$domus$,,,,,,,,
mm.domus.SE310$$1994$15185$domus$,,,,,,,,
mm.domus.SE310$$1998$15621$domus$,,,,,,,,
mm.domus.SE310$$1999$14387$domus$,,,,,,,,
mm.domus.SE310$$1996$14101$domus$,,,,,,,,
mm.domus.SE311$$1994$28220$domus$,,,,,,,,
mm.domus.SE311$$1997$29951$domus$,,,,,,,,
mm.domus.SE311$$1998$0$domus$,,,,,,,,
mm.domus.SE311$$1999$30129$domus$,,,,,,,,
mm.domus.SE312$$1994$123474$domus$,,,,,,,,
mm.domus.SE312$$1996$105499$domus$,,,,,,,,
mm.domus.SE312$$1997$291204$domus$,,,,,,,,
mm.domus.SE312$$1998$130000$domus$,,,,,,,,
mm.domus.SE312$$1999$118002$domus$,,,,,,,,
mm.domus.SE315$$1994$100000$domus$,,,,,,,,
mm.domus.SE315$$1995$100000$domus$,,,,,,,,
mm.domus.SE315$$1996$0$domus$,,,,,,,,
mm.domus.SE315$$1997$100000$domus$,,,,,,,,
mm.domus.SE315$$1998$56000$domus$,,,,,,,,
mm.domus.SE315$$1999$40000$domus$,,,,,,,,
mm.domus.SE316$$1995$1000$domus$,,,,,,,,
mm.domus.SE316$$1996$8000$domus$,,,,,,,,
mm.domus.SE316$$1997$8000$domus$,,,,,,,,
mm.domus.SE316$$1998$11000$domus$,,,,,,,,
mm.domus.SE316$$1999$11000$domus$,,,,,,,,
mm.domus.SE316$$1994$0$domus$,,,,,,,,
mm.domus.SE317$$1994$1000$domus$,,,,,,,,
mm.domus.SE317$$1995$800$domus$,,,,,,,,
mm.domus.SE317$$1996$0$domus$,,,,,,,,
mm.domus.SE317$$1997$1100$domus$,,,,,,,,
mm.domus.SE317$$1998$860$domus$,,,,,,,,
mm.domus.SE317$$1999$790$domus$,,,,,,,,
mm.domus.SE318$$1994$10500$domus$,,,,,,,,
mm.domus.SE318$$1997$8900$domus$,,,,,,,,
mm.domus.SE318$$1998$8000$domus$,,,,,,,,
mm.domus.SE318$$1999$9600$domus$,,,,,,,,
mm.domus.SE318$$1996$8500$domus$,,,,,,,,
mm.domus.SE319$$1994$21618$domus$,,,,,,,,
mm.domus.SE319$$1995$20876$domus$,,,,,,,,
mm.domus.SE319$$1996$20108$domus$,,,,,,,,
mm.domus.SE319$$1997$18633$domus$,,,,,,,,
mm.domus.SE319$$1998$15669$domus$,,,,,,,,
mm.domus.SE319$$1999$17405$domus$,,,,,,,,
mm.domus.SE320$$1994$200000$domus$,,,,,,,,
mm.domus.SE320$$1998$200000$domus$,,,,,,,,
mm.domus.SE320$$1999$200000$domus$,,,,,,,,
mm.domus.SE321$$1994$70000$domus$,,,,,,,,
mm.domus.SE321$$1995$77000$domus$,,,,,,,,
mm.domus.SE321$$1996$86980$domus$,,,,,,,,
mm.domus.SE321$$1997$61000$domus$,,,,,,,,
mm.domus.SE322$$1994$18000$domus$,,,,,,,,
mm.domus.SE322$$1995$19100$domus$,,,,,,,,
mm.domus.SE322$$1997$25000$domus$,,,,,,,,
mm.domus.SE322$$1996$22170$domus$,,,,,,,,
mm.domus.SE323$$1997$1900$domus$,,,,,,,,
mm.domus.SE323$$1998$1419$domus$,,,,,,,,
mm.domus.SE323$$1999$1386$domus$,,,,,,,,
mm.domus.SE323$$1994$1300$domus$,,,,,,,,
mm.domus.SE324$$1994$17108$domus$,,,,,,,,
mm.domus.SE324$$1997$16357$domus$,,,,,,,,
mm.domus.SE324$$1998$19788$domus$,,,,,,,,
mm.domus.SE324$$1999$18294$domus$,,,,,,,,
mm.domus.SE326$$1994$9146$domus$,,,,,,,,
mm.domus.SE326$$1995$8843$domus$,,,,,,,,
mm.domus.SE326$$1996$10572$domus$,,,,,,,,
mm.domus.SE326$$1997$9140$domus$,,,,,,,,
mm.domus.SE326$$1998$0$domus$,,,,,,,,
mm.domus.SE326$$1999$7412$domus$,,,,,,,,
mm.domus.SE327$$1994$5000$domus$,,,,,,,,
mm.domus.SE327$$1995$3502$domus$,,,,,,,,
mm.domus.SE327$$1996$14144$domus$,,,,,,,,
mm.domus.SE327$$1997$13262$domus$,,,,,,,,
mm.domus.SE327$$1998$10258$domus$,,,,,,,,
mm.domus.SE327$$1999$8807$domus$,,,,,,,,
mm.domus.SE328$$1994$0$domus$,,,,,,,,
mm.domus.SE328$$1996$4000$domus$,,,,,,,,
mm.domus.SE328$$1997$6000$domus$,,,,,,,,
mm.domus.SE329$$1994$5000$domus$,,,,,,,,
mm.domus.SE329$$1995$4341$domus$,,,,,,,,
mm.domus.SE329$$1997$5000$domus$,,,,,,,,
mm.domus.SE329$$1998$4500$domus$,,,,,,,,
mm.domus.SE329$$1999$4500$domus$,,,,,,,,
mm.domus.SE330$$1994$64332$domus$,,,,,,,,
mm.domus.SE330$$1996$67162$domus$,,,,,,,,
mm.domus.SE330$$1997$71000$domus$,,,,,,,,
mm.domus.SE330$$1998$86589$domus$,,,,,,,,
mm.domus.SE330$$1999$62782$domus$,,,,,,,,
mm.domus.SE331$$1994$8918$domus$,,,,,,,,
mm.domus.SE331$$1996$10393$domus$,,,,,,,,
mm.domus.SE331$$1997$10874$domus$,,,,,,,,
mm.domus.SE331$$1999$10441$domus$,,,,,,,,
mm.domus.SE332$$1994$36000$domus$,,,,,,,,
mm.domus.SE332$$1998$7360$domus$,,,,,,,,
mm.domus.SE332$$1999$6748$domus$,,,,,,,,
mm.domus.SE333$$1994$42070$domus$,,,,,,,,
mm.domus.SE333$$1995$49900$domus$,,,,,,,,
mm.domus.SE333$$1996$56000$domus$,,,,,,,,
mm.domus.SE333$$1997$60371$domus$,,,,,,,,
mm.domus.SE333$$1999$57640$domus$,,,,,,,,
mm.domus.SE334$$1994$12465$domus$,,,,,,,,
mm.domus.SE334$$1995$12100$domus$,,,,,,,,
mm.domus.SE334$$1996$7735$domus$,,,,,,,,
mm.domus.SE334$$1997$5600$domus$,,,,,,,,
mm.domus.SE334$$1998$4884$domus$,,,,,,,,
mm.domus.SE334$$1999$5446$domus$,,,,,,,,
mm.domus.SE335$$1994$4500$domus$,,,,,,,,
mm.domus.SE335$$1996$3300$domus$,,,,,,,,
mm.domus.SE335$$1997$3247$domus$,,,,,,,,
mm.domus.SE335$$1998$3044$domus$,,,,,,,,
mm.domus.SE335$$1999$2191$domus$,,,,,,,,
mm.domus.SE336$$1996$0$domus$,,,,,,,,
mm.domus.SE336$$1994$1500$domus$,,,,,,,,
mm.domus.SE337$$1994$285468$domus$,,,,,,,,
mm.domus.SE337$$1995$260894$domus$,,,,,,,,
mm.domus.SE337$$1996$0$domus$,,,,,,,,
mm.domus.SE337$$1997$320000$domus$,,,,,,,,
mm.domus.SE337$$1998$300001$domus$,,,,,,,,
mm.domus.SE337$$1999$295500$domus$,,,,,,,,
mm.domus.SE338$$1994$150$domus$,,,,,,,,
mm.domus.SE338$$1997$400$domus$,,,,,,,,
mm.domus.SE338$$1998$450$domus$,,,,,,,,
mm.domus.SE338$$1999$500$domus$,,,,,,,,
mm.domus.SE339$$1994$60000$domus$,,,,,,,,
mm.domus.SE339$$1996$60000$domus$,,,,,,,,
mm.domus.SE339$$1997$0$domus$,,,,,,,,
mm.domus.SE339$$1998$86500$domus$,,,,,,,,
mm.domus.SE339$$1999$62782$domus$,,,,,,,,
mm.domus.SE340$$1995$4500$domus$,,,,,,,,
mm.domus.SE340$$1996$4800$domus$,,,,,,,,
mm.domus.SE340$$1997$3557$domus$,,,,,,,,
mm.domus.SE340$$1998$3990$domus$,,,,,,,,
mm.domus.SE340$$1999$4150$domus$,,,,,,,,
mm.domus.SE340$$1994$4300$domus$,,,,,,,,
mm.domus.SE341$$1994$21651$domus$,,,,,,,,
mm.domus.SE341$$1997$0$domus$,,,,,,,,
mm.domus.SE343$$1994$42679$domus$,,,,,,,,
mm.domus.SE343$$1995$39414$domus$,,,,,,,,
mm.domus.SE343$$1996$39817$domus$,,,,,,,,
mm.domus.SE343$$1997$39000$domus$,,,,,,,,
mm.domus.SE343$$1998$37283$domus$,,,,,,,,
mm.domus.SE343$$1999$38442$domus$,,,,,,,,
mm.domus.SE345$$1994$3645$domus$,,,,,,,,
mm.domus.SE345$$1995$3853$domus$,,,,,,,,
mm.domus.SE345$$1996$4000$domus$,,,,,,,,
mm.domus.SE345$$1997$5000$domus$,,,,,,,,
mm.domus.SE345$$1998$9590$domus$,,,,,,,,
mm.domus.SE345$$1999$7888$domus$,,,,,,,,
mm.domus.SE346$$1994$9404$domus$,,,,,,,,
mm.domus.SE346$$1995$9533$domus$,,,,,,,,
mm.domus.SE346$$1996$14225$domus$,,,,,,,,
mm.domus.SE346$$1998$0$domus$,,,,,,,,
mm.domus.SE347$$1994$20000$domus$,,,,,,,,
mm.domus.SE347$$1995$20000$domus$,,,,,,,,
mm.domus.SE347$$1997$0$domus$,,,,,,,,
mm.domus.SE347$$1998$19912$domus$,,,,,,,,
mm.domus.SE347$$1999$25000$domus$,,,,,,,,
mm.domus.SE348$$1994$17936$domus$,,,,,,,,
mm.domus.SE348$$1997$24000$domus$,,,,,,,,
mm.domus.SE348$$1999$22500$domus$,,,,,,,,
mm.domus.SE349$$1998$6787$domus$,,,,,,,,
mm.domus.SE349$$1999$6896$domus$,,,,,,,,
mm.domus.SE349$$1994$7000$domus$,,,,,,,,
mm.domus.SE350$$1995$75000$domus$,,,,,,,,
mm.domus.SE350$$1997$66000$domus$,,,,,,,,
mm.domus.SE350$$1998$63000$domus$,,,,,,,,
mm.domus.SE350$$1999$59000$domus$,,,,,,,,
mm.domus.SE350$$1996$70000$domus$,,,,,,,,
mm.domus.SE350$$1994$100000$domus$,,,,,,,,
mm.domus.SE351$$1994$289000$domus$,,,,,,,,
mm.domus.SE351$$1998$216500$domus$,,,,,,,,
mm.domus.SE351$$1999$216500$domus$,,,,,,,,
mm.domus.SE352$$1994$300$domus$,,,,,,,,
mm.domus.SE352$$1995$300$domus$,,,,,,,,
mm.domus.SE352$$1996$300$domus$,,,,,,,,
mm.domus.SE352$$1997$300$domus$,,,,,,,,
mm.domus.SE352$$1998$0$domus$,,,,,,,,
mm.domus.SE352$$1999$400$domus$,,,,,,,,
mm.domus.SE353$$1994$12775$domus$,,,,,,,,
mm.domus.SE354$$1994$9000$domus$,,,,,,,,
mm.domus.SE356$$1994$96031$domus$,,,,,,,,
mm.domus.SE356$$1997$106530$domus$,,,,,,,,
mm.domus.SE356$$1998$96780$domus$,,,,,,,,
mm.domus.SE356$$1999$89120$domus$,,,,,,,,
mm.domus.SE356$$1996$106430$domus$,,,,,,,,
mm.domus.SE357$$1994$7250$domus$,,,,,,,,
mm.domus.SE357$$1996$4930$domus$,,,,,,,,
mm.domus.SE357$$1997$7250$domus$,,,,,,,,
mm.domus.SE357$$1999$6170$domus$,,,,,,,,
mm.domus.SE358$$1994$32000$domus$,,,,,,,,
mm.domus.SE358$$1995$37109$domus$,,,,,,,,
mm.domus.SE358$$1996$42004$domus$,,,,,,,,
mm.domus.SE358$$1997$49905$domus$,,,,,,,,
mm.domus.SE358$$1998$42000$domus$,,,,,,,,
mm.domus.SE358$$1999$42000$domus$,,,,,,,,
mm.domus.SE359$$1994$13000$domus$,,,,,,,,
mm.domus.SE359$$1995$12900$domus$,,,,,,,,
mm.domus.SE359$$1996$12600$domus$,,,,,,,,
mm.domus.SE359$$1997$15300$domus$,,,,,,,,
mm.domus.SE359$$1998$13323$domus$,,,,,,,,
mm.domus.SE359$$1999$14891$domus$,,,,,,,,
mm.domus.SE360$$1994$15282$domus$,,,,,,,,
mm.domus.SE360$$1996$13597$domus$,,,,,,,,
mm.domus.SE360$$1997$14822$domus$,,,,,,,,
mm.domus.SE360$$1998$10795$domus$,,,,,,,,
mm.domus.SE360$$1999$14000$domus$,,,,,,,,
mm.domus.SE361$$1994$1050$domus$,,,,,,,,
mm.domus.SE361$$1995$994$domus$,,,,,,,,
mm.domus.SE361$$1996$900$domus$,,,,,,,,
mm.domus.SE361$$1997$950$domus$,,,,,,,,
mm.domus.SE361$$1999$10$domus$,,,,,,,,
mm.domus.SE362$$1994$7000$domus$,,,,,,,,
mm.domus.SE362$$1996$0$domus$,,,,,,,,
mm.domus.SE362$$1999$5002$domus$,,,,,,,,
mm.domus.SE363$$1994$5000$domus$,,,,,,,,
mm.domus.SE363$$1995$5000$domus$,,,,,,,,
mm.domus.SE363$$1996$0$domus$,,,,,,,,
mm.domus.SE363$$1997$5000$domus$,,,,,,,,
mm.domus.SE363$$1999$5000$domus$,,,,,,,,
mm.domus.SE364$$1994$81248$domus$,,,,,,,,
mm.domus.SE364$$1996$75101$domus$,,,,,,,,
mm.domus.SE364$$1997$80324$domus$,,,,,,,,
mm.domus.SE364$$1998$78903$domus$,,,,,,,,
mm.domus.SE364$$1999$63144$domus$,,,,,,,,
mm.domus.SE365$$1994$25455$domus$,,,,,,,,
mm.domus.SE365$$1996$24589$domus$,,,,,,,,
mm.domus.SE365$$1997$20951$domus$,,,,,,,,
mm.domus.SE365$$1998$25513$domus$,,,,,,,,
mm.domus.SE365$$1999$20752$domus$,,,,,,,,
mm.domus.SE366$$1994$5267$domus$,,,,,,,,
mm.domus.SE366$$1995$3884$domus$,,,,,,,,
mm.domus.SE366$$1996$4947$domus$,,,,,,,,
mm.domus.SE366$$1997$5227$domus$,,,,,,,,
mm.domus.SE366$$1998$4383$domus$,,,,,,,,
mm.domus.SE366$$1999$4121$domus$,,,,,,,,
mm.domus.SE367$$1994$1903$domus$,,,,,,,,
mm.domus.SE367$$1995$1903$domus$,,,,,,,,
mm.domus.SE367$$1999$1962$domus$,,,,,,,,
mm.domus.SE368$$1994$25000$domus$,,,,,,,,
mm.domus.SE368$$1996$25000$domus$,,,,,,,,
mm.domus.SE368$$1997$24000$domus$,,,,,,,,
mm.domus.SE368$$1999$24000$domus$,,,,,,,,
mm.domus.SE369$$1996$850$domus$,,,,,,,,
mm.domus.SE369$$1997$548$domus$,,,,,,,,
mm.domus.SE369$$1998$604$domus$,,,,,,,,
mm.domus.SE369$$1999$490$domus$,,,,,,,,
mm.domus.SE369$$1994$1300$domus$,,,,,,,,
mm.domus.SE370$$1994$750$domus$,,,,,,,,
mm.domus.SE370$$1995$83$domus$,,,,,,,,
mm.domus.SE370$$1996$1100$domus$,,,,,,,,
mm.domus.SE370$$1997$1500$domus$,,,,,,,,
mm.domus.SE370$$1998$3432$domus$,,,,,,,,
mm.domus.SE371$$1994$1000$domus$,,,,,,,,
mm.domus.SE371$$1997$750$domus$,,,,,,,,
mm.domus.SE371$$1998$0$domus$,,,,,,,,
mm.domus.SE372$$1994$4000$domus$,,,,,,,,
mm.domus.SE372$$1995$4000$domus$,,,,,,,,
mm.domus.SE372$$1996$3479$domus$,,,,,,,,
mm.domus.SE372$$1997$3828$domus$,,,,,,,,
mm.domus.SE372$$1998$3722$domus$,,,,,,,,
mm.domus.SE372$$1999$3800$domus$,,,,,,,,
mm.domus.SE373$$1994$35444$domus$,,,,,,,,
mm.domus.SE373$$1995$0$domus$,,,,,,,,
mm.domus.SE373$$1996$36752$domus$,,,,,,,,
mm.domus.SE373$$1997$38140$domus$,,,,,,,,
mm.domus.SE373$$1998$0$domus$,,,,,,,,
mm.domus.SE374$$1994$39940$domus$,,,,,,,,
mm.domus.SE374$$1995$38837$domus$,,,,,,,,
mm.domus.SE374$$1996$38122$domus$,,,,,,,,
mm.domus.SE374$$1997$38428$domus$,,,,,,,,
mm.domus.SE374$$1998$43774$domus$,,,,,,,,
mm.domus.SE374$$1999$41415$domus$,,,,,,,,
mm.domus.SE375$$1994$300592$domus$,,,,,,,,
mm.domus.SE375$$1997$308000$domus$,,,,,,,,
mm.domus.SE375$$1998$308560$domus$,,,,,,,,
mm.domus.SE375$$1999$276173$domus$,,,,,,,,
mm.domus.SE376$$1994$0$domus$,,,,,,,,
mm.domus.SE376$$1996$800$domus$,,,,,,,,
mm.domus.SE376$$1997$625$domus$,,,,,,,,
mm.domus.SE376$$1998$736$domus$,,,,,,,,
mm.domus.SE376$$1999$300$domus$,,,,,,,,
mm.domus.SE377$$1994$15328$domus$,,,,,,,,
mm.domus.SE377$$1997$56235$domus$,,,,,,,,
mm.domus.SE377$$1999$66753$domus$,,,,,,,,
mm.domus.SE378$$1994$15697$domus$,,,,,,,,
mm.domus.SE378$$1997$19007$domus$,,,,,,,,
mm.domus.SE378$$1998$21189$domus$,,,,,,,,
mm.domus.SE378$$1999$17815$domus$,,,,,,,,
mm.domus.SE379$$1994$15000$domus$,,,,,,,,
mm.domus.SE379$$1996$18100$domus$,,,,,,,,
mm.domus.SE379$$1997$22000$domus$,,,,,,,,
mm.domus.SE379$$1998$25071$domus$,,,,,,,,
mm.domus.SE379$$1999$25071$domus$,,,,,,,,
mm.domus.SE380$$1994$5000$domus$,,,,,,,,
mm.domus.SE380$$1997$3462$domus$,,,,,,,,
mm.domus.SE380$$1998$3653$domus$,,,,,,,,
mm.domus.SE380$$1999$4624$domus$,,,,,,,,
mm.domus.SE381$$1997$20000$domus$,,,,,,,,
mm.domus.SE381$$1998$20000$domus$,,,,,,,,
mm.domus.SE381$$1999$20000$domus$,,,,,,,,
mm.domus.SE381$$1994$15000$domus$,,,,,,,,
mm.domus.SE382$$1997$8000$domus$,,,,,,,,
mm.domus.SE382$$1998$5000$domus$,,,,,,,,
mm.domus.SE382$$1999$5000$domus$,,,,,,,,
mm.domus.SE382$$1994$4000$domus$,,,,,,,,
mm.domus.SE383$$1994$105000$domus$,,,,,,,,
mm.domus.SE383$$1995$130000$domus$,,,,,,,,
mm.domus.SE383$$1999$190000$domus$,,,,,,,,
mm.domus.SE384$$1994$600$domus$,,,,,,,,
mm.domus.SE384$$1996$650$domus$,,,,,,,,
mm.domus.SE384$$1997$100$domus$,,,,,,,,
mm.domus.SE384$$1998$0$domus$,,,,,,,,
mm.domus.SE386$$1994$2368$domus$,,,,,,,,
mm.domus.SE386$$1995$0$domus$,,,,,,,,
mm.domus.SE386$$1996$3000$domus$,,,,,,,,
mm.domus.SE386$$1997$3092$domus$,,,,,,,,
mm.domus.SE386$$1998$1794$domus$,,,,,,,,
mm.domus.SE386$$1999$6000$domus$,,,,,,,,
mm.domus.SE387$$1994$20004$domus$,,,,,,,,
mm.domus.SE387$$1995$20000$domus$,,,,,,,,
mm.domus.SE387$$1996$0$domus$,,,,,,,,
mm.domus.SE387$$1997$20000$domus$,,,,,,,,
mm.domus.SE387$$1998$30000$domus$,,,,,,,,
mm.domus.SE387$$1999$30000$domus$,,,,,,,,
mm.domus.SE388$$1994$202000$domus$,,,,,,,,
mm.domus.SE388$$1997$220000$domus$,,,,,,,,
mm.domus.SE388$$1998$250000$domus$,,,,,,,,
mm.domus.SE389$$1994$5281$domus$,,,,,,,,
mm.domus.SE389$$1995$5763$domus$,,,,,,,,
mm.domus.SE389$$1997$2989$domus$,,,,,,,,
mm.domus.SE389$$1998$2895$domus$,,,,,,,,
mm.domus.SE390$$1994$26117$domus$,,,,,,,,
mm.domus.SE390$$1996$24025$domus$,,,,,,,,
mm.domus.SE390$$1997$30000$domus$,,,,,,,,
mm.domus.SE390$$1999$30000$domus$,,,,,,,,
mm.domus.SE391$$1994$19000$domus$,,,,,,,,
mm.domus.SE391$$1995$18300$domus$,,,,,,,,
mm.domus.SE391$$1996$17500$domus$,,,,,,,,
mm.domus.SE391$$1997$17600$domus$,,,,,,,,
mm.domus.SE391$$1998$16800$domus$,,,,,,,,
mm.domus.SE391$$1999$14300$domus$,,,,,,,,
mm.domus.SE392$$1994$127000$domus$,,,,,,,,
mm.domus.SE392$$1995$120000$domus$,,,,,,,,
mm.domus.SE392$$1996$147760$domus$,,,,,,,,
mm.domus.SE392$$1997$140000$domus$,,,,,,,,
mm.domus.SE392$$1998$140000$domus$,,,,,,,,
mm.domus.SE392$$1999$70000$domus$,,,,,,,,
mm.domus.SE393$$1994$106000$domus$,,,,,,,,
mm.domus.SE393$$1997$115985$domus$,,,,,,,,
mm.domus.SE393$$1998$115708$domus$,,,,,,,,
mm.domus.SE393$$1999$81165$domus$,,,,,,,,
mm.domus.SE394$$1994$17000$domus$,,,,,,,,
mm.domus.SE394$$1995$16639$domus$,,,,,,,,
mm.domus.SE394$$1996$0$domus$,,,,,,,,
mm.domus.SE394$$1997$31601$domus$,,,,,,,,
mm.domus.SE394$$1998$35744$domus$,,,,,,,,
mm.domus.SE394$$1999$0$domus$,,,,,,,,
mm.domus.SE395$$1994$1800$domus$,,,,,,,,
mm.domus.SE395$$1995$0$domus$,,,,,,,,
mm.domus.SE395$$1997$3288$domus$,,,,,,,,
mm.domus.SE395$$1999$2455$domus$,,,,,,,,
mm.domus.SE396$$1994$13450$domus$,,,,,,,,
mm.domus.SE396$$1995$18262$domus$,,,,,,,,
mm.domus.SE396$$1997$26750$domus$,,,,,,,,
mm.domus.SE396$$1998$32196$domus$,,,,,,,,
mm.domus.SE397$$1994$17201$domus$,,,,,,,,
mm.domus.SE397$$1996$19230$domus$,,,,,,,,
mm.domus.SE397$$1997$15682$domus$,,,,,,,,
mm.domus.SE397$$1998$16017$domus$,,,,,,,,
mm.domus.SE397$$1999$13789$domus$,,,,,,,,
mm.domus.SE398$$1994$1600$domus$,,,,,,,,
mm.domus.SE398$$1995$1700$domus$,,,,,,,,
mm.domus.SE398$$1996$2200$domus$,,,,,,,,
mm.domus.SE398$$1997$1500$domus$,,,,,,,,
mm.domus.SE398$$1998$1500$domus$,,,,,,,,
mm.domus.SE398$$1999$1400$domus$,,,,,,,,
mm.domus.SE399$$1994$600$domus$,,,,,,,,
mm.domus.SE399$$1995$1000$domus$,,,,,,,,
mm.domus.SE399$$1996$1000$domus$,,,,,,,,
mm.domus.SE399$$1997$986$domus$,,,,,,,,
mm.domus.SE399$$1998$1159$domus$,,,,,,,,
mm.domus.SE399$$1999$1136$domus$,,,,,,,,
mm.domus.SE400$$1994$17251$domus$,,,,,,,,
mm.domus.SE400$$1996$11248$domus$,,,,,,,,
mm.domus.SE400$$1997$10699$domus$,,,,,,,,
mm.domus.SE400$$1999$12307$domus$,,,,,,,,
mm.domus.SE402$$1994$701$domus$,,,,,,,,
mm.domus.SE402$$1996$601$domus$,,,,,,,,
mm.domus.SE402$$1997$921$domus$,,,,,,,,
mm.domus.SE402$$1998$1001$domus$,,,,,,,,
mm.domus.SE402$$1999$735$domus$,,,,,,,,
mm.domus.SE403$$1994$1510$domus$,,,,,,,,
mm.domus.SE403$$1996$1800$domus$,,,,,,,,
mm.domus.SE403$$1997$1800$domus$,,,,,,,,
mm.domus.SE403$$1998$0$domus$,,,,,,,,
mm.domus.SE403$$1999$0$domus$,,,,,,,,
mm.domus.SE404$$1995$27297$domus$,,,,,,,,
mm.domus.SE404$$1998$30352$domus$,,,,,,,,
mm.domus.SE404$$1999$0$domus$,,,,,,,,
mm.domus.SE404$$1994$40000$domus$,,,,,,,,
mm.domus.SE405$$1994$150000$domus$,,,,,,,,
mm.domus.SE405$$1997$152000$domus$,,,,,,,,
mm.domus.SE405$$1999$145000$domus$,,,,,,,,
mm.domus.SE406$$1994$5174$domus$,,,,,,,,
mm.domus.SE406$$1995$5804$domus$,,,,,,,,
mm.domus.SE406$$1996$3877$domus$,,,,,,,,
mm.domus.SE406$$1997$3533$domus$,,,,,,,,
mm.domus.SE406$$1998$4056$domus$,,,,,,,,
mm.domus.SE406$$1999$3588$domus$,,,,,,,,
mm.domus.SE407$$1994$4160$domus$,,,,,,,,
mm.domus.SE407$$1995$3524$domus$,,,,,,,,
mm.domus.SE407$$1996$2264$domus$,,,,,,,,
mm.domus.SE407$$1997$2520$domus$,,,,,,,,
mm.domus.SE407$$1998$2382$domus$,,,,,,,,
mm.domus.SE407$$1999$2300$domus$,,,,,,,,
mm.domus.SE408$$1994$19925$domus$,,,,,,,,
mm.domus.SE408$$1996$19552$domus$,,,,,,,,
mm.domus.SE408$$1997$19278$domus$,,,,,,,,
mm.domus.SE408$$1998$21308$domus$,,,,,,,,
mm.domus.SE408$$1999$18015$domus$,,,,,,,,
mm.domus.SE409$$1994$2600$domus$,,,,,,,,
mm.domus.SE409$$1996$2600$domus$,,,,,,,,
mm.domus.SE409$$1997$2600$domus$,,,,,,,,
mm.domus.SE409$$1998$2500$domus$,,,,,,,,
mm.domus.SE410$$1994$1700$domus$,,,,,,,,
mm.domus.SE410$$1995$1300$domus$,,,,,,,,
mm.domus.SE410$$1997$1450$domus$,,,,,,,,
mm.domus.SE410$$1999$1450$domus$,,,,,,,,
mm.domus.SE411$$1994$58154$domus$,,,,,,,,
mm.domus.SE411$$1995$59039$domus$,,,,,,,,
mm.domus.SE411$$1997$56751$domus$,,,,,,,,
mm.domus.SE411$$1998$56149$domus$,,,,,,,,
mm.domus.SE411$$1999$60847$domus$,,,,,,,,
mm.domus.SE411$$1996$55431$domus$,,,,,,,,
mm.domus.SE412$$1994$10000$domus$,,,,,,,,
mm.domus.SE412$$1995$10000$domus$,,,,,,,,
