project_id	OA2011_GSS
mm.domus.NW002	E00097449
mm.domus.NW003	E00168640
mm.domus.NW004	E00030132
mm.domus.NW005	E00030151
mm.domus.NW006	E00126578
mm.domus.NW007	E00031665
mm.domus.NW008	E00175960
mm.domus.NW009	E00026251
mm.domus.NW011	E00026136
mm.domus.NW012	E00025890
mm.domus.NW013	E00026022
mm.domus.NW014	E00035347
mm.domus.NW015	E00035652
mm.domus.NW016	E00024651
mm.domus.NW017	E00029743
mm.domus.NW018	E00029175
mm.domus.NW019	E00030004
mm.domus.NW020	E00025436
mm.domus.NW021	E00097071
mm.domus.NW022	E00097071
mm.domus.NW023	E00097898
mm.domus.NW024	E00097883
mm.domus.NW025	E00097883
mm.domus.NW026	E00092440
mm.domus.NW027	E00174371
mm.domus.NW028	E00093371
mm.domus.NW029	E00097071
mm.domus.NW031	E00028138
mm.domus.NW032	E00097702
mm.domus.NW033	E00092857
mm.domus.NW034	E00175827
mm.domus.NW035	E00172015
mm.domus.NW036	E00172015
mm.domus.NW038	E00172015
mm.domus.NW039	E00063922
mm.domus.NW040	E00127391
mm.domus.NW041	E00128803
mm.domus.NW042	E00128600
mm.domus.NW043	E00129837
mm.domus.NW044	E00063650
mm.domus.NW045	E00128616
mm.domus.NW046	E00127404
mm.domus.NW048	E00127391
mm.domus.NW049	E00127404
mm.domus.NW050	E00127391
mm.domus.NW052	E00033532
mm.domus.NW053	E00097961
mm.domus.NW054	E00063735
mm.domus.NW055	E00063215
mm.domus.NW056	E00175810
mm.domus.NW057	E00127089
mm.domus.NW058	E00036247
mm.domus.NW059	E00036979
mm.domus.NW060	E00093676
mm.domus.NW061	E00026136
mm.domus.NW062	E00097713
mm.domus.NW064	E00027370
mm.domus.NW065	E00097757
mm.domus.NW067	E00168843
mm.domus.NW068	E00092689
mm.domus.NW069	E00126425
mm.domus.NW070	E00175988
mm.domus.NW071	E00175948
mm.domus.NW072	E00170168
mm.domus.NW073	E00097958
mm.domus.NW074	E00126405
mm.domus.NW075	E00126405
mm.domus.NW076	E00126405
mm.domus.NW078	E00027524
mm.domus.NW079	E00096686
mm.domus.NW080	E00096603
mm.domus.NW081	E00128162
mm.domus.NW082	E00093988
mm.domus.NW083	E00093950
mm.domus.NW084	E00174348
mm.domus.NW085	E00171992
mm.domus.NW086	E00096823
mm.domus.NW087	E00098087
mm.domus.NW088	E00096547
mm.domus.NW089	E00168471
mm.domus.NW090	E00168473
mm.domus.NW091	E00031785
mm.domus.NW093	E00032310
mm.domus.NW094	E00128968
mm.domus.NW095	E00062755
mm.domus.NW096	E00172018
mm.domus.NW098	E00062813
mm.domus.NW099	E00033012
mm.domus.NW100	E00033677
mm.domus.NW101	E00033677
mm.domus.NW102	E00171358
mm.domus.NW103	E00033012
mm.domus.NW104	E00033048
mm.domus.NW105	E00176650
mm.domus.NW106	E00024902
mm.domus.NW109	E00171673
mm.domus.NW110	E00024343
mm.domus.NW113	E00175961
mm.domus.NW114	E00026048
mm.domus.NW115	E00025436
mm.domus.NW118	E00027777
mm.domus.NW120	E00097797
mm.domus.NW121	E00063735
mm.domus.NW122	E00063735
mm.domus.NW125	E00092430
mm.domus.NW127	E00092648
mm.domus.NW128	E00092446
mm.domus.NW129	E00127783
mm.domus.NW130	E00128051
mm.domus.NW131	E00027770
mm.domus.NW132	E00126853
mm.domus.NW133	E00034622
mm.domus.NW134	E00033023
mm.domus.NW135	E00035605
mm.domus.NW136	E00028377
mm.domus.NW137	E00028976
mm.domus.NW138	E00172921
mm.domus.NW139	E00128839
mm.domus.NW140	E00096604
mm.domus.NW141	E00128368
mm.domus.NW142	E00034851
mm.domus.NW143	E00093869
mm.domus.NW144	E00175808
mm.domus.NW145	E00175812
mm.domus.NW147	E00176655
mm.domus.NW148	E00034211
mm.domus.NW149	E00176640
mm.domus.NW150	E00174419
mm.domus.NW152	E00128616
mm.domus.NW153	E00097346
mm.domus.NW155	
mm.domus.NW156	
mm.domus.NW157	
mm.domus.NW158	
mm.domus.NW160	E00097495
mm.domus.NW161	E00034853
mm.domus.NW162	E00126189
mm.domus.NW163	E00097836
mm.domus.NW164	E00175998
mm.domus.NW165	E00170168
mm.domus.NW166	E00033012
mm.domus.NW167	E00094504
mm.domus.NW168	E00096930
mm.domus.NW169	E00030847
mm.domus.NW170	E00093798
mm.domus.NW171	E00034155
mm.domus.NW172	E00097837
mm.domus.NW174	E00097834
mm.domus.NW175	E00129466
mm.domus.NW176	E00097999
mm.domus.NW177	E00097956
mm.domus.NW178	E00096463
mm.domus.NW179	E00127914
mm.domus.NW180	E00094122
mm.domus.NW181	E00126847
mm.domus.NW182	E00175827
mm.domus.NW183	E00128803
mm.domus.NW184	
mm.domus.NW185	
mm.domus.NW186	
mm.domus.NW187	E00168553
mm.domus.NW188	E00129065
mm.domus.NW189	E00030152
mm.domus.NW190	E00097503
mm.domus.NW191	E00029487
mm.domus.NW192	E00029744
mm.domus.NW194	
mm.domus.NW195	
mm.domus.SC001	S00111543
mm.domus.SC002	S00088986
mm.domus.SC003	S00090676
mm.domus.SC004	S00088986
mm.domus.SC005	S00090540
mm.domus.SC006	S00094931
mm.domus.SC007	S00132501
mm.domus.SC008	S00130837
mm.domus.SC009	S00130837
mm.domus.SC010	S00130837
mm.domus.SC011	S00095439
mm.domus.SC012	S00130837
mm.domus.SC013	S00134034
mm.domus.SC014	S00126634
mm.domus.SC016	S00127032
mm.domus.SC017	S00097742
mm.domus.SC018	S00093602
mm.domus.SC019	S00093951
mm.domus.SC020	S00093260
mm.domus.SC021	S00093260
mm.domus.SC022	S00093456
mm.domus.SC023	S00093673
mm.domus.SC024	S00091957
mm.domus.SC025	S00091528
mm.domus.SC026	S00091854
mm.domus.SC027	S00092080
mm.domus.SC028	S00091545
mm.domus.SC029	S00091713
mm.domus.SC030	S00122806
mm.domus.SC031	S00115923
mm.domus.SC032	S00094061
mm.domus.SC033	S00128946
mm.domus.SC034	S00091317
mm.domus.SC036	S00095493
mm.domus.SC037	S00095534
mm.domus.SC038	S00126648
mm.domus.SC039	S00129057
mm.domus.SC040	S00128947
mm.domus.SC041	S00129140
mm.domus.SC042	S00111156
mm.domus.SC043	S00121915
mm.domus.SC044	S00109333
mm.domus.SC045	S00091072
mm.domus.SC046	S00118834
mm.domus.SC047	S00093744
mm.domus.SC048	S00097491
mm.domus.SC049	S00094229
mm.domus.SC050	S00109947
mm.domus.SC051	S00110407
mm.domus.SC052	S00109642
mm.domus.SC053	S00109998
mm.domus.SC054	S00097909
mm.domus.SC055	S00097813
mm.domus.SC056	S00097914
mm.domus.SC057	S00097914
mm.domus.SC059	S00098127
mm.domus.SC061	S00117694
mm.domus.SC062	S00094735
mm.domus.SC063	S00098242
mm.domus.SC064	S00097663
mm.domus.SC065	S00097548
mm.domus.SC066	S00098249
mm.domus.SC068	S00109500
mm.domus.SC069	S00133192
mm.domus.SC070	S00101304
mm.domus.SC071	S00101304
mm.domus.SC072	S00134372
mm.domus.SC073	S00108488
mm.domus.SC074	S00114866
mm.domus.SC075	S00117702
mm.domus.SC076	S00107624
mm.domus.SC077	S00126310
mm.domus.SC078	S00119409
mm.domus.SC079	S00096987
mm.domus.SC080	S00126024
mm.domus.SC081	S00125963
mm.domus.SC082	S00125979
mm.domus.SC083	S00108724
mm.domus.SC086	S00108524
mm.domus.SC087	S00108039
mm.domus.SC089	S00120401
mm.domus.SC090	S00110992
mm.domus.SC091	S00097632
mm.domus.SC092	S00118834
mm.domus.SC093	S00132752
mm.domus.SC094	S00122950
mm.domus.SC095	S00096439
mm.domus.SC096	S00100177
mm.domus.SC097	S00099854
mm.domus.SC098	S00118769
mm.domus.SC099	S00096111
mm.domus.SC100	S00130816
mm.domus.SC102	S00100674
mm.domus.SC103	S00133606
mm.domus.SC104	S00109502
mm.domus.SC105	S00109533
mm.domus.SC106	S00109292
mm.domus.SC110	S00102352
mm.domus.SC111	S00095576
mm.domus.SC112	S00111026
mm.domus.SC113	S00099558
mm.domus.SC114	S00093051
mm.domus.SC115	S00117861
mm.domus.SC116	S00089351
mm.domus.SC117	S00127302
mm.domus.SC118	S00097790
mm.domus.SC119	S00091677
mm.domus.SC120	S00118210
mm.domus.SC121	S00118259
mm.domus.SC122	S00118764
mm.domus.SC123	S00116659
mm.domus.SC124	S00118762
mm.domus.SC125	S00093333
mm.domus.SC126	S00121384
mm.domus.SC127	E00167557
mm.domus.SC129	S00114356
mm.domus.SC130	S00112246
mm.domus.SC133	S00116652
mm.domus.SC134	S00114866
mm.domus.SC135	S00107201
mm.domus.SC137	S00106681
mm.domus.SC138	S00104649
mm.domus.SC139	S00103315
mm.domus.SC140	S00103791
mm.domus.SC141	S00125199
mm.domus.SC142	S00125199
mm.domus.SC143	S00123278
mm.domus.SC144	S00125089
mm.domus.SC145	S00095627
mm.domus.SC146	S00095796
mm.domus.SC147	S00095154
mm.domus.SC148	S00095636
mm.domus.SC149	S00118287
mm.domus.SC150	S00097189
mm.domus.SC151	S00130925
mm.domus.SC152	S00129455
mm.domus.SC153	S00129455
mm.domus.SC154	S00129214
mm.domus.SC155	S00122711
mm.domus.SC156	S00117705
mm.domus.SC157	S00101693
mm.domus.SC158	S00134558
mm.domus.SC159	S00118201
mm.domus.SC160	S00128716
mm.domus.SC161	S00128267
mm.domus.SC162	S00119995
mm.domus.SC163	S00098120
mm.domus.SC164	S00093956
mm.domus.SC166	S00107369
mm.domus.SC167	S00135054
mm.domus.SC168	S00097301
mm.domus.SC169	S00118010
mm.domus.SC170	S00118704
mm.domus.SC171	S00098264
mm.domus.SC172	S00110940
mm.domus.SC173	S00091037
mm.domus.SC174	S00129127
mm.domus.SC175	S00126020
mm.domus.SC176	S00094873
mm.domus.SC177	S00103329
mm.domus.SC178	S00117792
mm.domus.SC180	S00112183
mm.domus.SC181	S00099569
mm.domus.SC182	S00098488
mm.domus.SC183	S00103329
mm.domus.SC184	S00103349
mm.domus.SC185	S00092411
mm.domus.SC186	S00116679
mm.domus.SC187	S00090575
mm.domus.SC188	S00112036
mm.domus.SC189	S00120389
mm.domus.SC190	S00092010
mm.domus.SC191	S00094125
mm.domus.SC192	S00133256
mm.domus.SC193	S00117047
mm.domus.SC194	S00118117
mm.domus.SC195	S00126002
mm.domus.SC196	S00123771
mm.domus.SC197	S00118890
mm.domus.SC198	S00128994
mm.domus.SC199	S00094903
mm.domus.SC200	S00118906
mm.domus.SC201	S00135123
mm.domus.SC202	S00123526
mm.domus.SC203	S00118145
mm.domus.SC205	S00097475
mm.domus.SC208	S00111164
mm.domus.SC215	S00090540
mm.domus.SC217	S00097126
mm.domus.SC218	S00090445
mm.domus.SC220	S00090695
mm.domus.SC221	S00090695
mm.domus.SC222	S00133635
mm.domus.SC223	S00099567
mm.domus.SC224	S00116345
mm.domus.SC225	S00105935
mm.domus.SC226	S00097490
mm.domus.SC227	S00118106
mm.domus.SC228	S00126004
mm.domus.SC229	S00130977
mm.domus.SC230	S00117965
mm.domus.SC231	S00106927
mm.domus.SC232	S00098441
mm.domus.SC233	S00099539
mm.domus.SC234	S00099303
mm.domus.SC235	S00098572
mm.domus.SC236	S00121307
mm.domus.SC237	E00168356
mm.domus.SC238	S00121241
mm.domus.SC239	S00121202
mm.domus.SC240	S00121337
mm.domus.SC241	S00121359
mm.domus.SC242	S00096181
mm.domus.SC243	S00112521
mm.domus.SC244	S00112521
mm.domus.SC245	S00111170
mm.domus.SC246	S00095186
mm.domus.SC247	S00095185
mm.domus.SC249	S00095345
mm.domus.SC250	S00094112
mm.domus.SC251	S00135111
mm.domus.SC252	S00135181
mm.domus.SC253	S00135158
mm.domus.SC255	S00111153
mm.domus.SC256	S00112099
mm.domus.SC257	S00132770
mm.domus.SC258	S00130691
mm.domus.SC259	S00132770
mm.domus.SC260	S00125922
mm.domus.SC261	S00094122
mm.domus.SC262	S00094545
mm.domus.SC263	S00122120
mm.domus.SC264	S00122257
mm.domus.SC265	S00122678
mm.domus.SC266	S00095438
mm.domus.SC267	S00095442
mm.domus.SC268	S00095805
mm.domus.SC269	S00135089
mm.domus.SC270	S00094723
mm.domus.SC271	S00099989
mm.domus.SC272	S00122521
mm.domus.SC273	S00135069
mm.domus.SC274	S00101752
mm.domus.SC275	S00135238
mm.domus.SC276	S00135239
mm.domus.SC277	S00104710
mm.domus.SC279	S00103329
mm.domus.SC280	S00101789
mm.domus.SC281	S00103304
mm.domus.SC282	S00097232
mm.domus.SC283	S00103349
mm.domus.SC284	S00106885
mm.domus.SC285	S00103677
mm.domus.SC287	S00094704
mm.domus.SC288	S00110473
mm.domus.SC289	S00095752
mm.domus.SC290	S00103316
mm.domus.SC291	S00107235
mm.domus.SC293	S00107235
mm.domus.SC294	S00104851
mm.domus.SC295	S00104851
mm.domus.SC296	S00127017
mm.domus.SC297	S00118714
mm.domus.SC298	S00129014
mm.domus.SC299	S00121679
mm.domus.SC300	S00099567
mm.domus.SC301	S00095267
mm.domus.SC302	S00097227
mm.domus.SC303	S00135122
mm.domus.SC305	S00097272
mm.domus.SC306	S00128975
mm.domus.SC307	S00094031
mm.domus.SC308	S00134174
mm.domus.SC309	S00134215
mm.domus.SC310	S00103676
mm.domus.SC311	S00092343
mm.domus.SC313	S00126396
mm.domus.SC314	S00124125
mm.domus.SC315	S00124769
mm.domus.SC316	S00124638
mm.domus.SC317	S00109642
mm.domus.SC318	S00115965
mm.domus.SC319	S00104103
mm.domus.SC320	S00130793
mm.domus.SE001	E00015184
mm.domus.SE002	E00153276
mm.domus.SE003	E00168074
mm.domus.SE004	E00001425
mm.domus.SE005	E00004606
mm.domus.SE006	E00003763
mm.domus.SE007	E00024124
mm.domus.SE008	E00023841
mm.domus.SE009	E00003851
mm.domus.SE011	E00119349
mm.domus.SE012	E00111192
mm.domus.SE013	E00005206
mm.domus.SE014	E00167985
mm.domus.SE015	E00014065
mm.domus.SE016	E00004532
mm.domus.SE017	E00024030
mm.domus.SE018	E00020499
mm.domus.SE019	E00123070
mm.domus.SE020	E00008159
mm.domus.SE021	E00015166
mm.domus.SE022	E00176310
mm.domus.SE023	E00003109
mm.domus.SE024	E00023938
mm.domus.SE026	E00008770
mm.domus.SE027	E00004409
mm.domus.SE028	E00089611
mm.domus.SE029	E00010705
mm.domus.SE030	E00010819
mm.domus.SE031	E00013465
mm.domus.SE032	E00161855
mm.domus.SE033	E00023930
mm.domus.SE034	E00173212
mm.domus.SE035	E00124482
mm.domus.SE036	E00084948
mm.domus.SE037	E00012823
mm.domus.SE038	E00004524
mm.domus.SE039	E00004492
mm.domus.SE040	E00004205
mm.domus.SE041	E00004427
mm.domus.SE042	E00014928
mm.domus.SE043	E00014377
mm.domus.SE044	E00020064
mm.domus.SE045	E00123164
mm.domus.SE046	E00166978
mm.domus.SE047	E00009600
mm.domus.SE048	E00000007
mm.domus.SE049	E00013549
mm.domus.SE050	E00019494
mm.domus.SE051	E00121705
mm.domus.SE052	E00174653
mm.domus.SE053	E00000027
mm.domus.SE054	E00020008
mm.domus.SE056	E00152625
mm.domus.SE057	E00021483
mm.domus.SE058	E00023930
mm.domus.SE059	E00174921
mm.domus.SE060	E00019685
mm.domus.SE061	E00173770
mm.domus.SE062	E00174653
mm.domus.SE063	E00000502
mm.domus.SE064	E00092006
mm.domus.SE065	E00022423
mm.domus.SE066	E00022687
mm.domus.SE067	E00023945
mm.domus.SE069	E00110384
mm.domus.SE070	E00015180
mm.domus.SE071	E00109958
mm.domus.SE072	E00109966
mm.domus.SE073	E00174659
mm.domus.SE074	E00109966
mm.domus.SE075	E00001187
mm.domus.SE076	E00014101
mm.domus.SE077	E00171576
mm.domus.SE078	E00125106
mm.domus.SE079	E00124207
mm.domus.SE080	E00109955
mm.domus.SE081	E00116850
mm.domus.SE082	E00012764
mm.domus.SE083	E00021595
mm.domus.SE084	E00082570
mm.domus.SE085	E00157587
mm.domus.SE087	E00118146
mm.domus.SE088	E00008149
mm.domus.SE089	E00118715
mm.domus.SE090	E00125064
mm.domus.SE091	E00155283
mm.domus.SE092	E00091618
mm.domus.SE093	E00021628
mm.domus.SE094	E00174487
mm.domus.SE095	E00117995
mm.domus.SE096	E00023839
mm.domus.SE097	E00082614
mm.domus.SE098	E00117556
mm.domus.SE099	E00160674
mm.domus.SE100	E00119086
mm.domus.SE101	E00136434
mm.domus.SE102	E00173827
mm.domus.SE103	E00136434
mm.domus.SE104	E00136572
mm.domus.SE105	E00173827
mm.domus.SE106	E00135282
mm.domus.SE107	E00169829
mm.domus.SE109	E00118195
mm.domus.SE110	E00135285
mm.domus.SE111	E00135699
mm.domus.SE112	E00135693
mm.domus.SE113	E00135911
mm.domus.SE114	E00134427
mm.domus.SE115	E00136190
mm.domus.SE116	E00134510
mm.domus.SE117	E00146245
mm.domus.SE118	E00136748
mm.domus.SE119	E00155200
mm.domus.SE121	E00122462
mm.domus.SE122	E00091270
mm.domus.SE123	E00117556
mm.domus.SE125	E00024113
mm.domus.SE126	E00136000
mm.domus.SE127	
mm.domus.SE128	
mm.domus.SE129	E00006889
mm.domus.SE130	
mm.domus.SE131	E00078897
mm.domus.SE132	
mm.domus.SE133	E00155200
mm.domus.SE134	E00136119
mm.domus.SE135	E00134446
mm.domus.SE136	E00135695
mm.domus.SE137	E00134546
mm.domus.SE138	E00137054
mm.domus.SE139	E00161981
mm.domus.SE140	E00086506
mm.domus.SE141	E00174453
mm.domus.SE142	E00145731
mm.domus.SE143	E00160587
mm.domus.SE146	E00019594
mm.domus.SE147	E00123098
mm.domus.SE148	E00111094
mm.domus.SE149	E00110989
mm.domus.SE150	E00167814
mm.domus.SE152	E00134275
mm.domus.SE153	E00134907
mm.domus.SE154	E00136758
mm.domus.SE155	E00091658
mm.domus.SE156	E00083591
mm.domus.SE157	E00162914
mm.domus.SE158	E00167384
mm.domus.SE159	E00155456
mm.domus.SE160	E00024112
mm.domus.SE161	E00146493
mm.domus.SE162	E00172567
mm.domus.SE164	E00118200
mm.domus.SE165	E00118215
mm.domus.SE166	E00118200
mm.domus.SE167	E00152862
mm.domus.SE168	E00014093
mm.domus.SE169	E00117556
mm.domus.SE170	E00146109
mm.domus.SE171	E00117585
mm.domus.SE172	E00153728
mm.domus.SE173	E00119787
mm.domus.SE174	E00160061
mm.domus.SE175	E00153444
mm.domus.SE177	E00114775
mm.domus.SE178	E00117905
mm.domus.SE179	E00146805
mm.domus.SE180	E00145417
mm.domus.SE181	E00144920
mm.domus.SE182	E00173204
mm.domus.SE183	E00146742
mm.domus.SE184	E00087377
mm.domus.SE185	E00087614
mm.domus.SE187	E00107095
mm.domus.SE188	E00123046
mm.domus.SE189	E00119133
mm.domus.SE190	E00002003
mm.domus.SE191	E00001600
mm.domus.SE192	E00107138
mm.domus.SE193	E00107286
mm.domus.SE194	E00083787
mm.domus.SE195	E00080382
mm.domus.SE196	E00080382
mm.domus.SE197	E00087505
mm.domus.SE198	E00145090
mm.domus.SE199	E00108917
mm.domus.SE200	E00108517
mm.domus.SE201	E00111657
mm.domus.SE202	E00089343
mm.domus.SE204	E00089004
mm.domus.SE205	E00154793
mm.domus.SE208	E00108641
mm.domus.SE209	E00155015
mm.domus.SE210	E00085496
mm.domus.SE211	E00085698
mm.domus.SE212	E00085481
mm.domus.SE213	E00085698
mm.domus.SE214	E00122478
mm.domus.SE215	E00122207
mm.domus.SE216	E00122478
mm.domus.SE218	E00117905
mm.domus.SE219	E00116929
mm.domus.SE220	E00114402
mm.domus.SE221	E00114775
mm.domus.SE222	E00115032
mm.domus.SE224	E00078840
mm.domus.SE225	E00090521
mm.domus.SE226	E00167076
mm.domus.SE227	E00119664
mm.domus.SE228	E00090871
mm.domus.SE229	E00087344
mm.domus.SE230	E00086032
mm.domus.SE231	E00086202
mm.domus.SE232	E00107405
mm.domus.SE233	E00000021
mm.domus.SE234	E00109617
mm.domus.SE235	E00156353
mm.domus.SE236	E00160563
mm.domus.SE237	E00089602
mm.domus.SE240	E00084750
mm.domus.SE241	E00086477
mm.domus.SE242	E00161780
mm.domus.SE243	E00003614
mm.domus.SE245	E00091562
mm.domus.SE246	E00080065
mm.domus.SE247	E00080175
mm.domus.SE248	E00121985
mm.domus.SE249	E00111138
mm.domus.SE250	E00122478
mm.domus.SE251	E00122478
mm.domus.SE252	E00125817
mm.domus.SE253	E00091378
mm.domus.SE254	E00118197
mm.domus.SE255	E00118141
mm.domus.SE256	E00154133
mm.domus.SE257	E00122846
mm.domus.SE258	E00155726
mm.domus.SE259	E00145797
mm.domus.SE260	E00122764
mm.domus.SE261	E00125111
mm.domus.SE263	E00174963
mm.domus.SE264	E00163150
mm.domus.SE265	E00110838
mm.domus.SE267	E00090931
mm.domus.SE268	E00154595
mm.domus.SE269	E00156407
mm.domus.SE270	E00086327
mm.domus.SE271	E00109617
mm.domus.SE272	E00157473
mm.domus.SE273	E00112183
mm.domus.SE274	E00004334
mm.domus.SE275	E00008348
mm.domus.SE276	E00167021
mm.domus.SE277	E00086586
mm.domus.SE278	E00086564
mm.domus.SE279	E00086564
mm.domus.SE281	E00152472
mm.domus.SE282	E00157618
mm.domus.SE284	E00155334
mm.domus.SE285	E00081540
mm.domus.SE286	E00006993
mm.domus.SE287	E00169108
mm.domus.SE288	E00089329
mm.domus.SE289	E00124618
mm.domus.SE290	E00155341
mm.domus.SE291	E00119251
mm.domus.SE292	E00122230
mm.domus.SE293	E00161375
mm.domus.SE294	E00153517
mm.domus.SE295	E00118160
mm.domus.SE296	E00115160
mm.domus.SE297	E00116656
mm.domus.SE298	E00106602
mm.domus.SE299	E00106652
mm.domus.SE300	E00157690
mm.domus.SE301	E00154264
mm.domus.SE302	E00012774
mm.domus.SE303	E00166757
mm.domus.SE304	E00153008
mm.domus.SE305	E00152947
mm.domus.SE306	E00088054
mm.domus.SE307	E00085778
mm.domus.SE308	E00161339
mm.domus.SE309	E00016455
mm.domus.SE310	E00109955
mm.domus.SE311	E00120121
mm.domus.SE312	E00167384
mm.domus.SE315	E00087422
mm.domus.SE316	E00013579
mm.domus.SE317	E00153328
mm.domus.SE318	E00153844
mm.domus.SE319	E00012764
mm.domus.SE320	E00123962
mm.domus.SE321	
mm.domus.SE322	S00097126
mm.domus.SE323	E00155838
mm.domus.SE324	E00120079
mm.domus.SE326	E00160399
mm.domus.SE327	E00118200
mm.domus.SE328	E00152358
mm.domus.SE329	E00014385
mm.domus.SE330	E00079582
mm.domus.SE331	E00153919
mm.domus.SE332	E00000967
mm.domus.SE333	E00170362
mm.domus.SE334	E00170362
mm.domus.SE335	E00091250
mm.domus.SE336	E00122997
mm.domus.SE337	E00086047
mm.domus.SE338	E00010329
mm.domus.SE339	E00079582
mm.domus.SE340	E00118494
mm.domus.SE341	E00152507
mm.domus.SE343	E00086477
mm.domus.SE345	E00166690
mm.domus.SE346	E00106649
mm.domus.SE347	E00107271
mm.domus.SE348	E00112173
mm.domus.SE349	E00120139
mm.domus.SE350	E00115865
mm.domus.SE351	E00086047
mm.domus.SE352	E00146492
mm.domus.SE353	E00157057
mm.domus.SE354	E00152372
mm.domus.SE356	E00079549
mm.domus.SE357	E00161583
mm.domus.SE358	E00120644
mm.domus.SE359	E00083471
mm.domus.SE360	E00090923
mm.domus.SE361	E00167807
mm.domus.SE362	E00117997
mm.domus.SE363	E00021733
mm.domus.SE364	E00120583
mm.domus.SE365	E00120230
mm.domus.SE366	E00146524
mm.domus.SE367	E00122998
mm.domus.SE368	E00080705
mm.domus.SE369	E00078990
mm.domus.SE370	E00174679
mm.domus.SE371	E00082480
mm.domus.SE372	E00121974
mm.domus.SE373	E00106267
mm.domus.SE374	E00125986
mm.domus.SE375	E00090710
mm.domus.SE376	E00090710
mm.domus.SE377	E00167076
mm.domus.SE378	E00090710
mm.domus.SE379	E00090710
mm.domus.SE380	E00090710
mm.domus.SE381	E00090710
mm.domus.SE382	E00090723
mm.domus.SE383	E00023930
mm.domus.SE384	E00174653
mm.domus.SE386	E00174653
mm.domus.SE387	E00004177
mm.domus.SE388	E00145301
mm.domus.SE389	E00145417
mm.domus.SE390	E00145417
mm.domus.SE391	E00083877
mm.domus.SE392	E00172567
mm.domus.SE393	E00172567
mm.domus.SE394	E00145303
mm.domus.SE395	E00146062
mm.domus.SE396	E00115053
mm.domus.SE397	E00022191
mm.domus.SE398	E00087693
mm.domus.SE399	E00017538
mm.domus.SE400	E00169712
mm.domus.SE402	E00091326
mm.domus.SE403	E00123082
mm.domus.SE404	E00115500
mm.domus.SE405	E00160524
mm.domus.SE406	E00017527
mm.domus.SE407	E00154063
mm.domus.SE408	E00091270
mm.domus.SE409	E00107189
mm.domus.SE410	E00153369
mm.domus.SE411	E00162114
mm.domus.SE412	E00090414
mm.domus.SE413	E00121917
mm.domus.SE414	E00173773
mm.domus.SE415	E00161282
mm.domus.SE416	E00106864
mm.domus.SE417	E00106844
mm.domus.SE418	E00154146
mm.domus.SE419	E00106786
mm.domus.SE420	E00124133
mm.domus.SE421	E00173773
mm.domus.SE422	E00156738
mm.domus.SE423	E00009644
mm.domus.SE424	E00154492
mm.domus.SE425	E00159929
mm.domus.SE426	E00107669
mm.domus.SE427	E00153396
mm.domus.SE428	E00079015
mm.domus.SE429	E00174653
mm.domus.SE430	E00154466
mm.domus.SE431	E00107017
mm.domus.SE432	E00160457
mm.domus.SE434	E00118076
mm.domus.SE435	E00119423
mm.domus.SE439	E00145714
mm.domus.SE440	E00154189
mm.domus.SE441	E00122845
mm.domus.SE442	E00110039
mm.domus.SE444	E00023935
mm.domus.SE445	E00174772
mm.domus.SE446	E00153383
mm.domus.SE447	E00023936
mm.domus.SE448	E00117556
mm.domus.SE449	E00173839
mm.domus.SE451	E00123542
mm.domus.SE452	E00166978
mm.domus.SE453	E00086191
mm.domus.SE454	E00161132
mm.domus.SE455	E00160986
mm.domus.SE456	E00106137
mm.domus.SE457	E00106137
mm.domus.SE458	E00106137
mm.domus.SE459	E00171556
mm.domus.SE460	E00116480
mm.domus.SE461	E00117081
mm.domus.SE462	E00107279
mm.domus.SE463	E00157302
mm.domus.SE464	E00089077
mm.domus.SE466	E00166725
mm.domus.SE467	E00124810
mm.domus.SE468	E00087432
mm.domus.SE469	E00089077
mm.domus.SE470	E00170362
mm.domus.SE471	E00014519
mm.domus.SE472	E00019590
mm.domus.SE473	E00012823
mm.domus.SE474	E00008176
mm.domus.SE475	E00087523
mm.domus.SE478	E00112168
mm.domus.SE480	E00017092
mm.domus.SE481	E00106899
mm.domus.SE482	E00171397
mm.domus.SE483	E00170375
mm.domus.SE484	E00023821
mm.domus.SE485	E00167384
mm.domus.SE486	E00145964
mm.domus.SE488	E00154801
mm.domus.SE489	E00123887
mm.domus.SE490	E00106649
mm.domus.SE491	E00091466
mm.domus.SE492	E00080139
mm.domus.SE493	E00153852
mm.domus.SE494	E00135285
mm.domus.SE495	E00135285
mm.domus.SE496	E00000994
mm.domus.SE498	E00115684
mm.domus.SE499	E00107097
mm.domus.SE500	E00122845
mm.domus.SE501	E00123131
mm.domus.SE503	E00146644
mm.domus.SE504	E00091748
mm.domus.SE505	E00092288
mm.domus.SE506	E00013944
mm.domus.SE507	E00014101
mm.domus.SE508	E00175189
mm.domus.SE509	E00016097
mm.domus.SE510	E00004694
mm.domus.SE511	E00174890
mm.domus.SE513	E00176509
mm.domus.SE514	E00090170
mm.domus.SE515	E00089471
mm.domus.SE516	E00089381
mm.domus.SE517	E00090385
mm.domus.SE518	E00082135
mm.domus.SE519	E00173259
mm.domus.SE520	E00014228
mm.domus.SE521	E00004405
mm.domus.SE522	E00013303
mm.domus.SE523	E00008620
mm.domus.SE524	E00004420
mm.domus.SE525	E00146255
mm.domus.SE526	E00146662
mm.domus.SE527	E00145749
mm.domus.SE528	E00107169
mm.domus.SE529	E00107282
mm.domus.SE530	E00106822
mm.domus.SE531	E00124270
mm.domus.SE532	E00125656
