project_id	mm_size
mm.Mus70Cal.027	unknown
mm.Mus70Cal.028	unknown
mm.Mus70Cal.029	unknown
mm.Mus70Cal.030	unknown
mm.musa.001	unknown
mm.musa.002	very_small
mm.musa.004	very_small
mm.musa.006	small
mm.musa.008	small
mm.musa.010	medium
mm.musa.012	unknown
mm.musa.013	unknown
mm.musa.015	unknown
mm.musa.016	small
mm.musa.021	unknown
mm.musa.022	unknown
mm.musa.023	unknown
mm.musa.026	unknown
mm.musa.031	unknown
mm.musa.032	unknown
mm.musa.035	unknown
mm.musa.036	very_small
mm.musa.037	very_large
mm.musa.039	unknown
mm.musa.041	large
mm.musa.042	unknown
mm.musa.043	tiny
mm.musa.045	unknown
mm.musa.046	unknown
mm.musa.047	unknown
mm.musa.048	medium
mm.musa.050	unknown
mm.musa.052	unknown
mm.musa.053	large
mm.musa.055	very_small
mm.musa.057	unknown
mm.musa.058	very_small
mm.musa.067	unknown
mm.musa.069	tiny
mm.musa.072	unknown
mm.musa.073	medium
mm.musa.074	unknown
mm.musa.075	unknown
mm.musa.076	very_small
mm.musa.081	unknown
mm.musa.083	very_small
mm.musa.084	tiny
mm.musa.090	very_small
mm.musa.092	unknown
mm.musa.093	unknown
mm.musa.095	unknown
mm.musa.096	very_small
mm.musa.097	unknown
mm.musa.099	very_small
mm.musa.100	very_large
mm.musa.101	unknown
mm.musa.102	very_small
mm.musa.109	medium
mm.musa.112	unknown
mm.musa.115	unknown
mm.musa.116	unknown
mm.musa.117	unknown
mm.musa.118	unknown
mm.musa.119	unknown
mm.musa.120	unknown
mm.musa.121	small
mm.musa.122	unknown
mm.musa.126	unknown
mm.musa.129	unknown
mm.musa.130	unknown
mm.musa.132	small
mm.musa.135	tiny
mm.musa.136	unknown
mm.musa.138	unknown
mm.musa.140	unknown
mm.musa.141	unknown
mm.musa.142	unknown
mm.musa.145	large
mm.musa.149	unknown
mm.musa.151	small
mm.musa.153	unknown
mm.musa.154	very_small
mm.musa.156	unknown
mm.musa.157	unknown
mm.musa.158	medium
mm.musa.160	unknown
mm.musa.162	unknown
mm.musa.163	unknown
mm.musa.164	unknown
mm.musa.165	unknown
mm.musa.166	unknown
mm.musa.168	unknown
mm.musa.169	unknown
mm.musa.171	unknown
mm.musa.175	unknown
mm.musa.178	tiny
mm.musa.180	very_small
mm.musa.182	unknown
mm.musa.183	unknown
mm.musa.184	small
mm.musa.186	tiny
mm.musa.188	very_small
mm.musa.189	unknown
mm.musa.191	large
mm.musa.195	unknown
mm.musa.196	unknown
mm.musa.197	medium
mm.musa.199	unknown
mm.musa.201	unknown
mm.musa.204	unknown
mm.musa.205	unknown
mm.musa.208	unknown
mm.musa.209	medium
mm.musa.210	very_small
mm.musa.212	tiny
mm.musa.214	unknown
mm.musa.215	unknown
mm.musa.216	unknown
mm.musa.217	unknown
mm.musa.219	unknown
mm.musa.220	unknown
mm.musa.222	very_small
mm.musa.223	unknown
mm.musa.224	unknown
mm.musa.225	tiny
mm.musa.227	unknown
mm.musa.228	unknown
mm.musa.229	very_large
mm.musa.230	very_small
mm.musa.235	very_small
mm.musa.240	unknown
mm.musa.241	unknown
mm.musa.242	unknown
mm.musa.243	unknown
mm.musa.246	very_small
mm.musa.247	small
mm.musa.248	unknown
mm.musa.252	very_large
mm.musa.253	unknown
mm.musa.254	large
mm.musa.255	small
mm.musa.257	tiny
mm.musa.258	large
mm.musa.259	unknown
mm.musa.260	unknown
mm.musa.263	unknown
mm.musa.264	very_small
mm.musa.265	unknown
mm.musa.266	unknown
mm.musa.268	very_small
mm.musa.270	unknown
mm.musa.271	tiny
mm.musa.272	unknown
mm.musa.273	unknown
mm.musa.274	small
mm.musa.276	unknown
mm.musa.277	unknown
mm.musa.278	unknown
mm.musa.280	medium
mm.musa.281	unknown
mm.musa.282	very_small
mm.musa.283	unknown
mm.musa.285	unknown
mm.musa.286	medium
mm.musa.289	large
mm.musa.290	very_large
mm.musa.291	unknown
mm.musa.292	medium
mm.musa.293	small
mm.musa.294	unknown
mm.musa.295	unknown
mm.musa.296	unknown
mm.musa.297	unknown
mm.musa.298	large
mm.musa.299	unknown
mm.musa.300	unknown
mm.musa.301	small
mm.musa.303	unknown
mm.musa.304	very_large
mm.musa.305	very_large
mm.musa.306	unknown
mm.musa.307	large
mm.musa.308	unknown
mm.musa.310	small
mm.musa.311	very_small
mm.musa.312	small
mm.musa.313	tiny
mm.musa.314	tiny
mm.musa.316	medium
mm.musa.319	unknown
mm.musa.320	unknown
mm.musa.321	unknown
mm.musa.322	small
mm.musa.323	unknown
mm.musa.325	unknown
mm.musa.326	medium
mm.musa.327	unknown
mm.musa.328	very_small
mm.musa.329	unknown
mm.musa.332	tiny
mm.musa.334	very_small
mm.musa.335	unknown
mm.musa.337	small
mm.musa.339	small
mm.musa.340	unknown
mm.musa.341	very_large
mm.musa.342	unknown
mm.musa.343	very_large
mm.musa.344	unknown
mm.musa.345	tiny
mm.musa.346	unknown
mm.musa.347	unknown
mm.musa.349	tiny
mm.musa.350	small
mm.musa.351	medium
mm.musa.352	medium
mm.musa.353	unknown
mm.musa.354	medium
mm.musa.356	tiny
mm.musa.360	unknown
mm.musa.361	unknown
mm.musa.362	very_small
mm.musa.363	unknown
mm.musa.364	unknown
mm.musa.366	unknown
mm.musa.367	tiny
mm.musa.368	unknown
mm.musa.369	unknown
mm.musa.370	very_small
mm.musa.371	unknown
mm.musa.372	unknown
mm.musa.373	unknown
mm.musa.374	very_small
mm.musa.376	unknown
mm.musa.377	very_small
mm.musa.379	unknown
mm.musa.380	unknown
mm.musa.386	unknown
mm.musa.387	unknown
mm.musa.388	small
mm.musa.389	tiny
mm.musa.390	unknown
mm.musa.391	unknown
mm.musa.392	very_large
mm.musa.393	unknown
mm.musa.394	small
mm.musa.396	medium
mm.musa.397	unknown
mm.nimc.006	medium
mm.nimc.007	small
mm.nimc.009	small
mm.nimc.013	very_small
mm.nimc.016	small
mm.nimc.017	tiny
mm.nimc.018	small
mm.nimc.025	very_small
mm.nimc.026	medium
mm.nimc.035	unknown
mm.nimc.036	unknown
mm.nimc.037	unknown
mm.nimc.038	unknown
mm.nimc.043	small
mm.wiki.001	unknown
mm.wiki.002	unknown
mm.wiki.003	unknown
mm.wiki.004	unknown
mm.wiki.005	unknown
mm.wiki.006	unknown
mm.wiki.007	unknown
mm.wiki.008	unknown
mm.wiki.009	unknown
mm.wiki.010	unknown
mm.wiki.011	unknown
mm.wiki.012	unknown
mm.wiki.013	unknown
mm.wiki.014	unknown
mm.wiki.015	unknown
mm.wiki.016	tiny
mm.wiki.017	unknown
mm.wiki.018	unknown
mm.wiki.019	unknown
mm.wiki.020	very_small
mm.wiki.021	unknown
mm.wiki.022	unknown
mm.wiki.023	unknown
mm.wiki.024	unknown
mm.wiki.025	unknown
mm.wiki.026	unknown
mm.wiki.027	unknown
mm.wiki.028	unknown
mm.wiki.029	unknown
mm.wiki.030	unknown
mm.wiki.031	unknown
mm.wiki.032	unknown
mm.wiki.033	unknown
mm.wiki.034	unknown
mm.wiki.035	unknown
mm.wiki.036	small
mm.wiki.037	unknown
mm.wiki.038	unknown
mm.wiki.039	large
mm.wiki.040	unknown
mm.wiki.041	unknown
mm.wiki.042	unknown
mm.wiki.043	unknown
mm.wiki.044	unknown
mm.wiki.045	unknown
mm.wiki.046	unknown
mm.wiki.047	unknown
mm.wiki.048	unknown
mm.wiki.049	unknown
mm.wiki.051	unknown
mm.wiki.053	unknown
mm.wiki.054	unknown
mm.wiki.055	unknown
mm.wiki.056	small
mm.wiki.057	unknown
mm.wiki.058	unknown
mm.wiki.059	unknown
mm.wiki.060	unknown
mm.wiki.061	unknown
mm.wiki.062	unknown
mm.wiki.063	unknown
mm.wiki.064	unknown
mm.wiki.065	very_large
mm.wiki.066	unknown
mm.wiki.067	unknown
mm.wiki.069	unknown
mm.wiki.070	unknown
mm.wiki.071	unknown
mm.wiki.073	unknown
mm.wiki.074	very_small
mm.wiki.075	unknown
mm.wiki.076	unknown
mm.wiki.077	unknown
mm.wiki.078	unknown
mm.wiki.079	unknown
mm.wiki.080	unknown
mm.wiki.082	unknown
mm.wiki.083	unknown
mm.wiki.084	unknown
mm.wiki.085	unknown
mm.wiki.086	very_small
mm.wiki.087	unknown
mm.wiki.088	unknown
mm.wiki.089	unknown
mm.wiki.090	unknown
mm.wiki.091	unknown
mm.wiki.092	unknown
mm.wiki.093	unknown
mm.wiki.094	unknown
mm.wiki.095	unknown
mm.wiki.096	unknown
mm.wiki.097	small
mm.wiki.098	unknown
mm.wiki.100	unknown
mm.wiki.101	unknown
mm.wiki.102	unknown
mm.wiki.103	unknown
mm.wiki.104	unknown
mm.wiki.105	unknown
mm.wiki.107	unknown
mm.wiki.108	small
mm.wiki.109	unknown
mm.wiki.110	unknown
mm.wiki.111	unknown
mm.wiki.112	unknown
mm.wiki.114	unknown
mm.wiki.115	unknown
mm.wiki.116	unknown
mm.wiki.117	unknown
mm.wiki.119	unknown
mm.wiki.121	unknown
mm.wiki.122	unknown
mm.wiki.123	tiny
mm.wiki.124	unknown
mm.wiki.126	unknown
mm.wiki.127	unknown
mm.wiki.128	unknown
mm.wiki.129	unknown
mm.wiki.130	small
mm.wiki.131	unknown
mm.wiki.133	unknown
mm.wiki.134	unknown
mm.wiki.135	unknown
mm.wiki.136	unknown
mm.wiki.137	unknown
mm.wiki.138	unknown
mm.wiki.139	unknown
mm.wiki.140	unknown
mm.wiki.141	unknown
mm.wiki.142	unknown
mm.wiki.143	unknown
mm.wiki.144	unknown
mm.wiki.145	unknown
mm.wiki.146	unknown
mm.wiki.147	unknown
mm.wiki.148	unknown
mm.wiki.149	unknown
mm.wiki.150	unknown
mm.wiki.151	unknown
mm.wiki.152	unknown
mm.wiki.153	unknown
mm.wiki.155	unknown
mm.wiki.156	unknown
mm.wiki.157	unknown
mm.wiki.158	unknown
mm.wiki.160	unknown
mm.wiki.161	unknown
mm.wiki.162	unknown
mm.wiki.164	unknown
mm.wiki.167	unknown
mm.wiki.168	unknown
mm.wiki.169	unknown
mm.wiki.170	unknown
mm.wiki.172	unknown
mm.wiki.173	tiny
mm.wiki.174	unknown
mm.wiki.177	unknown
mm.wiki.178	unknown
mm.wiki.179	unknown
mm.wiki.180	unknown
mm.wiki.181	unknown
mm.wiki.182	unknown
mm.wiki.183	unknown
mm.wiki.184	unknown
mm.wiki.185	unknown
mm.wiki.186	unknown
mm.wiki.187	medium
mm.wiki.188	unknown
mm.wiki.189	unknown
mm.wiki.190	small
mm.wiki.191	very_small
mm.wiki.192	unknown
mm.wiki.193	unknown
mm.wiki.194	unknown
mm.wiki.195	unknown
mm.wiki.196	unknown
mm.wiki.198	unknown
mm.wiki.200	unknown
mm.wiki.201	unknown
mm.wiki.202	medium
mm.wiki.203	unknown
mm.wiki.204	unknown
mm.wiki.206	unknown
mm.wiki.207	unknown
mm.wiki.208	large
mm.wiki.209	tiny
mm.wiki.210	unknown
mm.wiki.211	very_small
mm.wiki.212	unknown
mm.wiki.213	unknown
mm.wiki.214	unknown
mm.wiki.215	unknown
mm.wiki.217	unknown
mm.wiki.218	unknown
mm.wiki.219	small
mm.wiki.220	unknown
mm.wiki.221	very_small
mm.wiki.222	unknown
mm.wiki.223	unknown
mm.wiki.224	unknown
mm.wiki.225	unknown
mm.wiki.226	unknown
mm.wiki.227	unknown
mm.wiki.229	unknown
mm.wiki.230	unknown
mm.wiki.232	unknown
mm.wiki.236	unknown
mm.wiki.237	tiny
mm.wiki.238	unknown
mm.wiki.239	medium
mm.wiki.240	unknown
mm.wiki.241	tiny
mm.wiki.242	unknown
mm.wiki.243	unknown
mm.wiki.245	unknown
mm.wiki.248	unknown
mm.wiki.249	unknown
mm.wiki.250	unknown
mm.wiki.251	unknown
mm.wiki.252	tiny
mm.wiki.253	tiny
mm.wiki.254	unknown
mm.wiki.255	medium
mm.wiki.256	small
mm.wiki.257	unknown
mm.wiki.258	unknown
mm.wiki.259	unknown
mm.wiki.260	tiny
mm.wiki.261	unknown
mm.wiki.262	small
mm.wiki.263	tiny
mm.wiki.264	unknown
mm.wiki.265	unknown
mm.wiki.266	unknown
mm.wiki.267	unknown
mm.wiki.268	unknown
mm.wiki.269	unknown
mm.wiki.270	unknown
mm.wiki.271	unknown
mm.wiki.272	very_large
mm.wiki.273	unknown
mm.wiki.274	unknown
mm.wiki.275	unknown
mm.wiki.276	unknown
mm.wiki.277	unknown
mm.wiki.278	unknown
mm.wiki.279	unknown
mm.wiki.280	unknown
mm.wiki.281	very_small
mm.wiki.282	unknown
mm.wiki.283	unknown
mm.wiki.285	unknown
mm.wiki.286	unknown
mm.wiki.288	unknown
mm.wiki.289	unknown
mm.wiki.290	unknown
mm.wiki.291	unknown
mm.wiki.292	unknown
mm.wiki.293	unknown
mm.wiki.294	unknown
mm.wiki.295	unknown
mm.wiki.297	unknown
mm.wiki.298	unknown
mm.wiki.299	unknown
mm.wiki.300	unknown
mm.wiki.301	unknown
mm.wiki.302	unknown
mm.wiki.303	unknown
mm.wiki.304	very_small
mm.wiki.305	unknown
mm.wiki.306	medium
mm.wiki.307	unknown
mm.wiki.308	medium
mm.wiki.309	unknown
mm.wiki.310	unknown
mm.wiki.311	unknown
mm.wiki.312	unknown
mm.wiki.313	unknown
mm.wiki.314	unknown
mm.wiki.315	unknown
mm.wiki.316	unknown
mm.wiki.320	unknown
mm.wiki.322	unknown
mm.wiki.323	unknown
mm.wiki.324	unknown
mm.wiki.325	unknown
mm.wiki.326	very_large
mm.wiki.327	unknown
mm.wiki.328	unknown
mm.wiki.329	unknown
mm.wiki.330	unknown
mm.wiki.331	unknown
mm.wiki.332	very_small
mm.wiki.333	unknown
mm.wiki.334	very_small
mm.wiki.335	unknown
mm.wiki.336	unknown
mm.wiki.337	unknown
mm.wiki.340	unknown
mm.wiki.341	unknown
mm.wiki.342	unknown
mm.wiki.343	unknown
mm.wiki.344	unknown
mm.wiki.345	unknown
mm.wiki.347	unknown
mm.wiki.348	small
mm.wiki.350	unknown
mm.wiki.351	unknown
mm.wiki.352	unknown
mm.wiki.353	unknown
mm.wiki.354	unknown
mm.wiki.355	unknown
mm.wiki.356	unknown
mm.wiki.357	unknown
mm.wiki.358	unknown
mm.wiki.359	unknown
mm.wiki.360	unknown
mm.wiki.361	unknown
mm.wiki.362	unknown
mm.wiki.363	unknown
mm.wiki.364	very_small
mm.wiki.365	unknown
mm.wiki.366	unknown
mm.wiki.367	unknown
mm.wiki.368	unknown
mm.wiki.371	unknown
mm.wiki.372	medium
mm.wiki.373	small
mm.wiki.374	unknown
mm.wiki.375	unknown
mm.wiki.376	unknown
mm.wiki.377	unknown
mm.wiki.378	unknown
mm.wiki.379	unknown
mm.wiki.380	unknown
mm.wiki.381	unknown
mm.wiki.382	unknown
mm.wiki.383	unknown
mm.wiki.384	unknown
mm.wiki.385	small
mm.wiki.386	unknown
mm.wiki.387	unknown
mm.wiki.388	unknown
mm.wiki.389	unknown
mm.wiki.390	unknown
mm.wiki.391	unknown
mm.wiki.392	unknown
mm.wiki.393	unknown
mm.wiki.394	unknown
mm.wiki.395	unknown
mm.wiki.396	very_small
mm.wiki.397	tiny
mm.wiki.398	unknown
mm.wiki.399	unknown
mm.wiki.400	unknown
mm.wiki.401	unknown
mm.wiki.402	unknown
mm.wiki.404	unknown
mm.wiki.405	unknown
mm.wiki.407	unknown
mm.wiki.409	unknown
mm.wiki.411	unknown
mm.wiki.412	unknown
mm.wiki.413	unknown
mm.wiki.414	unknown
mm.wiki.415	unknown
mm.wiki.416	unknown
mm.wiki.417	unknown
mm.wiki.418	unknown
mm.wiki.419	unknown
mm.wiki.420	unknown
mm.wiki.421	unknown
mm.wiki.422	unknown
mm.wiki.423	unknown
mm.wiki.424	unknown
mm.wiki.426	unknown
mm.wiki.427	unknown
mm.wiki.428	small
mm.wiki.429	unknown
mm.wiki.430	unknown
mm.wiki.431	unknown
mm.wiki.432	unknown
mm.wiki.434	unknown
mm.wiki.435	medium
mm.wiki.436	unknown
mm.wiki.437	unknown
mm.wiki.438	unknown
mm.wiki.439	unknown
mm.wiki.440	unknown
mm.wiki.441	unknown
mm.wiki.444	unknown
mm.wiki.446	unknown
mm.wiki.447	unknown
mm.wiki.448	unknown
mm.wiki.449	unknown
mm.wiki.451	unknown
mm.wiki.452	unknown
mm.wiki.454	unknown
mm.wiki.455	unknown
mm.wiki.456	unknown
mm.wiki.457	unknown
mm.wiki.458	unknown
mm.wiki.459	unknown
mm.wiki.460	unknown
mm.wiki.461	unknown
mm.wiki.462	unknown
mm.wiki.464	unknown
mm.wiki.466	unknown
mm.wiki.467	unknown
mm.wiki.468	unknown
mm.wiki.470	unknown
mm.wiki.471	unknown
mm.wiki.472	unknown
mm.wiki.474	unknown
mm.wiki.475	unknown
mm.wiki.476	unknown
mm.wiki.477	unknown
mm.wiki.478	unknown
mm.wiki.479	unknown
mm.wiki.480	unknown
mm.wiki.481	unknown
mm.wiki.483	unknown
mm.wiki.484	unknown
mm.wiki.485	unknown
mm.wiki.486	unknown
mm.wiki.487	unknown
mm.wiki.488	very_small
mm.wiki.489	unknown
mm.wiki.490	unknown
mm.wiki.491	unknown
mm.wiki.494	unknown
mm.wiki.495	unknown
mm.wiki.496	unknown
mm.wiki.497	unknown
mm.wiki.498	unknown
mm.wiki.499	unknown
mm.wiki.500	unknown
mm.wiki.501	unknown
mm.wiki.502	unknown
mm.wiki.503	unknown
mm.wiki.504	very_small
mm.wiki.505	unknown
