project_id	size	size_wpred	size_source
mm.musa.096	small	small	ma(fam)
mm.misc.013	unknown_sz	small	mm_prediction_random_forest
mm.misc.082	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE090	medium	medium	domus
mm.misc.032	unknown_sz	small	mm_prediction_random_forest
mm.aim.0788	small	small	aim_size_designation
mm.domus.SE261	medium	medium	domus
mm.domus.SE078	medium	medium	domus
mm.domus.SE606	large	large	visitbritain
mm.wiki.227	unknown_sz	medium	mm_prediction_random_forest
mm.musa.112	unknown_sz	small	mm_prediction_random_forest
mm.Mus70Cal.022	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE532	large	large	visitbritain
mm.aim82NM.074	unknown_sz	small	mm_prediction_random_forest
mm.aim.0074	small	small	aim_size_designation
mm.aim.0407	small	small	aim_size_designation
mm.ace.1205	large	large	visitbritain
mm.domus.SE252	small	small	domus
mm.domus.SE374	medium	medium	domus
mm.aim.0503	small	small	aim_size_designation
mm.domus.SE536	large	large	domus
mm.wiki.224	unknown_sz	small	mm_prediction_random_forest
mm.aim.0581	small	small	aim_size_designation
mm.musa.224	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW075	medium	medium	domus
mm.domus.NW076	medium	medium	domus
mm.domus.NW074	large	large	domus
mm.ace.1202	medium	medium	visitbritain
mm.domus.NW069	small	small	domus
mm.domus.NW162	small	small	domus
mm.misc.143	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW006	medium	medium	domus
mm.hha.144	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW181	medium	medium	ma(fam)
mm.aim82NM.071	unknown_sz	large	mm_prediction_random_forest
mm.domus.NW132	medium	medium	domus
mm.aim.0570	medium	medium	visitbritain
mm.wiki.240	unknown_sz	medium	mm_prediction_random_forest
mm.misc.011	unknown_sz	medium	mm_prediction_random_forest
mm.aim82NM.073	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW057	medium	medium	visitbritain
mm.musa.191	large	large	ma(fam)
mm.domus.NW165	small	small	domus
mm.domus.NW072	medium	medium	domus
mm.domus.NW040	small	small	domus
mm.domus.NW050	medium	medium	domus
mm.wiki.242	unknown_sz	small	mm_prediction_random_forest
mm.wiki.239	medium	medium	visitbritain
mm.domus.NW049	large	large	domus
mm.domus.NW048	small	small	domus
mm.hha.145	small	small	visitbritain
mm.domus.NW046	large	large	domus
mm.ace.135	medium	medium	ma(fam)
mm.Mus70Cal.013	unknown_sz	medium	mm_prediction_random_forest
mm.fcm.032	small	small	visitbritain
mm.domus.NW179	small	small	domus
mm.domus.NW129	large	large	domus
mm.aim.1335	small	small	aim_size_designation
mm.domus.NW130	small	small	domus
mm.Mus70Cal.004	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.237	small	small	visitbritain
mm.domus.NW141	small	small	domus
mm.domus.NW081	medium	medium	domus
mm.domus.NW036	small	small	domus
mm.domus.NW038	small	small	domus
mm.domus.NW085	large	large	domus
mm.domus.NW035	medium	medium	domus
mm.domus.NW045	small	small	domus
mm.misc.156	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.122	unknown_sz	large	mm_prediction_random_forest
mm.domus.NW042	medium	medium	domus
mm.hha.143	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW152	medium	medium	domus
mm.domus.NW139	medium	medium	domus
mm.domus.NW183	medium	medium	ma(fam)
mm.wiki.241	small	small	visitbritain
mm.domus.NW041	medium	medium	domus
mm.aim.1315	small	small	ma(fam)
mm.musa.023	unknown_sz	small	mm_prediction_random_forest
mm.ace.127	large	large	ace_size_designation
mm.domus.NW188	small	small	aim_size_designation
mm.aim.1247	small	small	aim_size_designation
mm.hha.146	medium	medium	visitbritain
mm.domus.NW094	small	small	domus
mm.domus.NW175	medium	medium	visitbritain
mm.domus.NW043	small	small	domus
mm.aim.1051	small	small	aim_size_designation
mm.musa.329	unknown_sz	large	mm_prediction_random_forest
mm.aim.0994	small	small	aim_size_designation
mm.wiki.248	unknown_sz	small	mm_prediction_random_forest
mm.ace.1108	small	small	ace_size_designation
mm.ace.1107	small	small	ace_size_designation
mm.domus.EM104	medium	medium	ma(fam)
mm.domus.EM083	medium	medium	domus
mm.domus.EM074	medium	medium	domus
mm.musa.280	medium	medium	ma(fam)
mm.aim.0410	small	small	ma(fam)
mm.wiki.243	unknown_sz	small	mm_prediction_random_forest
mm.hha.090	unknown_sz	small	mm_prediction_random_forest
mm.aim.0565	small	small	aim_size_designation
mm.domus.EM109	small	small	visitbritain
mm.ace.1200	medium	medium	mm
mm.wiki.250	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.027	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM070	medium	medium	domus
mm.hha.089	unknown_sz	small	mm_prediction_random_forest
mm.ace.1286	small	small	mm
mm.musa.115	unknown_sz	small	mm_prediction_random_forest
mm.aim.0959	small	small	aim_size_designation
mm.domus.EM004	small	small	domus
mm.wiki.245	unknown_sz	large	mm_prediction_random_forest
mm.domus.EM073	medium	medium	domus
mm.domus.EM075	large	large	domus
mm.ace.1236	small	small	mm
mm.wiki.251	unknown_sz	medium	mm_prediction_random_forest
mm.misc.044	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM108	small	small	ma(fam)
mm.domus.EM040	small	small	domus
mm.ace.1106	small	small	aim_size_designation
mm.misc.102	unknown_sz	small	mm_prediction_random_forest
mm.wiki.252	small	small	visitbritain
mm.domus.EM085	medium	medium	domus
mm.wiki.258	unknown_sz	small	mm_prediction_random_forest
mm.wiki.270	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM096	medium	medium	visitbritain
mm.domus.EM041	small	small	domus
mm.wiki.256	medium	medium	visitbritain
mm.wiki.502	unknown_sz	small	mm_prediction_random_forest
mm.musa.212	small	small	ma(fam)
mm.domus.EM003	small	small	domus
mm.aim.1004	small	small	aim_size_designation
mm.domus.EM090	medium	medium	visitbritain
mm.domus.EM032	medium	medium	domus
mm.wiki.255	medium	medium	visitbritain
mm.aim.0545	small	small	aim_size_designation
mm.domus.EM110	small	small	visitbritain
mm.wiki.262	medium	medium	visitbritain
mm.ace.324	large	large	ma(fam)
mm.wiki.254	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.261	unknown_sz	medium	mm_prediction_random_forest
mm.domus.EM046	small	small	domus
mm.domus.EM027	medium	medium	domus
mm.domus.EM077	medium	medium	domus
mm.aim.0925	small	small	aim_size_designation
mm.domus.EM028	large	large	domus
mm.musa.169	unknown_sz	small	mm_prediction_random_forest
mm.wiki.257	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.267	unknown_sz	small	mm_prediction_random_forest
mm.ace.1132	small	small	ma(fam)
mm.wiki.263	small	small	visitbritain
mm.wiki.260	small	small	visitbritain
mm.wiki.265	unknown_sz	small	mm_prediction_random_forest
mm.aim.0269	medium	medium	visitbritain
mm.aim.0604	small	small	aim_size_designation
mm.domus.EM107	unknown_sz	medium	mm_prediction_random_forest
mm.aim.0750	small	small	ma(fam)
mm.ace.1216	small	small	aim_size_designation
mm.wiki.269	unknown_sz	small	mm_prediction_random_forest
mm.fcm.109	unknown_sz	small	mm_prediction_random_forest
mm.ace.1262	small	small	aim_size_designation
mm.ace.1275	small	small	ma(fam)
mm.domus.EM013	medium	medium	domus
mm.domus.EM100	unknown_sz	small	mm_prediction_random_forest
mm.hha.092	medium	medium	visitbritain
mm.domus.EM029	medium	medium	domus
mm.domus.EM088	large	large	visitbritain
mm.aim82M.042	unknown_sz	small	mm_prediction_random_forest
mm.hha.091	unknown_sz	small	mm_prediction_random_forest
mm.ace.327	large	large	ace_size_designation
mm.aim.0107	small	small	aim_size_designation
mm.domus.EM030	medium	medium	domus
mm.domus.EM089	medium	medium	visitbritain
mm.wiki.271	unknown_sz	small	mm_prediction_random_forest
mm.aim.0658	small	small	aim_size_designation
mm.aim.0160	small	small	aim_size_designation
mm.domus.EM031	medium	medium	domus
mm.wiki.266	unknown_sz	small	mm_prediction_random_forest
mm.wiki.268	unknown_sz	small	mm_prediction_random_forest
mm.fcm.074	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE116	medium	medium	domus
mm.domus.SE152	small	small	domus
mm.aim82NM.064	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE544	large	large	visitbritain
mm.domus.SE114	medium	medium	domus
mm.aim82M.023	unknown_sz	small	mm_prediction_random_forest
mm.wiki.292	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE137	small	small	domus
mm.wiki.285	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE135	small	small	domus
mm.domus.SE538	large	large	visitbritain
mm.wiki.281	small	small	visitbritain
mm.aim.0049	small	small	aim_size_designation
mm.wiki.290	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE153	small	small	domus
mm.wiki.283	unknown_sz	small	mm_prediction_random_forest
mm.ace.413	large	large	ace_size_designation
mm.wiki.282	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE494	small	small	domus
mm.aim82M.053	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.061	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE495	small	small	domus
mm.domus.SE107	unknown_sz	small	mm_prediction_random_forest
mm.wiki.294	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE110	small	small	domus
mm.misc.003	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE605	small	small	aim_size_designation
mm.domus.SE106	medium	medium	visitbritain
mm.aim.0566	small	small	aim_size_designation
mm.fcm.160	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE112	medium	medium	domus
mm.domus.SE111	medium	medium	domus
mm.musa.136	unknown_sz	small	mm_prediction_random_forest
mm.aim.0265	small	small	aim_size_designation
mm.aim82M.049	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE136	small	small	domus
mm.wiki.286	unknown_sz	small	mm_prediction_random_forest
mm.wiki.289	unknown_sz	small	mm_prediction_random_forest
mm.aim.1001	small	small	aim_size_designation
mm.hha.078	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE590	small	small	ma(fam)
mm.domus.SE134	small	small	domus
mm.aim.0158	medium	medium	aim_size_designation
mm.ace.1209	medium	medium	visitbritain
mm.musa.142	unknown_sz	small	mm_prediction_random_forest
mm.fcm.235	unknown_sz	small	mm_prediction_random_forest
mm.aim.0956	small	small	aim_size_designation
mm.fcm.239	small	small	visitbritain
mm.wiki.293	unknown_sz	medium	mm_prediction_random_forest
mm.misc.122	unknown_sz	small	mm_prediction_random_forest
mm.aim.1117	medium	medium	visitbritain
mm.misc.161	unknown_sz	small	mm_prediction_random_forest
mm.ace.713	small	small	ace_size_designation
mm.fcm.202	small	small	aim_size_designation
mm.ace.1285	small	small	mm
mm.domus.SE126	small	small	domus
mm.wiki.291	unknown_sz	medium	mm_prediction_random_forest
mm.ace.1105	small	small	mm
mm.hha.077	medium	medium	ma(fam)
mm.aim.1209	large	large	aim_size_designation
mm.domus.SE543	large	large	visitbritain
mm.musa.352	medium	medium	ma(fam)
mm.fcm.172	unknown_sz	small	mm_prediction_random_forest
mm.fcm.190	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE113	medium	medium	domus
mm.domus.SE115	medium	medium	domus
mm.fcm.175	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE596	small	small	mm
mm.fcm.098	small	small	aim_size_designation
mm.fcm.067	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE449	medium	medium	domus
mm.domus.SE105	small	small	ma(fam)
mm.aim.0215	small	small	aim_size_designation
mm.domus.SE103	medium	medium	ma(fam)
mm.domus.SE102	medium	medium	visitbritain
mm.aim.0461	small	small	aim_size_designation
mm.fcm.137	small	small	visitbritain
mm.domus.SE104	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE101	large	large	visitbritain
mm.domus.SE563	medium	medium	domus
mm.domus.SE138	small	small	domus
mm.domus.SE154	small	small	domus
mm.aim.0350	small	small	aim_size_designation
mm.wiki.288	unknown_sz	small	mm_prediction_random_forest
mm.musa.004	small	small	visitbritain
mm.domus.SE118	small	small	ma(fam)
mm.fcm.191	unknown_sz	small	mm_prediction_random_forest
mm.wiki.280	unknown_sz	small	mm_prediction_random_forest
mm.aim.1348	medium	medium	aim_size_designation
mm.fcm.242	small	small	mm
mm.aim.0811	small	small	aim_size_designation
mm.aim.0231	small	small	aim_size_designation
mm.hha.095	unknown_sz	small	mm_prediction_random_forest
mm.wiki.297	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM026	small	small	domus
mm.hha.097	unknown_sz	small	mm_prediction_random_forest
mm.aim82M.033	unknown_sz	small	mm_prediction_random_forest
mm.hha.094	unknown_sz	small	mm_prediction_random_forest
mm.ace.1293	medium	medium	mm
mm.domus.EM095	medium	medium	domus
mm.musa.266	unknown_sz	small	mm_prediction_random_forest
mm.hha.096	unknown_sz	small	mm_prediction_random_forest
mm.musa.345	small	small	ma(fam)
mm.aim82NM.049	unknown_sz	small	mm_prediction_random_forest
mm.aim.1210	small	small	aim_size_designation
mm.wiki.299	unknown_sz	small	mm_prediction_random_forest
mm.ace.1280	small	small	ace_size_designation
mm.misc.055	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM079	small	small	domus
mm.hha.098	unknown_sz	small	mm_prediction_random_forest
mm.ace.1239	small	small	aim_size_designation
mm.aim.0812	small	small	aim_size_designation
mm.aim.0173	small	small	visitbritain
mm.aim.1076	small	small	aim_size_designation
mm.domus.EM058	medium	medium	domus
mm.domus.EM059	medium	medium	domus
mm.domus.EM047	small	small	domus
mm.domus.EM084	large	large	domus
mm.domus.EM007	medium	medium	domus
mm.domus.EM008	medium	medium	domus
mm.wiki.298	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM001	large	large	domus
mm.wiki.295	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM099	small	small	domus
mm.ace.1117	medium	medium	mm
mm.domus.EM006	medium	medium	domus
mm.wiki.300	unknown_sz	medium	mm_prediction_random_forest
mm.musa.389	small	small	visitbritain
mm.domus.EM061	medium	medium	domus
mm.domus.EM039	small	small	domus
mm.domus.EM005	small	small	domus
mm.domus.YH052	medium	medium	domus
mm.domus.YH075	small	small	domus
mm.domus.YH066	large	large	domus
mm.wiki.388	unknown_sz	large	mm_prediction_random_forest
mm.aim82NM.058	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH143	small	small	domus
mm.domus.YH142	small	small	domus
mm.domus.YH032	small	small	domus
mm.domus.YH144	small	small	domus
mm.wiki.308	medium	medium	visitbritain
mm.domus.YH104	small	small	ma(fam)
mm.domus.YH105	small	small	visitbritain
mm.hha.128	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH156	large	large	visitbritain
mm.ace.1147	medium	medium	visitbritain
mm.domus.YH130	medium	medium	domus
mm.misc.163	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH132	medium	medium	domus
mm.domus.YH131	medium	medium	domus
mm.hha.117	small	small	visitbritain
mm.Mus70Cal.023	unknown_sz	small	mm_prediction_random_forest
mm.hha.122	small	small	visitbritain
mm.ace.1225	medium	medium	visitbritain
mm.domus.YH076	small	small	domus
mm.domus.YH154	small	small	ma(fam)
mm.hha.125	unknown_sz	small	mm_prediction_random_forest
mm.hha.123	unknown_sz	small	mm_prediction_random_forest
mm.hha.124	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH088	medium	medium	domus
mm.ace.1113	small	small	aim_size_designation
mm.domus.YH059	large	large	domus
mm.musa.334	small	small	ma(fam)
mm.domus.YH049	medium	medium	domus
mm.hha.118	medium	medium	visitbritain
mm.aim82M.052	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH089	small	small	domus
mm.domus.YH171	medium	medium	visitbritain
mm.domus.YH065	small	small	domus
mm.domus.YH061	small	small	domus
mm.hha.126	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH080	large	large	domus
mm.domus.YH034	medium	medium	domus
mm.fcm.090	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH081	medium	medium	domus
mm.domus.YH125	small	small	domus
mm.wiki.304	small	small	visitbritain
mm.domus.YH158	large	large	visitbritain
mm.ace.1226	small	small	ma(fam)
mm.misc.008	unknown_sz	small	mm_prediction_random_forest
mm.hha.119	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH170	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH159	medium	medium	domus
mm.ace.1228	medium	medium	visitbritain
mm.hha.121	large	large	visitbritain
mm.domus.YH084	medium	medium	domus
mm.domus.YH086	medium	medium	domus
mm.wiki.307	unknown_sz	small	mm_prediction_random_forest
mm.misc.027	unknown_sz	small	mm_prediction_random_forest
mm.fcm.179	unknown_sz	small	mm_prediction_random_forest
mm.misc.026	unknown_sz	small	mm_prediction_random_forest
mm.misc.035	unknown_sz	small	mm_prediction_random_forest
mm.aim.0336	small	small	visitbritain
mm.domus.YH091	medium	medium	domus
mm.ace.1276	medium	medium	ace_size_designation
mm.domus.YH047	medium	medium	visitbritain
mm.aim.0167	small	small	aim_size_designation
mm.domus.YH085	medium	medium	domus
mm.ace.1227	unknown_sz	medium	mm_prediction_random_forest
mm.domus.YH087	small	small	domus
mm.aim82NM.007	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM022	large	large	visitbritain
mm.aim82M.034	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM092	small	small	domus
mm.domus.EM009	small	small	domus
mm.aim.0664	small	small	aim_size_designation
mm.domus.EM015	medium	medium	domus
mm.Mus70Cal.030	unknown_sz	large	mm_prediction_random_forest
mm.musa.265	unknown_sz	small	mm_prediction_random_forest
mm.ace.266	small	small	aim_size_designation
mm.domus.EM025	small	small	domus
mm.domus.EM011	small	small	domus
mm.musa.208	unknown_sz	small	mm_prediction_random_forest
mm.hha.101	unknown_sz	small	mm_prediction_random_forest
mm.musa.069	small	small	ma(fam)
mm.domus.EM042	medium	medium	domus
mm.domus.EM055	large	large	domus
mm.aim.0678	medium	medium	aim_size_designation
mm.domus.EM054	medium	medium	domus
mm.domus.EM024	small	small	domus
mm.domus.EM053	small	small	domus
mm.wiki.407	unknown_sz	small	mm_prediction_random_forest
mm.fcm.262	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM043	medium	medium	domus
mm.ace.1268	medium	medium	visitbritain
mm.domus.EM103	small	small	visitbritain
mm.aim.1138	medium	medium	mm
mm.musa.270	unknown_sz	small	mm_prediction_random_forest
mm.hha.102	unknown_sz	small	mm_prediction_random_forest
mm.domus.EM097	small	small	visitbritain
mm.domus.EM044	small	small	domus
mm.domus.EM056	small	small	domus
mm.ace.1096	small	small	visitbritain
mm.wiki.311	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE181	large	large	domus
mm.wiki.315	unknown_sz	small	mm_prediction_random_forest
mm.hha.018	medium	medium	visitbritain
mm.domus.SE198	small	small	domus
mm.musa.356	small	small	ma(fam)
mm.domus.SE388	large	large	visitbritain
mm.domus.SE180	large	large	domus
mm.domus.SE389	small	small	domus
mm.domus.SE393	large	large	visitbritain
mm.domus.SE162	small	small	domus
mm.domus.SE394	large	large	domus
mm.domus.SE392	large	large	domus
mm.aim.1203	medium	medium	aim_size_designation
mm.domus.SE390	medium	medium	domus
mm.musa.277	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE439	small	small	domus
mm.domus.SE395	small	small	domus
mm.wiki.312	unknown_sz	large	mm_prediction_random_forest
mm.wiki.309	unknown_sz	small	mm_prediction_random_forest
mm.aim.0353	small	small	aim_size_designation
mm.musa.371	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE486	medium	medium	domus
mm.aim.0038	small	small	aim_size_designation
mm.domus.SE142	medium	medium	domus
mm.ace.1210	small	small	visitbritain
mm.ace.1273	medium	medium	ace_size_designation
mm.domus.SE527	large	large	visitbritain
mm.domus.SE259	large	large	domus
mm.wiki.313	unknown_sz	large	mm_prediction_random_forest
mm.hha.016	unknown_sz	large	mm_prediction_random_forest
mm.misc.168	unknown_sz	large	mm_prediction_random_forest
mm.misc.169	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE577	small	small	ma(fam)
mm.domus.SE182	medium	medium	domus
mm.domus.SE525	medium	medium	visitbritain
mm.wiki.314	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE170	medium	medium	domus
mm.domus.SE117	small	small	domus
mm.hha.019	unknown_sz	large	mm_prediction_random_forest
mm.wiki.310	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.088	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE366	small	small	domus
mm.musa.084	small	small	visitbritain
mm.musa.081	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE526	medium	medium	domus
mm.domus.SE179	medium	medium	domus
mm.musa.240	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE560	small	small	visitbritain
mm.aim.0222	small	small	aim_size_designation
mm.domus.SE352	small	small	domus
mm.domus.SE503	small	small	domus
mm.domus.SE161	medium	medium	domus
mm.aim.0898	medium	medium	ma(fam)
mm.hha.017	large	large	visitbritain
mm.domus.SE183	medium	medium	domus
mm.aim.1338	large	large	aim_size_designation
mm.musa.132	medium	medium	visitbritain
mm.domus.SW246	small	small	ma(fam)
mm.wiki.337	unknown_sz	medium	mm_prediction_random_forest
mm.aim.1153	medium	medium	aim_size_designation
mm.aim.0881	small	small	visitbritain
mm.wiki.327	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SW123	medium	medium	domus
mm.aim.0300	medium	medium	visitbritain
mm.domus.SW115	small	small	domus
mm.domus.SW064	large	large	domus
mm.aim82M.035	unknown_sz	large	mm_prediction_random_forest
mm.aim82M.016	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW228	small	small	aim_size_designation
mm.domus.SW209	small	small	visitbritain
mm.domus.SW001	small	small	domus
mm.wiki.326	large	large	ma(fam)
mm.domus.SW187	small	small	domus
mm.musa.314	small	small	ma(fam)
mm.musa.281	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW222	medium	medium	domus
mm.domus.SW118	large	large	visitbritain
mm.wiki.335	unknown_sz	large	mm_prediction_random_forest
mm.musa.178	small	small	ma(fam)
mm.aim82NM.099	unknown_sz	small	mm_prediction_random_forest
mm.misc.050	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW217	medium	medium	visitbritain
mm.domus.SW077	small	small	domus
mm.musa.076	small	small	ma(fam)
mm.domus.SW033	small	small	domus
mm.domus.SW020	small	small	domus
mm.domus.SW229	small	small	ace_size_designation
mm.aim.0422	large	large	visitbritain
mm.fcm.161	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW219	large	large	visitbritain
mm.aim82NM.023	unknown_sz	small	mm_prediction_random_forest
mm.wiki.334	small	small	ma(fam)
mm.domus.SW016	unknown_sz	small	mm_prediction_random_forest
mm.hha.062	unknown_sz	small	mm_prediction_random_forest
mm.aim.1305	large	large	visitbritain
mm.wiki.332	small	small	visitbritain
mm.domus.SW122	medium	medium	domus
mm.domus.SW190	small	small	domus
mm.domus.SW124	small	small	domus
mm.musa.306	unknown_sz	small	mm_prediction_random_forest
mm.wiki.333	unknown_sz	small	mm_prediction_random_forest
mm.wiki.324	unknown_sz	small	mm_prediction_random_forest
mm.fcm.013	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW206	small	small	domus
mm.wiki.329	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.127	unknown_sz	large	mm_prediction_random_forest
mm.misc.083	unknown_sz	small	mm_prediction_random_forest
mm.domus.SW146	medium	medium	domus
mm.domus.SW210	large	large	visitbritain
mm.domus.SW164	small	small	domus
mm.domus.SW002	small	small	domus
mm.wiki.336	unknown_sz	small	mm_prediction_random_forest
mm.wiki.331	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM056	medium	medium	domus
mm.ace.1243	small	small	ma(fam)
mm.domus.SC237	small	small	domus
mm.ace.1288	small	small	mm
mm.MDN.030	unknown_sz	small	mm_prediction_random_forest
mm.aim.1136	small	small	aim_size_designation
mm.aim82NM.078	unknown_sz	small	mm_prediction_random_forest
mm.MDN.028	unknown_sz	small	mm_prediction_random_forest
mm.ace.1145	medium	medium	visitbritain
mm.domus.WM078	medium	medium	visitbritain
mm.misc.062	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM008	small	small	domus
mm.ace.390	small	small	domus
mm.MDN.035	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM117	small	small	domus
mm.ace.1229	small	small	aim_size_designation
mm.wiki.341	unknown_sz	small	mm_prediction_random_forest
mm.hha.111	small	small	visitbritain
mm.MDN.026	unknown_sz	medium	mm_prediction_random_forest
mm.ace.1241	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM086	large	large	domus
mm.MDN.031	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM118	medium	medium	domus
mm.domus.WM137	medium	medium	visitbritain
mm.ace.1263	large	large	visitbritain
mm.hha.109	small	small	visitbritain
mm.domus.WM100	large	large	ma(fam)
mm.domus.WM103	medium	medium	ma(fam)_year_stated
mm.domus.WM101	large	large	ace_size_designation
mm.MDN.033	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WM106	small	small	ma(fam)
mm.MDN.034	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM104	medium	medium	ma(fam)
mm.aim.0616	small	small	aim_size_designation
mm.domus.WM089	small	small	domus
mm.domus.WM136	large	large	visitbritain
mm.aim.0593	small	small	aim_size_designation
mm.domus.WM045	medium	medium	domus
mm.hha.084	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WM002	small	small	domus
mm.hha.110	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.343	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM053	medium	medium	domus
mm.MDN.032	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM107	small	small	visitbritain
mm.aim.0018	small	small	aim_size_designation
mm.domus.WM024	medium	medium	domus
mm.domus.SE281	medium	medium	domus
mm.hha.082	unknown_sz	small	mm_prediction_random_forest
mm.misc.119	unknown_sz	small	mm_prediction_random_forest
mm.misc.036	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE546	medium	medium	mm
mm.ace.1161	small	small	visitbritain
mm.misc.118	unknown_sz	large	mm_prediction_random_forest
mm.wiki.352	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE354	small	small	domus
mm.domus.SE328	small	small	domus
mm.domus.SE056	small	small	domus
mm.domus.SE341	medium	medium	domus
mm.domus.SE305	large	large	domus
mm.wiki.345	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE304	large	large	domus
mm.domus.SE167	small	small	domus
mm.aim.0651	small	small	aim_size_designation
mm.ace.1249	small	small	ma(fam)
mm.aim.1111	small	small	ma(fam)
mm.aim.0067	small	small	visitbritain
mm.domus.SE002	medium	medium	domus
mm.misc.128	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE317	small	small	domus
mm.domus.SE410	small	small	domus
mm.ace.1251	medium	medium	ma(fam)
mm.ace.1252	small	small	mm
mm.wiki.350	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE446	large	large	domus
mm.domus.SE175	small	small	domus
mm.aim.1042	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE427	medium	medium	domus
mm.domus.SE294	small	small	domus
mm.domus.SE545	large	large	visitbritain
mm.hha.080	unknown_sz	small	mm_prediction_random_forest
mm.Mus70Cal.003	unknown_sz	large	mm_prediction_random_forest
mm.aim82NM.117	unknown_sz	small	mm_prediction_random_forest
mm.hha.081	unknown_sz	small	mm_prediction_random_forest
mm.wiki.354	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE493	small	small	domus
mm.domus.SE331	medium	medium	domus
mm.ace.1217	small	small	aim_size_designation
mm.aim82NM.046	unknown_sz	small	mm_prediction_random_forest
mm.wiki.504	small	small	ma(fam)
mm.wiki.348	small	small	visitbritain
