project_id	size	size_wpred	size_source
mm.musa.204	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE129	medium	medium	domus
mm.aim.0317	small	small	aim_size_designation
mm.ace.045	medium	medium	ma(fam)
mm.Mus70Cal.007	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE286	medium	medium	domus
mm.aim.0244	small	small	visitbritain
mm.domus.SE275	medium	medium	domus
mm.ace.399	medium	medium	ma(fam)
mm.aim.0188	small	small	aim_size_designation
mm.aim.0796	small	small	aim_size_designation
mm.wiki.186	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE513	small	small	domus
mm.domus.SE088	large	large	domus
mm.ace.1100	large	large	visitbritain
mm.Mus70Cal.021	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE474	small	small	visitbritain
mm.domus.SE020	small	small	domus
mm.ace.1149	large	large	ma(fam)
mm.hha.001	large	large	visitbritain
mm.domus.SE523	medium	medium	visitbritain
mm.domus.SE026	medium	medium	domus
mm.wiki.177	unknown_sz	small	mm_prediction_random_forest
mm.misc.004	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE022	large	large	domus
mm.domus.SE047	large	large	domus
mm.domus.SE423	small	small	visitbritain
mm.misc.193	unknown_sz	large	mm_prediction_random_forest
mm.aim.1091	small	small	aim_size_designation
mm.aim.0314	small	small	aim_size_designation
mm.ace.042	medium	medium	mm
mm.wiki.182	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE338	small	small	domus
mm.aim82M.022	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE029	small	small	domus
mm.aim.0081	small	small	aim_size_designation
mm.domus.SE030	large	large	domus
mm.aim.1223	small	small	aim_size_designation
mm.aim.0420	small	small	visitbritain
mm.aim.1274	small	small	ma(fam)
mm.wiki.150	unknown_sz	medium	mm_prediction_random_forest
mm.aim82NM.022	unknown_sz	small	mm_prediction_random_forest
mm.aim.0560	small	small	aim_size_designation
mm.domus.SE585	medium	medium	ma(fam)
mm.domus.SE302	medium	medium	domus
mm.domus.SE037	small	small	domus
mm.domus.SE319	medium	medium	domus
mm.wiki.167	unknown_sz	small	mm_prediction_random_forest
mm.hha.002	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE522	large	large	visitbritain
mm.domus.SE082	small	small	domus
mm.domus.SE473	medium	medium	visitbritain
mm.wiki.152	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE049	medium	medium	visitbritain
mm.musa.012	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE445	small	small	domus
mm.domus.SE031	small	small	domus
mm.wiki.160	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE506	medium	medium	domus
mm.aim.1020	small	small	aim_size_designation
mm.domus.SE316	small	small	domus
mm.musa.297	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE043	medium	medium	domus
mm.aim.0639	medium	medium	visitbritain
mm.domus.SE076	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE520	small	small	domus
mm.domus.SE168	huge	huge	visitbritain
mm.Mus70Cal.016	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE068	small	small	domus
mm.ace.1150	large	large	visitbritain
mm.domus.SE471	large	large	domus
mm.domus.SE566	huge	huge	visitbritain
mm.domus.SE329	small	small	domus
mm.domus.SE573	large	large	mm
mm.aim.1182	medium	medium	ma(fam)
mm.domus.SE015	large	large	domus
mm.wiki.180	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE507	huge	huge	visitbritain
mm.domus.SE042	medium	medium	domus
mm.ace.1156	medium	medium	ace_size_designation
mm.aim.0140	small	small	aim_size_designation
mm.domus.SE021	medium	medium	domus
mm.misc.166	unknown_sz	small	mm_prediction_random_forest
mm.wiki.172	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE001	medium	medium	domus
mm.aim.1023	small	small	aim_size_designation
mm.domus.SE070	large	large	domus
mm.domus.SE509	unknown_sz	small	mm_prediction_random_forest
mm.wiki.183	unknown_sz	small	mm_prediction_random_forest
mm.musa.327	unknown_sz	small	mm_prediction_random_forest
mm.fcm.207	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE309	large	large	domus
mm.ace.036	small	small	ma(fam)
mm.wiki.173	small	small	visitbritain
mm.aim.0976	large	large	visitbritain
mm.domus.SE406	small	small	domus
mm.domus.SE399	small	small	domus
mm.domus.SE480	small	small	domus
mm.misc.085	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE263	medium	medium	domus
mm.wiki.185	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE564	small	small	domus
mm.musa.363	unknown_sz	small	mm_prediction_random_forest
mm.ace.1176	huge	huge	visitbritain
mm.domus.SE050	small	small	domus
mm.domus.SE472	small	small	visitbritain
mm.domus.SE146	medium	medium	domus
mm.domus.SE552	large	large	domus
mm.aim.1101	small	small	aim_size_designation
mm.aim.1261	small	small	aim_size_designation
mm.ace.1222	large	large	ace_size_designation
mm.wiki.178	unknown_sz	small	mm_prediction_random_forest
mm.wiki.168	unknown_sz	small	mm_prediction_random_forest
mm.musa.188	small	small	visitbritain
mm.ace.1175	large	large	visitbritain
mm.ace.1292	small	small	mm
mm.ace.1258	small	small	aim_size_designation
mm.misc.141	unknown_sz	small	mm_prediction_random_forest
mm.aim.1215	small	small	visitbritain
mm.domus.SE018	large	large	domus
mm.wiki.151	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.179	unknown_sz	small	mm_prediction_random_forest
mm.misc.191	unknown_sz	small	mm_prediction_random_forest
mm.wiki.157	unknown_sz	small	mm_prediction_random_forest
mm.fcm.056	unknown_sz	small	mm_prediction_random_forest
mm.musa.305	large	large	ma(fam)
mm.domus.SE060	medium	medium	domus
mm.domus.SE044	medium	medium	domus
mm.domus.SE014	medium	medium	domus
mm.aim.1169	small	small	aim_size_designation
mm.misc.080	unknown_sz	small	mm_prediction_random_forest
mm.wiki.161	unknown_sz	small	mm_prediction_random_forest
mm.ace.1136	huge	huge	visitbritain
mm.aim.1063	medium	medium	ma(fam)
mm.aim.0467	large	large	visitbritain
mm.musa.157	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE601	medium	medium	visitbritain
mm.aim.0559	small	small	aim_size_designation
mm.aim.0518	small	small	aim_size_designation
mm.aim82NM.013	unknown_sz	small	mm_prediction_random_forest
mm.musa.299	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE054	medium	medium	domus
mm.misc.196	large	large	ma(fam)
mm.ace.1192	medium	medium	ma(fam)
mm.ace.1190	medium	medium	ma(fam)
mm.ace.1191	small	small	ma(fam)
mm.musa.075	unknown_sz	small	mm_prediction_random_forest
mm.musa.002	small	small	ma(fam)
mm.wiki.156	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE093	huge	huge	domus
mm.domus.SE083	small	small	domus
mm.domus.SE363	small	small	domus
mm.ace.1155	large	large	visitbritain
mm.domus.SE057	medium	medium	domus
mm.musa.340	unknown_sz	small	mm_prediction_random_forest
mm.ace.1180	large	large	visitbritain
mm.ace.1254	large	large	ma(fam)
mm.wiki.181	unknown_sz	small	mm_prediction_random_forest
mm.aim.1289	small	small	aim_size_designation
mm.domus.SE065	medium	medium	domus
mm.domus.SE397	medium	medium	domus
mm.fcm.149	unknown_sz	small	mm_prediction_random_forest
mm.aim.1036	small	small	aim_size_designation
mm.domus.SE066	medium	medium	domus
mm.misc.081	unknown_sz	small	mm_prediction_random_forest
mm.musa.010	medium	medium	visitbritain
mm.aim82M.056	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE007	small	small	domus
mm.ace.1177	large	large	ace_size_designation
mm.domus.SE008	small	small	domus
mm.wiki.174	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE017	huge	huge	domus
mm.aim.0079	small	small	aim_size_designation
mm.musa.006	small	small	ma(fam2)
mm.domus.SE096	large	large	visitbritain
mm.domus.SE067	large	large	domus
mm.wiki.153	unknown_sz	small	mm_prediction_random_forest
mm.wiki.164	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE508	medium	medium	visitbritain
mm.domus.SE447	medium	medium	domus
mm.aim82M.050	unknown_sz	small	mm_prediction_random_forest
mm.ace.1129	small	small	ma(fam)
mm.fcm.231	unknown_sz	small	mm_prediction_random_forest
mm.wiki.158	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE024	medium	medium	domus
mm.fcm.257	unknown_sz	small	mm_prediction_random_forest
mm.wiki.184	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE033	large	large	domus
mm.ace.1131	huge	huge	visitbritain
mm.domus.SE383	large	large	visitbritain
mm.misc.199	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE444	huge	huge	domus
mm.domus.SE125	small	small	domus
mm.domus.SE583	huge	huge	visitbritain
mm.ace.1172	large	large	visitbritain
mm.fcm.148	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE160	small	small	domus
mm.ace.1135	medium	medium	aim_size_designation
mm.misc.029	unknown_sz	small	mm_prediction_random_forest
mm.musa.346	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE575	small	small	domus
mm.domus.SE484	small	small	domus
mm.aim.0817	small	small	aim_size_designation
mm.musa.116	unknown_sz	small	mm_prediction_random_forest
mm.musa.307	large	large	ma(fam)
mm.aim.0596	large	large	ma(fam)
mm.musa.205	unknown_sz	small	mm_prediction_random_forest
mm.misc.089	unknown_sz	small	mm_prediction_random_forest
mm.ace.1265	small	small	aim_size_designation
mm.domus.SE058	medium	medium	domus
mm.domus.SE584	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE568	unknown_sz	medium	mm_prediction_random_forest
mm.Mus70Cal.015	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.169	unknown_sz	small	mm_prediction_random_forest
mm.nimc.035	unknown_sz	medium	mm_prediction_random_forest
mm.musa.285	unknown_sz	small	mm_prediction_random_forest
mm.nimc.038	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NI022	small	small	domus
mm.nimc.026	medium	medium	nilm(vn)
mm.domus.NI024	medium	medium	nilm(vn)
mm.fcm.154	unknown_sz	small	mm_prediction_random_forest
mm.nimc.017	small	small	nilm(vn)
mm.wiki.412	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI011	small	small	domus
mm.nimc.013	small	small	nilm(vn)
mm.nimc.007	small	small	nilm(vn)
mm.wiki.414	unknown_sz	small	mm_prediction_random_forest
mm.wiki.417	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI018	medium	medium	domus
mm.nimc.016	medium	medium	nilm(vn)
mm.musa.102	small	small	ma(fam)
mm.misc.084	unknown_sz	small	mm_prediction_random_forest
mm.musa.253	unknown_sz	small	mm_prediction_random_forest
mm.MDN.014	unknown_sz	small	mm_prediction_random_forest
mm.wiki.416	unknown_sz	small	mm_prediction_random_forest
mm.MDN.019	unknown_sz	medium	mm_prediction_random_forest
mm.nimc.018	small	small	nilm(vn)
mm.fcm.130	unknown_sz	small	mm_prediction_random_forest
mm.fcm.214	unknown_sz	small	mm_prediction_random_forest
mm.MDN.017	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI021	small	small	domus
mm.MDN.011	unknown_sz	small	mm_prediction_random_forest
mm.MDN.013	unknown_sz	small	mm_prediction_random_forest
mm.MDN.018	unknown_sz	large	mm_prediction_random_forest
mm.MDN.022	unknown_sz	small	mm_prediction_random_forest
mm.musa.268	small	small	domus
mm.nimc.025	small	small	nilm(vn)
mm.aim.0099	small	small	aim_size_designation
mm.domus.NI017	large	large	domus
mm.nimc.037	unknown_sz	medium	mm_prediction_random_forest
mm.nimc.036	unknown_sz	small	mm_prediction_random_forest
mm.nimc.009	small	small	nilm(vn)
mm.domus.NI023	small	small	domus
mm.domus.NI037	small	small	nilm(vn)
mm.wiki.411	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI025	small	small	nilm(vn)
mm.domus.NI038	small	small	nilm(vn)
mm.wiki.427	unknown_sz	small	mm_prediction_random_forest
mm.wiki.423	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI034	unknown_sz	small	mm_prediction_random_forest
mm.wiki.422	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI004	small	small	domus
mm.domus.NI005	small	small	domus
mm.domus.NI014	medium	medium	domus
mm.wiki.421	unknown_sz	small	mm_prediction_random_forest
mm.wiki.420	unknown_sz	small	mm_prediction_random_forest
mm.wiki.419	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI010	medium	medium	ma(fam)
mm.domus.NI003	medium	medium	domus
mm.aim.0423	small	small	aim_size_designation
mm.domus.NI015	large	large	domus
mm.misc.165	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI029	medium	medium	nilm(vn)
mm.wiki.426	unknown_sz	small	mm_prediction_random_forest
mm.wiki.424	unknown_sz	small	mm_prediction_random_forest
mm.MDN.015	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI006	medium	medium	domus
mm.MDN.020	unknown_sz	small	mm_prediction_random_forest
mm.musa.026	unknown_sz	small	mm_prediction_random_forest
mm.MDN.021	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI036	small	small	nilm(vn)
mm.domus.NI007	small	small	domus
mm.domus.NI009	small	small	domus
mm.domus.NI030	small	small	nilm(vn)
mm.domus.NI032	medium	medium	ma(fam)
mm.hha.192	unknown_sz	small	mm_prediction_random_forest
mm.nimc.043	medium	medium	nilm(vn)
mm.musa.015	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI035	small	small	nilm(vn)
mm.domus.NI020	medium	medium	domus
mm.musa.362	small	small	ma(fam)
mm.fcm.131	unknown_sz	small	mm_prediction_random_forest
mm.musa.052	unknown_sz	small	mm_prediction_random_forest
mm.MDN.016	unknown_sz	small	mm_prediction_random_forest
mm.hha.193	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI026	unknown_sz	small	mm_prediction_random_forest
mm.musa.039	unknown_sz	small	mm_prediction_random_forest
mm.musa.072	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI028	large	large	nilm(vn)
mm.domus.NI019	small	small	domus
mm.wiki.413	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI027	medium	medium	nilm(vn)
mm.domus.NI002	medium	medium	domus
mm.wiki.415	unknown_sz	small	mm_prediction_random_forest
mm.domus.NI013	medium	medium	domus
mm.domus.NI008	large	large	domus
mm.domus.NI016	large	large	domus
mm.wiki.418	unknown_sz	small	mm_prediction_random_forest
mm.nimc.006	large	large	nilm(vn)
mm.misc.142	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC242	small	small	domus
mm.domus.SC099	small	small	domus
mm.domus.SC091	small	small	domus
mm.domus.SC302	small	small	domus
mm.domus.SC205	small	small	domus
mm.hha.179	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC048	medium	medium	domus
mm.domus.SC056	medium	medium	domus
mm.hha.177	unknown_sz	small	mm_prediction_random_forest
mm.wiki.467	unknown_sz	small	mm_prediction_random_forest
mm.musa.097	unknown_sz	small	mm_prediction_random_forest
mm.mgs.362	small	small	aim_size_designation
mm.domus.SC163	small	small	domus
mm.aim82M.024	unknown_sz	small	mm_prediction_random_forest
mm.aim.1258	small	small	ma(fam)
mm.domus.SC055	medium	medium	domus
mm.domus.SC057	medium	medium	domus
mm.Mus70Cal.017	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC171	small	small	domus
mm.misc.041	unknown_sz	small	mm_prediction_random_forest
mm.fcm.151	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC226	medium	medium	domus
mm.musa.349	small	small	ma(fam)
mm.wiki.468	small	small	scottish_national_audit
mm.mgs.370	small	small	scottish_national_audit
mm.domus.SC065	medium	medium	domus
mm.aim.0400	large	large	aim_size_designation
mm.domus.SC059	small	small	domus
mm.domus.SC282	medium	medium	domus
mm.Mus70Cal.018	unknown_sz	small	mm_prediction_random_forest
mm.aim.0282	small	small	ma(fam)
mm.domus.SC118	medium	medium	domus
mm.domus.SC064	medium	medium	domus
mm.aim.0714	small	small	aim_size_designation
mm.misc.066	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC066	small	small	domus
mm.domus.SC168	medium	medium	domus
mm.domus.SC017	small	small	domus
mm.domus.SE322	medium	medium	domus
mm.domus.SC063	small	small	domus
mm.domus.SC054	medium	medium	domus
mm.domus.SC305	small	small	domus
mm.domus.SC217	small	small	domus
mm.domus.SC150	small	small	domus
mm.domus.SC102	small	small	scottish_national_audit
mm.aim.0283	small	small	aim_size_designation
mm.mgs.381	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC271	small	small	domus
mm.misc.155	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC097	medium	medium	domus
mm.domus.SC096	large	large	domus
mm.misc.154	unknown_sz	small	mm_prediction_random_forest
mm.misc.153	unknown_sz	small	mm_prediction_random_forest
mm.mgs.311	small	small	ma(fam)
mm.hha.180	unknown_sz	small	mm_prediction_random_forest
mm.mgs.310	small	small	ma(fam)
mm.wiki.470	unknown_sz	small	mm_prediction_random_forest
mm.hha.159	unknown_sz	small	mm_prediction_random_forest
mm.misc.074	unknown_sz	small	mm_prediction_random_forest
mm.hha.160	unknown_sz	small	mm_prediction_random_forest
mm.mgs.304	small	small	ma(fam)
mm.domus.SC110	small	small	domus
mm.musa.246	small	small	ma(fam)
mm.misc.079	unknown_sz	small	mm_prediction_random_forest
mm.mgs.413	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC280	medium	medium	domus
mm.musa.247	small	small	ma(fam)
mm.misc.067	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC274	small	small	domus
mm.wiki.471	unknown_sz	small	mm_prediction_random_forest
mm.mgs.303	small	small	ma(fam)
mm.musa.184	small	small	ma(fam)
mm.misc.184	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC251	small	small	domus
mm.misc.149	medium	medium	scottish_national_audit
mm.domus.SC303	small	small	domus
mm.aim.0228	small	small	aim_size_designation
mm.domus.SC167	small	small	domus
mm.domus.SC252	medium	medium	domus
mm.misc.185	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC276	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC253	small	small	domus
mm.domus.SC273	small	small	domus
mm.misc.075	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC201	small	small	domus
mm.aim82NM.118	unknown_sz	small	mm_prediction_random_forest
mm.misc.190	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC275	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC269	small	small	domus
mm.mgs.044	small	small	scottish_national_audit
mm.fcm.026	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC083	medium	medium	domus
mm.domus.SC073	medium	medium	domus
mm.domus.SC086	small	small	domus
mm.domus.SC087	small	small	domus
mm.domus.SC042	medium	medium	domus
mm.domus.SC255	large	large	domus
mm.domus.SC001	small	small	domus
mm.aim.0858	medium	medium	aim_size_designation
mm.domus.SC188	medium	medium	domus
mm.aim.1121	small	small	aim_size_designation
mm.domus.SC208	small	small	domus
mm.mgs.378	medium	medium	ma(fam)
mm.domus.SC052	small	small	domus
mm.aim82NM.065	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC112	small	small	domus
mm.domus.SC245	small	small	domus
mm.domus.SC106	small	small	scottish_national_audit
mm.domus.SC256	small	small	domus
mm.mgs.315	medium	medium	ma(fam)
mm.mgs.316	unknown_sz	medium	mm_prediction_random_forest
mm.aim82NM.044	unknown_sz	small	mm_prediction_random_forest
mm.Mus70Cal.027	medium	medium	scottish_national_audit
mm.aim82M.061	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC044	medium	medium	domus
mm.domus.SC053	small	small	domus
mm.domus.SC105	medium	medium	scottish_national_audit
mm.domus.SC172	small	small	domus
mm.domus.SC090	medium	medium	domus
mm.domus.SC104	small	small	scottish_national_audit
mm.mgs.350	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC288	small	small	domus
mm.domus.SC068	small	small	domus
mm.domus.SC051	small	small	domus
mm.aim.0249	small	small	aim_size_designation
mm.aim82NM.068	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC317	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC050	large	large	domus
mm.musa.100	large	large	ma(fam)
mm.domus.SC203	medium	medium	domus
mm.mgs.391	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC078	small	small	domus
mm.domus.SC122	small	small	domus
mm.domus.SC075	small	small	domus
mm.mgs.357	unknown_sz	small	mm_prediction_random_forest
mm.wiki.480	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC115	small	small	domus
mm.mgs.382	unknown_sz	small	mm_prediction_random_forest
mm.mgs.361	unknown_sz	small	mm_prediction_random_forest
mm.mgs.336	small	small	scottish_national_audit
mm.mgs.371	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC046	small	small	domus
mm.domus.SC227	medium	medium	domus
mm.misc.014	unknown_sz	small	mm_prediction_random_forest
mm.misc.048	unknown_sz	small	mm_prediction_random_forest
mm.mgs.390	unknown_sz	small	mm_prediction_random_forest
mm.hha.165	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC061	small	small	domus
mm.fcm.120	unknown_sz	small	mm_prediction_random_forest
mm.mgs.384	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC297	small	small	domus
mm.domus.SC121	small	small	domus
mm.misc.151	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC230	medium	medium	domus
mm.wiki.478	unknown_sz	small	mm_prediction_random_forest
mm.aim.0443	small	small	scottish_national_audit
mm.fcm.059	unknown_sz	small	mm_prediction_random_forest
mm.mgs.282	small	small	scottish_national_audit
mm.wiki.483	unknown_sz	small	mm_prediction_random_forest
mm.hha.167	unknown_sz	small	mm_prediction_random_forest
mm.mgs.006	unknown_sz	small	mm_prediction_random_forest
mm.musa.117	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.057	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC120	medium	medium	domus
mm.mgs.327	small	small	aim_size_designation
mm.domus.SC124	small	small	domus
mm.wiki.477	unknown_sz	small	mm_prediction_random_forest
mm.fcm.230	unknown_sz	small	mm_prediction_random_forest
mm.wiki.481	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC170	small	small	domus
mm.misc.146	unknown_sz	small	mm_prediction_random_forest
mm.fcm.107	unknown_sz	small	mm_prediction_random_forest
mm.mgs.364	small	small	ma(fam)
mm.aim.0161	large	large	ma(fam)
mm.aim.0284	small	small	aim_size_designation
mm.domus.SC159	small	small	domus
mm.mgs.358	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC156	small	small	domus
mm.domus.SC178	large	large	domus
mm.misc.152	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC098	small	small	domus
mm.wiki.479	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC092	medium	medium	domus
mm.domus.SC149	large	large	domus
mm.fcm.254	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC200	small	small	domus
mm.wiki.476	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC197	small	small	domus
mm.aim82NM.002	unknown_sz	small	mm_prediction_random_forest
mm.aim.0227	small	small	aim_size_designation
mm.fcm.062	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC194	small	small	domus
mm.domus.SC169	medium	medium	domus
mm.domus.SC162	medium	medium	domus
mm.mgs.392	small	small	ma(fam)
mm.hha.158	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC189	medium	medium	domus
mm.musa.101	unknown_sz	small	mm_prediction_random_forest
mm.aim82M.015	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC089	small	small	domus
mm.domus.SC241	small	small	domus
mm.wiki.486	unknown_sz	small	mm_prediction_random_forest
mm.wiki.484	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC240	small	small	domus
mm.fcm.162	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC299	small	small	domus
mm.misc.077	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC126	small	small	domus
mm.misc.049	unknown_sz	small	mm_prediction_random_forest
mm.misc.160	unknown_sz	small	mm_prediction_random_forest
mm.mgs.418	small	small	ma(fam)
mm.fcm.100	small	small	scottish_national_audit
mm.misc.150	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC239	medium	medium	domus
mm.domus.SC236	medium	medium	domus
mm.domus.SC238	small	small	domus
mm.wiki.485	small	small	scottish_national_audit
mm.hha.163	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.096	unknown_sz	small	mm_prediction_random_forest
mm.mgs.398	small	small	scottish_national_audit
mm.domus.SC155	small	small	domus
mm.wiki.487	small	small	scottish_national_audit
mm.domus.SC263	small	small	domus
mm.wiki.488	small	small	ma(fam)
mm.mgs.284	small	small	scottish_national_audit
mm.hha.178	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC265	small	small	domus
mm.domus.SC272	small	small	domus
mm.domus.SC030	small	small	domus
mm.domus.SC094	medium	medium	domus
mm.domus.SC264	small	small	domus
mm.domus.SC043	medium	medium	domus
mm.mgs.404	unknown_sz	small	mm_prediction_random_forest
mm.fcm.270	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.052	unknown_sz	small	mm_prediction_random_forest
mm.misc.164	small	small	scottish_national_audit
mm.domus.SC228	medium	medium	domus
mm.domus.SC260	small	small	domus
mm.wiki.489	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC175	small	small	domus
mm.hha.168	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC081	medium	medium	domus
mm.domus.SC082	small	small	domus
mm.mgs.288	medium	medium	scottish_national_audit
mm.domus.SC080	medium	medium	domus
mm.mgs.329	medium	medium	scottish_national_audit
mm.domus.SC195	small	small	domus
mm.aim82M.030	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC014	large	large	domus
mm.domus.SC117	medium	medium	domus
mm.domus.SC038	medium	medium	domus
mm.domus.SC016	small	small	domus
mm.mgs.386	unknown_sz	small	mm_prediction_random_forest
mm.hha.169	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC296	large	large	domus
mm.domus.SC313	small	small	scottish_national_audit
mm.aim.1189	small	small	aim_size_designation
mm.aim82NM.116	unknown_sz	small	mm_prediction_random_forest
mm.aim.0040	small	small	aim_size_designation
mm.aim82NM.110	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.032	unknown_sz	small	mm_prediction_random_forest
mm.mgs.353	unknown_sz	small	mm_prediction_random_forest
mm.wiki.490	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC077	small	small	domus
mm.musa.227	unknown_sz	small	mm_prediction_random_forest
mm.hha.174	unknown_sz	small	mm_prediction_random_forest
mm.hha.175	unknown_sz	small	mm_prediction_random_forest
mm.wiki.491	small	small	scottish_national_audit
mm.hha.154	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC111	small	small	domus
mm.domus.SC268	small	small	domus
mm.wiki.494	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC176	medium	medium	domus
mm.domus.SC011	small	small	domus
mm.domus.SC266	medium	medium	domus
mm.domus.SC037	small	small	domus
mm.domus.SC199	medium	medium	domus
mm.domus.SC036	small	small	domus
mm.hha.153	unknown_sz	small	mm_prediction_random_forest
mm.hha.155	unknown_sz	small	mm_prediction_random_forest
mm.mgs.287	unknown_sz	medium	mm_prediction_random_forest
mm.fcm.064	small	small	ma(fam)
mm.hha.156	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC267	small	small	domus
mm.domus.SC247	small	small	domus
mm.domus.SC249	small	small	domus
mm.domus.SC148	medium	medium	domus
mm.hha.157	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC301	small	small	domus
mm.aim82NM.081	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC006	small	small	domus
mm.domus.SC289	medium	medium	domus
mm.fcm.279	unknown_sz	small	mm_prediction_random_forest
