museum_id	country_gss	country_name	region_gss	region_name
mm.domus.NE066	E92000001	England	E12000001	North East
mm.domus.EM041	E92000001	England	E12000004	East Midlands
mm.domus.EM046	E92000001	England	E12000004	East Midlands
mm.domus.EM047	E92000001	England	E12000004	East Midlands
mm.domus.EM045	E92000001	England	E12000004	East Midlands
mm.musa.397	E92000001	England	E12000001	North East
mm.ace.127	E92000001	England	E12000002	North West
mm.musa.394	E92000001	England	E12000009	South West
mm.musa.393	E92000001	England	E12000001	North East
mm.musa.392	E92000001	England	E12000006	East of England
mm.musa.391	E92000001	England	E12000003	Yorkshire and The Humber
mm.musa.390	E92000001	England	E12000009	South West
mm.mgs.358	S92000003	Scotland	S92000003	Scotland
mm.domus.NW098	E92000001	England	E12000002	North West
mm.domus.NW099	E92000001	England	E12000002	North West
mm.domus.NW090	E92000001	England	E12000002	North West
mm.domus.NW091	E92000001	England	E12000002	North West
mm.domus.NW093	E92000001	England	E12000002	North West
mm.domus.NW094	E92000001	England	E12000002	North West
mm.domus.NW095	E92000001	England	E12000002	North West
mm.domus.NW096	E92000001	England	E12000002	North West
mm.domus.SW200	E92000001	England	E12000009	South West
mm.domus.SW201	E92000001	England	E12000009	South West
mm.domus.SW202	E92000001	England	E12000009	South West
mm.domus.SW203	E92000001	England	E12000009	South West
mm.domus.SW204	E92000001	England	E12000009	South West
mm.misc.133	W92000004	Wales	W92000004	Wales
mm.domus.SW206	E92000001	England	E12000009	South West
mm.domus.SW207	E92000001	England	E12000009	South West
mm.domus.SW208	E92000001	England	E12000009	South West
mm.domus.SW209	E92000001	England	E12000009	South West
mm.domus.SE300	E92000001	England	E12000008	South East
mm.domus.SE158	E92000001	England	E12000008	South East
mm.domus.SE159	E92000001	England	E12000008	South East
mm.misc.209	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.NE029	E92000001	England	E12000001	North East
mm.domus.NE028	E92000001	England	E12000001	North East
mm.musa.021	E92000001	England	E12000005	West Midlands
mm.domus.SE153	E92000001	England	E12000006	East of England
mm.musa.023	E92000001	England	E12000002	North West
mm.musa.022	S92000003	Scotland	S92000003	Scotland
mm.domus.NE023	E92000001	England	E12000001	North East
mm.domus.NE022	E92000001	England	E12000001	North East
mm.domus.SE154	E92000001	England	E12000006	East of England
mm.musa.026	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.SE065	E92000001	England	E12000007	London
mm.New.78	E92000001	England	E12000008	South East
mm.New.79	E92000001	England	E12000008	South East
mm.New.74	E92000001	England	E12000001	North East
mm.domus.SE062	E92000001	England	E12000007	London
mm.New.76	E92000001	England	E12000001	North East
mm.New.77	E92000001	England	E12000008	South East
mm.New.70	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SE001	E92000001	England	E12000007	London
mm.New.72	E92000001	England	E12000007	London
mm.domus.SE063	E92000001	England	E12000007	London
mm.mald.135	W92000004	Wales	W92000004	Wales
mm.mald.132	W92000004	Wales	W92000004	Wales
mm.mald.130	W92000004	Wales	W92000004	Wales
mm.domus.SC222	S92000003	Scotland	S92000003	Scotland
mm.domus.NI003	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI002	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI005	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI004	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI007	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI006	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.SW114	E92000001	England	E12000009	South West
mm.domus.NI008	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.SW116	E92000001	England	E12000009	South West
mm.domus.SW117	E92000001	England	E12000009	South West
mm.domus.SW110	E92000001	England	E12000009	South West
mm.domus.SW111	E92000001	England	E12000009	South West
mm.domus.SW112	E92000001	England	E12000009	South West
mm.domus.SW113	E92000001	England	E12000009	South West
mm.ace.1266	E92000001	England	E12000009	South West
mm.misc.250	S92000003	Scotland	S92000003	Scotland
mm.domus.SC305	S92000003	Scotland	S92000003	Scotland
mm.New.132	E92000001	England	E12000001	North East
mm.domus.EM064	E92000001	England	E12000004	East Midlands
mm.aim.1346	E92000001	England	E12000008	South East
mm.misc.253	E92000001	England	E12000008	South East
mm.mgs.044	S92000003	Scotland	S92000003	Scotland
mm.aim.1348	E92000001	England	E12000006	East of England
mm.domus.WM092	E92000001	England	E12000005	West Midlands
mm.mald.043	W92000004	Wales	W92000004	Wales
mm.mald.042	W92000004	Wales	W92000004	Wales
mm.New.133	E92000001	England	E12000009	South West
mm.domus.SC228	S92000003	Scotland	S92000003	Scotland
mm.wiki.323	E92000001	England	E12000005	West Midlands
mm.hha.109	E92000001	England	E12000005	West Midlands
mm.domus.NI009	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.hha.105	E92000001	England	E12000005	West Midlands
mm.hha.107	E92000001	England	E12000005	West Midlands
mm.hha.101	E92000001	England	E12000004	East Midlands
mm.hha.102	E92000001	England	E12000004	East Midlands
mm.ace.1268	E92000001	England	E12000004	East Midlands
mm.domus.SW068	E92000001	England	E12000009	South West
mm.domus.SW069	E92000001	England	E12000009	South West
mm.domus.SW060	E92000001	England	E12000009	South West
mm.domus.SW061	E92000001	England	E12000009	South West
mm.domus.SW063	E92000001	England	E12000009	South West
mm.domus.SW064	E92000001	England	E12000009	South West
mm.domus.SW065	E92000001	England	E12000009	South West
mm.domus.SW066	E92000001	England	E12000009	South West
mm.domus.SW067	E92000001	England	E12000009	South West
mm.misc.081	E92000001	England	E12000007	London
mm.misc.080	E92000001	England	E12000007	London
mm.misc.083	E92000001	England	E12000009	South West
mm.misc.082	E92000001	England	E12000008	South East
mm.misc.085	E92000001	England	E12000007	London
mm.misc.084	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.misc.087	E92000001	England	E12000008	South East
mm.misc.086	E92000001	England	E12000002	North West
mm.misc.089	E92000001	England	E12000007	London
mm.misc.088	E92000001	England	E12000001	North East
mm.mgs.223	S92000003	Scotland	S92000003	Scotland
mm.hha.038	E92000001	England	E12000009	South West
mm.domus.EM111	E92000001	England	E12000004	East Midlands
mm.domus.EM112	E92000001	England	E12000004	East Midlands
mm.aim.0025	E92000001	England	E12000006	East of England
mm.domus.SE376	E92000001	England	E12000006	East of England
mm.domus.SE377	E92000001	England	E12000006	East of England
mm.domus.SE374	E92000001	England	E12000008	South East
mm.aim.0021	E92000001	England	E12000008	South East
mm.hha.030	E92000001	England	E12000009	South West
mm.domus.SC156	S92000003	Scotland	S92000003	Scotland
mm.domus.SE378	E92000001	England	E12000006	East of England
mm.domus.SE379	E92000001	England	E12000006	East of England
mm.hha.034	E92000001	England	E12000009	South West
mm.hha.035	E92000001	England	E12000009	South West
mm.hha.036	E92000001	England	E12000009	South West
mm.hha.037	E92000001	England	E12000009	South West
mm.domus.SC231	S92000003	Scotland	S92000003	Scotland
mm.domus.SC230	S92000003	Scotland	S92000003	Scotland
mm.domus.SC233	S92000003	Scotland	S92000003	Scotland
mm.domus.SC232	S92000003	Scotland	S92000003	Scotland
mm.domus.SC235	S92000003	Scotland	S92000003	Scotland
mm.domus.SC234	S92000003	Scotland	S92000003	Scotland
mm.domus.SC237	S92000003	Scotland	S92000003	Scotland
mm.domus.SC236	S92000003	Scotland	S92000003	Scotland
mm.aim.0754	E92000001	England	E12000007	London
mm.aim.0207	E92000001	England	E12000009	South West
mm.aim.0204	S92000003	Scotland	S92000003	Scotland
mm.misc.060	NA	NA	NA	NA
mm.misc.067	S92000003	Scotland	S92000003	Scotland
mm.misc.066	S92000003	Scotland	S92000003	Scotland
mm.aim.0200	E92000001	England	E12000008	South East
mm.aim.0753	E92000001	England	E12000009	South West
mm.ace.1165	E92000001	England	E12000009	South West
mm.New.136	E92000001	England	E12000001	North East
mm.aim.0598	E92000001	England	E12000008	South East
mm.aim.0599	W92000004	Wales	W92000004	Wales
mm.aim.0596	E92000001	England	E12000007	London
mm.domus.WM095	E92000001	England	E12000005	West Midlands
mm.domus.WM094	E92000001	England	E12000005	West Midlands
mm.domus.WM093	E92000001	England	E12000005	West Midlands
mm.aim.0593	E92000001	England	E12000005	West Midlands
mm.domus.WM090	E92000001	England	E12000005	West Midlands
mm.misc.242	S92000003	Scotland	S92000003	Scotland
mm.misc.266	E92000001	England	E12000007	London
mm.domus.EM053	E92000001	England	E12000004	East Midlands
mm.aim82NM.104	E92000001	England	E12000008	South East
mm.mgs.313	S92000003	Scotland	S92000003	Scotland
mm.mgs.311	S92000003	Scotland	S92000003	Scotland
mm.mgs.310	S92000003	Scotland	S92000003	Scotland
mm.domus.SC301	S92000003	Scotland	S92000003	Scotland
mm.domus.SC300	S92000003	Scotland	S92000003	Scotland
mm.domus.SE208	E92000001	England	E12000006	East of England
mm.domus.SE209	E92000001	England	E12000008	South East
mm.aim.0112	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SE204	E92000001	England	E12000008	South East
mm.domus.SE205	E92000001	England	E12000008	South East
mm.domus.SC309	S92000003	Scotland	S92000003	Scotland
mm.aim.0117	E92000001	England	E12000008	South East
mm.domus.SE200	E92000001	England	E12000006	East of England
mm.domus.SE201	E92000001	England	E12000006	East of England
mm.ace.1117	E92000001	England	E12000004	East Midlands
mm.ace.1116	E92000001	England	E12000008	South East
mm.ace.1115	E92000001	England	E12000008	South East
mm.ace.1114	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC129	S92000003	Scotland	S92000003	Scotland
mm.ace.1112	E92000001	England	E12000009	South West
mm.ace.1111	E92000001	England	E12000008	South East
mm.ace.1110	E92000001	England	E12000002	North West
mm.domus.SC125	S92000003	Scotland	S92000003	Scotland
mm.domus.SC124	S92000003	Scotland	S92000003	Scotland
mm.domus.SC127	S92000003	Scotland	S92000003	Scotland
mm.domus.SC126	S92000003	Scotland	S92000003	Scotland
mm.domus.SC121	S92000003	Scotland	S92000003	Scotland
mm.domus.SC120	S92000003	Scotland	S92000003	Scotland
mm.domus.SC123	S92000003	Scotland	S92000003	Scotland
mm.ace.1118	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1287	E92000001	England	E12000008	South East
mm.ace.1286	E92000001	England	E12000004	East Midlands
mm.aim.0370	NA	NA	NA	NA
mm.ace.1284	E92000001	England	E12000009	South West
mm.ace.1283	E92000001	England	E12000005	West Midlands
mm.ace.1282	E92000001	England	E12000009	South West
mm.ace.1280	E92000001	England	E12000004	East Midlands
mm.aim.1342	E92000001	England	E12000002	North West
mm.aim.0378	E92000001	England	E12000009	South West
mm.ace.1288	E92000001	England	E12000005	West Midlands
mm.wiki.026	E92000001	England	E12000002	North West
mm.wiki.324	E92000001	England	E12000009	South West
mm.domus.SE182	E92000001	England	E12000008	South East
mm.wiki.388	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.389	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.WM145	E92000001	England	E12000005	West Midlands
mm.domus.WM144	E92000001	England	E12000005	West Midlands
mm.domus.WM147	W92000004	Wales	W92000004	Wales
mm.wiki.385	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.WM141	E92000001	England	E12000005	West Midlands
mm.domus.WM140	E92000001	England	E12000005	West Midlands
mm.wiki.380	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.381	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.WM120	E92000001	England	E12000005	West Midlands
mm.domus.NI017	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.wiki.320	E92000001	England	E12000005	West Midlands
mm.domus.SE104	E92000001	England	E12000006	East of England
mm.aim.1159	E92000001	England	E12000006	East of England
mm.wiki.322	E92000001	England	E12000005	West Midlands
mm.aim.1155	E92000001	England	E12000002	North West
mm.aim.1157	E92000001	England	E12000005	West Midlands
mm.aim.1156	E92000001	England	E12000006	East of England
mm.aim.1151	S92000003	Scotland	S92000003	Scotland
mm.aim.1153	E92000001	England	E12000009	South West
mm.aim.0976	E92000001	England	E12000007	London
mm.domus.WA037	W92000004	Wales	W92000004	Wales
mm.mald.151	W92000004	Wales	W92000004	Wales
mm.wiki.162	E92000001	England	E12000007	London
mm.wiki.160	E92000001	England	E12000007	London
mm.wiki.161	E92000001	England	E12000007	London
mm.nimc.043	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.wiki.164	E92000001	England	E12000007	London
mm.New.2	E92000001	England	E12000006	East of England
mm.aim.1085	E92000001	England	E12000008	South East
mm.wiki.169	E92000001	England	E12000007	London
mm.aim.1082	E92000001	England	E12000008	South East
mm.aim.1080	E92000001	England	E12000008	South East
mm.domus.NE016	E92000001	England	E12000001	North East
mm.domus.EM027	E92000001	England	E12000004	East Midlands
mm.New.155	E92000001	England	E12000007	London
mm.domus.NE017	E92000001	England	E12000001	North East
mm.domus.NE014	E92000001	England	E12000001	North East
mm.ace.713	E92000001	England	E12000006	East of England
mm.domus.NE015	E92000001	England	E12000001	North East
mm.domus.NI014	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NE012	E92000001	England	E12000001	North East
mm.New.53	E92000001	England	E12000008	South East
mm.misc.003	E92000001	England	E12000006	East of England
mm.domus.SE100	E92000001	England	E12000006	East of England
mm.domus.SE103	E92000001	England	E12000006	East of England
mm.aim.1042	E92000001	England	E12000006	East of England
mm.fcm.145	NA	NA	NA	NA
mm.domus.WA053	W92000004	Wales	W92000004	Wales
mm.musa.075	E92000001	England	E12000007	London
mm.domus.NW166	E92000001	England	E12000002	North West
mm.domus.WA052	W92000004	Wales	W92000004	Wales
mm.domus.SC318	S92000003	Scotland	S92000003	Scotland
mm.domus.SC319	S92000003	Scotland	S92000003	Scotland
mm.musa.257	E92000001	England	E12000008	South East
mm.musa.254	E92000001	England	E12000008	South East
mm.musa.255	S92000003	Scotland	S92000003	Scotland
mm.musa.252	E92000001	England	E12000004	East Midlands
mm.fcm.144	E92000001	England	E12000002	North West
mm.domus.NW163	E92000001	England	E12000002	North West
mm.musa.258	S92000003	Scotland	S92000003	Scotland
mm.musa.259	E92000001	England	E12000001	North East
mm.domus.NW158	NA	NA	NA	NA
mm.domus.NE018	E92000001	England	E12000001	North East
mm.domus.SE445	E92000001	England	E12000007	London
mm.domus.SE481	E92000001	England	E12000008	South East
mm.domus.NW150	E92000001	England	E12000002	North West
mm.domus.NW153	E92000001	England	E12000002	North West
mm.domus.NE019	E92000001	England	E12000001	North East
mm.domus.NW155	NA	NA	NA	NA
mm.domus.NW005	E92000001	England	E12000002	North West
mm.domus.NW157	NA	NA	NA	NA
mm.domus.NW156	NA	NA	NA	NA
mm.domus.SE578	E92000001	England	E12000008	South East
mm.domus.SE579	E92000001	England	E12000007	London
mm.domus.NW004	E92000001	England	E12000002	North West
mm.domus.SC138	S92000003	Scotland	S92000003	Scotland
mm.aim82M.029	NA	NA	NA	NA
mm.aim82M.028	NA	NA	NA	NA
mm.aim82M.027	E92000001	England	E12000008	South East
mm.domus.NW003	E92000001	England	E12000002	North West
mm.aim82M.025	E92000001	England	E12000005	West Midlands
mm.aim82M.024	S92000003	Scotland	S92000003	Scotland
mm.aim82M.023	E92000001	England	E12000006	East of England
mm.aim82NM.133	E92000001	England	E12000008	South East
mm.aim82NM.130	S92000003	Scotland	S92000003	Scotland
mm.aim82NM.131	E92000001	England	E12000008	South East
mm.New.46	E92000001	England	E12000009	South West
mm.domus.NW001	E92000001	England	E12000002	North West
mm.domus.SC134	S92000003	Scotland	S92000003	Scotland
mm.domus.SE567	E92000001	England	E12000008	South East
mm.domus.SC135	S92000003	Scotland	S92000003	Scotland
mm.domus.SW242	E92000001	England	E12000009	South West
mm.musa.076	E92000001	England	E12000009	South West
mm.fcm.190	E92000001	England	E12000006	East of England
mm.fcm.191	E92000001	England	E12000006	East of England
mm.aim.0994	E92000001	England	E12000004	East Midlands
mm.fcm.197	NA	NA	NA	NA
mm.domus.SE563	E92000001	England	E12000006	East of England
mm.domus.SE562	E92000001	England	E12000008	South East
mm.ace.135	E92000001	England	E12000002	North West
mm.domus.WA093	W92000004	Wales	W92000004	Wales
mm.musa.387	E92000001	England	E12000001	North East
mm.musa.380	E92000001	England	E12000009	South West
mm.musa.388	E92000001	England	E12000002	North West
mm.musa.389	E92000001	England	E12000004	East Midlands
mm.domus.NW087	E92000001	England	E12000002	North West
mm.aim82NM.125	W92000004	Wales	W92000004	Wales
mm.domus.NW085	E92000001	England	E12000002	North West
mm.domus.NW084	E92000001	England	E12000002	North West
mm.domus.NW083	E92000001	England	E12000002	North West
mm.domus.NW082	E92000001	England	E12000002	North West
mm.domus.NW081	E92000001	England	E12000002	North West
mm.aim82NM.124	E92000001	England	E12000008	South East
mm.misc.252	E92000001	England	E12000007	London
mm.aim82NM.127	E92000001	England	E12000009	South West
mm.domus.NW089	E92000001	England	E12000002	North West
mm.domus.NW088	E92000001	England	E12000002	North West
mm.aim82NM.126	E92000001	England	E12000006	East of England
mm.hha.062	E92000001	England	E12000009	South West
mm.aim82M.034	E92000001	England	E12000004	East Midlands
mm.aim82NM.120	S92000003	Scotland	S92000003	Scotland
mm.domus.SE149	E92000001	England	E12000006	East of England
mm.domus.SE148	E92000001	England	E12000006	East of England
mm.domus.NE058	E92000001	England	E12000001	North East
mm.domus.NW142	E92000001	England	E12000002	North West
mm.aim82M.036	E92000001	England	E12000008	South East
mm.musa.039	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.musa.036	E92000001	England	E12000003	Yorkshire and The Humber
mm.musa.037	E92000001	England	E12000008	South East
mm.domus.SE143	E92000001	England	E12000008	South East
mm.musa.035	E92000001	England	E12000006	East of England
mm.musa.032	S92000003	Scotland	S92000003	Scotland
mm.domus.NE057	E92000001	England	E12000001	North East
mm.domus.NE054	E92000001	England	E12000001	North East
mm.musa.031	E92000001	England	E12000006	East of England
mm.New.81	E92000001	England	E12000007	London
mm.New.80	E92000001	England	E12000008	South East
mm.New.83	E92000001	England	E12000008	South East
mm.New.82	E92000001	England	E12000008	South East
mm.New.85	E92000001	England	E12000003	Yorkshire and The Humber
mm.New.84	E92000001	England	E12000003	Yorkshire and The Humber
mm.New.87	E92000001	England	E12000004	East Midlands
mm.New.86	E92000001	England	E12000004	East Midlands
mm.New.89	E92000001	England	E12000009	South West
mm.mald.124	W92000004	Wales	W92000004	Wales
mm.domus.NW143	E92000001	England	E12000002	North West
mm.New.135	E92000001	England	E12000005	West Midlands
mm.domus.SW109	E92000001	England	E12000009	South West
mm.domus.SW108	E92000001	England	E12000009	South West
mm.mald.053	W92000004	Wales	W92000004	Wales
mm.domus.SW103	E92000001	England	E12000009	South West
mm.domus.SW102	E92000001	England	E12000009	South West
mm.domus.SW101	E92000001	England	E12000009	South West
mm.domus.SW100	E92000001	England	E12000009	South West
mm.domus.SW107	E92000001	England	E12000009	South West
mm.domus.SW106	E92000001	England	E12000009	South West
mm.domus.SW105	E92000001	England	E12000009	South West
mm.domus.SW104	E92000001	England	E12000009	South West
mm.domus.NW140	E92000001	England	E12000002	North West
mm.domus.SE366	E92000001	England	E12000008	South East
mm.domus.SW170	E92000001	England	E12000009	South West
mm.domus.SW146	E92000001	England	E12000009	South West
mm.domus.NW141	E92000001	England	E12000002	North West
mm.domus.SE369	E92000001	England	E12000006	East of England
mm.mald.058	W92000004	Wales	W92000004	Wales
mm.fcm.179	E92000001	England	E12000003	Yorkshire and The Humber
mm.New.184	E92000001	England	E12000007	London
mm.domus.SW219	E92000001	England	E12000009	South West
mm.domus.SW218	E92000001	England	E12000009	South West
mm.domus.SW217	E92000001	England	E12000009	South West
mm.domus.SW216	E92000001	England	E12000009	South West
mm.mald.052	W92000004	Wales	W92000004	Wales
mm.domus.SW214	E92000001	England	E12000009	South West
mm.domus.SW213	E92000001	England	E12000009	South West
mm.domus.SW212	E92000001	England	E12000009	South West
mm.domus.SW211	E92000001	England	E12000009	South West
mm.domus.SW210	E92000001	England	E12000009	South West
mm.hha.112	E92000001	England	E12000005	West Midlands
mm.hha.111	E92000001	England	E12000005	West Midlands
mm.mald.055	W92000004	Wales	W92000004	Wales
mm.hha.117	E92000001	England	E12000003	Yorkshire and The Humber
mm.hha.116	E92000001	England	E12000005	West Midlands
mm.hha.115	E92000001	England	E12000005	West Midlands
mm.aim.1215	E92000001	England	E12000007	London
mm.hha.119	E92000001	England	E12000003	Yorkshire and The Humber
mm.hha.118	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SE368	E92000001	England	E12000006	East of England
mm.domus.SW077	E92000001	England	E12000009	South West
mm.domus.SW076	E92000001	England	E12000009	South West
mm.domus.SW075	E92000001	England	E12000009	South West
mm.domus.SW074	E92000001	England	E12000009	South West
mm.domus.SW073	E92000001	England	E12000009	South West
mm.domus.SW072	E92000001	England	E12000009	South West
mm.domus.SW071	E92000001	England	E12000009	South West
mm.domus.SW070	E92000001	England	E12000009	South West
mm.domus.SW079	E92000001	England	E12000009	South West
mm.domus.SW078	E92000001	England	E12000009	South West
mm.misc.097	E92000001	England	E12000009	South West
mm.misc.094	E92000001	England	E12000009	South West
mm.misc.095	E92000001	England	E12000002	North West
mm.misc.092	E92000001	England	E12000001	North East
mm.misc.093	W92000004	Wales	W92000004	Wales
mm.domus.EM109	E92000001	England	E12000004	East Midlands
mm.domus.EM108	E92000001	England	E12000004	East Midlands
mm.domus.EM107	E92000001	England	E12000004	East Midlands
mm.domus.EM106	E92000001	England	E12000004	East Midlands
mm.domus.EM105	E92000001	England	E12000004	East Midlands
mm.domus.EM104	E92000001	England	E12000004	East Midlands
mm.domus.EM103	E92000001	England	E12000004	East Midlands
mm.domus.SC149	S92000003	Scotland	S92000003	Scotland
mm.misc.098	E92000001	England	E12000001	North East
mm.misc.099	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SE361	E92000001	England	E12000008	South East
mm.domus.SE360	E92000001	England	E12000006	East of England
mm.domus.SE363	E92000001	England	E12000007	London
mm.domus.WM014	E92000001	England	E12000005	West Midlands
mm.domus.NI038	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.mgs.147	S92000003	Scotland	S92000003	Scotland
mm.hha.029	E92000001	England	E12000009	South West
mm.hha.028	E92000001	England	E12000008	South East
mm.domus.NI034	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.domus.NI035	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.hha.025	E92000001	England	E12000008	South East
mm.hha.024	E92000001	England	E12000008	South East
mm.domus.NI030	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.hha.022	E92000001	England	E12000008	South East
mm.domus.NI032	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.hha.020	E92000001	England	E12000008	South East
mm.misc.078	E92000001	England	E12000009	South West
mm.misc.079	S92000003	Scotland	S92000003	Scotland
mm.domus.WA088	W92000004	Wales	W92000004	Wales
mm.domus.YH146	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC269	S92000003	Scotland	S92000003	Scotland
mm.domus.WA084	W92000004	Wales	W92000004	Wales
mm.domus.WA085	W92000004	Wales	W92000004	Wales
mm.domus.WA086	W92000004	Wales	W92000004	Wales
mm.misc.073	E92000001	England	E12000009	South West
mm.misc.074	S92000003	Scotland	S92000003	Scotland
mm.domus.WA081	W92000004	Wales	W92000004	Wales
mm.domus.WA082	W92000004	Wales	W92000004	Wales
mm.misc.077	S92000003	Scotland	S92000003	Scotland
mm.wiki.258	E92000001	England	E12000004	East Midlands
mm.aim.0560	E92000001	England	E12000007	London
mm.aim.0566	E92000001	England	E12000006	East of England
mm.aim.0565	E92000001	England	E12000004	East Midlands
mm.domus.SC142	S92000003	Scotland	S92000003	Scotland
mm.aim.0568	E92000001	England	E12000002	North West
mm.aim.1263	E92000001	England	E12000008	South East
mm.domus.SE568	E92000001	England	E12000007	London
mm.misc.062	E92000001	England	E12000005	West Midlands
mm.mgs.366	S92000003	Scotland	S92000003	Scotland
mm.mgs.367	S92000003	Scotland	S92000003	Scotland
mm.mgs.364	S92000003	Scotland	S92000003	Scotland
mm.mgs.362	S92000003	Scotland	S92000003	Scotland
mm.domus.SE218	E92000001	England	E12000008	South East
mm.mgs.360	S92000003	Scotland	S92000003	Scotland
mm.mgs.361	S92000003	Scotland	S92000003	Scotland
mm.aim.0167	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SE214	E92000001	England	E12000008	South East
mm.aim.0165	E92000001	England	E12000007	London
mm.domus.SE216	E92000001	England	E12000008	South East
mm.domus.SE211	E92000001	England	E12000008	South East
mm.domus.SE210	E92000001	England	E12000008	South East
mm.aim.0161	S92000003	Scotland	S92000003	Scotland
mm.aim.0160	E92000001	England	E12000004	East Midlands
mm.domus.SC118	S92000003	Scotland	S92000003	Scotland
mm.domus.SC119	S92000003	Scotland	S92000003	Scotland
mm.ace.1106	E92000001	England	E12000004	East Midlands
mm.ace.1107	E92000001	England	E12000004	East Midlands
mm.ace.1100	E92000001	England	E12000007	London
mm.wiki.282	E92000001	England	E12000006	East of England
mm.wiki.281	E92000001	England	E12000006	East of England
mm.wiki.280	E92000001	England	E12000006	East of England
mm.domus.SC110	S92000003	Scotland	S92000003	Scotland
mm.domus.SC111	S92000003	Scotland	S92000003	Scotland
mm.domus.SC112	S92000003	Scotland	S92000003	Scotland
mm.domus.SC113	S92000003	Scotland	S92000003	Scotland
mm.domus.SC114	S92000003	Scotland	S92000003	Scotland
mm.ace.1109	E92000001	England	E12000002	North West
mm.domus.SC116	S92000003	Scotland	S92000003	Scotland
mm.domus.SC117	S92000003	Scotland	S92000003	Scotland
mm.aim.0307	E92000001	England	E12000008	South East
mm.ace.1295	E92000001	England	E12000006	East of England
mm.ace.1296	E92000001	England	E12000009	South West
mm.aim.0304	W92000004	Wales	W92000004	Wales
mm.ace.1291	E92000001	England	E12000009	South West
mm.ace.1292	E92000001	England	E12000007	London
mm.aim.0300	E92000001	England	E12000009	South West
mm.mgs.378	S92000003	Scotland	S92000003	Scotland
mm.domus.WA020	W92000004	Wales	W92000004	Wales
mm.ace.1298	E92000001	England	E12000001	North East
mm.New.145	E92000001	England	E12000006	East of England
mm.domus.SE031	E92000001	England	E12000007	London
mm.domus.NE056	E92000001	England	E12000001	North East
mm.New.144	E92000001	England	E12000006	East of England
mm.domus.SW098	E92000001	England	E12000009	South West
mm.New.143	W92000004	Wales	W92000004	Wales
mm.domus.SE246	E92000001	England	E12000006	East of England
mm.wiki.373	E92000001	England	E12000005	West Midlands
mm.wiki.372	E92000001	England	E12000005	West Midlands
mm.wiki.371	E92000001	England	E12000005	West Midlands
mm.wiki.377	E92000001	England	E12000008	South East
mm.wiki.376	E92000001	England	E12000008	South East
mm.wiki.375	E92000001	England	E12000008	South East
mm.wiki.374	E92000001	England	E12000005	West Midlands
mm.domus.SC205	S92000003	Scotland	S92000003	Scotland
mm.wiki.379	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.378	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC200	S92000003	Scotland	S92000003	Scotland
mm.domus.SC201	S92000003	Scotland	S92000003	Scotland
mm.domus.SC202	S92000003	Scotland	S92000003	Scotland
mm.domus.SC203	S92000003	Scotland	S92000003	Scotland
mm.domus.SE036	E92000001	England	E12000008	South East
mm.domus.SW177	E92000001	England	E12000009	South West
mm.domus.SE247	E92000001	England	E12000006	East of England
mm.aim.1142	W92000004	Wales	W92000004	Wales
mm.domus.SW091	E92000001	England	E12000009	South West
mm.aim.1147	E92000001	England	E12000006	East of England
mm.aim.0941	E92000001	England	E12000008	South East
mm.aim.0943	E92000001	England	E12000006	East of England
mm.aim.0410	E92000001	England	E12000004	East Midlands
mm.aim.0788	E92000001	England	E12000008	South East
mm.domus.SC306	S92000003	Scotland	S92000003	Scotland
mm.aim.0781	E92000001	England	E12000008	South East
mm.aim.0786	E92000001	England	E12000002	North West
