project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.domus.SE406	12	3400	5804	4354.2	824.4	52250	3400	1994	2015	domus	3
mm.domus.SE407	6	2264	4160	2858.3	792.9	17150	2300	1994	1999	domus	1
mm.domus.SE408	11	12195	21308	15817.5	3719.3	173993	12552	1994	2016	domus	3
mm.domus.SE409	4	2500	2600	2575	50	10300	2500	1994	1998	domus	1
mm.domus.SE410	5	300	1700	1240	544.7	6200	300	1994	2015	domus	2
mm.domus.SE411	7	42620	60847	55570.1	6000.1	388991	55431	1994	2010	domus	2
mm.domus.SE412	6	1e4	29485	14947.5	7314.9	89685	13500	1994	2014	domus	2
mm.domus.SE413	10	0	610	353.4	177.5	3534	335	1994	2016	visitbritain	4
mm.domus.SE414	5	27012	33929	31241.4	2981.7	156207	33091	1994	1999	domus	1
mm.domus.SE415	8	35e3	68991	53688.1	11795.1	429505	42e3	1994	2015	domus	2
mm.domus.SE416	6	15e3	19835	17620.2	2292.9	105721	19835	1994	1999	domus	1
mm.domus.SE417	6	32e3	35e3	33224.7	1470.9	199348	35e3	1994	1999	domus	1
mm.domus.SE418	11	0	3591	1922	1243.7	21142	2408	1994	2015	domus	2
mm.domus.SE419	5	4268	8212	5955.6	1827.1	29778	4268	1994	1999	domus	1
mm.domus.SE420	3	5e3	1e4	6666.7	2886.8	2e4	5e3	1994	1998	domus	1
mm.domus.SE421	5	28813	35080	32048.6	2888.9	160243	32391	1994	1999	domus	1
mm.domus.SE422	7	0	12e3	2827.6	4166.5	19793	2027	1994	2013	domus	2
mm.domus.SE423	9	1e3	6409	3772.3	2440.1	33951	5138	1994	2015	visitbritain	2
mm.domus.SE424	10	0	23100	10024.4	6826.6	100244	8438	1994	2015	domus	2
mm.domus.SE425	5	0	2500	1732	994.4	8660	1860	1994	1999	domus	1
mm.domus.SE426	5	0	35e3	21e3	19170.3	105e3	0	1994	1999	domus	1
mm.domus.SE427	7	0	60048	42005.4	21389.3	294038	51741	1994	2011	domus	2
mm.domus.SE428	4	3e3	7500	4875	1931.1	19500	4e3	1994	1998	domus	1
mm.domus.SE429	5	0	500	345.4	226.4	1727	0	1994	2007	domus	2
mm.domus.SE430	8	0	8800	6302.4	2982.3	50419	8100	1994	2016	domus	3
mm.domus.SE431	11	0	9e3	5618.4	2524.5	61802	4742	1994	2015	domus	2
mm.domus.SE432	7	188	900	385.3	235.5	2697	295	1994	2009	domus	2
mm.domus.SE434	4	0	74	37	42.7	148	0	1994	1998	domus	1
mm.domus.SE435	5	3e3	8500	4640.6	2194.4	23203	3e3	1994	2015	domus	2
mm.domus.SE436	7	14616	23e3	19466.9	2486.1	136268	23e3	1994	2015	domus	2
mm.domus.SE437	7	55971	7e4	60159.9	5178.7	421119	58300	1994	2015	domus	2
mm.domus.SE438	7	11e3	26e3	20488.9	4854.7	143422	24400	1994	2015	domus	2
mm.domus.SE439	7	0	1e4	7175.9	3610.2	50231	0	1994	2011	domus	2
mm.domus.SE440	7	400	520	480	40.5	3360	500	1994	2006	domus	2
mm.domus.SE441	6	16e4	225e3	191546.5	24322	1149279	18e4	1994	2016	domus	2
mm.domus.SE442	4	25e3	29e3	27250	2061.6	109e3	26e3	1994	1998	domus	1
mm.domus.SE444	12	575880	2145486	1439195.5	631255.9	17270346	2145486	1994	2016	domus	3
mm.domus.SE445	6	0	9200	7316.7	3595.2	43900	9e3	1994	1999	domus	1
mm.domus.SE446	6	37e3	62e3	50895.2	10309.4	305371	49500	1994	1999	domus	1
mm.domus.SE447	10	7e3	80612	37919.9	33672	379199	66855	1994	2015	domus	2
mm.domus.SE448	1	0	0	0	NA	NA	0	1994	1994	domus	1
mm.domus.SE449	6	26167	6e4	32889	13329	197334	26167	1994	2016	domus	2
mm.domus.SE451	11	0	50197	40226.9	14028.5	442496	50197	1994	2005	domus	2
mm.domus.SE452	5	0	45e3	22500	16970.6	112500	24e3	1994	2016	domus	3
mm.domus.SE453	6	31561	51e3	41025.3	6520.6	246152	40496	1994	1999	domus	1
mm.domus.SE454	12	585	3364	1266.2	918.7	15195	647	1994	2015	domus	3
mm.domus.SE455	11	517	1487	1036.9	320	11406	632	1994	2015	domus	2
mm.domus.SE456	3	18714	41e3	26142.7	12866.8	78428	18714	1994	1999	domus	1
mm.domus.SE457	3	0	18714	12476	10804.5	37428	18714	1994	1999	domus	1
mm.domus.SE458	3	0	18714	6241.7	10801.4	18725	0	1994	1999	domus	1
mm.domus.SE459	4	0	5e3	2125	2174.7	8500	0	1994	1999	domus	1
mm.domus.SE460	7	0	3e3	1901.9	929.3	13313	2e3	1994	2012	domus	2
mm.domus.SE461	6	0	58650	22439	26810.2	134634	0	1994	2008	domus	2
mm.domus.SE462	5	12e3	52024	39957	16564.9	199785	52024	1994	2005	domus	2
mm.domus.SE463	4	1548	3200	2340	681.1	9360	1548	1994	2013	domus	2
mm.domus.SE464	6	0	2500	833.3	1291	5e3	0	1994	1999	domus	1
mm.domus.SE466	4	0	3e4	15e3	17320.5	6e4	0	1994	1998	domus	1
mm.domus.SE467	6	620	3e3	1420	905.1	8520	1e3	1994	1999	domus	1
mm.domus.SE468	6	300	7e3	4033.3	2588.2	24200	7e3	1994	1999	domus	1
mm.domus.SE469	11	3052	4803	3818.4	496.1	42002	3731	1994	2015	domus	2
mm.domus.SE470	7	42e3	76559	55476.1	10704.5	388333	50740	1994	2015	domus	2
mm.domus.SE471	4	6e4	4e5	166364.8	160882.4	665459	4e5	1994	1999	domus	1
mm.domus.SE472	10	2433	17500	7515.3	6296.6	75153	2433	1994	2016	visitbritain	3
mm.domus.SE473	10	11500	22149	15662.3	3987	156623	11953	1994	2016	visitbritain	3
mm.domus.SE474	10	1622	12463	6216.2	4697.8	62162	2158	1994	2016	visitbritain	3
mm.domus.SE475	11	0	258097	205342.2	75827.5	2258764	248405	1994	2015	domus	3
mm.domus.SE478	11	109539	150591	127717.5	15483.8	1404892	150591	1995	2015	domus	3
mm.domus.SE480	5	1e3	1200	1040	89.4	5200	1200	1995	1999	domus	1
mm.domus.SE481	4	0	2308	577	1154	2308	0	1995	2007	domus	2
mm.domus.SE482	7	1447	2e4	14652.4	6028.7	102567	16470	1995	2016	domus	3
mm.domus.SE483	5	0	1e4	5600	5176.9	28e3	0	1995	1999	domus	1
mm.domus.SE484	2	300	300	300	0	600	300	1995	1999	domus	1
mm.domus.SE485	4	1e4	12e4	6e4	58309.5	24e4	1e4	1995	2007	domus	2
mm.domus.SE486	6	0	106195	20560.3	42510.5	123362	0	1995	2016	domus	2
mm.domus.SE488	5	5e3	7500	6800	1036.8	34e3	7500	1995	1999	domus	1
mm.domus.SE489	4	0	182	45.5	91	182	0	1995	1998	domus	1
mm.domus.SE490	11	19719	179875	117631.5	53476.3	1293947	112224	1995	2015	domus	3
mm.domus.SE491	6	0	66146	42674.3	33093.5	256046	0	1995	2015	domus	2
mm.domus.SE492	4	0	7458	5377	3593.3	21508	7200	1995	1999	domus	1
mm.domus.SE493	5	0	5790	4249.2	2451	21246	5703	1995	1999	domus	1
mm.domus.SE494	4	0	1881	968.8	770.9	3875	0	1995	1998	domus	1
mm.domus.SE495	10	0	3140	1724.4	1046.1	17244	2342	1995	2015	domus	2
mm.domus.SE496	6	0	1500	666.7	584.5	4e3	750	1995	2012	domus	2
mm.domus.SE498	10	0	57277	36185	20416.3	361850	43218	1995	2015	visitbritain	3
mm.domus.SE499	4	0	180920	85005.5	98559.2	340022	0	1995	1999	domus	1
mm.domus.SE500	10	0	355499	265160	140643	2651600	331480	1995	2015	visitbritain	3
mm.domus.SE501	10	0	77828	52368	30627.4	523680	76822	1995	2015	visitbritain	3
mm.domus.SE503	7	0	8e3	2918	3322.5	20426	0	1995	2016	domus	3
mm.domus.SE504	5	0	4040	2009.2	1770.4	10046	0	1995	2007	domus	2
mm.domus.SE505	6	0	14e3	6482.2	5878.9	38893	0	1995	2012	domus	2
mm.domus.SE506	7	0	21316	10197.3	10239.5	71381	0	1995	2016	domus	3
mm.domus.SE507	10	1473650	3358086	2490022.6	834325.9	24900226	3356212	1996	2015	visitbritain	3
mm.domus.SE508	8	0	22623	14297.6	9040.9	114381	15632	1996	2015	visitbritain	3
mm.domus.SE509	1	0	0	0	NA	NA	0	1996	1996	domus	1
mm.domus.SE510	2	0	0	0	0	NA	0	1996	1997	domus	1
mm.domus.SE511	8	135462	356219	250263.8	78217.5	2002110	356219	1997	2015	visitbritain	3
mm.domus.SE513	3	6250	8567	7605.7	1207.8	22817	8567	1997	1999	domus	1
mm.domus.SE514	8	29773	146601	91894.4	41877.4	735155	146601	1998	2016	visitbritain	3
mm.domus.SE515	3	9687	12e3	10615.7	1222	31847	9687	1998	2012	domus	2
mm.domus.SE516	1	26749	26749	26749	NA	26749	26749	1999	1999	domus	1
mm.domus.SE517	5	15e3	31728	20119.6	6717.6	100598	15e3	2011	2015	visitbritain	1
mm.domus.SE518	8	34800	143934	94916.5	40694.7	759332	143934	1998	2016	visitbritain	3
mm.domus.SE519	8	6345	15405	13177.4	2901.1	105419	6345	1998	2016	visitbritain	3
mm.domus.SE520	3	6906	7500	7150	310.9	21450	7044	1998	2016	domus	2
mm.domus.SE521	2	9098	10016	9557	649.1	19114	9098	1998	1999	domus	1
mm.domus.SE522	8	23919	82218	52572.2	22675.8	420578	82218	1998	2016	visitbritain	3
mm.domus.SE523	5	4515	28920	15564.2	10766.4	77821	28920	1998	2015	visitbritain	2
mm.domus.SE524	2	4031	4814	4422.5	553.7	8845	4031	1998	1999	domus	1
mm.domus.SE525	5	35560	45569	38391	4086	191955	35560	2011	2015	visitbritain	1
mm.domus.SE526	2	21423	22571	21997	811.8	43994	21423	1998	1999	domus	1
mm.domus.SE527	6	16345	134510	84158.3	54558.3	504950	134510	1998	2016	visitbritain	3
mm.domus.SE528	7	75e3	129305	100367.4	17826.8	702572	129305	1998	2016	visitbritain	3
mm.domus.SE529	1	6253	6253	6253	NA	6253	6253	1998	1998	domus	1
mm.domus.SE530	6	5987	21143	13679.2	6224.5	82075	21143	1998	2015	visitbritain	2
mm.domus.SE531	8	193413	684325	276055.2	166232.1	2208442	229729	2010	2016	visitbritain	4
mm.domus.SE532	5	78e3	150495	121381	27476.2	606905	150495	1998	2016	visitbritain	3
mm.domus.SE533	7	94534	149254	116046	21879.8	812322	149254	2011	2016	visitbritain	3
mm.domus.SE534	4	585	2125	1467	667	5868	2125	1998	2015	visitbritain	2
mm.domus.SE535	6	4569	21687	15767.5	5922.5	94605	15974	1998	2015	visitbritain	2
mm.domus.SE536	2	18e4	183e3	181500	2121.3	363e3	183e3	1998	2012	domus	2
mm.domus.SE537	5	16960	27490	21019.6	4900.7	105098	16971	2009	2015	visitbritain	2
mm.domus.SE538	8	11e4	166710	145928.5	16911.1	1167428	166710	1999	2016	visitbritain	4
mm.domus.SE539	9	7e4	371593	274418.7	84824.6	2469768	371593	1999	2016	visitbritain	5
mm.domus.SE540	7	15e3	23300	21543.7	2909.4	150806	22814	1999	2016	visitbritain	3
mm.domus.SE541	5	131035	262100	184516	63306.6	922580	151953	2011	2015	visitbritain	1
mm.domus.SE542	1	5356	5356	5356	NA	5356	5356	1998	1998	domus	1
mm.domus.SE543	8	66366	115285	100742	15441.1	805936	113409	2006	2016	visitbritain	4
mm.domus.SE544	7	69809	87245	77704.7	6921.2	543933	87245	2011	2016	visitbritain	3
mm.domus.SE545	9	0	252241	167817.1	78218.4	1510354	252241	1998	2016	visitbritain	4
mm.domus.SE546	1	31310	31310	31310	NA	31310	31310	2016	2016	mm	1
mm.domus.SE547	8	55239	364802	256309.9	124448.6	2050479	364802	1998	2016	visitbritain	3
mm.domus.SE548	7	0	152520	101700.1	48157.3	711901	152520	1999	2016	visitbritain	3
mm.domus.SE549	7	6e4	367476	241250.1	96205	1688751	367476	1999	2016	visitbritain	3
mm.domus.SE550	3	55e3	166790	92263.3	64542	276790	166790	1998	2016	domus	2
mm.domus.SE551	5	2582	3815	3067	492.4	15335	2582	1999	2015	visitbritain	2
mm.domus.SE552	3	37e3	114325	87108.3	43448.9	261325	114325	1999	2016	domus	3
mm.domus.SE553	6	20723	55673	46841.5	13003.8	281049	20723	1999	2015	visitbritain	2
mm.domus.SE554	7	37e3	133445	77138	31295.8	539966	133445	1999	2016	visitbritain	3
mm.domus.SE555	1	0	0	0	NA	NA	0	1999	1999	domus	1
mm.domus.SE556	3	67e3	336827	187942.3	137066.5	563827	336827	1998	2016	domus	2
mm.domus.SE557	9	8e4	175622	129405.3	32467.1	1164648	175622	1998	2016	visitbritain	4
mm.domus.SE558	6	61757	133684	99170.7	25847	595024	133684	1999	2016	visitbritain	3
mm.domus.SE559	9	52e3	83090	63383.9	10908.5	570455	83090	1998	2016	visitbritain	4
mm.domus.SE560	4	1784	2e3	1946	108	7784	2e3	2011	2016	visitbritain	2
mm.domus.SE561	2	1e3	1500	1250	353.6	2500	1500	1998	1999	domus	1
mm.domus.SE562	3	12316	23930	16906	6177.7	50718	23930	1998	2011	domus	2
mm.domus.SE563	2	0	95e3	47500	67175.1	95e3	0	1997	1998	domus	1
mm.domus.SE564	3	0	18998	6332.7	10968.5	18998	0	1998	2015	domus	2
mm.domus.SE565	4	25590	28709	27100.8	1491.2	108403	25590	1998	2016	domus	3
mm.domus.SE566	8	182e4	54e5	4374820.2	1576072.5	34998562	5284023	1998	2015	visitbritain	3
mm.domus.SE567	3	0	800	266.7	461.9	800	0	1998	2010	domus	2
mm.domus.SE570	6	85e3	122077	109611.8	14025.5	657671	119e3	1999	2015	visitbritain	2
mm.domus.SE572	1	948	948	948	NA	948	948	1999	1999	domus	1
mm.domus.SE573	1	81721	81721	81721	NA	81721	81721	2016	2016	mm	1
mm.domus.SE575	1	450	450	450	NA	450	450	1999	1999	domus	1
mm.domus.SE576	1	7104	7104	7104	NA	7104	7104	1999	1999	domus	1
mm.domus.SE577	1	500	500	500	NA	500	500	2010	2010	ma(fam)	1
mm.domus.SE578	8	2474	8974	4343.8	2169.7	34750	5210	1999	2016	visitbritain	4
mm.domus.SE579	7	32398	78e3	48484.3	14335.7	339390	52029	1999	2016	visitbritain	3
mm.domus.SE582	6	11e3	15592	13086	1682.2	78516	15592	2011	2015	visitbritain	2
mm.domus.SE583	6	45e5	6416724	5546874.3	699517.6	33281246	5908254	2007	2015	visitbritain	2
mm.domus.SE585	1	22e3	22e3	22e3	NA	22e3	22e3	2011	2011	ma(fam)	1
mm.domus.SE586	6	14600	35212	25101.5	7746.9	150609	35212	2010	2015	visitbritain	2
mm.domus.SE587	2	3474	4578	4026	780.6	8052	3474	2010	2016	ma(fam)	2
mm.domus.SE588	1	5700	5700	5700	NA	5700	5700	2008	2008	ma(fam)	1
mm.domus.SE590	2	6530	6612	6571	58	13142	6530	2013	2016	ma(fam)	2
mm.domus.SE591	6	14493	18888	16862.2	1516	101173	18888	2010	2015	visitbritain	2
mm.domus.SE593	5	4e4	42e3	40801	1094.5	204005	42e3	2011	2015	visitbritain	1
mm.domus.SE596	1	7582	7582	7582	NA	7582	7582	2016	2016	mm	1
mm.domus.SE597	1	16326	16326	16326	NA	16326	16326	2010	2010	ma(fam)	1
mm.domus.SE599	1	13353	13353	13353	NA	13353	13353	2014	2014	ma(fam)	1
mm.domus.SE600	1	95485	95485	95485	NA	95485	95485	2011	2011	ma(fam)	1
mm.domus.SE601	6	16969	30525	23430.2	5562.6	140581	30525	2010	2015	visitbritain	2
mm.domus.SE603	1	5785	5785	5785	NA	5785	5785	2013	2013	ma(fam)	1
mm.domus.SE604	4	11972	17500	15846	2616.8	63384	17365	2011	2016	visitbritain	2
mm.domus.SE606	7	29e3	25e4	74761.9	77955.5	523333	29e3	2004	2016	visitbritain	3
mm.domus.SW001	8	1729	1e4	6355.1	2584.9	50841	6222	1994	2016	domus	3
mm.domus.SW002	6	3500	7e3	4971.5	1182.8	29829	4193	1994	2008	domus	2
mm.domus.SW003	12	0	14800	8486.9	5919.5	101843	13500	1994	2015	domus	3
mm.domus.SW004	6	0	2307	1459	850.7	8754	0	1994	1999	domus	1
mm.domus.SW005	7	0	13e3	7471.4	4011.1	52300	6500	1994	2004	domus	2
mm.domus.SW006	8	0	13175	6276.8	4419	50214	5376	1994	2016	domus	3
mm.domus.SW007	7	131072	462457	246736.9	120382.4	1727158	278477	1994	2016	domus	2
mm.domus.SW008	4	95784	152460	122239.5	30702.5	488958	152460	1994	1997	domus	1
mm.domus.SW009	6	21115	139316	67086.7	41675.2	402520	89752	1994	1999	domus	1
mm.domus.SW010	1	13978	13978	13978	NA	13978	13978	2016	2016	ma(fam)	1
mm.domus.SW011	7	7771	24660	15719.9	5318.2	110039	19216	1994	2016	domus	2
mm.domus.SW012	7	30251	52549	38930.1	7288.9	272511	33451	1994	2016	domus	2
mm.domus.SW013	6	0	9707	7298.8	3759.3	43793	9707	1994	2016	domus	2
mm.domus.SW014	6	5226	12560	9128.5	2505.6	54771	7957	1994	2016	domus	2
mm.domus.SW016	2	0	0	0	0	NA	0	1994	1995	domus	1
mm.domus.SW017	6	6001	7207	6622.7	502.2	39736	6997	1994	1999	domus	1
mm.domus.SW018	11	21e3	47645	36377.6	9154.7	400154	47438	1994	2016	domus	4
mm.domus.SW019	11	25e3	151e3	105428.5	45646.9	1159713	122908	1994	2015	domus	3
mm.domus.SW020	6	2480	3876	3306.2	553.4	19837	2800	1994	2006	domus	2
mm.domus.SW021	7	63290	76231	68846.3	4164.7	481924	76231	1994	2008	domus	2
mm.domus.SW022	5	7851	13459	10795.6	2014.5	53978	11284	1994	1998	domus	1
mm.domus.SW023	10	4100	9826	5970.4	1844.7	59704	4417	1994	2016	domus	3
mm.domus.SW024	2	115522	131538	123530	11325	247060	131538	1994	2016	domus	2
mm.domus.SW025	6	137	14368	2942.2	5603.9	17653	137	1994	2015	visitbritain	2
mm.domus.SW026	6	2317	4500	2998.7	782.2	17992	2317	1994	2009	domus	2
mm.domus.SW027	14	0	7e3	2933.6	2190.2	41070	1905	1994	2015	visitbritain	3
mm.domus.SW028	6	5584	8954	7073	1080.5	42438	5584	1994	1999	domus	1
mm.domus.SW029	5	41683	60432	51554	6741.6	257770	50388	1994	2011	domus	2
mm.domus.SW030	4	15707	17938	16701.5	1165.2	66806	17454	1994	1999	domus	1
mm.domus.SW031	2	15718	26394	21056	7549.1	42112	26394	1994	1996	domus	1
mm.domus.SW032	3	9e3	26394	17037.3	8771.7	51112	26394	1994	2008	domus	2
mm.domus.SW033	7	0	4557	651	1722.4	4557	0	1994	2016	domus	2
mm.domus.SW034	7	500	900	700.9	194.4	4906	856	1994	2015	domus	2
mm.domus.SW035	7	1877	3100	2395.4	389.2	16768	2330	1994	2008	domus	2
mm.domus.SW036	7	0	36e3	26617.1	12671.5	186320	35520	1994	2010	domus	2
mm.domus.SW037	7	3e4	45779	40514.3	5390.5	283600	39044	1994	2013	domus	2
mm.domus.SW038	10	850	2200	1262.9	454.4	12629	1015	1994	2015	domus	2
mm.domus.SW039	5	0	17e3	10664.2	6468	53321	13694	1994	1999	domus	1
mm.domus.SW041	6	1e4	2e4	12033.3	3980.8	72200	10200	1994	1999	domus	1
mm.domus.SW042	6	41266	51470	44756.3	3761.1	268538	41266	1994	1999	domus	1
mm.domus.SW043	3	0	18e3	6500	9987.5	19500	0	1994	1998	domus	1
mm.domus.SW044	8	0	2e3	1498.4	643.2	11987	1765	1994	2015	domus	2
mm.domus.SW045	11	0	6544	4681.2	2252.8	51493	6544	1994	2015	domus	2
mm.domus.SW046	7	1026	2900	2465.4	761.7	17258	2900	1994	2003	domus	2
mm.domus.SW047	8	6e3	21008	15098.4	4494.4	120787	16873	1994	2015	visitbritain	2
mm.domus.SW048	6	5200	8500	6891.7	1252.4	41350	7100	1994	1999	domus	1
mm.domus.SW049	12	883875	1044802	954927.7	52463.3	11459132	1044802	1994	2016	domus	4
mm.domus.SW050	12	58120	132015	84136.8	25270.1	1009641	132015	1994	2015	domus	3
mm.domus.SW052	12	1200	134989	55423.4	56867.7	665081	90880	1994	2015	domus	3
mm.domus.SW053	11	240	2583	1291.5	651.1	14207	1627	1994	2016	domus	3
mm.domus.SW054	12	12859	43056	25748.4	12340.1	308981	13499	1994	2015	domus	3
mm.domus.SW055	5	0	2e4	11760	7470.5	58800	0	1994	1999	domus	1
mm.domus.SW056	7	3100	4491	3770.4	471.5	26393	3291	1994	2012	domus	2
mm.domus.SW057	5	4500	5e3	4900	223.6	24500	5e3	1994	1998	domus	1
mm.domus.SW058	11	5100	7547	6507	746.4	71577	6879	1994	2016	domus	3
mm.domus.SW059	6	0	16e3	9346.7	7401.2	56080	0	1994	1999	domus	1
mm.domus.SW060	12	492	1578	686.7	288.5	8240	653	1994	2016	domus	4
mm.domus.SW061	6	1250	3700	3091.7	1022	18550	3700	1994	1999	domus	1
mm.domus.SW063	7	687	8500	6121.6	3093.9	42851	8364	1994	2013	domus	2
mm.domus.SW064	6	131e3	15e4	135074.3	7339.4	810446	132723	1994	1999	domus	1
mm.domus.SW065	4	33349	54690	45475.8	8921.2	181903	33349	1994	1998	domus	1
mm.domus.SW066	4	33230	58194	49188.8	11521.3	196755	33230	1994	1999	domus	1
mm.domus.SW067	4	1e4	15205	13610.5	2442.8	54442	15205	1994	1997	domus	1
mm.domus.SW068	7	5e4	125e3	85678.4	24394	599749	66374	1994	2008	domus	2
mm.domus.SW069	5	23711	12e4	47142.6	40887.5	235713	29287	1994	2014	domus	2
mm.domus.SW070	4	18939	30838	24945	5128.8	99780	18939	1994	1998	domus	1
mm.domus.SW071	5	15e3	17800	16686.4	1153.3	83432	17654	1994	2015	domus	2
mm.domus.SW072	5	150	1467	423.4	583.8	2117	200	1994	2016	domus	2
mm.domus.SW073	2	0	0	0	0	NA	0	1994	1995	domus	1
mm.domus.SW074	4	20051	24188	22229.5	1737.8	88918	24188	1994	1998	domus	1
mm.domus.SW075	8	15642	59371	27458.4	18419.5	219667	18129	1994	2016	domus	3
mm.domus.SW076	4	0	4e3	1751.5	2062.8	7006	0	1994	1997	domus	1
mm.domus.SW077	6	3813	1e4	7678.2	2680.2	46069	6128	1994	1999	domus	1
mm.domus.SW078	2	0	0	0	0	NA	0	1994	1997	domus	1
mm.domus.SW079	19	16e3	86200	41690.6	21717.5	792122	3e4	1994	2016	visitbritain	4
mm.domus.SW080	7	0	33e3	6125.1	11915.3	42876	33e3	1994	2006	domus	2
mm.domus.SW081	6	4060	7e3	6043.5	1028.8	36261	6500	1994	1999	domus	1
mm.domus.SW082	11	0	62986	46172.6	17003.2	507899	61949	1994	2016	domus	3
mm.domus.SW083	12	3477	6630	5417.8	1081.6	65014	4961	1994	2015	domus	3
mm.domus.SW084	10	4e3	45134	25768	13835.1	257680	32831	1994	2016	domus	3
mm.domus.SW085	7	1754	2988	2294.4	538.4	16061	2710	1994	2009	domus	2
mm.domus.SW086	7	16989	19996	18270.7	1280.5	127895	18547	1994	2015	domus	2
mm.domus.SW087	7	0	677	352.3	245.9	2466	340	1994	2013	domus	2
mm.domus.SW088	10	37107	276823	183119.8	72663.3	1831198	246103	1994	2015	domus	2
mm.domus.SW091	6	3500	1e4	7342.2	2194.4	44053	8e3	1994	2009	domus	2
mm.domus.SW092	5	0	38593	18437.2	19391.9	92186	15e3	1994	1998	domus	1
mm.domus.SW093	7	2400	10325	6346.4	2309.2	44425	2400	1994	2014	domus	2
mm.domus.SW094	6	2188	5500	3386.5	1236.2	20319	3500	1994	2015	domus	2
mm.domus.SW095	6	0	20638	9565.2	10542	57391	0	1994	1999	domus	1
mm.domus.SW096	6	9e3	14e3	10841.2	2017.6	65047	9e3	1994	1999	domus	1
mm.domus.SW097	11	5750	21e3	12531.9	5888.5	137851	5750	1994	2015	domus	3
mm.domus.SW098	5	50	2030	842	1084.5	4210	50	1994	1998	domus	1
mm.domus.SW099	7	0	8302	3400.9	4255.5	23806	8302	1994	2015	domus	2
mm.domus.SW100	4	102828	140556	116828.2	17863.7	467313	140556	2011	2015	visitbritain	2
mm.domus.SW101	1	15338	15338	15338	NA	15338	15338	2011	2011	ma(fam)	1
mm.domus.SW102	4	11e3	12300	11711.5	580	46846	11e3	2011	2016	visitbritain	2
mm.domus.SW103	1	11381	11381	11381	NA	11381	11381	2016	2016	mm	1
mm.domus.SW105	1	22923	22923	22923	NA	22923	22923	2009	2009	ma(fam)	1
mm.domus.SW106	7	2718	6500	4994.9	1557.5	34964	2921	2011	2016	visitbritain	3
mm.domus.SW107	3	32973	55016	43663	11036.4	130989	32973	2014	2015	visitbritain	2
mm.domus.SW110	8	24e3	93450	67431.6	23177.9	539453	24e3	1994	2016	domus	3
mm.domus.SW111	10	10500	16e3	13141.1	1932.6	131411	11500	1994	2015	domus	2
mm.domus.SW112	7	6755	22560	10489.3	5646.7	73425	6954	1994	2016	domus	2
mm.domus.SW113	5	2e3	15e3	10800	5357.2	54e3	2e3	1994	1999	domus	1
mm.domus.SW114	6	3993	5e3	4327.7	461.9	25966	5e3	1994	1999	domus	1
mm.domus.SW115	6	0	14240	7594.8	4709.4	45569	7086	1994	1999	domus	1
mm.domus.SW116	7	365	7174	2765.4	2468.7	19358	5089	1994	2003	domus	2
mm.domus.SW117	12	4460	20228	11854.1	6833	142249	2e4	1994	2016	domus	4
mm.domus.SW118	10	106612	126922	113936.6	6941.8	1139366	110084	1994	2015	visitbritain	3
mm.domus.SW119	5	3900	4498	4145.6	284.1	20728	4498	1994	1998	domus	1
mm.domus.SW120	11	17e3	27e3	22854.3	3490.6	251397	27e3	1994	2016	domus	3
mm.domus.SW121	6	12938	187309	57261	64365.2	343566	35819	1994	2014	domus	2
mm.domus.SW122	6	1783	109160	46590.2	43593.6	279541	109160	1994	2015	domus	2
mm.domus.SW123	4	16199	32278	23235.8	7165.3	92943	16199	1994	2008	domus	2
mm.domus.SW124	6	0	13713	9220.3	4748.2	55322	13713	1994	1999	domus	1
mm.domus.SW125	7	2091	9e3	3741.7	2345.4	26192	2901	1994	2015	domus	2
mm.domus.SW126	7	8216	14234	12198.4	2476.9	85389	14234	1994	2016	domus	3
mm.domus.SW127	7	93968	185e3	128632.7	39519	900429	1e5	1994	2016	domus	3
mm.domus.SW128	8	23052	48650	29582.9	8382.5	236663	24306	1994	2016	domus	3
mm.domus.SW129	7	1949	4500	3481.4	933.1	24370	4e3	1994	2016	domus	2
mm.domus.SW130	8	0	3e4	14604.1	10354.8	116833	11700	1994	2016	domus	3
mm.domus.SW131	10	0	191134	133911.8	52024.1	1339118	191134	1994	2015	domus	2
mm.domus.SW132	6	0	74632	40939	23963.1	245634	74632	1994	1999	domus	1
mm.domus.SW133	8	17427	3e5	56707.2	98385.3	453658	21e3	1994	2015	domus	2
mm.domus.SW134	11	0	57355	28847.7	27248.6	317325	55344	1994	2015	domus	3
mm.domus.SW135	4	0	4e3	2540	1902.6	10160	4e3	1994	2016	domus	2
mm.domus.SW136	8	1800	5340	3861.8	1384.6	30894	4523	1994	2015	visitbritain	2
mm.domus.SW137	5	1e4	12940	11229.2	1318.4	56146	12205	1994	1999	domus	1
mm.domus.SW138	6	0	2e4	12289.3	6656.3	73736	12716	1994	1999	domus	1
mm.domus.SW139	7	19874	28600	22975	2807	160825	22163	1994	2010	domus	2
mm.domus.SW140	4	5e3	6227	5556.8	649.5	22227	5e3	1994	1999	domus	1
mm.domus.SW141	6	0	12e3	7022.2	4992.8	42133	7996	1994	2014	domus	2
mm.domus.SW142	2	6052	10498	8275	3143.8	16550	10498	1994	1997	domus	1
mm.domus.SW143	6	0	450	275	172.5	1650	450	1994	1999	domus	1
mm.domus.SW144	5	0	0	0	0	NA	0	1994	1998	domus	1
