project_id	OA_GSS	country_name	region_gss	region_name	lad16_gss	lad16_name	OA_GSS	RUC_CODE
mm.domus.SE226	E00167076	England	E12000006	East of England	E07000008	Cambridge	E00167076	C1
mm.domus.WM056	E00149727	England	E12000005	West Midlands	E07000192	Cannock Chase	E00149727	A1
mm.aim.0172	E00165577	England	E12000005	West Midlands	E07000239	Wyre Forest	E00165577	C1
mm.domus.SC139	S00103315	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103315	NA
mm.domus.SE382	E00090723	England	E12000006	East of England	E07000008	Cambridge	E00090723	C1
mm.domus.SC317	S00109642	Scotland	S92000003	Scotland	S12000015	Fife	S00109642	NA
mm.ace.1248	E00078357	England	E12000009	South West	E06000030	Swindon	E00078357	C1
mm.domus.SW048	E00102999	England	E12000009	South West	E07000047	West Devon	E00102999	D2
mm.domus.SW245	E00077808	England	E12000009	South West	E06000029	Poole	E00077808	C1
mm.domus.SE059	E00174921	England	E12000007	London	E09000003	Barnet	E00174921	A1
mm.domus.SE002	E00153276	England	E12000006	East of England	E07000203	Mid Suffolk	E00153276	C1
mm.domus.SW175	E00072584	England	E12000009	South West	E06000022	Bath and North East Somerset	E00072584	C1
mm.domus.SC135	S00107201	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00107201	NA
mm.ace.569	E00082921	England	E12000008	South East	E06000038	Reading	E00082921	C1
mm.domus.SE466	E00166725	England	E12000008	South East	E06000040	Windsor and Maidenhead	E00166725	C1
mm.musa.243	S00092361	Scotland	S92000003	Scotland	S12000034	Aberdeenshire	S00092361	NA
mm.domus.SE272	E00157473	England	E12000008	South East	E07000216	Waverley	E00157473	C1
mm.domus.SC231	S00106927	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00106927	NA
mm.domus.SW065	E00113600	England	E12000009	South West	E07000081	Gloucester	E00113600	C1
mm.domus.NE080	E00174086	England	E12000001	North East	E06000001	Hartlepool	E00174086	C1
mm.domus.SE580	E00087492	England	E12000008	South East	E06000046	Isle of Wight	E00087492	C1
mm.domus.SC250	S00094112	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094112	NA
mm.aim.0651	E00152760	England	E12000006	East of England	E07000202	Ipswich	E00152760	C1
mm.domus.NW024	E00097883	England	E12000002	North West	E07000031	South Lakeland	E00097883	C1
mm.domus.SC168	S00097301	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097301	NA
mm.domus.EM028	E00132737	England	E12000004	East Midlands	E07000138	Lincoln	E00132737	C1
mm.ace.1274	E00176650	England	E12000002	North West	E08000012	Liverpool	E00176650	A1
mm.domus.SE048	E00000007	England	E12000007	London	E09000001	City of London	E00000007	A1
mm.ace.1180	E00167159	England	E12000007	London	E09000030	Tower Hamlets	E00167159	A1
mm.fcm.172	E00136052	England	E12000006	East of England	E07000147	North Norfolk	E00136052	C1
mm.domus.SE604	E00155200	England	E12000008	South East	E07000209	Guildford	E00155200	C1
mm.domus.WA084	W00002523	Wales	W92000004	Wales	W06000023	Powys	W00002523	D2
mm.domus.YH075	E00140362	England	E12000003	Yorkshire and The Humber	E07000163	Craven	E00140362	D2
mm.domus.SE102	E00173827	England	E12000006	East of England	E07000148	Norwich	E00173827	C1
mm.domus.EM019	E00070379	England	E12000004	East Midlands	E06000018	Nottingham	E00070379	B1
mm.MDN.013	N00001935	Northern Ireland	N92000002	Northern Ireland	N09000003	Belfast	N00001935	NA
mm.MDN.014	N00000426	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00000426	NA
mm.domus.SE180	E00145417	England	E12000008	South East	E07000178	Oxford	E00145417	C1
mm.mgs.400	S00116660	Scotland	S92000003	Scotland	S12000046	Glasgow City	S00116660	NA
mm.ace.1244	E00062808	England	E12000002	North West	E06000007	Warrington	E00062808	C1
mm.ace.1151	E00111298	England	E12000006	East of England	E07000074	Maldon	E00111298	F1
mm.domus.YH110	E00054064	England	E12000003	Yorkshire and The Humber	E08000032	Bradford	E00054064	C1
mm.domus.SE050	E00019494	England	E12000007	London	E09000027	Richmond upon Thames	E00019494	A1
mm.domus.WM073	E00164713	England	E12000005	West Midlands	E07000237	Worcester	E00164713	C1
mm.domus.NW070	E00175988	England	E12000002	North West	E08000003	Manchester	E00175988	A1
mm.mgs.307	S00092177	Scotland	S92000003	Scotland	S12000034	Aberdeenshire	S00092177	NA
mm.domus.SW122	E00166740	England	E12000009	South West	E07000190	Taunton Deane	E00166740	C1
mm.mald.089	W00003623	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003623	E2
mm.ace.1216	E00133482	England	E12000004	East Midlands	E07000140	South Holland	E00133482	F1
mm.wiki.505	E00153862	England	E12000006	East of England	E07000205	Suffolk Coastal	E00153862	F1
mm.domus.SE596	E00136147	England	E12000006	East of England	E07000147	North Norfolk	E00136147	D1
mm.domus.SC265	S00122678	Scotland	S92000003	Scotland	S12000021	North Ayrshire	S00122678	NA
mm.misc.110	E00071448	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071448	C1
mm.domus.SE394	E00145303	England	E12000008	South East	E07000178	Oxford	E00145303	C1
mm.aim.0664	E00142865	England	E12000004	East Midlands	E07000171	Bassetlaw	E00142865	D1
mm.domus.SE218	E00117905	England	E12000008	South East	E07000093	Test Valley	E00117905	C1
mm.domus.SC169	S00118010	Scotland	S92000003	Scotland	S12000017	Highland	S00118010	NA
mm.domus.WM094	E00175610	England	E12000005	West Midlands	E08000025	Birmingham	E00175610	A1
mm.domus.NW005	E00030151	England	E12000002	North West	E08000008	Tameside	E00030151	A1
mm.ace.266	E00143188	England	E12000004	East Midlands	E07000172	Broxtowe	E00143188	B1
mm.domus.EM007	E00138038	England	E12000004	East Midlands	E07000154	Northampton	E00138038	C1
mm.domus.SE049	E00013549	England	E12000007	London	E09000019	Islington	E00013549	A1
mm.ace.019	E00071294	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071294	C1
mm.domus.NI007	N00000581	Northern Ireland	N92000002	Northern Ireland	N09000008	Mid and East Antrim	N00000581	NA
mm.domus.SE083	E00021595	England	E12000007	London	E09000030	Tower Hamlets	E00021595	A1
mm.ace.1265	E00023811	England	E12000007	London	E09000033	Westminster	E00023811	A1
mm.domus.WM089	E00166308	England	E12000005	West Midlands	E07000197	Stafford	E00166308	C1
mm.mgs.315	S00111156	Scotland	S92000003	Scotland	S12000015	Fife	S00111156	NA
mm.ace.1221	E00065498	England	E12000003	Yorkshire and The Humber	E06000011	East Riding of Yorkshire	E00065498	F1
mm.domus.NW114	E00026048	England	E12000002	North West	E08000003	Manchester	E00026048	A1
mm.fcm.179	E00141737	England	E12000003	Yorkshire and The Humber	E07000168	Scarborough	E00141737	E1
mm.domus.NW093	E00032310	England	E12000002	North West	E08000010	Wigan	E00032310	A1
mm.ace.036	E00017538	England	E12000007	London	E09000024	Merton	E00017538	A1
mm.aim.0671	E00095804	England	E12000009	South West	E06000052	Cornwall	E00095804	E2
mm.mgs.408	S00103329	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103329	NA
mm.musa.246	S00101904	Scotland	S92000003	Scotland	S12000010	East Lothian	S00101904	NA
mm.musa.247	S00102387	Scotland	S92000003	Scotland	S12000010	East Lothian	S00102387	NA
mm.domus.SC170	S00118704	Scotland	S92000003	Scotland	S12000017	Highland	S00118704	NA
mm.wiki.440	W00001300	Wales	W92000004	Wales	W06000004	Denbighshire	W00001300	D1
mm.domus.WA079	W00006521	Wales	W92000004	Wales	W06000016	Rhondda Cynon Taf	W00006521	C1
mm.domus.NW028	E00093371	England	E12000002	North West	E06000049	Cheshire East	E00093371	C1
mm.domus.WA069	W00003191	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003191	D2
mm.domus.WA050	W00000612	Wales	W92000004	Wales	W06000002	Gwynedd	W00000612	D2
mm.domus.SE573	E00014601	England	E12000007	London	E09000020	Kensington and Chelsea	E00014601	A1
mm.aim.0677	E00084653	England	E12000008	South East	E06000042	Milton Keynes	E00084653	C1
mm.aim.0678	E00144377	England	E12000004	East Midlands	E07000175	Newark and Sherwood	E00144377	C1
mm.domus.YH097	E00168744	England	E12000003	Yorkshire and The Humber	E08000036	Wakefield	E00168744	F1
mm.mald.095	W00003471	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003471	F2
mm.aim.0679	W00002417	Wales	W92000004	Wales	W06000023	Powys	W00002417	D2
mm.aim.0337	E00172419	England	E12000003	Yorkshire and The Humber	E08000019	Sheffield	E00172419	B1
mm.misc.069	E00164330	England	E12000005	West Midlands	E07000235	Malvern Hills	E00164330	E1
mm.domus.NW182	E00175827	England	E12000002	North West	E08000003	Manchester	E00175827	A1
mm.domus.SE583	E00023935	England	E12000007	London	E09000033	Westminster	E00023935	A1
mm.domus.SC283	S00103349	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103349	NA
mm.wiki.249	E00169534	England	E12000004	East Midlands	E06000016	Leicester	E00169534	C1
mm.domus.SE341	E00152507	England	E12000006	East of England	E07000201	Forest Heath	E00152507	C1
mm.domus.EM078	E00173514	England	E12000004	East Midlands	E06000018	Nottingham	E00173514	B1
mm.domus.SE088	E00008149	England	E12000007	London	E09000011	Greenwich	E00008149	A1
mm.ace.1168	E00094928	England	E12000009	South West	E06000052	Cornwall	E00094928	C1
mm.domus.SC189	S00120389	Scotland	S92000003	Scotland	S12000019	Midlothian	S00120389	NA
mm.domus.SE081	E00116850	England	E12000008	South East	E07000091	New Forest	E00116850	E1
mm.fcm.186	E00051147	England	E12000005	West Midlands	E08000029	Solihull	E00051147	C1
mm.domus.WA085	W00010117	Wales	W92000004	Wales	W06000015	Cardiff	W00010117	C1
mm.domus.SC280	S00101789	Scotland	S92000003	Scotland	S12000010	East Lothian	S00101789	NA
mm.domus.SC281	S00103304	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103304	NA
mm.domus.SC277	S00104710	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00104710	NA
mm.misc.092	E00060474	England	E12000001	North East	E06000001	Hartlepool	E00060474	C1
mm.domus.SE351	E00086047	England	E12000008	South East	E06000044	Portsmouth	E00086047	C1
mm.domus.SE444	E00023935	England	E12000007	London	E09000033	Westminster	E00023935	A1
mm.domus.YH145	E00170143	England	E12000003	Yorkshire and The Humber	E06000014	York	E00170143	C1
mm.domus.WA086	W00008440	Wales	W92000004	Wales	W06000022	Newport	W00008440	D1
mm.domus.YH146	E00176112	England	E12000003	Yorkshire and The Humber	E08000032	Bradford	E00176112	A1
mm.aim.0691	E00171198	England	E12000004	East Midlands	E06000015	Derby	E00171198	C1
mm.domus.WA091	W00000325	Wales	W92000004	Wales	W06000002	Gwynedd	W00000325	E1
mm.musa.252	E00068661	England	E12000004	East Midlands	E06000016	Leicester	E00068661	C1
mm.aim.0692	E00099350	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00099350	E1
mm.domus.EM076	E00098240	England	E12000004	East Midlands	E07000032	Amber Valley	E00098240	D1
mm.domus.EM010	E00174335	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00174335	E1
mm.domus.SC279	S00103329	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103329	NA
mm.domus.WA035	W00003999	Wales	W92000004	Wales	W06000011	Swansea	W00003999	C1
mm.domus.NW060	E00093676	England	E12000002	North West	E06000050	Cheshire West and Chester	E00093676	C1
mm.domus.WA090	W00003706	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003706	E2
mm.domus.SC295	S00104851	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00104851	NA
mm.domus.SE566	E00014101	England	E12000007	London	E09000020	Kensington and Chelsea	E00014101	A1
mm.ace.1127	E00118991	England	E12000006	East of England	E07000096	Dacorum	E00118991	C1
mm.domus.SE080	E00109955	England	E12000006	East of England	E07000071	Colchester	E00109955	C1
mm.domus.SW155	E00114103	England	E12000009	South West	E07000083	Tewkesbury	E00114103	F1
mm.MDN.019	N00001022	Northern Ireland	N92000002	Northern Ireland	N09000003	Belfast	N00001022	NA
mm.domus.NW184	NA	NA	NA	NA	NA	NA	NA	NA
mm.musa.253	N00000441	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00000441	NA
mm.wiki.135	E00110700	England	E12000006	East of England	E07000072	Epping Forest	E00110700	C1
mm.musa.254	E00087678	England	E12000008	South East	E06000046	Isle of Wight	E00087678	F1
mm.musa.255	S00104374	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00104374	NA
mm.mgs.418	S00121669	Scotland	S92000003	Scotland	S12000020	Moray	S00121669	NA
mm.domus.SE491	E00091466	England	E12000006	East of England	E07000011	Huntingdonshire	E00091466	F1
mm.domus.SC276	S00135239	Scotland	S92000003	Scotland	S12000013	Na h-Eileanan Siar	S00135239	NA
mm.hha.006	E00089412	England	E12000008	South East	E07000004	Aylesbury Vale	E00089412	F1
mm.ace.1126	E00117110	England	E12000008	South East	E07000091	New Forest	E00117110	D1
mm.mald.053	W00001921	Wales	W92000004	Wales	W06000006	Wrexham	W00001921	E1
mm.musa.257	E00124282	England	E12000008	South East	E07000112	Shepway	E00124282	D1
mm.misc.121	E00167073	England	E12000006	East of England	E07000008	Cambridge	E00167073	C1
mm.musa.258	S00132335	Scotland	S92000003	Scotland	S12000029	South Lanarkshire	S00132335	NA
mm.domus.EM101	E00099906	England	E12000004	East Midlands	E07000037	High Peak	E00099906	C1
mm.domus.WM032	E00159254	England	E12000005	West Midlands	E07000221	Stratford-on-Avon	E00159254	C1
mm.wiki.437	W00002911	Wales	W92000004	Wales	W06000008	Ceredigion	W00002911	D2
mm.domus.EM067	E00168093	England	E12000004	East Midlands	E06000016	Leicester	E00168093	C1
mm.domus.EM043	E00144475	England	E12000004	East Midlands	E07000175	Newark and Sherwood	E00144475	E1
mm.domus.EM103	E00144240	England	E12000004	East Midlands	E07000175	Newark and Sherwood	E00144240	C1
mm.domus.EM063	E00169575	England	E12000004	East Midlands	E06000016	Leicester	E00169575	C1
mm.fcm.189	E00140179	England	E12000001	North East	E06000057	Northumberland	E00140179	D1
mm.musa.259	E00042610	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00042610	A1
mm.hha.123	E00141017	England	E12000003	Yorkshire and The Humber	E07000165	Harrogate	E00141017	E1
mm.musa.260	E00175551	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00175551	A1
mm.misc.078	E00113168	England	E12000009	South West	E07000080	Forest of Dean	E00113168	D1
mm.domus.NE014	E00060695	England	E12000001	North East	E06000002	Middlesbrough	E00060695	C1
mm.aim.0699	E00106882	England	E12000008	South East	E07000063	Lewes	E00106882	C1
mm.domus.SE481	E00106899	England	E12000008	South East	E07000063	Lewes	E00106899	C1
mm.hha.066	E00163170	England	E12000009	South West	E06000054	Wiltshire	E00163170	F1
mm.hha.161	S00106869	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00106869	NA
mm.wiki.041	E00096014	England	E12000009	South West	E06000052	Cornwall	E00096014	C1
mm.fcm.058	E00046367	England	E12000005	West Midlands	E08000025	Birmingham	E00046367	A1
mm.domus.WA053	W00008733	Wales	W92000004	Wales	W06000022	Newport	W00008733	C1
mm.musa.263	E00084731	England	E12000008	South East	E06000042	Milton Keynes	E00084731	C1
mm.domus.SE197	E00087505	England	E12000008	South East	E06000046	Isle of Wight	E00087505	C1
mm.misc.166	E00015683	England	E12000007	London	E09000022	Lambeth	E00015683	A1
mm.wiki.042	E00096097	England	E12000009	South West	E06000052	Cornwall	E00096097	C1
mm.domus.NI027	N00003697	Northern Ireland	N92000002	Northern Ireland	N09000010	Newry Mourne and Down	N00003697	NA
mm.domus.EM022	E00142309	England	E12000004	East Midlands	E07000170	Ashfield	E00142309	B1
mm.domus.SW080	E00102405	England	E12000009	South West	E07000045	Teignbridge	E00102405	C1
mm.domus.SE551	E00087333	England	E12000008	South East	E06000046	Isle of Wight	E00087333	F1
mm.domus.WA073	W00002571	Wales	W92000004	Wales	W06000023	Powys	W00002571	C2
mm.wiki.343	E00151905	England	E12000005	West Midlands	E07000198	Staffordshire Moorlands	E00151905	C1
mm.domus.YH076	E00141081	England	E12000003	Yorkshire and The Humber	E07000165	Harrogate	E00141081	D1
mm.domus.SW082	E00072763	England	E12000009	South West	E06000022	Bath and North East Somerset	E00072763	C1
mm.aim.0314	E00009672	England	E12000007	London	E09000013	Hammersmith and Fulham	E00009672	A1
mm.musa.264	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE593	E00154470	England	E12000006	East of England	E07000206	Waveney	E00154470	F1
mm.fcm.190	E00136050	England	E12000006	East of England	E07000147	North Norfolk	E00136050	C1
mm.fcm.175	E00135915	England	E12000006	East of England	E07000147	North Norfolk	E00135915	F1
mm.fcm.191	E00136810	England	E12000006	East of England	E07000149	South Norfolk	E00136810	F1
mm.domus.YH079	E00067065	England	E12000003	Yorkshire and The Humber	E06000013	North Lincolnshire	E00067065	E1
mm.domus.SE155	E00091658	England	E12000006	East of England	E07000011	Huntingdonshire	E00091658	C1
mm.domus.NW161	E00034853	England	E12000002	North West	E08000013	St. Helens	E00034853	A1
mm.domus.SC264	S00122257	Scotland	S92000003	Scotland	S12000021	North Ayrshire	S00122257	NA
mm.domus.SW081	E00102694	England	E12000009	South West	E07000046	Torridge	E00102694	C1
mm.domus.NI008	N00004148	Northern Ireland	N92000002	Northern Ireland	N09000011	Ards and North Down	N00004148	NA
mm.domus.NE042	E00044950	England	E12000001	North East	E08000024	Sunderland	E00044950	A1
mm.MDN.006	E00065537	England	E12000003	Yorkshire and The Humber	E06000011	East Riding of Yorkshire	E00065537	E1
mm.wiki.263	E00132929	England	E12000004	East Midlands	E07000139	North Kesteven	E00132929	E1
mm.domus.SC314	S00124125	Scotland	S92000003	Scotland	S12000044	North Lanarkshire	S00124125	NA
mm.musa.265	E00142844	England	E12000004	East Midlands	E07000171	Bassetlaw	E00142844	E1
mm.domus.YH077	E00067287	England	E12000003	Yorkshire and The Humber	E06000013	North Lincolnshire	E00067287	C1
mm.domus.SE485	E00167384	England	E12000008	South East	E06000035	Medway	E00167384	C1
mm.ace.1121	E00110725	England	E12000006	East of England	E07000072	Epping Forest	E00110725	D1
mm.domus.YH080	E00141559	England	E12000003	Yorkshire and The Humber	E07000167	Ryedale	E00141559	D2
mm.musa.266	E00137308	England	E12000004	East Midlands	E07000151	Daventry	E00137308	E1
mm.domus.EM084	E00138486	England	E12000004	East Midlands	E07000154	Northampton	E00138486	C1
mm.nimc.018	N00001131	Northern Ireland	N92000002	Northern Ireland	N09000003	Belfast	N00001131	NA
mm.wiki.414	N00002369	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00002369	NA
mm.domus.SC061	S00117694	Scotland	S92000003	Scotland	S12000017	Highland	S00117694	NA
mm.domus.NE046	E00042825	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00042825	A1
mm.hha.124	E00141258	England	E12000003	Yorkshire and The Humber	E07000165	Harrogate	E00141258	E1
mm.ace.022	E00062769	England	E12000002	North West	E06000006	Halton	E00062769	C1
mm.domus.SE101	E00136434	England	E12000006	East of England	E07000148	Norwich	E00136434	C1
mm.domus.YH157	E00059365	England	E12000003	Yorkshire and The Humber	E08000036	Wakefield	E00059365	F1
mm.domus.SW189	E00104404	England	E12000009	South West	E07000053	Weymouth and Portland	E00104404	C1
mm.domus.EM016	E00173553	England	E12000004	East Midlands	E06000018	Nottingham	E00173553	B1
mm.domus.EM017	E00070561	England	E12000004	East Midlands	E06000018	Nottingham	E00070561	B1
mm.ace.1273	E00173186	England	E12000008	South East	E07000179	South Oxfordshire	E00173186	F1
mm.wiki.362	E00158624	England	E12000005	West Midlands	E07000219	Nuneaton and Bedworth	E00158624	C1
mm.domus.WM080	E00158612	England	E12000005	West Midlands	E07000219	Nuneaton and Bedworth	E00158612	C1
mm.domus.YH158	E00141611	England	E12000003	Yorkshire and The Humber	E07000167	Ryedale	E00141611	F2
mm.wiki.217	E00087319	England	E12000008	South East	E06000046	Isle of Wight	E00087319	F1
mm.domus.SE556	E00161622	England	E12000008	South East	E07000228	Mid Sussex	E00161622	E1
mm.domus.WM112	E00050514	England	E12000005	West Midlands	E08000028	Sandwell	E00050514	A1
mm.domus.EM071	E00069606	England	E12000004	East Midlands	E06000017	Rutland	E00069606	C1
mm.aim.0713	E00074601	England	E12000009	South West	E06000024	North Somerset	E00074601	E1
mm.domus.SE555	E00157738	England	E12000008	South East	E07000216	Waverley	E00157738	F1
mm.domus.YH014	E00055703	England	E12000003	Yorkshire and The Humber	E08000034	Kirklees	E00055703	A1
mm.mgs.320	S00094542	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094542	NA
mm.domus.SE122	E00091270	England	E12000006	East of England	E07000010	Fenland	E00091270	C1
mm.domus.WA054	W00009792	Wales	W92000004	Wales	W06000023	Powys	W00009792	E2
mm.domus.SC057	S00097914	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097914	NA
mm.musa.271	E00167383	England	E12000008	South East	E06000035	Medway	E00167383	C1
mm.musa.272	S00094727	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094727	NA
mm.misc.156	E00174080	England	E12000002	North West	E07000124	Ribble Valley	E00174080	F1
mm.musa.273	E00104059	England	E12000009	South West	E07000052	West Dorset	E00104059	C1
mm.domus.SC249	S00095345	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00095345	NA
mm.domus.SE469	E00089077	England	E12000008	South East	E07000004	Aylesbury Vale	E00089077	C1
mm.domus.SW083	E00094765	England	E12000009	South West	E06000052	Cornwall	E00094765	D1
mm.domus.SC174	S00129127	Scotland	S92000003	Scotland	S12000027	Shetland Islands	S00129127	NA
mm.domus.SE054	E00020008	England	E12000007	London	E09000028	Southwark	E00020008	A1
mm.wiki.115	E00085586	England	E12000008	South East	E06000043	Brighton and Hove	E00085586	C1
mm.domus.SW202	E00095656	England	E12000009	South West	E06000052	Cornwall	E00095656	E2
mm.ace.1108	E00173309	England	E12000004	East Midlands	E07000130	Charnwood	E00173309	C1
mm.mgs.352	S00092810	Scotland	S92000003	Scotland	S12000034	Aberdeenshire	S00092810	NA
mm.domus.SE029	E00010705	England	E12000007	London	E09000015	Harrow	E00010705	A1
mm.musa.274	E00090919	England	E12000006	East of England	E07000009	East Cambridgeshire	E00090919	C1
mm.domus.NE069	E00171794	England	E12000001	North East	E06000047	County Durham	E00171794	C1
mm.domus.NW138	E00172921	England	E12000002	North West	E08000006	Salford	E00172921	A1
mm.domus.SE595	E00153989	England	E12000006	East of England	E07000205	Suffolk Coastal	E00153989	E1
mm.musa.276	W00002556	Wales	W92000004	Wales	W06000023	Powys	W00002556	C2
mm.aim.0720	W00000411	Wales	W92000004	Wales	W06000002	Gwynedd	W00000411	E2
mm.mald.110	W00003284	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003284	D2
mm.domus.WA055	W00000064	Wales	W92000004	Wales	W06000001	Isle of Anglesey	W00000064	E2
mm.mgs.329	S00125947	Scotland	S92000003	Scotland	S12000023	Orkney Islands	S00125947	NA
mm.domus.SC080	S00126024	Scotland	S92000003	Scotland	S12000023	Orkney Islands	S00126024	NA
mm.domus.SC175	S00126020	Scotland	S92000003	Scotland	S12000023	Orkney Islands	S00126020	NA
mm.domus.SE146	E00019594	England	E12000007	London	E09000027	Richmond upon Thames	E00019594	A1
mm.domus.NE082	E00061282	England	E12000001	North East	E06000003	Redcar and Cleveland	E00061282	C1
mm.domus.SE475	E00087523	England	E12000008	South East	E06000046	Isle of Wight	E00087523	C1
mm.domus.SE522	E00013303	England	E12000007	London	E09000018	Hounslow	E00013303	A1
mm.aim.0723	W00001859	Wales	W92000004	Wales	W06000006	Wrexham	W00001859	F1
mm.aim.0724	E00124119	England	E12000008	South East	E07000111	Sevenoaks	E00124119	F1
mm.domus.YH124	E00058356	England	E12000003	Yorkshire and The Humber	E08000035	Leeds	E00058356	A1
mm.ace.1270	E00160563	England	E12000008	South East	E07000225	Chichester	E00160563	C1
mm.domus.EM079	E00137583	England	E12000004	East Midlands	E07000152	East Northamptonshire	E00137583	D1
mm.domus.SW240	E00102169	England	E12000009	South West	E07000044	South Hams	E00102169	D1
mm.domus.SE534	E00123369	England	E12000008	South East	E07000109	Gravesham	E00123369	E1
mm.domus.SE544	E00134376	England	E12000006	East of England	E07000143	Breckland	E00134376	E1
mm.domus.SE503	E00146644	England	E12000008	South East	E07000181	West Oxfordshire	E00146644	F1
mm.domus.SE392	E00172567	England	E12000008	South East	E07000178	Oxford	E00172567	C1
mm.musa.277	E00145438	England	E12000008	South East	E07000178	Oxford	E00145438	C1
mm.domus.SE179	E00146805	England	E12000008	South East	E07000181	West Oxfordshire	E00146805	D1
mm.aim82NM.117	E00153620	England	E12000006	East of England	E07000204	St Edmundsbury	E00153620	F1
mm.domus.WM134	E00159501	England	E12000005	West Midlands	E07000222	Warwick	E00159501	F1
mm.domus.SW165	E00095720	England	E12000009	South West	E06000052	Cornwall	E00095720	D2
mm.domus.SC160	S00128716	Scotland	S92000003	Scotland	S12000038	Renfrewshire	S00128716	NA
mm.mgs.376	S00127636	Scotland	S92000003	Scotland	S12000038	Renfrewshire	S00127636	NA
mm.domus.SC142	S00125199	Scotland	S92000003	Scotland	S12000044	North Lanarkshire	S00125199	NA
mm.domus.SE143	E00160587	England	E12000008	South East	E07000225	Chichester	E00160587	C1
mm.fcm.197	NA	NA	NA	NA	NA	NA	NA	NA
mm.aim.1155	E00175812	England	E12000002	North West	E08000003	Manchester	E00175812	A1
mm.ace.1276	E00141997	England	E12000003	Yorkshire and The Humber	E07000168	Scarborough	E00141997	C2
mm.hha.101	E00143632	England	E12000004	East Midlands	E07000173	Gedling	E00143632	E1
mm.domus.EM011	E00143448	England	E12000004	East Midlands	E07000173	Gedling	E00143448	F1
mm.domus.NW084	E00174348	England	E12000002	North West	E06000049	Cheshire East	E00174348	C1
mm.domus.WA074	W00000381	Wales	W92000004	Wales	W06000002	Gwynedd	W00000381	E2
mm.mald.111	W00003778	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003778	C1
mm.hha.026	E00161283	England	E12000008	South East	E07000227	Horsham	E00161283	F1
mm.wiki.322	E00147297	England	E12000005	West Midlands	E06000051	Shropshire	E00147297	F1
mm.domus.SC176	S00094873	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00094873	NA
mm.domus.SE542	E00108597	England	E12000006	East of England	E07000067	Braintree	E00108597	D1
mm.domus.YH152	E00176104	England	E12000003	Yorkshire and The Humber	E08000032	Bradford	E00176104	A1
mm.domus.EM051	E00174334	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00174334	E1
mm.musa.278	E00099274	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00099274	C1
mm.domus.SE540	E00091291	England	E12000006	East of England	E07000010	Fenland	E00091291	C1
mm.misc.138	W00003262	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003262	D1
mm.aim.0738	W00003232	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003232	D1
mm.hha.030	E00095555	England	E12000009	South West	E06000052	Cornwall	E00095555	F1
mm.domus.SW182	E00172784	England	E12000009	South West	E06000052	Cornwall	E00172784	C1
mm.domus.NW129	E00127783	England	E12000002	North West	E07000122	Pendle	E00127783	C1
mm.domus.SE142	E00145731	England	E12000008	South East	E07000179	South Oxfordshire	E00145731	E1
mm.domus.SW084	E00095967	England	E12000009	South West	E06000052	Cornwall	E00095967	C1
mm.aim.0742	W00000919	Wales	W92000004	Wales	W06000003	Conwy	W00000919	D1
mm.domus.WA077	W00000255	Wales	W92000004	Wales	W06000002	Gwynedd	W00000255	E1
