project_id	LSOA_GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
mm.domus.SC093	S01012773	3	3	3	4	2	5	4	5	scotland
mm.wiki.066	E01019615	9	8	8	8	10	9	3	6	england
mm.wiki.030	E01018968	4	6	6	4	8	9	1	1	england
mm.domus.SW035	E01020235	5	5	4	7	6	6	2	4	england
mm.ace.1204	E01023583	6	6	7	5	8	4	7	4	england
mm.aim.0130	E01033300	1	2	1	1	1	1	1	5	england
mm.musa.109	E01024231	4	4	3	5	6	4	3	8	england
mm.domus.SE336	E01024228	5	4	5	6	7	3	2	8	england
mm.domus.SC097	S01007961	5	8	7	3	7	1	10	1	scotland
mm.domus.SW036	E01022257	8	7	7	4	9	10	10	5	england
mm.domus.SW037	E01022249	6	6	5	6	9	8	4	3	england
mm.hha.096	E01027043	6	8	8	8	9	7	3	1	england
mm.misc.013	E01024667	1	1	1	1	1	1	2	4	england
mm.wiki.458	S01007013	5	5	6	4	8	8	10	1	scotland
mm.domus.WA015	W01000194	4	5	3	6	3	2	3	9	wales
mm.mald.042	W01000194	4	5	3	6	3	2	3	9	wales
mm.wiki.067	E01019448	7	8	6	6	6	9	6	4	england
mm.wiki.156	E01004307	5	7	10	7	7	5	1	2	england
mm.domus.SC095	S01013195	3	4	4	5	3	1	2	10	scotland
mm.domus.EM034	E01013479	1	2	1	3	1	1	1	4	england
mm.fcm.078	E01013524	4	6	7	2	2	2	3	2	england
mm.domus.EM035	E01013479	1	2	1	3	1	1	1	4	england
mm.ace.1239	E01032971	5	4	6	4	4	3	3	8	england
mm.domus.SE015	E01002817	7	8	10	10	10	5	1	4	england
mm.mgs.362	S01007675	7	7	7	5	9	9	9	2	scotland
mm.aim.0358	E01015046	1	1	1	1	1	1	3	4	england
mm.domus.SW038	E01020183	4	4	3	8	5	4	2	10	england
mm.wiki.023	E01018326	3	4	3	7	3	1	2	7	england
mm.wiki.380	E01011134	1	2	1	1	1	3	3	3	england
mm.wiki.381	E01011130	1	2	1	1	1	1	1	5	england
mm.domus.SC096	S01007979	6	6	5	8	4	1	9	8	scotland
mm.musa.112	E01024705	4	4	4	6	5	3	2	7	england
mm.domus.SE259	E01028623	8	7	8	6	8	5	7	8	england
mm.ace.023	E01013369	6	6	6	6	6	3	3	7	england
mm.domus.SE468	E01033239	6	6	5	5	6	8	6	3	england
mm.mald.043	W01000676	8	8	8	10	8	8	9	1	wales
mm.aim.1047	E01020340	5	6	6	6	6	9	1	4	england
mm.domus.SC098	S01010714	3	3	3	3	4	2	4	6	scotland
mm.aim.0262	E01017290	4	7	6	6	8	9	1	1	england
mm.ace.1115	E01017347	3	3	2	2	3	5	4	4	england
mm.fcm.083	E01032645	4	4	2	7	3	3	7	8	england
mm.fcm.082	E01020532	9	8	9	9	10	7	3	9	england
mm.aim.0265	E01033039	5	4	5	3	3	6	6	9	england
mm.ace.327	E01026351	7	7	7	8	8	5	2	7	england
mm.domus.NE028	E01033554	2	3	4	4	1	1	1	5	england
mm.domus.SC181	S01007691	8	8	8	6	8	2	1	8	scotland
mm.ace.1286	E01025923	8	8	8	8	8	6	6	5	england
mm.domus.SE154	E01026891	4	3	3	4	5	4	5	6	england
mm.domus.SE419	E01021026	9	9	10	9	10	7	6	3	england
mm.aim.0441	E01022795	7	8	8	6	8	6	2	4	england
mm.wiki.256	E01026046	3	3	3	3	2	8	3	4	england
mm.domus.NW086	E01019156	1	1	1	1	1	2	2	8	england
mm.aim.0269	E01026199	7	8	7	7	7	10	2	3	england
mm.domus.SC099	S01007444	9	7	9	9	8	8	9	5	scotland
mm.domus.YH053	E01007645	1	2	1	1	2	1	1	8	england
mm.musa.115	E01025926	7	7	6	7	7	2	9	8	england
mm.mgs.311	S01007873	3	3	3	3	2	3	5	10	scotland
mm.domus.SE439	E01028606	10	10	10	9	10	9	6	5	england
mm.hha.133	E01018444	5	8	8	8	8	8	1	1	england
mm.ace.1156	E01002955	6	6	8	9	9	4	4	1	england
mm.domus.SE258	E01030534	8	6	8	8	7	9	4	8	england
mm.domus.NE012	E01012078	1	1	1	2	1	1	1	8	england
mm.hha.003	E01017814	8	9	10	8	10	2	7	3	england
mm.domus.SW042	E01032644	4	4	4	5	3	7	4	5	england
mm.domus.SC100	S01012638	4	5	3	4	5	6	6	6	scotland
mm.domus.NW053	E01019376	6	9	10	8	9	10	1	1	england
mm.domus.SE500	E01033209	3	4	2	5	4	4	2	4	england
mm.domus.SE257	E01033211	1	2	1	2	2	1	2	6	england
mm.domus.SE459	E01024254	5	4	5	4	7	5	9	2	england
mm.wiki.329	E01029336	5	7	7	4	7	10	1	2	england
mm.domus.NI002	95NN07S2	2	2	2	2	2	1	5	6	northern_ireland
mm.domus.SE579	E01000747	5	6	7	6	9	4	4	1	england
mm.domus.NI019	95NN07S2	2	2	2	2	2	1	5	6	northern_ireland
mm.domus.SW106	E01022353	8	7	7	5	8	8	6	10	england
mm.domus.SE582	E01032740	6	10	10	10	6	9	1	2	england
mm.domus.WM055	E01032359	4	4	4	4	3	4	5	3	england
mm.hha.177	S01007559	6	7	7	8	8	7	5	1	scotland
mm.hha.181	S01007288	6	8	7	8	7	6	2	1	scotland
mm.aim.0280	E01009757	3	3	2	2	3	2	2	5	england
mm.domus.WM043	E01009757	3	3	2	2	3	2	2	5	england
mm.domus.WM138	E01028828	5	6	6	5	7	10	1	2	england
mm.domus.SC311	S01007043	7	7	8	7	8	8	8	1	scotland
mm.misc.077	S01011048	7	7	7	5	6	6	6	8	scotland
mm.wiki.407	E01028336	5	7	7	6	5	9	4	1	england
mm.domus.SE018	E01004069	8	10	10	10	10	1	3	7	england
mm.aim.0282	S01007627	10	10	10	9	10	8	10	5	scotland
mm.aim.0283	S01007897	5	4	5	7	7	5	8	1	scotland
mm.domus.SC054	S01007589	7	6	5	7	6	7	6	8	scotland
mm.mgs.303	S01008289	4	4	3	4	4	4	4	8	scotland
mm.aim.0284	S01010772	3	5	3	2	5	8	7	1	scotland
mm.domus.SC103	S01013099	8	6	7	10	8	6	7	5	scotland
mm.aim.0287	S01007708	2	2	1	2	2	7	1	9	scotland
mm.wiki.498	S01012547	6	6	6	7	5	8	8	3	scotland
mm.domus.SC104	S01009308	4	4	4	9	6	1	7	8	scotland
mm.domus.NW169	E01006087	8	9	10	10	9	5	4	1	england
mm.domus.SC296	S01012008	6	6	6	7	7	8	5	2	scotland
mm.wiki.143	E01022387	8	6	7	6	9	8	8	8	england
mm.hha.171	S01007205	6	9	8	7	8	1	7	1	scotland
mm.aim.0288	S01007301	8	9	8	8	8	7	8	1	scotland
mm.mgs.075	S01007370	3	3	2	5	3	1	3	10	scotland
mm.musa.117	S01010770	5	5	4	5	4	7	8	4	scotland
mm.domus.SW210	E01029325	5	5	5	4	6	9	1	4	england
mm.domus.SW206	E01029325	5	5	5	4	6	9	1	4	england
mm.hha.167	S01010684	5	6	6	5	7	9	7	1	scotland
mm.domus.SE256	E01030222	5	7	6	5	9	9	1	2	england
mm.domus.NE052	E01033164	8	10	10	10	6	4	3	2	england
mm.wiki.094	E01020836	3	3	2	4	2	3	10	9	england
mm.domus.NE020	E01033164	8	10	10	10	6	4	3	2	england
mm.domus.NE053	E01033221	8	10	10	9	7	7	4	1	england
mm.domus.NE054	E01033221	8	10	10	9	7	7	4	1	england
mm.wiki.144	E01022374	6	6	5	5	6	4	6	9	england
mm.wiki.123	E01021503	3	3	3	1	5	3	6	3	england
mm.domus.YH141	E01010834	4	8	9	5	4	1	1	3	england
mm.wiki.435	W01000673	6	7	7	5	8	8	6	2	wales
mm.musa.118	W01001958	7	8	7	7	5	4	5	2	wales
mm.domus.SW211	E01014870	7	8	9	7	10	6	3	2	england
mm.domus.EM005	E01027353	9	9	9	7	8	6	7	5	england
mm.musa.119	E01021410	5	4	4	4	6	10	8	6	england
mm.wiki.371	E01032886	10	10	10	9	10	6	8	3	england
mm.aim.0292	S01007310	6	7	7	8	9	9	3	1	scotland
mm.domus.SE591	E01030237	8	9	9	4	7	9	9	2	england
mm.domus.SE442	E01021662	7	8	7	6	6	9	3	2	england
mm.aim.0295	E01024613	1	1	1	1	2	1	1	6	england
mm.wiki.501	E01017309	4	4	4	3	5	8	1	8	england
mm.musa.120	E01022046	2	3	2	2	2	2	1	2	england
mm.domus.SE032	E01031742	9	8	10	7	9	8	5	7	england
mm.wiki.245	E01025927	5	5	5	2	5	4	8	8	england
mm.musa.121	E01018895	4	4	3	5	4	5	1	8	england
mm.domus.YH160	E01010703	3	3	4	3	3	3	1	6	england
mm.aim.0300	E01029021	6	9	10	6	8	4	3	1	england
mm.domus.SE463	E01030850	7	6	6	5	6	4	6	8	england
mm.musa.122	E01020935	4	5	4	7	4	2	2	8	england
mm.domus.SE264	E01031991	6	9	10	7	10	8	1	1	england
mm.domus.SE270	E01017093	4	5	5	2	3	2	4	3	england
mm.aim82NM.046	E01030154	6	8	9	9	10	6	1	2	england
mm.aim.0302	W01001460	3	4	4	5	3	1	4	3	wales
mm.fcm.090	E01027787	4	3	4	1	5	7	4	6	england
mm.domus.SE587	E01024429	4	4	4	2	6	2	9	8	england
mm.wiki.472	S01008675	4	6	4	4	5	1	1	9	scotland
mm.mgs.345	S01008661	6	6	6	6	7	2	1	10	scotland
mm.hha.043	E01020389	5	7	7	5	10	7	1	2	england
mm.domus.SE269	E01030668	8	10	10	8	10	8	2	2	england
mm.domus.WA100	W01000861	9	10	10	9	3	6	8	7	wales
mm.misc.106	E01031308	7	10	10	8	10	9	2	1	england
mm.domus.SC126	S01011103	3	3	3	5	4	1	3	8	scotland
mm.wiki.223	E01024550	7	8	7	8	9	9	5	2	england
mm.aim.0307	E01023077	4	4	5	2	5	2	2	8	england
mm.domus.SE130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.wiki.189	E01005062	3	4	6	5	1	4	3	1	england
mm.domus.SW226	E01015156	2	2	2	7	1	1	1	4	england
mm.domus.SE106	E01026623	1	1	1	1	1	1	1	6	england
mm.domus.NW031	E01005560	6	6	4	8	4	5	5	8	england
mm.aim.1355	E01018793	3	4	2	5	3	6	2	8	england
mm.wiki.467	S01007569	6	7	7	6	6	5	5	1	scotland
mm.hha.091	E01026315	5	6	7	6	8	7	2	2	england
mm.musa.126	E01007388	5	6	4	5	3	4	6	10	england
mm.wiki.001	E01017550	6	6	6	5	7	4	6	2	england
mm.aim.0310	E01023539	6	6	7	7	2	6	6	4	england
mm.ace.1100	E01001615	4	5	5	7	5	1	3	5	england
mm.hha.070	E01018128	7	8	8	8	9	7	2	2	england
mm.domus.SE267	E01018025	7	7	8	7	7	7	3	3	england
mm.domus.YH066	E01027557	6	10	10	10	9	10	1	1	england
mm.domus.SE460	E01022929	9	8	9	9	9	6	6	10	england
mm.ace.045	E01001450	4	4	5	8	7	3	2	2	england
mm.misc.108	E01014202	7	8	7	9	9	4	7	2	england
mm.domus.NW150	E01018465	8	9	9	9	9	10	3	1	england
mm.domus.SE265	E01021818	4	3	4	4	6	4	4	4	england
mm.ace.1114	E01013241	9	8	7	8	6	9	8	10	england
mm.ace.1145	E01029526	4	4	3	3	5	5	4	5	england
mm.domus.WA078	W01000394	9	10	10	10	10	8	7	1	wales
mm.domus.EM037	E01019661	3	4	3	2	3	1	1	8	england
mm.domus.SE190	E01000403	3	3	3	4	7	1	7	2	england
mm.ace.1250	E01015958	4	4	4	2	8	2	5	4	england
mm.ace.1120	E01033141	5	5	6	8	7	2	5	6	england
mm.domus.SE271	E01021578	8	7	8	9	8	5	4	6	england
mm.misc.057	E01016567	8	10	10	6	10	1	5	7	england
mm.domus.WM062	E01014285	2	2	3	3	2	2	2	3	england
mm.hha.080	E01030094	5	8	8	4	8	9	3	1	england
mm.musa.129	E01020016	2	3	2	4	1	2	2	3	england
mm.domus.SW044	E01019919	4	4	5	3	6	4	1	9	england
mm.musa.130	E01007340	2	3	3	3	3	1	1	10	england
mm.ace.1153	E01022824	6	6	8	6	6	3	5	5	england
mm.domus.EM012	E01019615	9	8	8	8	10	9	3	6	england
mm.fcm.279	S01012310	6	6	7	6	6	6	6	2	scotland
mm.domus.SC111	S01012315	4	3	3	5	4	1	4	10	scotland
mm.nimc.026	95FF01S2	10	8	9	9	9	8	10	5	northern_ireland
mm.domus.YH064	E01033070	5	7	9	5	5	2	1	5	england
mm.domus.SW161	E01019894	10	9	8	9	9	10	8	7	england
mm.domus.SE126	E01026747	3	4	4	1	4	6	4	5	england
mm.domus.SC236	S01011154	3	4	2	4	5	1	3	10	scotland
mm.domus.SW018	E01018840	4	5	5	6	3	3	2	6	england
mm.MDN.035	E01029478	9	7	7	8	8	9	8	9	england
mm.domus.SE125	E01004761	7	10	10	8	10	5	1	3	england
mm.musa.132	E01029057	6	7	7	8	8	7	3	1	england
mm.wiki.110	E01021147	8	10	10	8	10	9	3	2	england
mm.ace.1259	E01023113	7	7	6	8	5	6	8	5	england
mm.wiki.157	E01032646	6	7	8	9	5	4	1	4	england
mm.domus.SW052	E01014372	5	6	6	8	8	3	1	8	england
mm.musa.135	E01021401	6	4	4	5	6	7	7	9	england
mm.domus.SE543	E01026766	5	6	5	5	8	10	1	2	england
mm.ace.1143	E01030163	3	3	3	2	3	7	3	8	england
mm.musa.136	E01026720	5	6	5	3	5	6	5	2	england
mm.domus.SE521	E01000899	9	10	10	10	10	3	2	8	england
mm.domus.YH134	E01033104	2	4	4	5	2	1	1	2	england
mm.wiki.213	E01033239	6	6	5	5	6	8	6	3	england
mm.domus.SC117	S01011891	4	5	5	2	5	1	3	4	scotland
mm.domus.NI003	95PP20W1	3	2	4	5	4	1	5	5	northern_ireland
mm.domus.SC298	S01012414	5	6	6	5	8	10	6	1	scotland
mm.domus.SC112	S01009696	7	7	6	8	9	10	9	1	scotland
mm.aim.0335	E01021234	10	9	9	9	10	10	10	5	england
mm.aim.0336	E01027829	5	6	3	3	4	9	7	8	england
mm.domus.SW047	E01020339	5	7	7	7	8	10	1	1	england
mm.wiki.124	E01021412	7	8	10	7	10	8	3	1	england
mm.wiki.485	S01011152	7	6	7	9	10	10	4	2	scotland
mm.mgs.392	S01010819	5	4	4	7	5	8	5	5	scotland
mm.aim.0340	W01001939	5	10	10	2	8	1	1	7	wales
mm.hha.022	E01021057	4	3	4	3	6	6	3	2	england
mm.domus.SE588	E01023644	9	8	9	10	9	4	5	9	england
mm.domus.SE099	E01031505	8	8	8	9	9	7	8	2	england
mm.fcm.098	E01026770	5	5	4	5	5	8	2	6	england
mm.domus.YH161	E01013222	1	2	2	1	3	1	1	8	england
mm.domus.SE375	E01032797	7	10	10	10	10	2	1	5	england
mm.aim.0342	E01015617	6	6	6	6	6	6	3	3	england
mm.musa.138	E01018886	8	7	8	7	6	9	6	5	england
mm.wiki.100	E01012937	5	5	4	4	7	7	5	5	england
mm.domus.NI035	95HH04S1	9	10	9	8	7	10	5	4	northern_ireland
mm.domus.SW118	E01029199	7	9	10	8	10	10	2	1	england
mm.domus.NW043	E01025584	1	1	1	2	1	1	1	10	england
mm.domus.SE289	E01024553	7	6	7	9	7	2	2	9	england
mm.domus.EM097	E01028411	7	10	10	10	9	7	3	1	england
mm.hha.154	S01012332	6	5	8	10	7	8	9	1	scotland
mm.domus.NI029	95PP12W1	4	2	7	7	8	8	3	1	northern_ireland
mm.domus.SE021	E01003013	6	10	10	10	5	4	1	4	england
mm.wiki.111	E01021003	3	4	3	5	3	2	1	7	england
mm.fcm.100	S01011088	8	8	7	8	7	7	9	8	scotland
mm.domus.SE077	E01033212	2	2	2	1	3	1	2	4	england
mm.hha.187	W01001119	9	9	10	10	10	7	9	2	wales
mm.domus.SE288	E01017701	9	8	9	8	10	10	7	2	england
mm.domus.WM061	E01014331	1	1	1	1	1	1	6	6	england
mm.hha.044	E01020535	5	8	7	6	10	8	1	1	england
mm.ace.1157	E01023022	6	6	7	5	6	4	5	5	england
mm.mgs.292	S01007024	5	7	7	5	7	6	6	1	scotland
mm.musa.140	E01017194	3	4	4	4	2	1	1	6	england
mm.domus.WM003	E01032226	8	8	8	7	8	6	10	3	england
mm.aim.0350	E01026897	7	9	8	7	10	10	4	1	england
mm.aim.0351	E01016110	2	4	4	4	3	1	1	4	england
mm.ace.1233	E01022815	8	8	8	5	8	7	3	10	england
mm.domus.SE438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.wiki.101	E01013099	3	3	3	2	4	6	4	2	england
mm.mgs.415	S01010429	9	8	7	9	8	4	9	10	scotland
mm.fcm.102	E01020468	8	8	8	6	8	10	5	2	england
mm.wiki.031	E01019027	6	6	5	7	6	9	2	9	england
mm.ace.1142	E01031942	7	9	10	5	9	5	3	1	england
mm.domus.WM053	E01029778	6	8	6	7	6	4	3	3	england
mm.mgs.394	S01007127	2	3	3	1	3	1	1	9	scotland
mm.aim.0353	E01028653	9	7	7	6	9	8	7	9	england
mm.misc.095	E01004818	1	2	1	3	1	2	1	6	england
mm.misc.029	E01004736	5	10	10	7	10	3	1	2	england
mm.ace.1124	E01033333	9	10	10	8	10	7	6	1	england
mm.domus.SE274	E01000883	7	8	10	9	10	2	1	6	england
mm.domus.SC113	S01007707	6	6	9	4	10	7	1	2	scotland
mm.wiki.126	E01022011	4	4	4	3	5	6	6	2	england
mm.domus.SW246	E01029045	5	5	6	4	6	2	9	5	england
mm.domus.SE273	E01022078	5	4	4	3	7	5	10	2	england
mm.domus.SE047	E01001915	7	9	10	8	9	2	1	6	england
mm.domus.NW168	E01019179	9	9	8	9	3	10	9	7	england
mm.hha.036	E01020044	7	8	10	10	10	10	1	2	england
mm.domus.NE021	E01027358	6	5	5	4	6	7	10	8	england
mm.wiki.240	E01025001	4	3	2	5	2	8	8	8	england
mm.domus.SC045	S01006994	5	7	5	5	8	10	9	1	scotland
mm.domus.EM031	E01026384	1	2	1	2	1	1	1	10	england
mm.domus.SE281	E01029920	4	4	4	4	4	4	4	7	england
mm.domus.SC230	S01010687	6	7	6	8	9	9	8	1	scotland
mm.mgs.281	S01010274	8	10	10	6	10	1	1	5	scotland
mm.domus.NW078	E01005434	1	1	1	1	1	1	1	7	england
mm.musa.141	E01010046	1	1	2	1	2	2	4	3	england
mm.mgs.377	S01006907	7	7	8	5	8	1	4	10	scotland
mm.domus.NW147	E01006512	4	6	6	7	1	6	1	4	england
mm.nimc.036	95JJ10W1	4	1	5	6	7	7	9	3	northern_ireland
mm.wiki.357	E01030531	5	7	6	4	8	4	4	2	england
mm.wiki.024	E01018591	7	9	9	9	8	10	2	2	england
mm.misc.143	E01024912	9	9	9	10	5	5	7	6	england
mm.ace.1202	E01024912	9	9	9	10	5	5	7	6	england
mm.wiki.258	E01026099	3	5	3	4	3	8	1	1	england
mm.domus.SW227	E01018991	3	3	3	4	4	10	1	5	england
mm.domus.SE022	E01001777	2	3	4	7	4	1	1	1	england
mm.wiki.193	E01017034	4	4	7	1	2	4	4	3	england
mm.domus.WM142	E01032309	5	4	4	4	3	9	9	4	england
mm.domus.NE075	E01027513	10	10	9	10	9	8	10	10	england
mm.domus.SW011	E01033344	3	6	7	8	4	1	1	2	england
mm.domus.YH065	E01027770	5	5	4	5	5	3	3	6	england
mm.aim.0370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.wiki.032	E01018849	5	6	7	7	7	10	1	2	england
mm.fcm.107	S01010684	5	6	6	5	7	9	7	1	scotland
mm.wiki.127	E01021872	2	2	2	3	3	1	6	1	england
mm.domus.SE396	E01022630	7	9	9	8	10	7	2	1	england
mm.domus.SW063	E01020443	6	5	6	3	5	6	9	6	england
mm.domus.WM054	E01014302	2	2	2	2	1	1	3	6	england
mm.hha.173	S01007247	7	8	7	8	9	5	6	1	scotland
mm.musa.142	E01026739	4	7	5	5	8	10	1	1	england
mm.aim.0373	S01010263	7	8	8	6	9	1	1	5	scotland
mm.domus.SC318	S01010271	4	4	6	7	4	1	1	9	scotland
mm.mgs.314	S01010043	1	1	1	1	1	1	1	10	scotland
mm.domus.SW064	E01029046	1	2	1	4	1	2	1	6	england
mm.wiki.327	E01029046	1	2	1	4	1	2	1	6	england
mm.hha.192	95QQ10W1	4	4	7	7	8	5	1	1	northern_ireland
mm.domus.SC270	S01007325	6	7	7	6	7	9	5	1	scotland
mm.aim82M.015	S01010954	10	10	10	8	9	8	6	4	scotland
mm.domus.SC114	S01007282	6	7	9	5	10	9	5	1	scotland
mm.domus.SC115	S01010509	6	8	8	7	8	5	6	1	scotland
mm.hha.081	E01030176	5	7	8	7	9	10	1	1	england
mm.misc.115	E01017528	10	10	9	9	10	10	9	8	england
mm.aim.0378	E01014588	3	3	2	3	3	3	4	5	england
mm.domus.SW066	E01032937	1	2	1	3	1	1	1	2	england
mm.domus.SW079	E01022347	1	1	1	1	1	1	1	2	england
mm.musa.145	E01022466	10	9	9	9	9	10	7	5	england
mm.hha.023	E01021054	6	6	7	6	9	7	3	1	england
mm.domus.WA034	W01001955	1	1	1	1	1	1	3	8	wales
mm.domus.SE282	E01030916	9	8	9	9	8	7	5	10	england
mm.MDN.008	E01013357	10	9	10	10	10	10	9	6	england
mm.domus.SW117	E01020457	9	9	9	8	10	7	7	4	england
mm.aim.1063	E01003929	4	6	7	7	5	3	1	3	england
mm.wiki.083	E01015186	2	2	1	2	2	5	1	8	england
mm.hha.013	E01032814	6	6	7	6	10	3	9	2	england
mm.aim82M.017	E01019634	7	7	6	7	8	10	4	4	england
mm.hha.024	E01031509	6	6	6	5	9	8	3	2	england
mm.domus.YH063	E01013000	1	2	1	1	2	2	2	6	england
mm.fcm.109	E01026268	4	4	4	1	5	6	8	9	england
mm.domus.SC116	S01006544	10	10	10	10	10	6	5	6	scotland
mm.aim.0382	E01032353	6	4	5	3	7	8	8	8	england
mm.hha.075	E01023722	6	6	9	10	10	4	2	1	england
mm.hha.159	S01008243	8	8	8	9	9	8	7	1	scotland
mm.domus.SE295	E01023258	5	6	5	3	6	8	9	2	england
mm.mald.055	W01000776	9	10	9	10	8	10	8	1	wales
mm.domus.SC118	S01007613	5	6	4	8	4	1	9	6	scotland
mm.domus.SC119	S01006884	10	8	9	9	8	10	9	9	scotland
mm.wiki.112	E01016959	8	7	8	9	7	6	7	5	england
mm.domus.SC087	S01009235	3	3	2	2	3	4	4	10	scotland
mm.domus.SE052	E01000854	5	5	6	8	5	6	1	2	england
mm.domus.EM029	E01026323	3	4	3	7	4	2	2	4	england
mm.domus.SC121	S01010546	8	7	8	7	6	6	7	10	scotland
mm.domus.YH143	E01027567	9	9	9	9	9	10	3	9	england
mm.domus.YH026	E01033264	4	10	10	3	5	4	1	1	england
mm.wiki.225	E01024317	7	7	7	6	9	2	5	10	england
mm.domus.NI034	95ZZ10W1	2	1	2	4	3	2	4	5	northern_ireland
mm.wiki.128	E01021411	8	7	8	8	9	7	2	6	england
mm.musa.270	E01028404	10	9	9	10	10	6	6	10	england
mm.wiki.248	E01025701	2	2	2	4	3	1	3	7	england
mm.domus.SW212	E01032043	9	9	9	8	9	10	8	3	england
mm.hha.025	E01021115	9	9	9	9	10	9	2	7	england
mm.aim.0389	E01022067	7	6	6	4	7	7	5	9	england
mm.domus.NE057	E01008397	5	9	10	8	3	5	2	2	england
mm.musa.149	W01000146	4	4	4	7	6	1	1	9	wales
mm.aim.0393	E01005482	1	1	1	1	1	1	3	3	england
mm.domus.NW056	E01033653	3	5	10	7	4	1	1	3	england
mm.domus.EM023	E01013920	1	1	1	2	1	4	3	5	england
mm.domus.WA070	W01000296	2	3	3	1	1	3	2	4	wales
mm.aim.1190	S01012220	1	1	1	2	1	6	3	8	scotland
mm.ace.399	E01033736	6	9	10	4	8	4	3	2	england
mm.domus.SE114	E01026452	6	6	6	4	8	9	6	2	england
mm.aim.0400	S01007681	5	6	4	3	8	5	6	7	scotland
mm.wiki.418	95XX13W1	10	10	10	10	10	8	5	3	northern_ireland
mm.ace.1088	E01033248	2	2	3	3	2	1	1	3	england
mm.domus.SE527	E01028612	7	10	10	10	10	5	2	1	england
mm.hha.092	E01026316	6	7	8	8	8	9	3	1	england
mm.domus.SC122	S01010719	7	8	8	8	8	8	5	1	scotland
mm.domus.NW125	E01018326	3	4	3	7	3	1	2	7	england
mm.misc.101	E01020563	4	5	5	4	3	3	3	2	england
mm.domus.NW185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE024	E01004736	5	10	10	7	10	3	1	2	england
mm.musa.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.musa.153	E01030468	10	10	10	9	9	8	6	6	england
mm.domus.SE284	E01030455	6	6	4	10	6	4	2	7	england
mm.domus.SE290	E01030455	6	6	4	10	6	4	2	7	england
mm.domus.SE303	E01032739	7	10	10	10	9	9	1	2	england
mm.domus.SE285	E01016130	4	5	6	9	7	1	1	7	england
mm.domus.NW022	E01019204	3	5	4	2	1	4	1	8	england
mm.domus.NE041	E01012117	3	2	2	5	2	3	6	10	england
mm.domus.EM096	E01026113	3	5	4	3	4	9	2	1	england
mm.domus.SE302	E01002562	3	3	4	5	4	1	4	2	england
mm.musa.157	E01003939	5	5	7	8	5	3	1	3	england
mm.mald.058	W01000199	4	5	4	5	7	4	3	2	wales
mm.musa.158	W01000649	8	9	8	9	9	9	8	1	wales
mm.aim.0405	E01018451	3	4	3	5	2	3	2	9	england
mm.wiki.489	S01011827	3	5	4	4	6	8	4	1	scotland
mm.domus.SE026	E01001762	3	4	4	7	3	3	1	2	england
mm.aim.0406	E01017677	10	10	10	10	10	10	10	8	england
mm.wiki.459	S01006978	8	8	8	8	9	9	6	2	scotland
mm.hha.086	E01019599	9	9	8	8	9	9	5	5	england
mm.domus.WM115	E01009958	8	8	8	7	6	8	5	6	england
mm.domus.SW225	E01022466	10	9	9	9	9	10	7	5	england
mm.domus.SE301	E01030243	7	7	7	4	7	10	6	10	england
mm.domus.NW110	E01004802	1	1	1	1	1	5	4	4	england
mm.ace.039	E01000331	4	4	3	3	6	5	6	2	england
mm.domus.WM030	E01031235	9	8	9	7	9	6	7	9	england
mm.aim.0410	E01025809	9	9	9	10	9	10	7	1	england
mm.domus.SC247	S01012381	5	4	4	5	4	3	8	10	scotland
mm.domus.SE208	E01021387	5	5	4	4	6	3	4	8	england
mm.domus.SE552	E01003819	3	3	3	5	5	5	3	2	england
mm.aim82NM.062	E01019598	5	5	5	3	7	6	3	6	england
mm.wiki.377	E01021169	8	10	10	9	10	7	4	1	england
mm.ace.1175	E01003823	8	10	10	10	10	4	3	3	england
mm.domus.SE127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.ace.1087	E01032395	6	9	10	9	9	9	2	1	england
mm.domus.SE508	E01033595	4	7	7	5	8	3	1	2	england
mm.domus.YH140	E01033104	2	4	4	5	2	1	1	2	england
mm.musa.160	E01007971	3	3	3	2	3	4	4	6	england
mm.domus.EM074	E01025795	8	7	7	6	7	7	7	8	england
mm.domus.EM093	E01019520	5	5	5	5	5	5	8	3	england
mm.hha.054	E01022380	6	7	8	6	9	3	5	2	england
mm.domus.SW213	E01020509	7	9	9	8	10	9	2	1	england
mm.domus.YH060	E01011561	8	9	10	9	7	9	3	2	england
mm.wiki.288	E01026902	5	4	4	3	7	8	5	8	england
mm.domus.EM009	E01028041	4	5	5	4	4	6	1	2	england
mm.domus.SE148	E01021868	4	5	5	3	4	1	9	4	england
mm.musa.162	E01020292	4	4	6	4	7	10	1	3	england
mm.domus.NW085	E01033223	2	5	6	1	1	1	1	5	england
mm.domus.SE030	E01002162	6	4	6	9	8	8	5	3	england
mm.hha.037	E01020292	4	4	6	4	7	10	1	3	england
mm.domus.NE079	E01012000	1	1	1	1	1	2	9	6	england
mm.hha.186	W01000309	6	6	7	7	4	6	6	3	wales
mm.hha.115	E01032432	4	5	5	6	6	6	3	1	england
