GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01001690	2	dec02	2	dec02	3	dec03	5	dec05	2	dec02	9	dec09	3	dec03	1	dec01-highd	1	dec01-highd
W01001691	2	dec02	2	dec02	2	dec02	1	dec01-highd	4	dec04	10	dec10-lowd	2	dec02	2	dec02	1	dec01-highd
W01001692	2	dec02	2	dec02	3	dec03	2	dec02	3	dec03	10	dec10-lowd	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001693	2	dec02	2	dec02	2	dec02	2	dec02	4	dec04	10	dec10-lowd	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001694	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	2	dec02	10	dec10-lowd	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001695	3	dec03	4	dec04	7	dec07	3	dec03	2	dec02	4	dec04	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001696	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	2	dec02	1	dec01-highd	1	dec01-highd
W01001697	2	dec02	1	dec01-highd	3	dec03	2	dec02	3	dec03	10	dec10-lowd	3	dec03	1	dec01-highd	1	dec01-highd
W01001698	1	dec01-highd	2	dec02	3	dec03	1	dec01-highd	2	dec02	10	dec10-lowd	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001699	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	10	dec10-lowd	3	dec03	1	dec01-highd	1	dec01-highd
W01001702	3	dec03	3	dec03	3	dec03	5	dec05	3	dec03	5	dec05	4	dec04	4	dec04	5	dec05
W01001703	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	6	dec06	1	dec01-highd
W01001704	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	8	dec08	1	dec01-highd
W01001705	2	dec02	2	dec02	3	dec03	3	dec03	1	dec01-highd	3	dec03	3	dec03	4	dec04	3	dec03
W01001706	3	dec03	3	dec03	3	dec03	3	dec03	5	dec05	6	dec06	2	dec02	2	dec02	3	dec03
W01001707	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	6	dec06	1	dec01-highd
W01001708	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	5	dec05	1	dec01-highd
W01001709	4	dec04	3	dec03	5	dec05	5	dec05	5	dec05	6	dec06	5	dec05	1	dec01-highd	2	dec02
W01001710	5	dec05	5	dec05	5	dec05	6	dec06	5	dec05	9	dec09	5	dec05	1	dec01-highd	2	dec02
W01001711	3	dec03	2	dec02	3	dec03	4	dec04	4	dec04	5	dec05	2	dec02	1	dec01-highd	1	dec01-highd
W01001712	6	dec06	7	dec07	7	dec07	4	dec04	7	dec07	10	dec10-lowd	5	dec05	2	dec02	2	dec02
W01001713	4	dec04	4	dec04	5	dec05	6	dec06	5	dec05	9	dec09	5	dec05	1	dec01-highd	1	dec01-highd
W01001714	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	7	dec07	1	dec01-highd	9	dec09
W01001715	9	dec09	8	dec08	8	dec08	7	dec07	10	dec10-lowd	10	dec10-lowd	5	dec05	3	dec03	4	dec04
W01001716	7	dec07	7	dec07	8	dec08	9	dec09	9	dec09	8	dec08	1	dec01-highd	1	dec01-highd	3	dec03
W01001717	5	dec05	4	dec04	6	dec06	4	dec04	6	dec06	10	dec10-lowd	6	dec06	2	dec02	3	dec03
W01001718	6	dec06	7	dec07	9	dec09	8	dec08	3	dec03	10	dec10-lowd	7	dec07	2	dec02	1	dec01-highd
W01001719	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	10	dec10-lowd	6	dec06	2	dec02	1	dec01-highd
W01001720	5	dec05	8	dec08	10	dec10-lowd	8	dec08	1	dec01-highd	10	dec10-lowd	4	dec04	2	dec02	1	dec01-highd
W01001721	8	dec08	10	dec10-lowd	10	dec10-lowd	4	dec04	6	dec06	6	dec06	5	dec05	7	dec07	1	dec01-highd
W01001722	7	dec07	8	dec08	10	dec10-lowd	4	dec04	3	dec03	9	dec09	7	dec07	4	dec04	1	dec01-highd
W01001724	8	dec08	10	dec10-lowd	10	dec10-lowd	6	dec06	4	dec04	9	dec09	5	dec05	2	dec02	1	dec01-highd
W01001725	8	dec08	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	9	dec09	6	dec06	2	dec02	1	dec01-highd
W01001726	6	dec06	7	dec07	10	dec10-lowd	4	dec04	5	dec05	10	dec10-lowd	4	dec04	2	dec02	2	dec02
W01001727	10	dec10-lowd	10	dec10-lowd	9	dec09	6	dec06	10	dec10-lowd	6	dec06	7	dec07	9	dec09	10	dec10-lowd
W01001728	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001729	9	dec09	9	dec09	10	dec10-lowd	7	dec07	9	dec09	5	dec05	5	dec05	8	dec08	10	dec10-lowd
W01001730	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	6	dec06	10	dec10-lowd
W01001731	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	6	dec06	9	dec09
W01001732	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	4	dec04	8	dec08
W01001733	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	5	dec05	7	dec07
W01001734	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	4	dec04	10	dec10-lowd
W01001735	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	7	dec07	8	dec08	4	dec04	9	dec09
W01001736	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	10	dec10-lowd	8	dec08	9	dec09
W01001737	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	1	dec01-highd	4	dec04	1	dec01-highd
W01001738	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	1	dec01-highd	9	dec09	1	dec01-highd
W01001739	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	2	dec02	5	dec05	1	dec01-highd
W01001740	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	2	dec02	5	dec05	1	dec01-highd
W01001741	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	2	dec02	8	dec08	1	dec01-highd
W01001742	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	2	dec02	6	dec06	1	dec01-highd
W01001743	9	dec09	8	dec08	8	dec08	9	dec09	6	dec06	7	dec07	7	dec07	9	dec09	8	dec08
W01001744	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	7	dec07	2	dec02	5	dec05	1	dec01-highd
W01001745	9	dec09	9	dec09	9	dec09	9	dec09	6	dec06	6	dec06	7	dec07	6	dec06	9	dec09
W01001746	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	9	dec09	1	dec01-highd	2	dec02	1	dec01-highd
W01001747	8	dec08	6	dec06	7	dec07	7	dec07	7	dec07	9	dec09	7	dec07	5	dec05	3	dec03
W01001748	3	dec03	3	dec03	4	dec04	3	dec03	2	dec02	10	dec10-lowd	4	dec04	6	dec06	1	dec01-highd
W01001749	4	dec04	2	dec02	4	dec04	5	dec05	3	dec03	7	dec07	3	dec03	9	dec09	3	dec03
W01001750	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	10	dec10-lowd	2	dec02	4	dec04	1	dec01-highd
W01001751	2	dec02	1	dec01-highd	2	dec02	2	dec02	2	dec02	7	dec07	2	dec02	7	dec07	3	dec03
W01001752	8	dec08	8	dec08	9	dec09	6	dec06	5	dec05	10	dec10-lowd	5	dec05	3	dec03	8	dec08
W01001753	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	5	dec05	3	dec03	7	dec07	1	dec01-highd
W01001754	7	dec07	6	dec06	7	dec07	7	dec07	7	dec07	10	dec10-lowd	6	dec06	2	dec02	3	dec03
W01001755	8	dec08	9	dec09	10	dec10-lowd	8	dec08	7	dec07	10	dec10-lowd	3	dec03	2	dec02	1	dec01-highd
W01001756	6	dec06	7	dec07	9	dec09	7	dec07	2	dec02	9	dec09	5	dec05	3	dec03	1	dec01-highd
W01001757	8	dec08	7	dec07	9	dec09	9	dec09	7	dec07	10	dec10-lowd	6	dec06	3	dec03	1	dec01-highd
W01001758	8	dec08	8	dec08	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	7	dec07	2	dec02	1	dec01-highd
W01001759	5	dec05	4	dec04	6	dec06	5	dec05	5	dec05	9	dec09	3	dec03	1	dec01-highd	4	dec04
W01001760	3	dec03	3	dec03	5	dec05	5	dec05	3	dec03	7	dec07	3	dec03	1	dec01-highd	1	dec01-highd
W01001761	2	dec02	2	dec02	3	dec03	2	dec02	3	dec03	8	dec08	3	dec03	1	dec01-highd	1	dec01-highd
W01001762	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	2	dec02	1	dec01-highd	1	dec01-highd
W01001764	3	dec03	2	dec02	5	dec05	4	dec04	3	dec03	10	dec10-lowd	2	dec02	1	dec01-highd	1	dec01-highd
W01001765	2	dec02	2	dec02	3	dec03	4	dec04	3	dec03	10	dec10-lowd	4	dec04	1	dec01-highd	1	dec01-highd
W01001766	2	dec02	2	dec02	4	dec04	3	dec03	3	dec03	10	dec10-lowd	4	dec04	1	dec01-highd	1	dec01-highd
W01001767	3	dec03	2	dec02	5	dec05	5	dec05	2	dec02	10	dec10-lowd	4	dec04	1	dec01-highd	1	dec01-highd
W01001768	2	dec02	1	dec01-highd	3	dec03	4	dec04	2	dec02	10	dec10-lowd	4	dec04	1	dec01-highd	1	dec01-highd
W01001769	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd
W01001770	9	dec09	8	dec08	9	dec09	10	dec10-lowd	9	dec09	8	dec08	1	dec01-highd	3	dec03	7	dec07
W01001771	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	5	dec05	10	dec10-lowd
W01001772	10	dec10-lowd	9	dec09	8	dec08	9	dec09	8	dec08	10	dec10-lowd	7	dec07	3	dec03	9	dec09
W01001773	9	dec09	8	dec08	9	dec09	8	dec08	7	dec07	10	dec10-lowd	8	dec08	4	dec04	5	dec05
W01001774	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	8	dec08
W01001775	9	dec09	8	dec08	8	dec08	7	dec07	7	dec07	10	dec10-lowd	7	dec07	3	dec03	7	dec07
W01001776	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	7	dec07	3	dec03	9	dec09
W01001777	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	9	dec09	9	dec09	10	dec10-lowd
W01001778	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	8	dec08	10	dec10-lowd
W01001779	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	3	dec03	10	dec10-lowd
W01001780	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	9	dec09	8	dec08	4	dec04	5	dec05
W01001781	8	dec08	8	dec08	6	dec06	9	dec09	10	dec10-lowd	9	dec09	4	dec04	2	dec02	7	dec07
W01001782	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	2	dec02	9	dec09
W01001783	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09
W01001784	10	dec10-lowd	9	dec09	9	dec09	9	dec09	8	dec08	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd
W01001785	2	dec02	1	dec01-highd	2	dec02	3	dec03	1	dec01-highd	9	dec09	4	dec04	2	dec02	2	dec02
W01001786	5	dec05	5	dec05	7	dec07	4	dec04	4	dec04	8	dec08	3	dec03	5	dec05	2	dec02
W01001787	3	dec03	3	dec03	4	dec04	4	dec04	2	dec02	8	dec08	5	dec05	2	dec02	2	dec02
W01001788	1	dec01-highd	2	dec02	2	dec02	2	dec02	1	dec01-highd	6	dec06	3	dec03	2	dec02	1	dec01-highd
W01001789	8	dec08	8	dec08	8	dec08	8	dec08	5	dec05	10	dec10-lowd	4	dec04	3	dec03	7	dec07
W01001790	3	dec03	3	dec03	4	dec04	6	dec06	2	dec02	9	dec09	6	dec06	3	dec03	2	dec02
W01001791	9	dec09	7	dec07	7	dec07	10	dec10-lowd	9	dec09	9	dec09	5	dec05	7	dec07	6	dec06
W01001792	3	dec03	3	dec03	3	dec03	3	dec03	3	dec03	7	dec07	4	dec04	5	dec05	2	dec02
W01001793	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	9	dec09	8	dec08	10	dec10-lowd	7	dec07	10	dec10-lowd
W01001794	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	9	dec09	7	dec07	10	dec10-lowd
W01001795	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	8	dec08	10	dec10-lowd
W01001796	10	dec10-lowd	8	dec08	8	dec08	10	dec10-lowd	9	dec09	10	dec10-lowd	8	dec08	7	dec07	9	dec09
W01001797	10	dec10-lowd	8	dec08	8	dec08	9	dec09	9	dec09	10	dec10-lowd	9	dec09	6	dec06	8	dec08
W01001798	10	dec10-lowd	9	dec09	9	dec09	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	6	dec06	9	dec09
W01001799	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	8	dec08	9	dec09	8	dec08	10	dec10-lowd
W01001800	4	dec04	3	dec03	4	dec04	3	dec03	3	dec03	10	dec10-lowd	5	dec05	6	dec06	1	dec01-highd
W01001802	3	dec03	2	dec02	4	dec04	4	dec04	3	dec03	10	dec10-lowd	2	dec02	3	dec03	4	dec04
W01001803	2	dec02	2	dec02	3	dec03	3	dec03	1	dec01-highd	6	dec06	3	dec03	3	dec03	2	dec02
W01001804	3	dec03	2	dec02	4	dec04	4	dec04	1	dec01-highd	8	dec08	3	dec03	4	dec04	1	dec01-highd
W01001805	2	dec02	1	dec01-highd	2	dec02	2	dec02	2	dec02	6	dec06	1	dec01-highd	3	dec03	3	dec03
W01001806	6	dec06	5	dec05	6	dec06	7	dec07	4	dec04	9	dec09	3	dec03	2	dec02	5	dec05
W01001807	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	8	dec08	2	dec02	2	dec02	1	dec01-highd
W01001808	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	2	dec02	3	dec03	2	dec02
W01001809	6	dec06	7	dec07	6	dec06	4	dec04	5	dec05	7	dec07	5	dec05	5	dec05	3	dec03
W01001810	2	dec02	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	7	dec07	5	dec05	7	dec07	4	dec04
W01001811	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	4	dec04	1	dec01-highd	4	dec04	2	dec02
W01001812	3	dec03	2	dec02	4	dec04	6	dec06	2	dec02	8	dec08	5	dec05	5	dec05	4	dec04
W01001813	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	4	dec04	2	dec02	6	dec06	1	dec01-highd
W01001814	6	dec06	6	dec06	5	dec05	6	dec06	5	dec05	5	dec05	5	dec05	6	dec06	1	dec01-highd
W01001815	7	dec07	5	dec05	6	dec06	9	dec09	5	dec05	8	dec08	6	dec06	3	dec03	8	dec08
W01001816	3	dec03	2	dec02	4	dec04	3	dec03	3	dec03	8	dec08	3	dec03	3	dec03	3	dec03
W01001817	7	dec07	5	dec05	6	dec06	8	dec08	4	dec04	9	dec09	7	dec07	3	dec03	7	dec07
W01001818	5	dec05	4	dec04	6	dec06	7	dec07	3	dec03	8	dec08	5	dec05	4	dec04	4	dec04
W01001819	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	7	dec07	8	dec08	10	dec10-lowd	8	dec08
W01001820	9	dec09	8	dec08	8	dec08	9	dec09	9	dec09	4	dec04	8	dec08	3	dec03	9	dec09
W01001821	10	dec10-lowd	9	dec09	10	dec10-lowd	7	dec07	10	dec10-lowd	9	dec09	9	dec09	3	dec03	8	dec08
W01001822	8	dec08	5	dec05	7	dec07	9	dec09	9	dec09	9	dec09	7	dec07	2	dec02	8	dec08
W01001823	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	1	dec01-highd	9	dec09
W01001824	6	dec06	7	dec07	6	dec06	7	dec07	8	dec08	10	dec10-lowd	5	dec05	1	dec01-highd	1	dec01-highd
W01001825	5	dec05	5	dec05	6	dec06	6	dec06	7	dec07	9	dec09	2	dec02	1	dec01-highd	3	dec03
W01001826	9	dec09	9	dec09	9	dec09	10	dec10-lowd	9	dec09	7	dec07	6	dec06	6	dec06	4	dec04
W01001827	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	2	dec02	9	dec09
W01001828	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	5	dec05	7	dec07
W01001829	5	dec05	5	dec05	8	dec08	8	dec08	6	dec06	10	dec10-lowd	1	dec01-highd	2	dec02	1	dec01-highd
W01001830	3	dec03	4	dec04	3	dec03	5	dec05	3	dec03	9	dec09	3	dec03	1	dec01-highd	1	dec01-highd
W01001831	7	dec07	8	dec08	8	dec08	8	dec08	7	dec07	10	dec10-lowd	2	dec02	2	dec02	1	dec01-highd
W01001832	4	dec04	7	dec07	8	dec08	5	dec05	1	dec01-highd	10	dec10-lowd	4	dec04	2	dec02	1	dec01-highd
W01001833	4	dec04	4	dec04	4	dec04	5	dec05	8	dec08	10	dec10-lowd	3	dec03	1	dec01-highd	1	dec01-highd
W01001834	4	dec04	3	dec03	5	dec05	5	dec05	4	dec04	10	dec10-lowd	2	dec02	2	dec02	1	dec01-highd
W01001835	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	4	dec04	10	dec10-lowd	1	dec01-highd	1	dec01-highd	2	dec02
W01001836	8	dec08	7	dec07	8	dec08	10	dec10-lowd	9	dec09	10	dec10-lowd	3	dec03	2	dec02	1	dec01-highd
W01001837	5	dec05	6	dec06	7	dec07	6	dec06	4	dec04	10	dec10-lowd	3	dec03	2	dec02	1	dec01-highd
W01001838	7	dec07	7	dec07	8	dec08	6	dec06	8	dec08	10	dec10-lowd	5	dec05	2	dec02	2	dec02
W01001839	6	dec06	6	dec06	9	dec09	5	dec05	7	dec07	10	dec10-lowd	6	dec06	2	dec02	1	dec01-highd
W01001840	6	dec06	5	dec05	6	dec06	6	dec06	5	dec05	9	dec09	3	dec03	4	dec04	10	dec10-lowd
W01001841	10	dec10-lowd	8	dec08	8	dec08	10	dec10-lowd	8	dec08	8	dec08	9	dec09	7	dec07	8	dec08
W01001842	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	6	dec06	5	dec05	9	dec09
W01001843	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	6	dec06	4	dec04	9	dec09
W01001844	9	dec09	7	dec07	8	dec08	9	dec09	6	dec06	7	dec07	7	dec07	5	dec05	6	dec06
W01001846	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	4	dec04	9	dec09	6	dec06	9	dec09
W01001847	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	10	dec10-lowd	7	dec07	10	dec10-lowd
W01001848	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	9	dec09	8	dec08	4	dec04	9	dec09
W01001849	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	6	dec06	10	dec10-lowd	7	dec07	10	dec10-lowd
W01001850	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	5	dec05	10	dec10-lowd
W01001851	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	3	dec03	5	dec05
W01001852	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	8	dec08	9	dec09
W01001853	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	9	dec09
W01001854	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	9	dec09
W01001855	2	dec02	1	dec01-highd	3	dec03	3	dec03	3	dec03	9	dec09	4	dec04	1	dec01-highd	1	dec01-highd
W01001856	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	9	dec09	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001857	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	8	dec08	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001858	8	dec08	7	dec07	8	dec08	6	dec06	9	dec09	10	dec10-lowd	2	dec02	3	dec03	4	dec04
W01001859	8	dec08	7	dec07	7	dec07	5	dec05	10	dec10-lowd	10	dec10-lowd	5	dec05	3	dec03	4	dec04
W01001860	8	dec08	8	dec08	8	dec08	9	dec09	10	dec10-lowd	10	dec10-lowd	5	dec05	1	dec01-highd	2	dec02
W01001861	6	dec06	7	dec07	8	dec08	3	dec03	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	1	dec01-highd	2	dec02
W01001862	2	dec02	2	dec02	3	dec03	4	dec04	3	dec03	10	dec10-lowd	3	dec03	1	dec01-highd	1	dec01-highd
W01001863	5	dec05	6	dec06	6	dec06	8	dec08	4	dec04	6	dec06	3	dec03	1	dec01-highd	3	dec03
W01001864	8	dec08	8	dec08	8	dec08	7	dec07	6	dec06	10	dec10-lowd	7	dec07	2	dec02	6	dec06
W01001865	6	dec06	7	dec07	8	dec08	5	dec05	5	dec05	6	dec06	4	dec04	1	dec01-highd	6	dec06
W01001866	1	dec01-highd	2	dec02	2	dec02	2	dec02	1	dec01-highd	5	dec05	1	dec01-highd	2	dec02	4	dec04
W01001867	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	3	dec03	3	dec03	1	dec01-highd	2	dec02
W01001868	2	dec02	2	dec02	3	dec03	3	dec03	1	dec01-highd	8	dec08	4	dec04	1	dec01-highd	6	dec06
W01001869	3	dec03	3	dec03	4	dec04	2	dec02	2	dec02	10	dec10-lowd	4	dec04	1	dec01-highd	2	dec02
W01001870	3	dec03	3	dec03	5	dec05	5	dec05	2	dec02	10	dec10-lowd	1	dec01-highd	1	dec01-highd	2	dec02
W01001871	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001872	2	dec02	2	dec02	3	dec03	2	dec02	2	dec02	9	dec09	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001873	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	4	dec04	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001874	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001875	3	dec03	2	dec02	5	dec05	4	dec04	2	dec02	5	dec05	2	dec02	1	dec01-highd	1	dec01-highd
W01001876	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001877	7	dec07	7	dec07	8	dec08	8	dec08	4	dec04	9	dec09	7	dec07	2	dec02	3	dec03
W01001878	5	dec05	5	dec05	6	dec06	2	dec02	6	dec06	10	dec10-lowd	2	dec02	4	dec04	3	dec03
W01001879	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	5	dec05	3	dec03	2	dec02	2	dec02
W01001880	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	2	dec02	1	dec01-highd
W01001881	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	3	dec03	1	dec01-highd
W01001882	7	dec07	7	dec07	8	dec08	8	dec08	5	dec05	6	dec06	7	dec07	2	dec02	8	dec08
W01001883	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	1	dec01-highd	2	dec02	1	dec01-highd
W01001884	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	2	dec02	2	dec02
W01001885	2	dec02	2	dec02	4	dec04	3	dec03	2	dec02	2	dec02	4	dec04	1	dec01-highd	3	dec03
W01001886	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	3	dec03
W01001887	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	7	dec07	10	dec10-lowd
W01001888	8	dec08	7	dec07	8	dec08	7	dec07	7	dec07	6	dec06	5	dec05	4	dec04	8	dec08
W01001889	7	dec07	7	dec07	6	dec06	7	dec07	7	dec07	8	dec08	6	dec06	2	dec02	6	dec06
W01001890	9	dec09	9	dec09	9	dec09	8	dec08	7	dec07	9	dec09	7	dec07	3	dec03	8	dec08
W01001891	7	dec07	6	dec06	6	dec06	7	dec07	8	dec08	7	dec07	4	dec04	4	dec04	6	dec06
