project_id	LSOA2011_GSS
mm.wiki.071	E01019600
mm.mgs.382	S01010685
mm.domus.SC153	S01012458
mm.wiki.133	E01021890
mm.aim82NM.082	W01000689
mm.musa.212	E01026112
mm.domus.SE510	E01000945
mm.misc.065	E01018759
mm.ace.1215	E01032734
mm.domus.SE333	E01033090
mm.aim.1352	E01024627
mm.musa.214	E01021909
mm.domus.SE012	E01021889
mm.domus.SC159	S01010507
mm.domus.YH125	E01027785
mm.domus.WM079	E01032209
mm.domus.NW008	E01033653
mm.domus.NW071	E01005147
mm.aim.0578	E01033658
mm.ace.1169	E01005212
mm.domus.NW061	E01005160
mm.aim.0579	E01006186
mm.hha.155	S01012262
mm.musa.215	E01033057
mm.aim.1197	E01031347
mm.musa.216	E01022657
mm.domus.YH039	E01010695
mm.domus.SE446	E01030093
mm.domus.EM058	E01027110
mm.domus.EM042	E01028274
mm.aim.0581	E01024846
mm.fcm.158	
mm.domus.NW155	
mm.wiki.312	E01028659
mm.musa.217	E01014010
mm.hha.047	E01020494
mm.domus.YH165	E01008067
mm.domus.SW183	E01018990
mm.domus.SE472	E01003895
mm.domus.SE335	E01018087
mm.mald.082	W01000933
mm.wiki.227	E01024678
mm.domus.NE036	E01012181
mm.domus.SC215	S01006646
mm.domus.SW008	E01033350
mm.aim.0583	E01022999
mm.domus.SE107	E01026626
mm.domus.NW050	E01025099
mm.domus.SE149	E01021848
mm.hha.122	E01027643
mm.domus.SW239	E01019891
mm.wiki.320	E01028878
mm.domus.SW060	E01031858
mm.domus.SE338	E01002052
mm.domus.SE425	E01031364
mm.aim.0588	E01017894
mm.wiki.102	E01012806
mm.fcm.160	E01026647
mm.aim82M.053	E01026638
mm.wiki.348	E01030191
mm.aim.0589	E01031149
mm.domus.WM031	E01031187
mm.aim.1354	E01018764
mm.domus.SC148	S01012352
mm.domus.NW080	E01019115
mm.aim.0593	E01029819
mm.mgs.294	S01006975
mm.musa.219	E01007353
mm.wiki.270	E01026113
mm.aim82M.024	S01007563
mm.aim.0596	E01004725
mm.domus.SC053	S01009538
mm.domus.SC154	S01012431
mm.domus.SC162	S01010872
mm.aim82M.031	E01023470
mm.domus.EM108	E01025948
mm.wiki.114	E01016952
mm.musa.220	E01022213
mm.musa.222	E01030455
mm.aim82NM.079	E01016110
mm.wiki.491	S01011973
mm.hha.087	E01019854
mm.domus.SE546	E01029885
mm.hha.156	S01012268
mm.aim82NM.081	S01012292
mm.domus.EM070	E01025894
mm.aim.0599	W01000011
mm.aim.0600	E01011877
mm.hha.147	E01007035
mm.musa.223	E01024271
mm.domus.YH131	E01027678
mm.aim82NM.073	E01025050
mm.domus.YH074	E01033070
mm.domus.SW025	E01015156
mm.domus.SW061	E01032035
mm.domus.SE069	E01021735
mm.aim.0603	E01007048
mm.domus.NW103	E01033756
mm.musa.224	E01024789
mm.musa.225	E01030555
mm.aim.0604	E01026210
mm.domus.SC288	S01009631
mm.domus.SE575	E01004731
mm.wiki.039	E01019038
mm.musa.227	S01011836
mm.domus.SE426	E01021197
mm.musa.228	E01033068
mm.musa.229	E01023278
mm.ace.1249	E01030087
mm.wiki.285	E01033042
mm.aim.0606	E01014250
mm.domus.NE015	E01012092
mm.ace.203	E01012068
mm.ace.1146	E01011471
mm.musa.230	E01019634
mm.domus.WM052	E01031308
mm.aim82M.025	E01028828
mm.domus.EM052	E01019455
mm.domus.SE056	E01029947
mm.domus.SE600	E01022551
mm.domus.WA049	W01000589
mm.nimc.017	95CC17W1
mm.aim82M.027	E01021035
mm.domus.SE306	E01017441
mm.aim.1001	E01026699
mm.aim.0619	S01013298
mm.domus.NE044	E01008397
mm.wiki.404	E01032476
mm.domus.SE034	E01023925
mm.aim.0616	E01029697
mm.domus.EM054	E01028311
mm.domus.NW160	E01019290
mm.domus.SC235	S01007836
mm.wiki.220	E01024295
mm.domus.SE036	E01016838
mm.misc.169	E01028727
mm.domus.WA045	W01000398
mm.wiki.449	W01000467
mm.wiki.134	E01021648
mm.musa.235	E01024589
mm.aim82NM.075	E01014345
mm.hha.141	E01019083
mm.domus.SC012	S01012576
mm.aim82M.050	E01033595
mm.domus.SC285	S01008870
mm.domus.SC310	S01008870
mm.wiki.428	W01000032
mm.domus.SC163	S01007642
mm.hha.067	E01017424
mm.ace.1236	E01025951
mm.mald.086	W01000314
mm.domus.SW218	E01032022
mm.wiki.412	95LL02S1
mm.domus.SE530	E01021032
mm.aim82NM.076	E01005636
mm.domus.NE027	E01008791
mm.domus.WA027	W01001554
mm.domus.WA004	W01001554
mm.domus.SE128	
mm.domus.SW219	E01029215
mm.fcm.161	E01029215
mm.domus.SC164	S01007219
mm.domus.SC018	S01007209
mm.hha.174	S01011860
mm.wiki.342	E01014249
mm.domus.YH090	E01011603
mm.fcm.162	S01011122
mm.misc.020	E01020258
mm.mgs.360	S01008599
domus.NE043	E01027453
mm.musa.240	E01028790
mm.wiki.085	E01020108
mm.domus.SW068	E01020331
mm.wiki.040	E01018908
mm.domus.WM137	E01029637
mm.mgs.337	S01013228
mm.domus.SE549	E01023177
mm.misc.019	E01018308
mm.mgs.386	S01012010
mm.domus.SW150	E01018781
mm.nimc.006	95BB05S1
mm.hha.183	S01007343
mm.musa.241	E01030370
mm.musa.242	E01022083
mm.MDN.031	E01029582
mm.domus.SE427	E01030091
mm.aim.0628	E01027486
mm.wiki.035	E01018925
mm.domus.EM092	E01028042
mm.fcm.163	E01019440
mm.domus.EM107	E01026194
mm.ace.1256	E01033345
mm.domus.SE011	E01023497
mm.domus.WM035	E01028852
mm.domus.SC261	S01007285
mm.wiki.413	95VV22W1
mm.hha.142	E01019259
mm.ace.1105	E01026750
mm.aim.0791	E01018913
mm.aim82M.028	
mm.domus.SC166	S01008876
mm.wiki.009	E01014557
mm.nimc.038	95WW22S1
mm.domus.SC167	S01009015
mm.domus.SC251	S01009025
mm.domus.SW134	E01022365
mm.domus.SC253	S01009020
mm.domus.SC252	S01009041
mm.domus.SC313	S01011885
mm.aim82NM.119	E01021054
mm.wiki.025	E01018385
mm.misc.056	E01016567
mm.domus.NE058	E01008397
mm.domus.SE378	E01032797
mm.domus.SW205	E01023159
mm.domus.SE003	E01023195
mm.ace.1292	E01003905
mm.domus.YH163	E01013062
mm.domus.SW075	E01020094
mm.domus.SW162	E01014372
mm.domus.SW096	E01014414
mm.aim.0220	E01014389
mm.aim.1119	E01016658
mm.aim82NM.077	E01014371
mm.aim.0639	E01002879
mm.aim.0641	E01020093
mm.domus.SE226	E01017958
mm.domus.WM056	E01029388
mm.aim.0172	E01032466
mm.aim82NM.083	W01000011
mm.domus.SC139	S01008679
mm.aim82NM.078	E01029411
mm.wiki.455	W01000005
mm.domus.SE384	E01000854
mm.domus.SE382	E01017986
mm.domus.SC317	S01009460
mm.ace.1248	E01032714
mm.aim82NM.080	E01018919
mm.domus.EM020	E01032522
mm.domus.SW048	E01020330
mm.domus.NW149	E01006747
mm.domus.SW245	E01015388
mm.domus.SE059	E01033573
mm.domus.SE002	E01030071
mm.domus.SW175	E01014372
mm.domus.SC135	S01008685
mm.ace.569	E01016414
mm.domus.EM100	E01026285
mm.domus.SE466	E01016567
mm.musa.243	S01006983
mm.domus.SE272	E01030884
mm.domus.SC231	S01008661
mm.aim82NM.102	E01031477
mm.domus.SW065	E01022347
mm.domus.NE080	E01011974
mm.domus.SE580	E01017326
mm.domus.SC250	S01007325
mm.domus.SE185	E01017348
mm.aim.0651	E01029969
mm.domus.NW024	E01019363
mm.domus.NW035	E01025295
mm.domus.SC168	S01007558
mm.domus.EM028	E01026147
mm.ace.1274	E01033752
mm.domus.NW105	E01033752
mm.domus.NW076	E01024904
mm.domus.WM012	E01033248
mm.domus.SE048	E01000001
mm.ace.1180	E01004277
mm.fcm.172	E01026759
mm.domus.SE604	E01030428
mm.domus.WA084	W01000473
mm.wiki.091	E01019901
mm.domus.YH075	E01027572
mm.domus.SE102	E01026823
mm.domus.EM019	E01032522
mm.MDN.013	95II23W1
mm.MDN.014	95CC15W1
mm.domus.SE180	E01028522
mm.mgs.400	S01010270
mm.ace.1244	E01033302
mm.ace.1151	E01021913
mm.aim.0658	E01026400
mm.domus.YH110	E01010716
mm.domus.SE050	E01003876
mm.domus.WM073	E01033249
mm.domus.NW070	E01033682
mm.mgs.307	S01007127
mm.aim82M.030	S01011861
mm.domus.SE484	E01004716
mm.domus.SW122	E01029284
mm.domus.SW077	E01029234
mm.mald.089	W01000672
mm.domus.SE365	E01023676
mm.aim82M.065	E01023468
mm.misc.040	E01031839
mm.ace.1216	E01026280
mm.wiki.505	E01030176
mm.domus.SE596	E01026776
mm.domus.SC265	S01011327
mm.misc.110	E01014148
mm.domus.SE394	E01028521
mm.aim.0663	W01000608
mm.aim.0664	E01028037
mm.domus.SE218	E01023202
mm.domus.SC169	S01010676
mm.domus.WM094	E01033559
mm.domus.NW041	E01025378
mm.domus.NW005	E01005948
mm.ace.266	E01028099
mm.domus.SE070	E01032582
mm.domus.EM007	E01027135
mm.domus.SE049	E01002724
mm.ace.019	E01014116
mm.domus.NI007	95DD15W1
mm.domus.SE083	E01004294
mm.ace.1265	E01004716
mm.domus.NW055	E01012539
mm.domus.WM089	E01029701
mm.mgs.315	S01009726
mm.ace.1221	E01012981
mm.domus.NW114	E01033676
mm.fcm.179	E01027822
mm.domus.NW093	E01006369
mm.domus.SW067	E01031884
mm.ace.036	E01003461
mm.aim.0671	E01018969
mm.mgs.408	S01008675
mm.wiki.119	E01020912
mm.wiki.471	S01008188
mm.musa.246	S01008186
mm.mgs.353	S01011848
mm.musa.247	S01008243
mm.domus.SC297	S01010554
mm.domus.SC170	S01010559
mm.wiki.440	W01000243
mm.domus.WA079	W01001240
mm.domus.NW028	E01018504
mm.domus.WA069	W01000595
mm.domus.WA050	W01000117
mm.aim82M.033	E01026994
mm.domus.SE573	E01002901
mm.aim.0677	E01016774
mm.wiki.340	E01033264
mm.aim.0678	E01028335
mm.domus.YH097	E01011938
mm.aim82NM.103	E01012942
mm.mald.095	W01000646
mm.domus.YH147	E01033269
mm.aim.0679	W01000454
mm.aim82NM.104	E01022999
mm.misc.055	E01027044
mm.aim.0337	E01033262
mm.misc.069	E01032217
mm.domus.NW182	E01033658
mm.domus.SE583	E01004736
mm.domus.SC283	S01008677
mm.wiki.249	E01032873
mm.domus.SE341	E01029925
mm.domus.EM078	E01033403
mm.aim82NM.085	E01033345
mm.domus.SE088	E01001641
mm.ace.1168	E01018803
mm.domus.SC189	S01010992
mm.aim82M.034	E01028036
mm.domus.SE081	E01022999
mm.fcm.186	E01010108
mm.domus.WA085	W01001939
mm.domus.SC280	S01008262
mm.wiki.051	E01018905
mm.domus.SC281	S01008993
mm.domus.SC277	S01008678
mm.misc.092	E01011992
mm.domus.SE351	E01017034
mm.domus.SE444	E01004736
mm.domus.YH145	E01013391
mm.domus.WA086	W01001623
mm.domus.YH146	E01010834
mm.aim.0691	E01013487
mm.domus.WA091	W01000063
mm.musa.252	E01013605
mm.aim.0692	E01019634
mm.domus.EM076	E01019424
mm.domus.EM010	E01019612
mm.domus.SC279	S01008675
mm.domus.WA035	W01001938
mm.domus.NW060	E01018564
mm.domus.WA090	W01000689
mm.domus.SC295	S01008587
mm.domus.SE566	E01002820
mm.ace.1127	E01023426
mm.domus.SE080	E01021648
mm.domus.SW155	E01022442
mm.MDN.019	95GG12S4
mm.domus.NW184	
mm.musa.253	95CC17W1
mm.wiki.135	E01021792
mm.domus.WA051	W01000939
mm.musa.254	E01017361
mm.musa.255	S01008809
mm.mgs.418	S01011168
mm.domus.SE491	E01018128
mm.domus.SC276	S01009033
mm.hha.006	E01017720
mm.ace.1126	E01023046
mm.mald.053	W01001930
mm.musa.257	E01024486
mm.misc.121	E01017956
mm.musa.258	S01012627
mm.domus.EM101	E01019748
mm.domus.WM032	E01031234
mm.wiki.437	W01000544
mm.domus.EM067	E01013646
mm.domus.EM043	E01028353
mm.domus.EM053	E01028335
mm.domus.EM103	E01028310
mm.domus.EM063	E01032875
mm.fcm.189	E01027541
mm.musa.259	E01008402
mm.hha.123	E01027688
mm.musa.260	E01033543
mm.misc.078	E01022262
mm.domus.NE014	E01012035
mm.aim.0699	E01021045
mm.domus.SC319	S01008772
mm.domus.SE481	E01021047
mm.hha.066	E01031992
mm.hha.161	S01008997
mm.wiki.041	E01019003
mm.fcm.058	E01033622
mm.domus.WA053	W01001687
mm.musa.263	E01016794
mm.domus.SE197	E01017327
mm.misc.166	E01003112
mm.wiki.042	E01019019
mm.domus.NI027	95VV05S1
mm.domus.EM022	E01027931
mm.domus.SW080	E01020217
mm.domus.SE551	E01017290
mm.domus.WA073	W01000482
mm.wiki.343	E01029807
mm.domus.YH076	E01027702
mm.domus.SW082	E01033080
mm.aim.0314	E01001933
mm.aim82NM.106	E01019027
mm.musa.264	
mm.domus.SE593	E01030285
mm.fcm.190	E01026760
mm.fcm.175	E01026737
mm.fcm.191	E01026897
mm.wiki.293	E01026790
mm.wiki.303	E01027382
mm.domus.YH079	E01013290
mm.wiki.316	E01013796
mm.domus.SE155	E01018168
mm.domus.NW161	E01006870
mm.domus.SC264	S01011259
mm.domus.SC110	S01008275
mm.domus.SC172	S01009711
mm.wiki.043	E01033292
mm.domus.SW081	E01020275
mm.domus.NI008	95XX05W1
mm.domus.NE045	E01008242
mm.domus.NE042	E01008855
mm.MDN.006	E01012987
mm.wiki.263	E01026180
mm.domus.SC314	S01011480
mm.musa.265	E01028035
mm.domus.YH077	E01013332
mm.domus.SE485	E01032798
mm.ace.1121	E01021799
mm.domus.SE263	E01003611
mm.domus.YH080	E01027792
mm.musa.266	E01026998
mm.domus.EM084	E01027223
mm.domus.EM008	E01027135
mm.nimc.018	95GG20S1
mm.wiki.414	95LL24S1
mm.domus.SC061	S01010773
mm.domus.NE046	E01033554
mm.hha.124	E01027736
mm.ace.022	E01012445
mm.aim82NM.087	E01021087
mm.domus.SE101	E01026822
mm.domus.YH157	E01011766
mm.domus.SW189	E01020581
mm.domus.EM016	E01032522
mm.domus.EM017	E01013977
mm.ace.1273	E01028620
mm.wiki.362	E01031116
mm.domus.WM080	E01031119
mm.domus.YH158	E01027800
mm.wiki.217	E01017289
mm.MDN.032	E01029792
mm.domus.SE556	E01031692
mm.domus.WM112	E01009986
mm.domus.EM071	E01013799
mm.aim.0713	E01032674
mm.aim82M.035	E01029018
mm.domus.SE555	E01030942
mm.domus.YH014	E01011051
mm.domus.SC262	S01007299
mm.mgs.320	S01007297
mm.domus.SE122	E01033112
mm.domus.WA054	W01000476
mm.domus.SC057	S01007583
mm.musa.271	E01016110
mm.aim.0714	S01007538
mm.musa.272	S01007285
mm.misc.156	E01025315
mm.musa.273	E01032644
mm.aim82NM.088	E01028795
mm.domus.SC249	S01012278
mm.domus.SE469	E01017645
mm.domus.SW083	E01018776
mm.domus.SC174	S01012413
mm.aim82M.069	E01018810
mm.domus.SE494	E01026625
mm.domus.SE054	E01003981
mm.wiki.115	E01016952
mm.domus.SW202	E01018942
mm.ace.1108	E01025703
mm.mgs.352	S01006979
mm.domus.SE029	E01002137
mm.domus.SE147	E01024247
mm.misc.086	E01005434
mm.domus.SC241	S01011118
mm.misc.176	E01015229
mm.musa.274	E01018025
mm.domus.NE069	E01033164
mm.domus.NW138	E01032912
mm.domus.SE595	E01030199
mm.musa.276	W01000480
mm.aim.0720	W01000080
mm.mald.110	W01000612
mm.domus.WA055	W01000014
mm.mgs.329	S01011829
mm.domus.SC080	S01011822
mm.domus.SC175	S01011821
mm.domus.SE146	E01003895
mm.domus.NE082	E01012151
mm.domus.SE475	E01033237
mm.domus.SE522	E01002678
mm.aim.0723	W01000346
mm.aim.0724	E01024453
mm.domus.YH124	E01011574
mm.ace.1270	E01031486
mm.domus.EM079	E01027048
mm.domus.SW240	E01020173
mm.domus.SE534	E01024302
mm.domus.SE544	E01026444
mm.domus.SE503	E01028790
mm.domus.SE392	E01028521
mm.musa.277	E01028550
mm.domus.SE179	E01028823
mm.aim82NM.117	E01030133
mm.domus.WM134	E01031282
mm.domus.SW165	E01018958
mm.domus.SC160	S01012132
mm.mgs.376	S01012127
mm.domus.SC141	S01011738
mm.domus.SC142	S01011738
mm.domus.SE143	E01031490
mm.fcm.197	
mm.aim.1155	E01005062
mm.ace.1276	E01027870
mm.hha.101	E01028189
mm.domus.EM011	E01028152
mm.domus.NW084	E01018624
mm.domus.WA074	W01000073
mm.mald.111	W01000703
mm.hha.026	E01031626
mm.aim82NM.100	E01031775
mm.aim82NM.094	E01020431
mm.wiki.322	E01028927
mm.wiki.149	E01022177
mm.misc.085	E01003618
mm.domus.SC176	S01012322
mm.domus.SE542	E01021378
mm.domus.YH152	E01033690
mm.domus.EM051	E01019620
mm.musa.278	E01019624
mm.wiki.337	E01029054
mm.domus.SE540	E01018093
mm.misc.138	W01000608
mm.aim.0738	W01000603
mm.wiki.447	W01000555
mm.hha.030	E01018924
mm.domus.SW182	E01018803
mm.domus.NW129	E01025176
mm.domus.SE142	E01028607
mm.misc.171	E01018951
mm.domus.SW084	E01018995
mm.aim.0742	W01000172
mm.aim82NM.090	E01010952
mm.aim82M.058	E01009121
mm.domus.WA025	W01000582
mm.domus.WA077	W01000050
mm.domus.NW062	E01019336
mm.aim82NM.092	E01019333
mm.ace.1266	E01018836
mm.domus.NW113	E01033653
mm.domus.SC129	S01010040
mm.hha.134	E01018654
mm.domus.SE387	E01000852
mm.musa.280	E01025808
mm.domus.SW085	E01018844
mm.musa.281	E01029230
mm.wiki.405	E01032406
mm.domus.SC014	S01011942
mm.domus.SC237	E01032896
mm.fcm.202	E01026770
mm.wiki.136	E01033141
mm.domus.NW072	E01025105
mm.domus.SE131	E01015599
mm.wiki.499	S01007073
mm.domus.SE572	E01032664
mm.domus.SE386	E01000854
mm.musa.282	E01031514
mm.domus.SE557	E01031515
mm.wiki.116	E01021206
mm.domus.SW196	E01031870
mm.domus.SW220	E01032004
mm.domus.EM036	E01013524
mm.wiki.461	S01007229
mm.hha.191	W01000585
mm.domus.EM099	E01027274
mm.domus.SC228	S01011805
mm.aim.0750	E01026266
mm.domus.SE287	E01017701
mm.domus.SE393	E01028521
mm.domus.SC105	S01009299
mm.domus.SW022	E01022139
mm.domus.SE129	E01001387
mm.musa.283	E01021047
mm.mald.116	W01000080
mm.domus.WA093	W01000027
mm.domus.WA056	W01000210
mm.domus.WA095	W01001932
mm.domus.NW009	E01005184
mm.domus.SW024	E01015054
mm.musa.285	95AA11S1
mm.aim.0753	E01018922
mm.domus.SE547	E01030521
mm.musa.268	95GG30S2
mm.domus.SE584	E01004692
mm.aim.0754	E01000851
mm.domus.SC134	S01009937
mm.fcm.204	E01018762
mm.domus.YH119	E01011838
mm.domus.YH123	E01011837
mm.domus.WA047	W01001524
mm.domus.WA057	W01001258
mm.domus.SW100	E01032661
mm.misc.052	E01018132
mm.hha.031	E01018785
mm.ace.1220	E01007141
mm.domus.SE498	E01022761
mm.domus.WA041	W01001046
mm.domus.WA076	W01000105
mm.domus.NW004	E01005952
mm.musa.286	E01033200
mm.domus.SW166	E01020562
mm.domus.SE241	E01017123
mm.domus.SE140	E01017131
mm.domus.SE231	E01017069
mm.mgs.321	S01007026
mm.domus.SE053	E01032740
mm.domus.WM060	E01014287
mm.ace.1137	E01023579
mm.hha.038	E01020240
mm.domus.SE090	E01024641
mm.mald.124	W01000498
mm.domus.WA020	W01000498
mm.fcm.207	E01003350
mm.domus.NW096	E01006463
mm.aim.1006	E01022434
mm.domus.SE212	E01016935
mm.domus.NE008	E01012264
mm.domus.SC274	S01008218
mm.ace.1277	E01018024
mm.hha.032	E01018958
mm.domus.SE139	E01031766
mm.domus.SE441	E01033209
mm.ace.1179	E01009642
mm.domus.SE247	E01015861
mm.domus.SC127	E01032809
mm.domus.SC005	S01006646
mm.aim.0598	E01016036
mm.Mus70Cal.005	E01018878
mm.Mus70Cal.022	E01024661
mm.Mus70Cal.019	E01032740
mm.domus.NW164	E01033681
mm.misc.111	E01020466
mm.wiki.137	E01016014
mm.domus.SW087	E01031955
mm.domus.NW187	E01019360
mm.domus.NW027	E01018651
mm.domus.WA075	W01000063
mm.domus.SE535	E01024483
mm.domus.SE133	E01030428
mm.Mus70Cal.003	E01030091
mm.wiki.168	E01003847
mm.misc.081	E01004644
mm.domus.NW162	E01024860
mm.domus.WM040	E01031324
mm.domus.SE470	E01033090
mm.domus.YH150	E01033068
mm.domus.NW013	E01005136
mm.domus.SE458	E01020910
mm.domus.SE091	E01030440
mm.wiki.229	E01024597
mm.domus.SC137	S01009003
mm.mgs.396	S01012387
mm.aim.0774	E01013369
mm.misc.087	E01017140
mm.mgs.336	S01010677
mm.hha.148	E01020867
mm.domus.WA021	W01000454
mm.domus.SW177	E01014448
mm.aim.0778	E01012564
mm.wiki.265	E01026179
mm.aim.0779	E01019283
mm.wiki.266	E01026400
mm.wiki.003	E01017443
mm.aim.0781	E01016774
mm.wiki.267	E01026184
mm.wiki.268	E01026372
mm.domus.SE057	E01004270
mm.wiki.384	E01010716
mm.domus.NW153	E01019259
mm.domus.SW074	E01015476
mm.aim.0784	E01014062
mm.domus.SE428	E01015622
mm.aim.0786	E01006895
mm.misc.043	E01019310
mm.hha.179	S01007631
mm.domus.SE092	E01018156
mm.domus.SE261	E01024649
mm.misc.030	E01024649
mm.domus.SE078	E01024646
mm.aim.0788	E01024646
mm.domus.SE474	E01001642
mm.aim.0790	E01021918
mm.ace.1212	E01021955
mm.domus.SE094	E01033415
mm.wiki.372	E01009745
mm.domus.YH015	E01011241
mm.domus.SW195	E01020367
mm.domus.SW010	E01014542
mm.wiki.209	E01023724
mm.domus.SE564	E01003689
mm.ace.1243	E01029461
mm.ace.1260	E01020910
mm.ace.1284	E01018914
mm.aim82M.055	E01018892
mm.domus.WA059	W01001726
mm.domus.SC259	S01012719
mm.domus.SC177	S01008675
mm.wiki.358	E01030620
mm.aim82NM.107	E01020979
mm.mgs.289	S01012185
mm.aim.0795	E01019791
mm.aim82NM.097	E01019869
mm.misc.122	E01026765
mm.hha.015	E01016130
mm.domus.EM080	E01019572
mm.aim.0797	W01000487
mm.domus.SE100	E01023444
mm.domus.WA062	W01001171
mm.domus.WA014	W01000240
mm.mald.130	W01000241
mm.domus.NW141	E01025288
mm.domus.NW045	E01025342
mm.domus.NW152	E01025342
mm.wiki.306	E01013369
mm.domus.SW072	E01015583
mm.domus.YH171	E01027770
mm.domus.YH089	E01027766
mm.wiki.138	E01021430
mm.aim.0803	E01017486
mm.domus.YH170	E01027780
mm.domus.YH159	E01027780
mm.wiki.200	E01023066
mm.hha.125	E01027665
mm.domus.YH088	E01027705
mm.mald.132	W01001411
mm.domus.SE486	E01028653
mm.domus.SC130	S01010282
mm.domus.SE097	E01033421
mm.musa.199	E01020936
mm.ace.1264	E01027374
mm.ace.1209	E01026735
mm.mgs.286	S01012458
mm.domus.SC056	S01007583
mm.domus.WA061	W01000480
mm.MDN.023	E01031024
mm.domus.YH087	E01027831
mm.domus.NW131	E01005482
mm.domus.SE219	E01023011
mm.aim.0811	E01026979
mm.domus.EM045	E01013788
mm.fcm.214	95GG27S2
mm.hha.135	E01018431
mm.hha.055	E01022176
mm.hha.149	E01020863
mm.ace.1166	E01032122
mm.musa.289	E01027484
mm.domus.SW049	E01014370
mm.wiki.004	E01017435
mm.musa.290	E01024539
mm.mgs.375	S01007287
mm.domus.YH056	E01007714
mm.misc.071	E01015285
mm.aim.0812	E01027124
mm.domus.YH084	E01027804
mm.wiki.350	E01030138
mm.musa.291	E01032797
mm.domus.SE141	E01017032
mm.domus.SE495	E01026625
mm.domus.WM021	E01028946
mm.ace.1131	E01033595
mm.ace.1135	E01004716
mm.domus.SE590	E01026769
mm.domus.WM038	E01028844
mm.domus.SE511	E01033572
mm.domus.SW088	E01020017
mm.domus.SE064	E01018238
mm.domus.SE095	E01023224
mm.domus.SE093	E01004293
mm.domus.YH149	E01033019
mm.domus.SE123	E01023136
mm.domus.SE119	E01030428
mm.domus.SE434	E01023238
mm.domus.SE098	E01023136
mm.misc.135	E01016400
mm.domus.WM090	E01033623
mm.aim82M.038	E01009757
mm.musa.292	W01000130
mm.domus.SE568	E01004688
mm.aim.0817	E01004727
mm.mgs.323	S01010275
mm.aim.0818	E01000946
mm.domus.SW132	E01018809
mm.ace.1152	E01013481
mm.domus.YH002	E01033070
mm.domus.SE157	E01031946
mm.domus.SE158	E01032798
mm.domus.SE164	E01023263
mm.aim.1180	E01021818
mm.domus.SE165	E01023264
mm.domus.SC180	S01010267
mm.aim.1182	E01002901
mm.domus.NI011	95CC22W1
mm.domus.EM068	E01032875
mm.domus.EM077	E01026147
mm.domus.SE150	E01030784
mm.domus.SE363	E01004321
mm.domus.SE453	E01017067
mm.musa.293	E01016196
mm.domus.SE362	E01023224
mm.musa.294	E01030247
mm.domus.SE350	E01022798
mm.domus.SE103	E01026822
mm.ace.1245	E01005210
mm.domus.SE213	E01016969
mm.domus.SW192	E01014370
mm.domus.YH130	E01027678
mm.domus.WM098	E01031316
mm.domus.SC183	S01008675
mm.domus.SC184	S01008677
mm.domus.WM077	E01031235
mm.domus.SW130	E01033154
mm.domus.SE457	E01020910
mm.nimc.025	95GG20S1
mm.misc.089	E01004733
mm.domus.WA082	W01000111
mm.ace.1165	E01014542
mm.musa.295	E01015477
mm.domus.SE349	E01023656
mm.domus.SC152	S01012458
mm.domus.EM056	E01028404
mm.domus.EM044	E01028404
mm.domus.NW175	E01025513
mm.domus.WM146	E01031145
mm.wiki.389	E01011236
mm.domus.WM020	E01031145
mm.musa.296	E01031145
mm.wiki.056	E01019280
mm.wiki.015	E01018225
mm.domus.SE391	E01016613
mm.domus.SE085	E01030908
mm.wiki.299	E01027067
mm.ace.1280	E01027060
mm.domus.NW195	
mm.aim82M.059	S01013110
mm.domus.YH027	E01033265
mm.domus.NW165	E01025105
mm.domus.NW120	E01019350
mm.domus.SW110	E01015285
mm.domus.SE432	E01031464
mm.mald.135	W01000243
mm.domus.EM072	E01013802
mm.wiki.057	E01019376
mm.aim.0440	E01017337
mm.domus.SE462	E01021117
mm.domus.SE586	E01021117
mm.domus.SE347	E01021117
mm.domus.YH081	E01027777
mm.domus.NE047	E01008766
mm.musa.297	E01002899
mm.domus.NW064	E01005412
mm.domus.SE348	E01022076
mm.mald.163	W01000003
mm.domus.SE449	E01026860
mm.domus.SW129	E01020173
mm.domus.NW136	E01032907
mm.musa.298	E01014370
mm.domus.SW154	E01018793
mm.aim82NM.108	E01014453
mm.domus.SW241	E01015135
mm.Mus70Cal.008	E01008255
mm.musa.299	E01004051
mm.hha.146	E01025456
mm.musa.300	E01022984
mm.domus.WM078	E01029526
mm.wiki.184	E01004736
mm.hha.039	E01019951
mm.wiki.464	S01007284
mm.musa.301	E01021548
mm.domus.SC185	S01007107
mm.wiki.289	E01026718
mm.domus.SE019	E01024244
mm.domus.SC059	S01007555
mm.domus.WM068	E01009046
mm.hha.194	
mm.aim.1258	S01007597
mm.misc.167	E01018279
mm.wiki.351	E01030209
mm.domus.SE493	E01030174
mm.fcm.221	S01012404
mm.hha.126	E01027796
mm.domus.SC260	S01011827
mm.domus.SW101	E01032661
mm.domus.YH085	E01027804
mm.misc.026	E01027806
mm.hha.093	E01013326
mm.domus.WA065	W01000512
mm.domus.SE507	E01002820
mm.domus.WA024	W01000623
mm.hha.175	S01011928
mm.domus.SC186	S01010032
mm.domus.SC182	S01007701
mm.aim.0858	S01009715
mm.ace.1205	E01024805
mm.domus.SC188	S01009711
mm.mgs.313	S01010013
mm.aim82NM.110	S01012008
mm.aim.0050	S01012565
mm.domus.SC094	S01011232
mm.aim82NM.111	S01012263
mm.domus.SC284	S01008849
mm.mgs.350	S01009277
mm.ace.1261	E01017140
mm.domus.SE431	E01021071
mm.MDN.016	95TT02W1
