project_id	LSOA2011_GSS
mm.ace.1115	E01017347
mm.fcm.083	E01032645
mm.fcm.082	E01020532
mm.aim82M.011	E01019757
mm.aim.0265	E01033039
mm.ace.327	E01026351
mm.domus.NE028	E01033554
mm.domus.SC181	S01007691
mm.ace.1286	E01025923
mm.domus.SE154	E01026891
mm.domus.SE419	E01021026
mm.aim.0441	E01022795
mm.wiki.256	E01026046
mm.domus.NW086	E01019156
mm.aim.0269	E01026199
mm.aim82NM.041	E01014891
mm.aim82NM.043	W01000132
mm.domus.SC099	S01007444
mm.aim82NM.039	E01016952
mm.domus.SE467	E01024590
mm.domus.YH053	E01007645
mm.musa.115	E01025926
mm.mgs.311	S01007873
mm.domus.SE439	E01028606
mm.hha.133	E01018444
mm.ace.1156	E01002955
mm.domus.SE258	E01030534
mm.domus.NE012	E01012078
mm.hha.003	E01017814
mm.domus.SW042	E01032644
mm.Mus70Cal.011	E01013221
mm.domus.SC100	S01012638
mm.aim82M.012	S01013107
mm.domus.NW053	E01019376
mm.domus.SE500	E01033209
mm.domus.SE257	E01033211
mm.domus.SE459	E01024254
mm.wiki.329	E01029336
mm.domus.NI002	95NN07S2
mm.domus.SE579	E01000747
mm.domus.NI019	95NN07S2
mm.domus.SW106	E01022353
mm.domus.SE582	E01032740
mm.misc.041	S01007560
mm.domus.WM055	E01032359
mm.hha.177	S01007559
mm.aim82NM.054	E01021143
mm.hha.181	S01007288
mm.aim.0280	E01009757
mm.domus.WM043	E01009757
mm.domus.WM138	E01028828
mm.domus.SC311	S01007043
mm.domus.SC238	S01011048
mm.misc.077	S01011048
mm.wiki.407	E01028336
mm.domus.SE018	E01004069
mm.aim.0282	S01007627
mm.aim.0283	S01007897
mm.domus.SC054	S01007589
mm.domus.SC102	S01007870
mm.mgs.303	S01008289
mm.aim.0284	S01010772
mm.domus.SC103	S01013099
mm.aim.0287	S01007708
mm.wiki.498	S01012547
mm.domus.SC104	S01009308
mm.domus.NW169	E01006087
mm.musa.116	E01004714
mm.aim82NM.044	S01009282
mm.domus.SC296	S01012008
mm.wiki.082	E01019902
mm.wiki.143	E01022387
mm.hha.171	S01007205
mm.aim.0288	S01007301
mm.mgs.075	S01007370
mm.musa.117	S01010770
mm.misc.174	E01020289
mm.domus.SW210	E01029325
mm.domus.SW206	E01029325
mm.hha.167	S01010684
mm.domus.SE256	E01030222
mm.domus.NE052	E01033164
mm.domus.NE022	E01020702
mm.wiki.095	E01020704
mm.wiki.094	E01020836
mm.domus.NE020	E01033164
mm.domus.NE053	E01033221
mm.domus.NE054	E01033221
mm.wiki.144	E01022374
mm.wiki.123	E01021503
mm.domus.YH141	E01010834
mm.aim82NM.004	E01019340
mm.wiki.435	W01000673
mm.musa.118	W01001958
mm.domus.SW211	E01014870
mm.domus.NW179	E01025199
mm.domus.EM005	E01027353
mm.musa.119	E01021410
mm.wiki.371	E01032886
mm.aim.0292	S01007310
mm.domus.SE591	E01030237
mm.domus.SE442	E01021662
mm.aim.0295	E01024613
mm.wiki.501	E01017309
mm.musa.120	E01022046
mm.domus.SE032	E01031742
mm.domus.NW054	E01012644
mm.wiki.245	E01025927
mm.musa.121	E01018895
mm.domus.YH160	E01010703
mm.aim.0300	E01029021
mm.domus.SE463	E01030850
mm.musa.122	E01020935
mm.wiki.222	E01016130
mm.domus.SE264	E01031991
mm.domus.SE270	E01017093
mm.aim82NM.046	E01030154
mm.aim.0302	W01001460
mm.fcm.090	E01027787
mm.domus.SE587	E01024429
mm.wiki.472	S01008675
mm.mgs.345	S01008661
mm.aim82NM.047	S01008678
mm.hha.043	E01020389
mm.aim82NM.048	E01030823
mm.domus.SE269	E01030668
mm.domus.WA100	W01000861
mm.misc.106	E01031308
mm.domus.SC126	S01011103
mm.wiki.223	E01024550
mm.aim.0307	E01023077
mm.domus.SE130	
mm.wiki.189	E01005062
mm.domus.YH118	E01011908
mm.domus.SW226	E01015156
mm.domus.SE106	E01026623
mm.domus.NW031	E01005560
mm.aim.1355	E01018793
mm.wiki.467	S01007569
mm.hha.091	E01026315
mm.domus.SE268	E01030307
mm.musa.126	E01007388
mm.wiki.001	E01017550
mm.aim.0310	E01023539
mm.ace.1100	E01001615
mm.hha.070	E01018128
mm.domus.SE267	E01018025
mm.domus.YH066	E01027557
mm.domus.SE460	E01022929
mm.ace.045	E01001450
mm.misc.108	E01014202
mm.domus.NW150	E01018465
mm.domus.SE265	E01021818
mm.ace.1114	E01013241
mm.ace.1145	E01029526
mm.domus.WA078	W01000394
mm.domus.EM037	E01019661
mm.domus.SE190	E01000403
mm.ace.1250	E01015958
mm.ace.1120	E01033141
mm.domus.SE271	E01021578
mm.misc.057	E01016567
mm.domus.WM062	E01014285
mm.hha.080	E01030094
mm.misc.038	E01020016
mm.musa.129	E01020016
mm.wiki.336	E01029336
mm.domus.SW044	E01019919
mm.musa.130	E01007340
mm.ace.1153	E01022824
mm.domus.EM012	E01019615
mm.fcm.279	S01012310
mm.domus.SC111	S01012315
mm.nimc.026	95FF01S2
mm.domus.YH064	E01033070
mm.domus.SW161	E01019894
mm.domus.SE126	E01026747
mm.domus.SC236	S01011154
mm.domus.SW018	E01018840
mm.MDN.035	E01029478
mm.domus.SE125	E01004761
mm.musa.132	E01029057
mm.wiki.110	E01021147
mm.ace.1259	E01023113
mm.wiki.157	E01032646
mm.domus.SW052	E01014372
mm.musa.135	E01021401
mm.domus.SE543	E01026766
mm.ace.1143	E01030163
mm.musa.136	E01026720
mm.domus.SE521	E01000899
mm.aim82NM.050	
mm.domus.YH134	E01033104
mm.wiki.213	E01033239
mm.domus.SC117	S01011891
mm.domus.NI003	95PP20W1
mm.domus.NI021	95GG28S1
mm.domus.SC298	S01012414
mm.domus.SC112	S01009696
mm.aim.0335	E01021234
mm.aim.0336	E01027829
mm.domus.SW047	E01020339
mm.wiki.224	E01024804
mm.wiki.124	E01021412
mm.wiki.485	S01011152
mm.aim82NM.133	E01023155
mm.mgs.392	S01010819
mm.domus.SE513	E01033736
mm.aim.0340	W01001939
mm.hha.022	E01021057
mm.domus.SE588	E01023644
mm.aim82NM.049	E01027044
mm.domus.SE099	E01031505
mm.fcm.098	E01026770
mm.domus.YH161	E01013222
mm.domus.SE375	E01032797
mm.aim.0342	E01015617
mm.musa.138	E01018886
mm.wiki.100	E01012937
mm.domus.NI035	95HH04S1
mm.domus.SW118	E01029199
mm.domus.NW043	E01025584
mm.wiki.158	E01004761
mm.Mus70Cal.020	E01005173
mm.domus.SE289	E01024553
mm.domus.EM097	E01028411
mm.hha.154	S01012332
mm.domus.SE222	E01032664
mm.domus.NI029	95PP12W1
mm.wiki.061	E01019258
mm.domus.SE021	E01003013
mm.wiki.111	E01021003
mm.fcm.100	S01011088
mm.domus.SE077	E01033212
mm.hha.187	W01001119
mm.domus.SE288	E01017701
mm.domus.WM061	E01014331
mm.hha.044	E01020535
mm.aim82NM.045	E01023022
mm.ace.1157	E01023022
mm.mgs.292	S01007024
mm.musa.140	E01017194
mm.domus.WM003	E01032226
mm.aim.0350	E01026897
mm.aim.0351	E01016110
mm.ace.1233	E01022815
mm.domus.SE438	
mm.wiki.101	E01013099
mm.wiki.273	E01007230
mm.domus.SE286	E01001407
mm.mgs.415	S01010429
mm.fcm.102	E01020468
mm.wiki.031	E01019027
mm.ace.1142	E01031942
mm.domus.WM053	E01029778
mm.domus.NI005	95MM28W1
mm.mgs.394	S01007127
mm.aim.0353	E01028653
mm.misc.095	E01004818
mm.misc.029	E01004736
mm.ace.1124	E01033333
mm.domus.SE274	E01000883
mm.domus.SC113	S01007707
mm.wiki.126	E01022011
mm.domus.SW246	E01029045
mm.domus.SE273	E01022078
mm.domus.SE047	E01001915
mm.domus.NW168	E01019179
mm.hha.036	E01020044
mm.domus.NE021	E01027358
mm.wiki.240	E01025001
mm.domus.SC045	S01006994
mm.domus.EM031	E01026384
mm.domus.SE281	E01029920
mm.domus.SC230	S01010687
mm.mgs.281	S01010274
mm.domus.SW098	E01019029
mm.domus.NW078	E01005434
mm.musa.141	E01010046
mm.mgs.377	S01006907
mm.mgs.293	S01006931
mm.domus.NW147	E01006512
mm.nimc.036	95JJ10W1
mm.wiki.357	E01030531
mm.wiki.024	E01018591
mm.misc.143	E01024912
mm.ace.1202	E01024912
mm.wiki.258	E01026099
mm.domus.SW227	E01018991
mm.domus.SE022	E01001777
mm.wiki.193	E01017034
mm.wiki.180	E01002820
mm.aim82M.014	W01000399
mm.wiki.367	E01031049
mm.aim82NM.058	E01027577
mm.domus.WM142	E01032309
mm.domus.NE075	E01027513
mm.domus.SW011	E01033344
mm.domus.YH065	E01027770
mm.aim.0370	
mm.wiki.032	E01018849
mm.fcm.107	S01010684
mm.wiki.127	E01021872
mm.domus.SE396	E01022630
mm.domus.SW063	E01020443
mm.domus.SC009	S01012576
mm.domus.WM054	E01014302
mm.hha.173	S01007247
mm.musa.142	E01026739
mm.aim.0373	S01010263
mm.domus.SC318	S01010271
mm.mgs.314	S01010043
mm.domus.SW064	E01029046
mm.wiki.327	E01029046
mm.hha.192	95QQ10W1
mm.domus.SC270	S01007325
mm.aim82M.015	S01010954
mm.wiki.480	S01010685
mm.domus.SC114	S01007282
mm.domus.SC115	S01010509
mm.hha.081	E01030176
mm.misc.115	E01017528
mm.aim.0378	E01014588
mm.domus.SW066	E01032937
mm.aim82NM.051	E01032937
mm.domus.SW079	E01022347
mm.musa.145	E01022466
mm.hha.023	E01021054
mm.domus.WA034	W01001955
mm.domus.SE276	E01032748
mm.domus.SE282	E01030916
mm.MDN.008	E01013357
mm.domus.SW117	E01020457
mm.aim.1063	E01003929
mm.wiki.083	E01015186
mm.hha.013	E01032814
mm.aim82M.017	E01019634
mm.hha.024	E01031509
mm.domus.YH063	E01013000
mm.fcm.109	E01026268
mm.domus.SC116	S01006544
mm.aim.0382	E01032353
mm.hha.075	E01023722
mm.misc.181	E01021381
mm.hha.159	S01008243
mm.domus.SE295	E01023258
mm.aim82M.016	E01029129
mm.aim82M.018	W01000775
mm.mald.055	W01000776
mm.domus.SC118	S01007613
mm.aim82NM.052	S01011814
mm.domus.SC119	S01006884
mm.aim82M.019	W01000306
mm.wiki.112	E01016959
mm.domus.SC087	S01009235
mm.domus.SE052	E01000854
mm.domus.EM029	E01026323
mm.domus.SC121	S01010546
mm.domus.YH143	E01027567
mm.domus.YH026	E01033264
mm.wiki.225	E01024317
mm.domus.SE045	E01024257
mm.domus.NE023	E01011974
mm.domus.NI034	95ZZ10W1
mm.wiki.128	E01021411
mm.musa.270	E01028404
mm.wiki.248	E01025701
mm.domus.SW212	E01032043
mm.hha.025	E01021115
mm.aim.0389	E01022067
mm.domus.NE057	E01008397
mm.musa.149	W01000146
mm.aim.0393	E01005482
mm.domus.NW056	E01033653
mm.domus.NE009	E01012267
mm.domus.EM023	E01013920
mm.domus.WA070	W01000296
mm.domus.SC010	S01012576
mm.aim.1190	S01012220
mm.domus.SE275	E01001676
mm.ace.399	E01033736
mm.domus.SE114	E01026452
mm.aim.0400	S01007681
mm.wiki.418	95XX13W1
mm.ace.1088	E01033248
mm.domus.SE527	E01028612
mm.wiki.454	W01001515
mm.hha.092	E01026316
mm.Mus70Cal.029	E01008829
mm.domus.SC122	S01010719
mm.domus.NW125	E01018326
mm.misc.101	E01020563
mm.domus.NW185	
mm.domus.SE024	E01004736
mm.musa.151	
mm.domus.SE436	
mm.misc.053	
mm.musa.153	E01030468
mm.domus.SE284	E01030455
mm.domus.SE290	E01030455
mm.domus.SE303	E01032739
mm.musa.156	E01031486
mm.domus.SE285	E01016130
mm.domus.NW022	E01019204
mm.domus.NE041	E01012117
mm.domus.EM096	E01026113
mm.domus.SE302	E01002562
mm.domus.EM112	E01013607
mm.musa.157	E01003939
mm.mald.058	W01000199
mm.musa.158	W01000649
mm.domus.WM076	E01031160
mm.aim.0405	E01018451
mm.wiki.489	S01011827
mm.domus.SE026	E01001762
mm.aim.0406	E01017677
mm.wiki.459	S01006978
mm.hha.086	E01019599
mm.domus.WM115	E01009958
mm.aim.0407	E01024745
mm.domus.NW190	E01019291
mm.domus.SW225	E01022466
mm.domus.SE301	E01030243
mm.domus.NW110	E01004802
mm.ace.039	E01000331
mm.domus.WM030	E01031235
mm.aim.0410	E01025809
mm.domus.SC247	S01012381
mm.domus.SE208	E01021387
mm.domus.SE552	E01003819
mm.aim82NM.062	E01019598
mm.wiki.377	E01021169
mm.ace.1175	E01003823
mm.domus.SE127	
mm.ace.1087	E01032395
mm.domus.SE508	E01033595
mm.domus.YH140	E01033104
mm.musa.160	E01007971
mm.domus.EM074	E01025795
mm.misc.027	E01027806
mm.domus.NI004	95MM28W1
mm.domus.EM093	E01019520
mm.hha.054	E01022380
mm.domus.SW213	E01020509
mm.domus.YH060	E01011561
mm.wiki.288	E01026902
mm.domus.EM009	E01028041
mm.domus.YH059	E01027654
mm.domus.SE148	E01021868
mm.musa.162	E01020292
mm.Mus70Cal.025	E01018955
mm.domus.NW085	E01033223
mm.domus.SE030	E01002162
mm.hha.037	E01020292
mm.domus.NE079	E01012000
mm.hha.186	W01000309
mm.domus.WM131	E01031234
mm.fcm.114	E01033345
mm.hha.115	E01032432
mm.musa.163	E01021998
mm.musa.164	E01021997
mm.musa.165	E01021998
mm.domus.SE300	E01030933
mm.domus.SE490	E01021002
mm.domus.SE298	E01020992
mm.domus.SE299	E01021003
mm.domus.NW191	E01005822
mm.domus.SE554	E01030467
mm.wiki.208	E01023926
mm.domus.WA011	W01000026
mm.musa.166	
mm.domus.SE297	E01022954
mm.wiki.131	E01021284
mm.domus.WA103	W01000568
mm.domus.SE294	E01030113
mm.aim.0420	E01002353
mm.domus.SC145	S01012368
mm.wiki.053	E01019356
mm.domus.NW057	E01025040
mm.aim82NM.124	E01030821
mm.misc.175	E01019895
mm.wiki.033	E01018983
mm.aim.0422	E01029164
mm.wiki.259	E01013251
mm.domus.NE066	E01012354
mm.aim.0423	95PP20W1
mm.domus.NE024	E01011993
mm.aim.0425	E01019880
mm.Mus70Cal.017	S01007641
mm.wiki.075	E01019437
mm.aim.1223	E01002192
mm.domus.SC123	S01010270
mm.domus.NE040	E01027381
mm.domus.NW011	E01005160
mm.wiki.190	E01005160
mm.musa.168	E01021164
mm.wiki.260	E01026200
mm.musa.169	E01026200
mm.hha.071	E01021398
mm.domus.YH058	E01013095
mm.domus.NW079	E01019129
mm.wiki.201	E01014054
mm.domus.NW183	E01025378
mm.ace.127	E01025378
mm.ace.1228	E01027780
mm.domus.SW172	E01018885
mm.domus.SE293	E01031641
mm.wiki.363	E01031202
mm.MDN.010	E01033010
mm.misc.127	E01023496
mm.domus.YH116	E01010887
mm.domus.YH117	E01011923
mm.wiki.181	E01004293
mm.domus.SE162	E01028521
mm.domus.SE376	E01032797
mm.domus.SC218	S01006671
mm.domus.WM058	E01009642
mm.domus.WM108	E01014010
mm.domus.WM144	E01014092
mm.aim.0430	W01001901
mm.domus.SC225	S01008425
mm.aim.0431	E01019388
mm.misc.067	S01008266
mm.domus.SE292	E01024073
mm.domus.NW065	E01019343
mm.domus.SW099	E01014407
mm.domus.SE291	E01023478
mm.aim82NM.059	E01023473
mm.misc.117	E01023583
mm.misc.116	E01023860
mm.hha.062	E01029278
mm.ace.1224	E01011991
mm.hha.014	E01024420
mm.musa.171	E01027476
mm.domus.NE062	E01027476
mm.nimc.009	95JJ04S2
mm.mgs.409	S01008799
mm.hha.009	E01022513
mm.hha.045	E01020350
mm.fcm.120	S01010569
mm.domus.SC120	S01010531
mm.domus.SC124	S01010696
mm.mgs.378	S01009684
mm.domus.NW174	E01019356
mm.MDN.015	95SS15S2
mm.wiki.012	E01018151
mm.domus.EM109	E01025852
mm.domus.NW091	E01006272
mm.domus.SE548	E01023225
mm.mgs.410	S01012324
mm.domus.SC017	S01007661
mm.aim.0443	S01010760
mm.domus.SE311	E01023653
mm.misc.196	E01004027
mm.MDN.018	95GG29S1
mm.ace.1161	E01029874
mm.ace.1223	E01017034
mm.domus.SE037	E01002577
mm.hha.144	E01024921
mm.domus.SW031	E01014381
mm.wiki.054	E01019357
mm.hha.077	E01026763
mm.aim.0447	E01031521
mm.domus.SE310	E01021648
mm.aim82NM.060	E01018872
mm.domus.YH013	E01011076
mm.domus.SW023	E01022141
mm.domus.SW053	E01020293
mm.domus.WA038	W01000037
mm.domus.YH072	E01011420
mm.wiki.439	W01000146
mm.ace.1192	E01004099
mm.wiki.160	E01002704
mm.wiki.311	E01028486
mm.mgs.411	S01013455
mm.wiki.145	E01022269
mm.domus.SE309	E01003254
mm.domus.YH071	E01013049
mm.domus.SE166	E01023263
mm.domus.YH070	E01011459
mm.domus.SE308	E01031636
mm.wiki.191	E01004890
mm.domus.SC125	S01007179
mm.wiki.496	S01012388
mm.aim.0959	E01025965
mm.hha.078	E01026695
mm.wiki.161	E01003953
mm.domus.SC047	S01007225
mm.wiki.162	E01000953
mm.domus.NW194	
mm.wiki.084	E01020202
mm.aim82M.020	E01031617
mm.musa.175	S01013454
mm.domus.WM145	E01028992
mm.fcm.124	E01022083
mm.domus.SE447	E01004736
mm.domus.NE078	E01027484
mm.domus.SE307	E01016988
mm.aim.1085	E01022829
mm.wiki.304	E01027782
mm.musa.001	E01020936
mm.mald.062	W01000494
mm.aim.0456	E01007194
mm.domus.YH016	E01011107
mm.domus.SC046	S01010731
mm.domus.SE514	E01017870
mm.aim.0459	E01016130
mm.domus.YH137	E01033104
mm.domus.YH133	E01033104
mm.aim82M.021	E01027483
mm.aim.0461	E01033438
mm.mgs.298	S01012909
mm.domus.SC244	S01010379
mm.domus.SC243	S01010379
mm.wiki.194	E01023051
mm.hha.138	E01019338
mm.wiki.129	E01021634
mm.domus.SE035	E01024525
mm.aim82NM.064	E01026444
mm.domus.SE545	E01030119
mm.domus.SE455	E01031568
mm.domus.SE532	E01024755
mm.musa.178	E01029199
mm.domus.SW054	E01020113
mm.aim.0466	E01010692
mm.ace.1140	E01013177
mm.aim.0467	E01003933
mm.ace.1173	E01018238
mm.ace.1174	E01006157
mm.Mus70Cal.016	E01002899
mm.Mus70Cal.018	S01007641
mm.wiki.130	E01021458
mm.domus.YH164	E01010716
mm.domus.SC267	S01012255
mm.domus.SE038	E01000914
mm.mgs.278	S01007001
mm.aim.0470	W01000545
mm.ace.1231	E01033756
mm.MDN.021	95QQ07W1
mm.hha.182	S01007311
mm.mgs.332	S01007311
mm.mgs.341	S01007311
mm.domus.SC106	S01009389
mm.domus.SC149	S01010627
mm.mgs.125	S01006975
mm.mgs.412	S01007287
mm.musa.180	S01007287
mm.aim.0471	S01007304
mm.domus.SE304	E01030025
mm.domus.SE167	E01029994
mm.domus.EM039	E01027336
mm.domus.NI006	95SS13S1
mm.fcm.130	95GG18S2
mm.misc.109	E01014148
mm.domus.WM141	E01028922
mm.wiki.298	E01027252
mm.hha.139	E01019090
mm.fcm.131	95OO11W1
mm.aim.0478	
mm.misc.146	S01010678
mm.wiki.214	E01017335
mm.wiki.215	E01017369
mm.domus.SE315	E01017310
mm.domus.SW111	E01019077
mm.domus.SE316	E01002725
mm.domus.SE039	E01000913
mm.domus.WM106	E01029695
mm.musa.032	S01007275
mm.domus.WM127	E01014148
mm.mgs.334	S01008852
mm.domus.SC004	S01006586
mm.Mus70Cal.006	S01007762
mm.domus.SC006	S01012378
mm.ace.1111	E01022591
mm.wiki.497	S01012387
mm.domus.NE005	E01008604
mm.domus.SC147	S01012353
mm.domus.WM051	E01010371
mm.domus.SE571	
mm.aim82M.029	
mm.domus.SE321	
mm.musa.182	
mm.musa.183	E01021002
mm.aim.0485	E01022432
mm.aim.0486	E01000863
mm.domus.SE040	E01000863
mm.domus.SE332	E01000203
mm.domus.EM064	E01013607
mm.domus.SE061	E01017469
mm.aim.0490	E01015589
mm.domus.SW055	E01032014
mm.wiki.002	E01015697
mm.musa.184	S01008257
mm.domus.SC229	S01012689
mm.fcm.137	E01026823
mm.musa.186	E01019499
mm.wiki.474	S01008677
mm.domus.SE028	E01017759
mm.domus.SW056	E01022459
mm.mgs.304	S01008288
mm.domus.SC302	S01007596
mm.misc.145	S01012048
mm.aim.0448	E01017386
mm.domus.YH029	E01033070
mm.domus.WM070	E01009186
mm.domus.WA039	W01001307
mm.domus.WM147	W01000486
mm.domus.NW040	E01025099
mm.mald.066	W01000104
mm.domus.SE041	E01000896
mm.domus.EM087	E01019472
mm.MDN.026	E01029576
mm.domus.SW039	E01032643
mm.domus.EM040	E01025945
mm.aim.0496	E01010700
mm.wiki.383	E01010710
mm.wiki.388	E01027565
mm.hha.178	S01011308
mm.domus.YH021	E01033262
mm.ace.1293	E01027005
mm.domus.SE423	E01001932
mm.domus.SE161	E01028762
mm.domus.SC146	S01012339
mm.fcm.139	E01021443
mm.domus.SC031	S01010384
mm.musa.188	E01003828
mm.domus.NE083	E01033262
mm.domus.NW023	E01019365
mm.wiki.364	E01031256
mm.wiki.164	E01004761
mm.domus.SW114	E01031854
mm.ace.1150	E01002824
mm.domus.SE320	E01024420
mm.musa.189	E01033213
mm.domus.SE489	E01024402
mm.aim.0503	E01024803
mm.domus.SE451	E01024335
mm.ace.1158	E01032807
mm.domus.SE483	E01024388
mm.hha.082	E01029900
mm.wiki.063	E01019105
mm.domus.NW088	E01019105
mm.domus.SE377	E01017958
mm.ace.1222	E01003847
mm.misc.141	E01003847
mm.Mus70Cal.012	E01032450
mm.domus.WM028	E01032450
mm.domus.WA083	W01000671
mm.domus.SW237	E01019891
mm.ace.1182	E01020889
mm.domus.SC287	S01007313
mm.misc.155	S01008031
mm.domus.SC144	S01011792
mm.wiki.488	S01011294
mm.domus.NW127	E01018366
mm.aim.0512	E01018874
mm.aim.0513	E01023152
mm.domus.SW187	E01029085
mm.misc.035	E01027805
mm.wiki.286	E01026698
mm.domus.WA044	W01000423
mm.domus.NW049	E01033071
mm.domus.NE039	E01027377
mm.domus.YH068	E01007645
mm.domus.SW027	E01020169
mm.wiki.210	E01023745
mm.hha.019	E01028736
mm.domus.SW214	E01020410
mm.domus.SE042	E01002964
mm.aim.0516	E01014972
mm.domus.WM071	E01014034
mm.domus.SC086	S01009245
mm.ace.1147	E01027604
mm.domus.SC082	S01011811
mm.aim.0518	E01003934
mm.aim82NM.065	S01009479
mm.domus.SC050	S01009479
mm.domus.NE038	E01032560
mm.ace.1257	E01011488
mm.mgs.279	S01007274
mm.domus.YH132	E01027678
mm.hha.076	E01023786
mm.domus.SW238	E01020047
mm.domus.SE533	E01024471
mm.aim.0521	E01018606
mm.aim82M.022	E01002181
mm.domus.SE322	S01007641
mm.misc.054	
mm.domus.WM143	E01009920
mm.aim82NM.072	E01032522
mm.domus.SW215	E01031942
mm.domus.NW102	E01009741
mm.domus.NE037	E01027381
mm.misc.049	S01011051
mm.domus.SC156	S01010772
mm.domus.NE026	E01008397
mm.domus.SC256	S01009679
mm.aim.0527	E01019386
mm.domus.SE529	E01021118
mm.wiki.328	E01014800
mm.mgs.413	S01008259
mm.wiki.436	W01000527
mm.hha.097	E01027002
mm.domus.SC151	S01012620
mm.misc.103	E01006145
mm.domus.NW081	E01025252
mm.domus.NW137	E01005721
mm.aim.1247	E01025414
mm.musa.191	E01025099
mm.Mus70Cal.013	E01025099
mm.domus.NW046	E01033071
mm.ace.135	E01025099
mm.aim.0528	E01029013
mm.misc.152	S01010506
mm.aim.1101	E01003837
mm.domus.SW046	E01020468
mm.aim.0530	E01019505
mm.domus.SW201	E01018944
mm.domus.SE318	E01030173
mm.aim82NM.066	E01018760
mm.domus.WM081	E01033631
mm.domus.SC155	S01011326
mm.domus.NI036	95QQ07W1
mm.aim.0531	E01024364
mm.mald.068	W01000566
mm.wiki.385	E01011181
mm.aim82NM.084	E01018965
mm.wiki.036	E01018948
mm.fcm.144	E01019392
mm.domus.SC140	S01008939
mm.misc.118	E01029898
mm.domus.SW058	E01018948
mm.domus.NW158	
mm.domus.SE317	E01030082
mm.hha.073	E01021643
mm.aim.0533	E01019009
mm.domus.WM005	E01033253
mm.domus.SE323	E01030552
mm.wiki.202	E01014035
mm.fcm.145	
mm.aim.0535	E01024375
mm.domus.YH008	E01033010
mm.domus.YH003	E01033010
mm.domus.YH006	E01011284
mm.Mus70Cal.014	E01013706
mm.misc.104	E01013613
mm.musa.195	E01015848
mm.domus.SE482	E01017575
mm.hha.145	E01025148
mm.domus.SE043	E01002864
mm.musa.196	S01007004
mm.hha.160	S01008250
mm.domus.WM097	E01014048
mm.domus.SE324	E01023645
mm.domus.WM117	E01029521
mm.musa.197	E01018992
mm.hha.140	E01019377
mm.domus.SE417	E01021038
mm.domus.NW122	E01012644
mm.ace.1101	E01000918
mm.ace.390	E01029526
mm.mgs.356	S01012354
mm.wiki.069	E01019620
mm.domus.SE327	E01023263
mm.domus.SC157	S01008046
mm.musa.201	E01017289
mm.nimc.037	95RR13W1
mm.domus.NI037	95RR14W1
mm.wiki.261	E01026148
mm.aim.0545	E01026060
mm.ace.1132	E01032991
mm.wiki.262	E01026080
mm.domus.NE071	E01027380
mm.domus.NE081	E01027380
mm.MDN.011	95GG39S1
mm.domus.SC158	S01013444
mm.domus.NW167	E01018721
mm.domus.SW244	E01018771
mm.hha.193	95KK07W1
mm.wiki.292	E01026443
mm.wiki.070	E01013523
mm.domus.SW216	E01032004
mm.domus.SE328	E01029898
mm.ace.1191	E01004105
mm.hha.116	E01032218
mm.ace.1093	E01018431
mm.misc.061	W01000673
mm.wiki.460	S01006910
mm.wiki.196	E01032882
mm.domus.SE326	E01031454
mm.domus.NW134	E01006514
mm.domus.NW135	E01007023
mm.domus.SE044	E01003988
mm.wiki.037	E01018881
mm.mald.069	W01001418
mm.mald.071	W01000524
mm.domus.WA072	W01000146
mm.aim.0555	W01000653
mm.mald.072	W01000208
mm.aim.0556	W01000208
mm.domus.WA019	W01000467
mm.aim.0557	W01000134
mm.domus.WA046	W01001508
mm.domus.WA009	W01000089
mm.domus.WA048	W01000095
mm.mald.081	W01000028
mm.mald.079	W01000114
mm.mald.080	W01000543
mm.misc.153	S01007927
mm.aim82NM.068	S01009702
mm.domus.SC161	S01012020
mm.domus.WM072	E01010404
mm.ace.1195	E01020802
mm.domus.SW243	E01022215
mm.domus.SE009	E01000788
mm.domus.SE488	E01030346
mm.domus.SE031	E01002711
mm.fcm.148	E01004735
mm.aim.0559	E01003927
mm.wiki.182	E01001973
mm.wiki.183	E01003059
mm.misc.140	E01032739
mm.aim.0560	E01002407
mm.musa.204	E01001261
mm.musa.205	E01004733
mm.fcm.149	E01004548
mm.aim82M.056	E01004700
mm.domus.SE033	E01004735
mm.wiki.297	E01027017
mm.misc.119	E01029901
mm.domus.SE331	E01030189
mm.musa.208	E01028198
mm.hha.065	E01032081
mm.fcm.150	E01017365
mm.hha.020	E01030478
mm.wiki.486	S01011131
mm.domus.SW163	E01019035
mm.domus.YH009	E01011297
mm.fcm.151	S01007642
mm.ace.1107	E01025720
mm.aim82NM.061	E01026598
mm.domus.EM041	E01026070
mm.domus.SC257	S01012719
mm.misc.170	E01018369
mm.domus.SE576	E01030247
mm.domus.SE424	E01030289
mm.wiki.347	E01030247
mm.domus.SE340	E01023321
mm.domus.WM036	E01033526
mm.wiki.226	E01024431
mm.musa.209	E01024431
mm.hha.046	E01020489
mm.domus.WM059	E01031308
mm.fcm.154	95LL10S1
mm.aim82NM.126	E01017564
mm.aim.0565	E01025792
mm.wiki.038	E01019036
mm.aim.1159	E01021997
mm.musa.210	E01024534
mm.aim.0566	E01026625
mm.domus.SW071	E01015504
mm.domus.NW170	E01018586
mm.domus.SW059	E01020532
mm.aim.0568	E01012516
mm.domus.SW159	E01020126
mm.domus.SE111	E01026699
mm.domus.SW217	E01029211
mm.domus.NW181	E01024992
mm.aim.0570	E01024991
mm.aim82NM.071	E01025020
mm.domus.NW132	E01024991
