project.id	LAD2011_GSS
mm.hha.056	E07000079
mm.wiki.250	E07000132
mm.domus.SW126	E07000050
mm.domus.WM029	E07000221
mm.musa.305	E09000028
mm.domus.SC282	S12000006
mm.domus.YH142	E07000164
mm.wiki.074	E07000039
mm.ace.1133	E07000039
mm.hha.004	E06000037
mm.domus.SE519	E07000241
mm.misc.075	S12000013
mm.wiki.232	E07000113
mm.ace.1162	E08000019
mm.domus.NE055	E08000021
mm.domus.YH024	E08000019
mm.musa.306	E07000190
mm.hha.048	E07000052
mm.domus.SW125	E07000052
mm.misc.097	E07000052
mm.aim.0877	E07000209
mm.musa.307	E09000033
mm.domus.EM057	E06000018
mm.domus.SC040	S12000027
mm.domus.SC039	S12000027
mm.domus.SC306	S12000027
mm.domus.YH112	E08000033
mm.domus.NE029	E08000037
mm.hha.107	E06000051
mm.musa.308	E06000046
mm.domus.SE346	E07000062
mm.domus.WM100	E07000197
mm.wiki.044	E06000052
mm.domus.SE115	E07000147
mm.aim.0881	E07000187
mm.wiki.276	E08000015
mm.aim.0882	E07000111
mm.domus.SC316	S12000044
mm.ace.333	E06000051
mm.domus.WM006	E06000051
mm.domus.WM136	E07000197
mm.wiki.026	E06000050
mm.domus.SW156	E07000040
mm.musa.310	E07000106
mm.domus.NW082	E06000049
mm.domus.YH144	E07000164
mm.domus.SE132	
mm.wiki.251	E07000134
mm.domus.SE570	E09000007
mm.musa.311	E06000046
mm.aim.0625	E07000035
mm.domus.SC246	S12000026
mm.domus.SE536	E07000116
mm.musa.312	E07000113
mm.musa.313	E07000113
mm.domus.NW176	E07000031
mm.hha.168	S12000023
mm.mgs.288	S12000023
mm.domus.SC191	S12000035
mm.domus.YH169	E06000011
mm.fcm.230	S12000017
mm.hha.127	E06000011
mm.domus.SE345	E06000039
mm.mgs.346	S12000038
mm.domus.SE537	E07000105
mm.aim82M.040	E07000079
mm.aim.0892	E08000028
mm.domus.YH115	E08000033
mm.domus.NW106	E08000001
mm.ace.1094	E08000013
mm.wiki.034	E06000052
mm.fcm.231	E09000033
mm.domus.EM075	E07000134
mm.domus.SW224	E07000083
mm.domus.SE072	E07000071
mm.domus.SE160	E09000033
mm.domus.WM132	E08000025
mm.domus.SW158	E07000081
mm.aim.0898	E07000181
mm.domus.SE452	E06000045
mm.aim.0900	E07000028
mm.hha.083	E07000206
mm.wiki.330	E06000022
mm.domus.SW164	E07000191
mm.musa.314	E07000188
mm.domus.SW190	E07000190
mm.domus.SW124	E07000190
mm.domus.SW123	E07000187
mm.domus.NI013	N09000011
mm.hha.180	S12000008
mm.wiki.172	E09000022
mm.aim82NM.113	E07000206
mm.domus.NE076	E08000023
mm.aim.0907	E07000045
mm.fcm.232	E07000110
mm.domus.SE060	E09000028
mm.domus.SW171	E07000043
mm.domus.EM060	E06000018
mm.domus.NW094	E07000126
mm.domus.NE030	E08000023
mm.musa.316	E07000030
mm.aim82NM.118	S12000013
mm.domus.WA063	W06000012
mm.domus.WA071	W06000013
mm.ace.1144	E08000017
mm.ace.1119	E08000018
mm.domus.SE277	E06000045
mm.domus.SE279	E06000045
mm.wiki.104	E06000011
mm.domus.SE246	E06000033
mm.domus.SE195	E06000033
mm.wiki.140	E06000033
mm.domus.SE492	E06000033
mm.aim82NM.115	E08000014
mm.domus.SE343	E06000044
mm.wiki.173	E09000024
mm.hha.098	E07000152
mm.domus.SE430	E07000206
mm.misc.123	E07000206
mm.ace.1275	E07000140
mm.domus.NW171	E08000012
mm.domus.SE422	E07000213
mm.wiki.174	E09000033
mm.domus.SE606	E07000114
mm.domus.WM092	E06000021
mm.domus.SC193	S12000046
mm.domus.NI020	N09000009
mm.domus.YH138	E06000010
mm.aim82M.041	E06000054
mm.domus.SW127	E06000023
mm.domus.SW184	E06000052
mm.aim.0931	E07000240
mm.misc.124	E07000240
mm.Mus70Cal.027	S12000015
mm.domus.SC255	S12000015
mm.domus.SC245	S12000015
mm.domus.SW076	E07000043
mm.musa.319	W06000004
mm.musa.320	E07000106
mm.domus.SE461	E07000091
mm.ace.1211	E09000001
mm.musa.321	E09000001
mm.misc.157	S12000036
mm.domus.WA087	W06000015
mm.aim.0926	E07000228
mm.domus.NW142	E08000013
mm.musa.322	E06000052
mm.fcm.235	E07000147
mm.musa.323	E06000019
mm.domus.WM017	E07000222
mm.aim.0925	E07000138
mm.aim82NM.114	E08000018
mm.domus.SE188	E07000108
mm.domus.NW156	
mm.hha.027	E07000227
mm.musa.325	E08000022
mm.musa.326	E06000052
mm.domus.SW203	E06000052
mm.domus.SC133	S12000046
mm.domus.SE504	E07000011
mm.domus.SW091	E07000041
mm.wiki.170	E09000001
mm.domus.SE104	E07000148
mm.aim82NM.091	
mm.mgs.333	S12000033
mm.domus.SC268	S12000026
mm.ace.1285	E07000147
mm.musa.327	E09000022
mm.wiki.462	S12000041
mm.misc.197	W06000005
mm.misc.178	E07000049
mm.domus.SE361	E07000214
mm.mgs.384	S12000017
mm.domus.WM104	E07000197
mm.MDN.033	E07000197
mm.domus.WM101	E07000197
mm.domus.SE360	E07000009
mm.ace.1183	E08000007
mm.fcm.239	E07000147
mm.aim82M.042	E07000141
mm.domus.EM030	E07000141
mm.domus.SE558	E07000228
mm.hha.090	E07000131
mm.domus.SE359	E06000040
mm.wiki.117	E06000043
mm.musa.328	E07000077
mm.hha.028	E07000225
mm.hha.057	E07000083
mm.aim.0936	E07000049
mm.domus.SW069	E06000030
mm.wiki.242	E07000121
mm.domus.SE496	E09000003
mm.domus.NE031	E08000022
mm.domus.SE358	E07000243
mm.misc.154	S12000008
mm.domus.SE357	E07000227
mm.domus.SC192	S12000030
mm.hha.049	E07000050
mm.domus.NW192	E08000007
mm.domus.NW018	E08000007
mm.domus.NW017	E08000007
mm.domus.SE356	E06000032
mm.wiki.006	E06000056
mm.aim.0941	E07000107
mm.wiki.429	W06000001
mm.misc.159	E06000054
mm.wiki.365	E07000222
mm.musa.329	E07000130
mm.wiki.313	E07000179
mm.domus.WA006	W06000002
mm.aim.0943	E06000056
mm.domus.NW163	E07000031
mm.domus.SW221	E06000054
mm.misc.125	E07000074
mm.hha.007	E07000004
mm.domus.SC307	S12000035
mm.hha.184	W06000010
mm.domus.SE105	E07000148
mm.domus.SC065	S12000006
mm.hha.010	E07000084
mm.wiki.366	E07000221
mm.aim82M.043	E07000221
mm.aim82NM.116	S12000024
mm.domus.SC194	S12000017
mm.ace.1258	E09000027
mm.domus.YH136	E06000010
mm.wiki.016	E07000009
mm.domus.NW068	E06000050
mm.domus.SC195	S12000023
mm.wiki.290	E07000144
mm.ace.1103	E07000032
mm.wiki.045	E06000052
mm.domus.SW167	E07000050
mm.domus.EM086	E07000035
mm.wiki.352	E07000200
mm.misc.036	E07000200
mm.hha.058	E07000083
mm.domus.NW104	E08000012
mm.domus.SE354	E07000200
mm.wiki.354	E07000205
mm.ace.1252	E07000204
mm.wiki.353	E07000205
mm.hha.105	E06000019
mm.domus.EM006	E07000155
mm.domus.SC196	S12000044
mm.domus.NE032	E08000024
mm.aim82NM.010	E06000011
mm.aim.0951	E06000046
mm.ace.1122	E06000020
mm.mgs.301	S12000036
mm.aim.0338	E07000211
mm.domus.SE353	E07000214
mm.wiki.360	E07000209
mm.domus.SE456	E07000061
mm.musa.332	E07000065
mm.misc.126	E07000205
mm.domus.SE523	E09000012
mm.hha.128	E07000164
mm.aim.0956	E07000147
mm.domus.SE135	E07000143
mm.ace.1096	E07000177
mm.musa.334	E07000166
mm.domus.SW169	E07000051
mm.aim.1206	E07000051
mm.misc.016	W06000011
mm.domus.WA033	W06000011
mm.domus.SW070	E06000030
mm.domus.SE352	E07000181
mm.wiki.430	W06000001
mm.hha.002	E09000018
mm.domus.WA099	W06000003
mm.wiki.300	E07000156
mm.domus.WA010	W06000002
mm.domus.NW143	E06000049
mm.wiki.431	W06000001
mm.wiki.017	E07000011
mm.domus.SC269	S12000013
mm.domus.SC273	S12000013
mm.domus.SC197	S12000017
mm.domus.SC290	S12000036
mm.aim82NM.120	S12000028
mm.wiki.087	E07000047
mm.domus.NW189	E08000008
mm.domus.WM024	E07000199
mm.domus.NE048	E08000021
mm.domus.SE565	E07000225
mm.domus.SC198	S12000027
mm.domus.SW131	E07000051
mm.misc.107	E06000020
mm.mgs.282	S12000017
mm.domus.SE017	E09000033
mm.domus.NW099	E08000012
mm.ace.1136	E09000028
mm.domus.SW170	E06000052
mm.domus.EM090	E07000137
mm.domus.NW180	E06000049
mm.ace.1154	E07000047
mm.mgs.372	S12000042
mm.musa.335	E07000052
mm.aim82M.044	E06000005
mm.musa.337	W06000008
mm.domus.SW103	E07000045
mm.domus.SW207	E06000052
mm.domus.YH007	E08000035
mm.domus.WM009	E07000235
mm.domus.WA064	W06000009
mm.musa.339	S12000046
mm.domus.SE372	E07000105
mm.misc.148	E07000052
mm.domus.SW181	E07000079
mm.wiki.146	E07000083
mm.domus.SW135	E07000083
mm.domus.YH073	E08000035
mm.ace.1210	E07000179
mm.musa.340	E09000030
mm.domus.SE371	E06000037
mm.musa.154	E07000077
mm.wiki.424	N09000006
mm.domus.WM025	E07000238
mm.domus.SW107	E06000022
mm.aim.0981	E06000049
mm.aim.0952	E07000214
mm.domus.NI024	N09000002
mm.aim82NM.007	E07000169
mm.wiki.301	E06000057
mm.aim82NM.019	E07000045
mm.domus.NW002	E07000029
mm.wiki.272	E08000012
mm.MDN.017	N09000003
mm.aim.0994	E07000130
mm.domus.SW197	E07000041
mm.aim.1153	E07000187
mm.misc.149	S12000013
mm.domus.EM083	E07000131
mm.aim82M.008	E09000001
mm.misc.046	E06000050
mm.misc.062	E07000194
mm.aim.1004	E07000137
mm.domus.SC299	S12000020
mm.aim.1005	E07000228
mm.misc.076	E08000034
mm.misc.022	E07000105
mm.wiki.495	S12000027
mm.domus.SW017	E06000052
mm.wiki.478	S12000017
mm.aim.1017	E07000066
mm.domus.SE421	E06000055
mm.aim.1020	E09000019
mm.domus.WM074	E06000019
mm.aim.1022	E07000213
mm.aim.1023	E09000022
mm.domus.SE076	E09000020
mm.misc.100	W06000009
mm.ace.1214	E06000041
mm.ace.324	E07000138
mm.misc.133	W06000008
mm.domus.WM011	E07000237
mm.misc.162	E06000011
mm.mald.007	W06000001
mm.misc.008	E07000167
mm.ace.1225	E07000165
mm.aim.1026	E08000026
mm.domus.YH052	E07000163
mm.aim.1031	E07000026
mm.misc.066	S12000006
mm.aim.1036	E09000032
mm.wiki.432	W06000015
mm.misc.010	E06000046
mm.aim.1040	E06000021
mm.domus.NW038	E07000123
mm.domus.YH151	E08000033
mm.aim.1042	E07000204
mm.domus.SE506	E09000019
mm.aim.1097	E07000051
mm.domus.SE020	E09000011
mm.domus.SE505	E07000012
mm.aim.1051	E07000128
mm.domus.WM057	E07000235
mm.domus.SE370	E09000007
mm.musa.341	S12000036
mm.domus.NW115	E08000002
mm.ace.1254	E09000030
mm.domus.SE001	E09000022
mm.wiki.382	E08000036
mm.mgs.343	S12000036
mm.domus.YH061	E07000166
mm.domus.NW039	E06000009
mm.ace.1123	E07000094
mm.aim.1068	
mm.domus.EM105	E06000016
mm.domus.SE562	E07000094
mm.wiki.448	W06000023
mm.aim.1071	S12000030
mm.ace.1247	E08000012
mm.wiki.387	E08000032
mm.hha.110	E07000198
mm.aim82NM.056	E07000035
mm.domus.SW160	E06000024
mm.mgs.383	S12000035
mm.ace.1148	E06000057
mm.ace.380	E06000055
mm.mgs.390	S12000017
mm.domus.SC178	S12000017
mm.musa.342	S12000035
mm.misc.005	E06000040
mm.aim.1080	E07000217
mm.aim.1082	E06000042
mm.musa.343	E07000110
mm.wiki.055	E07000030
mm.domus.SE058	E09000033
mm.domus.NI010	N09000006
mm.domus.SC305	S12000006
mm.aim.1089	E06000051
mm.domus.SC037	S12000026
mm.domus.SC011	S12000026
mm.misc.088	E08000021
mm.aim.1091	E09000013
mm.aim.1093	E08000012
mm.aim.1095	E07000111
mm.domus.YH069	E06000014
mm.wiki.481	S12000017
mm.wiki.013	E07000008
mm.domus.NE001	E08000021
mm.ace.1198	E07000217
mm.domus.SE319	E09000018
mm.ace.1246	E08000006
mm.aim82M.057	E07000028
mm.fcm.155	E07000221
mm.domus.NW145	E08000003
mm.wiki.014	E07000011
mm.domus.SE337	E06000044
mm.domus.SC232	S12000042
mm.aim.1111	E07000203
mm.domus.SC022	S12000041
mm.wiki.399	E06000054
mm.domus.SW057	E07000083
mm.domus.WM007	E07000237
mm.misc.032	E07000114
mm.misc.044	E07000134
mm.aim.1115	E07000052
mm.aim82NM.074	E07000115
mm.wiki.139	E07000066
mm.aim.1117	E07000147
mm.aim.1196	E07000071
mm.aim.1121	S12000015
mm.misc.072	E07000048
mm.wiki.422	N09000005
mm.domus.EM047	E07000154
mm.domus.SE445	E09000019
mm.aim.1131	E07000209
mm.domus.SC171	S12000006
mm.domus.SE082	E09000018
mm.wiki.426	N09000006
mm.aim.1136	E07000193
mm.aim.1138	E07000175
mm.misc.007	E06000042
mm.misc.120	E07000242
mm.misc.015	E06000018
mm.musa.344	S12000030
mm.domus.SE605	E07000145
mm.ace.1181	E08000030
mm.aim.1142	W06000006
mm.ace.1097	E06000023
mm.misc.070	
mm.aim.1147	E07000071
mm.domus.SE236	E07000225
mm.misc.011	E07000119
mm.mgs.290	S12000034
mm.aim.1151	S12000034
mm.wiki.264	E06000013
mm.misc.012	E06000049
mm.mgs.368	S12000035
mm.ace.1267	E06000055
mm.aim.1156	E07000096
mm.aim.1157	E08000025
mm.ace.1125	E08000025
mm.wiki.088	E07000045
mm.domus.SC138	S12000036
mm.ace.1160	E07000008
mm.aim.1161	E09000007
mm.aim82NM.105	E07000108
mm.musa.345	E07000152
mm.domus.SW086	E07000049
mm.domus.YH103	E06000014
mm.domus.EM098	E07000032
mm.aim.1166	E07000026
mm.aim.1169	E09000028
mm.musa.346	E09000033
mm.musa.347	S12000036
mm.hha.001	E09000011
mm.domus.EM055	E07000175
mm.misc.083	E07000191
mm.ace.1241	E07000195
mm.misc.128	E07000203
mm.domus.WA060	W06000023
mm.domus.SC291	S12000036
mm.aim82NM.095	E06000040
mm.domus.SW112	E06000054
mm.ace.1159	E07000005
mm.aim82NM.096	S12000021
mm.wiki.230	E07000108
mm.ace.1253	E06000013
mm.wiki.169	E09000033
mm.aim.1186	W06000016
mm.domus.SE046	E06000045
mm.mgs.348	S12000036
mm.domus.SW128	E06000054
mm.aim.1189	S12000024
mm.domus.SE603	E07000106
mm.aim.1194	E07000080
mm.domus.SW109	E06000029
mm.domus.SE134	E07000147
mm.wiki.005	E06000056
mm.wiki.421	N09000005
mm.wiki.269	E07000140
mm.MDN.034	E07000197
mm.domus.WM008	E07000194
mm.domus.YH107	E08000035
mm.domus.YH148	E06000011
mm.domus.SC063	S12000006
mm.aim.1202	E07000227
mm.aim.1203	E07000178
mm.aim.1205	E07000205
mm.mgs.299	S12000046
mm.wiki.451	W06000023
mm.aim.1209	E07000147
mm.misc.129	E07000205
mm.aim.1210	E07000152
mm.ace.1176	E09000027
mm.domus.WM046	E07000234
mm.misc.099	E06000011
mm.ace.1141	E06000013
mm.misc.068	E07000062
mm.misc.147	E07000052
mm.aim.1215	E09000027
mm.domus.SC263	S12000021
mm.domus.NW148	E08000012
mm.domus.EM032	E07000137
mm.aim.1217	E08000014
mm.domus.SE550	E07000084
mm.domus.SE096	E09000033
mm.domus.NW128	E06000050
mm.wiki.400	E06000054
mm.domus.NW139	E07000125
mm.wiki.212	E06000046
mm.ace.713	E07000147
mm.misc.136	E06000054
mm.aim.0976	E09000024
mm.domus.SE560	E07000181
mm.aim.1230	E06000054
mm.ace.1268	E07000175
mm.ace.1113	E07000165
mm.wiki.073	E07000035
mm.mgs.147	S12000036
mm.domus.SW176	E06000054
mm.ace.1104	E08000025
mm.domus.SC199	S12000026
mm.domus.YH105	E07000164
mm.musa.349	S12000006
mm.wiki.086	E07000044
mm.aim82M.045	E06000052
mm.domus.SW136	E06000025
mm.domus.SE369	E06000031
mm.wiki.502	E07000137
mm.misc.163	E07000165
mm.aim.1245	E07000102
mm.wiki.058	E07000026
mm.hha.102	E07000176
mm.domus.SE368	E06000034
mm.mgs.357	S12000017
mm.domus.YH004	E08000035
mm.mgs.371	S12000017
mm.aim.0227	S12000017
mm.musa.350	E06000034
mm.ace.413	E07000145
mm.wiki.203	E06000019
mm.domus.YH162	E06000012
mm.domus.SE367	E07000108
mm.aim.1246	E07000044
mm.domus.SC227	S12000017
mm.domus.NE065	E06000047
mm.mald.148	W06000010
mm.aim82NM.121	S12000027
mm.domus.SW222	E07000189
mm.wiki.373	E08000028
mm.musa.351	E07000071
mm.hha.088	E07000035
mm.misc.048	S12000017
mm.wiki.444	W06000021
mm.hha.021	E07000215
mm.hha.040	E07000042
mm.domus.SW137	E07000042
mm.musa.352	E07000147
mm.wiki.386	E08000033
mm.domus.SC226	S12000006
mm.domus.SC025	S12000034
mm.mgs.325	S12000033
mm.musa.353	E06000052
mm.domus.SE110	E07000145
mm.Mus70Cal.009	S12000046
mm.domus.WA096	W06000003
mm.musa.354	E07000052
mm.domus.SE366	E07000181
mm.domus.YH010	E08000034
mm.domus.SE117	E07000180
mm.aim82NM.122	E07000124
mm.misc.059	
mm.misc.164	S12000023
mm.domus.SC239	S12000020
mm.aim82NM.123	E08000001
mm.aim82M.060	E07000067
mm.domus.SW102	E07000041
mm.aim82M.046	E06000027
mm.wiki.466	S12000035
mm.domus.SW138	E06000027
mm.domus.SW139	E06000027
mm.domus.SW140	E07000046
mm.domus.SW141	E07000044
mm.aim82M.047	E07000044
mm.domus.NW118	E08000005
mm.misc.144	E07000061
mm.domus.NI014	N09000005
mm.wiki.018	E07000012
mm.musa.356	E07000178
mm.wiki.401	E06000054
mm.domus.SE112	E07000146
mm.domus.NW074	E07000117
mm.domus.NW177	E07000031
mm.domus.SE373	E07000061
mm.domus.YH109	E08000019
mm.wiki.390	E08000032
mm.hha.157	S12000026
mm.domus.SE598	E06000044
mm.domus.YH155	E06000014
mm.fcm.254	S12000017
mm.mald.149	W06000019
mm.domus.WA052	W06000022
mm.mald.151	W06000008
mm.wiki.010	E07000004
mm.domus.NW090	E08000010
mm.hha.189	W06000021
mm.domus.SW204	E06000052
mm.hha.033	E06000052
mm.domus.SC301	S12000026
mm.aim.1255	E07000096
mm.domus.SW142	E06000052
mm.mald.155	W06000008
mm.domus.SW120	E06000054
mm.domus.SE136	E07000146
mm.domus.NE067	E06000005
mm.misc.082	E07000114
mm.ace.1283	E07000237
mm.domus.SE278	E06000045
mm.mald.152	W06000009
mm.misc.158	E07000221
mm.domus.SC240	S12000020
mm.misc.142	S12000005
mm.domus.NW021	E07000028
mm.domus.SE374	E07000116
mm.musa.360	W06000014
mm.domus.YH108	E08000019
mm.aim.1261	E09000027
mm.musa.361	E08000010
mm.domus.NW044	E06000008
mm.hha.068	E06000055
mm.MDN.028	E07000193
mm.domus.SC266	S12000026
mm.fcm.257	E09000033
mm.aim.1263	E07000094
mm.misc.042	W06000002
mm.domus.WA098	W06000003
mm.fcm.258	W06000009
mm.domus.SE074	E07000071
mm.domus.WA097	W06000003
mm.wiki.361	E08000022
mm.domus.NE051	E08000022
mm.domus.SE509	E09000022
mm.domus.SE334	E07000110
mm.domus.WM041	E08000025
mm.wiki.274	E08000015
mm.domus.SE062	E09000007
mm.domus.SE429	E09000007
mm.hha.041	E07000045
mm.domus.SC303	S12000013
mm.ace.1167	E08000035
mm.domus.SC200	S12000017
mm.domus.NI015	N09000006
mm.MDN.020	N09000007
mm.domus.NI016	N09000011
mm.domus.NI017	N09000003
mm.MDN.022	N09000003
mm.aim.0001	E06000055
mm.aim.1267	E06000023
mm.domus.SE381	E07000008
mm.mgs.093	S12000033
mm.domus.SC221	S12000033
mm.domus.SC217	S12000006
mm.domus.SC300	S12000042
mm.domus.SC223	S12000042
mm.mgs.369	S12000042
mm.domus.SE589	E07000071
mm.domus.YH106	E06000010
mm.domus.NE056	E08000021
mm.ace.1237	E06000018
mm.domus.SE389	E07000178
mm.ace.1255	E08000006
mm.mald.154	W06000016
mm.domus.SC208	S12000015
mm.mgs.316	S12000015
mm.domus.SC222	S12000030
mm.musa.016	E07000063
mm.ace.436	E08000026
mm.domus.WM037	E08000026
mm.mgs.296	S12000027
mm.mgs.295	S12000027
mm.aim.1274	E09000016
mm.domus.SE559	E07000225
mm.domus.NI026	N09000009
mm.ace.1090	E07000221
mm.ace.1102	E06000041
mm.domus.SC201	S12000013
mm.musa.362	N09000009
mm.domus.EM027	E07000138
mm.domus.WA037	W06000021
mm.mald.157	W06000002
mm.ace.1155	E09000030
mm.domus.SE182	E07000180
mm.aim.1281	W06000014
mm.domus.SE063	E09000002
mm.musa.363	E09000026
mm.wiki.046	E06000053
mm.musa.364	E07000045
mm.domus.SE398	E06000046
mm.domus.SE364	E07000240
mm.domus.SE397	E09000031
mm.domus.SE168	E09000020
mm.domus.SW050	E06000022
mm.Mus70Cal.024	E06000018
mm.domus.YH018	E08000034
mm.mgs.366	S12000036
mm.wiki.177	E09000012
mm.fcm.262	E07000175
mm.domus.NE016	E06000057
mm.wiki.096	E06000047
mm.musa.366	E06000019
mm.wiki.103	E06000011
mm.musa.368	E07000004
mm.domus.YH122	E08000036
mm.Mus70Cal.023	E07000165
mm.domus.NW101	E08000012
mm.domus.SE395	E07000179
mm.domus.NE073	E06000057
mm.domus.SE501	E07000108
mm.domus.WM049	E08000030
mm.domus.WM047	E08000030
mm.aim.1289	E09000031
mm.domus.SE561	E07000076
mm.musa.369	E06000034
mm.musa.370	E07000209
mm.domus.SE480	E09000024
mm.domus.SE066	E09000032
mm.misc.134	E07000047
mm.domus.SE330	E06000032
mm.domus.SE435	E07000242
mm.domus.SW145	E07000051
mm.misc.139	E08000033
mm.domus.SW041	E06000054
mm.ace.1187	E07000067
mm.aim82M.048	E07000227
mm.domus.NW098	E06000007
mm.aim.1295	E06000007
mm.mgs.404	S12000023
mm.wiki.278	E08000015
mm.domus.WM018	E07000222
mm.domus.WM122	E08000025
mm.domus.WM016	E07000222
mm.domus.WM019	E07000221
mm.domus.WM085	E07000222
mm.domus.NE035	E08000024
mm.domus.NE072	E08000024
mm.wiki.331	E07000191
mm.domus.SW146	E07000191
mm.wiki.019	E07000012
mm.wiki.483	S12000017
mm.musa.371	E07000179
mm.domus.WM093	E06000019
mm.domus.SE400	E07000103
mm.domus.SE159	E07000209
mm.wiki.047	E06000052
mm.domus.SE405	E07000225
mm.domus.NE061	E06000047
mm.domus.NW067	E06000050
mm.wiki.241	E07000125
mm.domus.SC202	S12000044
mm.domus.NW069	E07000117
mm.musa.372	E07000220
mm.domus.WM075	E06000021
mm.domus.WM111	E08000028
mm.domus.WA067	E07000061
mm.Mus70Cal.021	E09000011
mm.musa.373	E09000007
mm.musa.374	E07000221
mm.domus.EM061	E07000156
mm.wiki.147	E07000079
mm.wiki.332	E07000190
mm.domus.SW115	E07000187
mm.wiki.487	S12000021
mm.aim82NM.125	W06000023
mm.wiki.323	E06000051
mm.domus.WA089	E09000001
mm.wiki.446	W06000012
mm.mald.158	W06000008
mm.misc.017	W06000011
mm.musa.376	W06000023
mm.domus.SE051	E07000241
mm.aim82M.061	S12000015
mm.wiki.204	E06000019
mm.domus.WM067	E08000025
mm.Mus70Cal.026	E08000004
mm.aim.1300	E07000053
mm.domus.SE084	E06000037
mm.musa.377	E06000043
mm.misc.064	E06000052
mm.domus.SE250	E07000106
mm.wiki.185	E09000025
mm.domus.SC203	S12000017
mm.domus.SC272	S12000021
mm.aim.1304	E08000015
mm.MDN.024	E08000025
mm.domus.NW083	E06000049
mm.aim82NM.127	E07000191
mm.domus.SW002	E07000191
mm.ace.1251	E07000204
mm.mald.159	W06000010
mm.domus.SE517	E07000007
mm.domus.SE404	E07000087
mm.musa.379	E08000012
mm.domus.SE255	E07000094
mm.domus.SE067	E09000033
mm.domus.SW121	E06000024
mm.ace.1263	E07000196
mm.domus.YH020	E08000019
mm.hha.059	E07000079
mm.domus.SW228	E07000188
mm.fcm.270	S12000023
mm.mgs.358	S12000017
mm.domus.SW223	E06000054
mm.aim82NM.128	E07000030
mm.aim.1308	E07000053
mm.domus.SW147	E07000052
mm.musa.380	E07000053
mm.musa.367	W06000023
mm.aim.1309	E07000033
mm.domus.SW133	E06000052
mm.domus.SE380	E07000008
mm.domus.SC308	S12000040
mm.ace.1227	E07000168
mm.wiki.307	E07000168
mm.domus.YH091	E07000168
mm.ace.1242	E06000051
mm.aim.1312	E07000084
mm.aim82NM.129	E06000051
mm.wiki.178	E09000027
mm.domus.SE403	E07000108
mm.ace.1190	E09000029
mm.domus.NI009	N09000008
mm.aim.0317	E09000010
mm.domus.SC205	S12000006
mm.wiki.468	S12000006
mm.hha.111	E07000195
mm.wiki.494	S12000026
mm.domus.SE215	E07000106
mm.hha.060	E07000079
mm.domus.SE402	E07000010
mm.domus.NW144	E08000003
mm.aim.1315	E07000125
mm.mgs.364	S12000017
mm.aim.1316	E06000006
mm.domus.NW089	E08000010
mm.domus.WM135	E08000031
mm.misc.102	E07000135
mm.wiki.252	E07000135
mm.domus.YH135	E06000010
mm.aim82NM.130	S12000035
mm.ace.1271	E06000013
mm.domus.WM050	E08000030
mm.aim.1318	E06000018
mm.wiki.253	E06000016
mm.wiki.355	E07000206
mm.domus.SC019	S12000041
mm.domus.SE065	E09000031
mm.wiki.314	E07000180
mm.domus.NW058	E08000015
mm.aim.1090	E08000012
mm.domus.SE220	E07000084
mm.wiki.427	N09000005
mm.aim.1322	E06000054
mm.domus.SW113	E06000054
mm.domus.SW153	E06000054
mm.domus.SW105	E06000054
mm.domus.SE399	E09000024
mm.domus.SE406	E09000024
mm.domus.SE541	E07000012
mm.wiki.334	E07000189
mm.domus.SW148	E07000083
mm.domus.SW168	E07000083
mm.domus.SE409	E07000064
mm.musa.386	E07000094
mm.domus.SE254	E07000094
mm.aim.1326	E07000094
mm.misc.003	E07000145
mm.domus.NW087	E07000031
mm.mald.160	W06000018
mm.domus.SE156	E06000040
mm.wiki.008	E06000040
mm.fcm.274	E07000228
mm.musa.387	E06000003
mm.aim.1329	E08000025
mm.domus.EM102	E07000035
mm.wiki.279	E08000015
mm.musa.388	E08000015
mm.domus.SE408	E07000010
mm.fcm.275	E07000061
mm.domus.YH092	E06000011
mm.hha.069	E06000056
mm.domus.SE592	E06000056
mm.aim82M.049	E07000146
mm.hha.050	E07000050
mm.musa.389	E07000156
mm.domus.EM018	E06000018
mm.wiki.409	E06000018
mm.wiki.291	E07000147
mm.domus.WM013	E08000031
mm.fcm.276	E08000031
mm.domus.SE407	E07000205
mm.hha.061	E07000082
mm.domus.SE567	E07000105
mm.aim.1335	E07000122
mm.domus.YH086	E07000168
mm.domus.EM110	E07000137
mm.domus.NE063	E06000057
mm.domus.NE064	E06000057
mm.wiki.186	E09000011
mm.domus.SE410	E07000203
mm.misc.039	E07000079
mm.domus.EM089	E07000141
mm.domus.WM010	E07000237
mm.domus.WM027	E07000238
mm.ace.1207	E07000237
mm.domus.WM087	E08000027
mm.domus.NW178	E07000026
mm.aim.1342	E07000026
mm.Mus70Cal.030	E07000171
mm.domus.NW100	E08000012
mm.musa.390	E07000040
mm.domus.NW133	E08000013
mm.wiki.308	E07000164
mm.domus.SE585	E09000018
mm.aim.1346	E06000044
mm.domus.YH045	E08000016
mm.misc.177	E07000047
mm.domus.SE411	E07000229
mm.musa.391	E08000016
mm.domus.SW116	E07000082
mm.musa.392	E06000056
mm.domus.WA042	W06000006
mm.aim82NM.042	W06000006
mm.domus.WM116	E06000051
mm.domus.SE412	E07000007
mm.domus.EM065	E06000016
mm.musa.393	E06000057
mm.aim.1348	E07000149
mm.domus.SE138	E07000149
mm.domus.NW012	E08000003
mm.aim82M.051	E06000046
mm.musa.394	E06000025
