project_id	OA2011_GSS
mm.domus.SC181	S00099569
mm.ace.1286	E00131558
mm.domus.SE154	E00136758
mm.domus.SE419	E00106786
mm.aim.0441	E00115847
mm.wiki.256	E00132178
mm.domus.NW086	E00096823
mm.aim.0269	E00133022
mm.aim82NM.041	E00075242
mm.aim82NM.043	W00000706
mm.domus.SC099	S00096111
mm.aim82NM.039	E00085566
mm.domus.SE467	E00124810
mm.domus.YH053	E00038726
mm.musa.115	E00131560
mm.mgs.311	S00100751
mm.domus.SE439	E00145714
mm.hha.133	E00093063
mm.ace.1156	E00014862
mm.domus.SE258	E00155726
mm.domus.NE012	E00060916
mm.hha.003	E00089887
mm.domus.SW042	E00104059
mm.Mus70Cal.011	E00066689
mm.domus.SC100	S00130816
mm.aim82M.012	S00133396
mm.domus.NW053	E00097961
mm.domus.SE500	E00122845
mm.domus.SE257	E00122846
mm.domus.SE459	E00171556
mm.wiki.329	E00149479
mm.domus.NI002	N00002673
mm.domus.SE579	E00003650
mm.domus.NI019	N00002673
mm.domus.SW106	E00113621
mm.domus.SE582	E00000025
mm.misc.041	S00098108
mm.domus.WM055	E00165047
mm.hha.177	S00097284
mm.aim82NM.054	E00170893
mm.hha.181	S00094115
mm.aim.0280	E00049371
mm.domus.WM043	E00049371
mm.domus.WM138	E00146828
mm.domus.SC311	S00092343
mm.domus.SC238	S00121241
mm.misc.077	S00121233
mm.wiki.407	E00144385
mm.domus.SE018	E00020499
mm.aim.0282	S00098199
mm.aim.0283	S00099806
mm.domus.SC054	S00097909
mm.domus.SC102	S00100674
mm.mgs.303	S00102537
mm.aim.0284	S00117704
mm.domus.SC103	S00133606
mm.aim.0287	S00098982
mm.wiki.498	S00129858
mm.domus.SC104	S00109502
mm.domus.NW169	E00030847
mm.musa.116	E00023844
mm.aim82NM.044	S00109334
mm.domus.SC296	S00127017
mm.wiki.082	E00100725
mm.wiki.143	E00113804
mm.hha.171	S00093063
mm.aim.0288	S00094581
mm.mgs.075	S00094275
mm.musa.117	S00118111
mm.misc.174	E00102776
mm.domus.SW210	E00149436
mm.domus.SW206	E00149436
mm.hha.167	S00119378
mm.domus.SE256	E00154133
mm.domus.NE052	E00171795
mm.domus.NE022	E00171872
mm.wiki.095	E00105048
mm.wiki.094	E00105753
mm.domus.NE020	E00171794
mm.domus.NE053	E00105080
mm.domus.NE054	E00105080
mm.wiki.144	E00113738
mm.wiki.123	E00109245
mm.domus.YH141	E00176115
mm.aim82NM.004	E00097745
mm.wiki.435	W00003616
mm.musa.118	W00003992
mm.domus.SW211	E00075124
mm.domus.NW179	E00127914
mm.domus.EM005	E00139162
mm.musa.119	E00108760
mm.wiki.371	E00051491
mm.aim.0292	S00094576
mm.domus.SE591	E00173905
mm.domus.SE442	E00110039
mm.aim.0295	E00124933
mm.wiki.501	E00087415
mm.musa.120	E00112006
mm.domus.SE032	E00161855
mm.domus.NW054	E00063735
mm.wiki.245	E00131567
mm.musa.121	E00095419
mm.domus.YH160	E00054017
mm.aim.0300	E00147796
mm.domus.SE463	E00157302
mm.musa.122	E00106267
mm.wiki.222	E00081543
mm.domus.SE264	E00163150
mm.domus.SE270	E00086327
mm.aim82NM.046	E00153742
mm.aim.0302	W00007623
mm.fcm.090	E00141522
mm.domus.SE587	E00124009
mm.wiki.472	S00103329
mm.mgs.345	S00106927
mm.aim82NM.047	S00103320
mm.hha.043	E00103313
mm.aim82NM.048	E00157163
mm.domus.SE269	E00156407
mm.domus.WA100	W00010073
mm.misc.106	E00159642
mm.domus.SC126	S00121384
mm.wiki.223	E00124612
mm.aim.0307	E00117267
mm.domus.SE130	
mm.wiki.189	E00025630
mm.domus.YH118	E00168726
mm.domus.SW226	E00076574
mm.domus.SE106	E00135282
mm.domus.NW031	E00028138
mm.aim.1355	E00094873
mm.wiki.467	S00097260
mm.hha.091	E00133652
mm.domus.SE268	E00154595
mm.musa.126	E00037473
mm.wiki.001	E00088579
mm.aim.0310	E00119561
mm.ace.1100	E00008020
mm.hha.070	E00091462
mm.domus.SE267	E00090931
mm.domus.YH066	E00140267
mm.domus.SE460	E00116480
mm.ace.045	E00171152
mm.misc.108	E00071701
mm.domus.NW150	E00174419
mm.domus.SE265	E00110838
mm.ace.1114	E00066822
mm.ace.1145	E00150452
mm.domus.WA078	W00002103
mm.domus.EM037	E00099476
mm.domus.SE190	E00002003
mm.ace.1250	E00080688
mm.ace.1120	E00109624
mm.domus.SE271	E00109617
mm.misc.057	E00166725
mm.domus.WM062	E00072129
mm.hha.080	E00153404
mm.misc.038	E00101318
mm.musa.129	E00171931
mm.wiki.336	E00149482
mm.domus.SW044	E00100820
mm.musa.130	E00037180
mm.ace.1153	E00168131
mm.domus.EM012	E00099227
mm.fcm.279	S00094870
mm.domus.SC111	S00095576
mm.nimc.026	N00000718
mm.domus.YH064	E00067493
mm.domus.SW161	E00100682
mm.domus.SE126	E00136000
mm.domus.SC236	S00121307
mm.domus.SW018	E00095109
mm.MDN.035	E00150189
mm.domus.SE125	E00024113
mm.musa.132	E00147987
mm.wiki.110	E00107422
mm.ace.1259	E00117437
mm.wiki.157	E00020035
mm.domus.SW052	E00072587
mm.musa.135	E00108721
mm.domus.SE543	E00136085
mm.ace.1143	E00153798
mm.musa.136	E00135810
mm.domus.SE521	E00004405
mm.aim82NM.050	
mm.domus.YH134	E00170745
mm.wiki.213	E00087442
mm.domus.SC117	S00127302
mm.domus.NI003	N00003040
mm.domus.NI021	N00001248
mm.domus.SC298	S00129014
mm.domus.SC112	S00111026
mm.aim.0335	E00107868
mm.aim.0336	E00141760
mm.domus.SW047	E00103052
mm.wiki.224	E00125911
mm.wiki.124	E00108773
mm.wiki.485	S00121489
mm.aim82NM.133	E00168065
mm.mgs.392	S00120233
mm.domus.SE513	E00176509
mm.aim.0340	W00010117
mm.hha.022	E00106926
mm.domus.SE588	E00120086
mm.aim82NM.049	E00137559
mm.domus.SE099	E00160674
mm.fcm.098	E00136123
mm.domus.YH161	E00066691
mm.domus.SE375	E00090710
mm.aim.0342	E00078989
mm.musa.138	E00172813
mm.wiki.100	E00065254
mm.domus.NI035	N00001663
mm.domus.SW118	E00166001
mm.domus.NW043	E00129837
mm.wiki.158	E00024113
mm.Mus70Cal.020	E00026171
mm.domus.SE289	E00124618
mm.domus.EM097	E00144769
mm.hha.154	S00095714
mm.domus.SE222	E00115032
mm.domus.NI029	N00002991
mm.wiki.061	E00097339
mm.domus.SE021	E00015166
mm.wiki.111	E00106652
mm.fcm.100	S00121337
mm.domus.SE077	E00171576
mm.hha.187	W00005906
mm.domus.SE288	E00089329
mm.domus.WM061	E00072390
mm.hha.044	E00104141
mm.aim82NM.045	E00116992
mm.ace.1157	E00116992
mm.mgs.292	S00092484
mm.musa.140	E00086836
mm.domus.WM003	E00164380
mm.aim.0350	E00136810
mm.aim.0351	E00167385
mm.ace.1233	E00115932
mm.domus.SE438	
mm.wiki.101	E00066096
mm.wiki.273	E00036655
mm.domus.SE286	E00006993
mm.mgs.415	S00112958
mm.fcm.102	E00103766
mm.wiki.031	E00096128
mm.ace.1142	E00162911
mm.domus.WM053	E00151735
mm.domus.NI005	N00002613
mm.mgs.394	S00092177
mm.aim.0353	E00145964
mm.misc.095	E00024397
mm.misc.029	E00023939
mm.ace.1124	E00075774
mm.domus.SE274	E00004334
mm.domus.SC113	S00099558
mm.wiki.126	E00111808
mm.domus.SW246	E00165856
mm.domus.SE273	E00112183
mm.domus.SE047	E00009600
mm.domus.NW168	E00096930
mm.hha.036	E00101469
mm.domus.NE021	E00139187
mm.wiki.240	E00126902
mm.domus.SC045	S00091072
mm.domus.EM031	E00134028
mm.domus.SE281	E00152472
mm.domus.SC230	S00117965
mm.mgs.281	S00117635
mm.domus.SW098	E00096153
mm.domus.NW078	E00027524
mm.musa.141	E00168202
mm.mgs.377	S00091713
mm.mgs.293	S00091119
mm.domus.NW147	E00176655
mm.nimc.036	N00002008
mm.wiki.357	E00155716
mm.wiki.024	E00093817
mm.misc.143	E00126455
mm.ace.1202	E00126455
mm.wiki.258	E00132497
mm.domus.SW227	E00095939
mm.domus.SE022	E00176310
mm.wiki.193	E00086047
mm.wiki.180	E00014101
mm.aim82M.014	W00002115
mm.wiki.367	E00158298
mm.aim82NM.058	E00140380
mm.domus.WM142	E00164777
mm.domus.NE075	E00140031
mm.domus.SW011	E00174307
mm.domus.YH065	E00141426
mm.aim.0370	
mm.wiki.032	E00095160
mm.fcm.107	S00119379
mm.wiki.127	E00111095
mm.domus.SE396	E00115053
mm.domus.SW063	E00103606
mm.domus.SC009	S00130837
mm.domus.WM054	E00072209
mm.hha.173	S00092996
mm.musa.142	E00135934
mm.aim.0373	S00112166
mm.domus.SC318	S00115965
mm.mgs.314	S00117230
mm.domus.SW064	E00147924
mm.wiki.327	E00147924
mm.hha.192	N00003123
mm.domus.SC270	S00094723
mm.aim82M.015	S00120559
mm.wiki.480	S00118047
mm.domus.SC114	S00093051
mm.domus.SC115	S00117861
mm.hha.081	E00153864
mm.misc.115	E00088496
mm.aim.0378	E00174323
mm.domus.SW066	E00113595
mm.aim82NM.051	E00113595
mm.domus.SW079	E00113599
mm.musa.145	E00114219
mm.hha.023	E00106927
mm.domus.WA034	W00004009
mm.domus.SE276	E00167021
mm.domus.SE282	E00157618
mm.MDN.008	E00067428
mm.domus.SW117	E00103691
mm.aim.1063	E00019779
mm.wiki.083	E00076739
mm.hha.013	E00121821
mm.aim82M.017	E00099350
mm.hha.024	E00166609
mm.domus.YH063	E00065582
mm.fcm.109	E00133425
mm.domus.SC116	S00089351
mm.aim.0382	E00165005
mm.hha.075	E00120474
mm.misc.181	E00108609
mm.hha.159	S00102387
mm.domus.SE295	E00118160
mm.aim82M.016	E00148353
mm.aim82M.018	W00004168
mm.mald.055	W00004160
mm.domus.SC118	S00097790
mm.aim82NM.052	S00125950
mm.domus.SC119	S00091677
mm.aim82M.019	W00001642
mm.wiki.112	E00085644
mm.domus.SC087	S00108039
mm.domus.SE052	E00174653
mm.domus.EM029	E00133697
mm.domus.SC121	S00118259
mm.domus.YH143	E00140321
mm.domus.YH026	E00172410
mm.wiki.225	E00123444
mm.domus.SE045	E00123164
mm.domus.NE023	E00060387
mm.domus.NI034	N00004500
mm.wiki.128	E00108775
mm.musa.270	E00144743
mm.wiki.248	E00130399
mm.domus.SW212	E00163439
mm.hha.025	E00107258
mm.aim.0389	E00112129
mm.domus.NE057	E00042580
mm.musa.149	W00000781
mm.aim.0393	E00027755
mm.domus.NW056	E00175810
mm.domus.NE009	E00061864
mm.domus.EM023	E00070229
mm.domus.WA070	W00001583
mm.domus.SC010	S00130837
mm.aim.1190	S00127607
mm.domus.SE275	E00008348
mm.ace.399	E00176509
mm.domus.SE114	E00134427
mm.aim.0400	S00097113
mm.wiki.418	N00004231
mm.ace.1088	E00172263
mm.domus.SE527	E00145749
mm.wiki.454	W00007911
mm.hha.092	E00133663
mm.Mus70Cal.029	E00044807
mm.domus.SC122	S00118764
mm.domus.NW125	E00092430
mm.misc.101	E00171471
mm.domus.NW185	
mm.domus.SE024	E00023938
mm.musa.151	
mm.domus.SE436	
mm.misc.053	
mm.musa.153	E00167768
mm.domus.SE284	E00155334
mm.domus.SE290	E00155341
mm.domus.SE303	E00166757
mm.musa.156	E00160562
mm.domus.SE285	E00081540
mm.domus.NW022	E00097071
mm.domus.NE041	E00061131
mm.domus.EM096	E00132577
mm.domus.SE302	E00012774
mm.domus.EM112	E00169502
mm.musa.157	E00019839
mm.mald.058	W00001059
mm.musa.158	W00003483
mm.domus.WM076	E00158829
mm.aim.0405	E00093109
mm.wiki.489	S00126063
mm.domus.SE026	E00008770
mm.aim.0406	E00089228
mm.wiki.459	S00091169
mm.hha.086	E00099141
mm.domus.WM115	E00050352
mm.aim.0407	E00125608
mm.domus.NW190	E00097503
mm.domus.SW225	E00114219
mm.domus.SE301	E00154264
mm.domus.NW110	E00024343
mm.ace.039	E00001600
mm.domus.WM030	E00159258
mm.aim.0410	E00130955
mm.domus.SC247	S00095185
mm.domus.SE208	E00108641
mm.domus.SE552	E00019200
mm.aim82NM.062	E00099121
mm.wiki.377	E00107542
mm.ace.1175	E00019239
mm.domus.SE127	
mm.ace.1087	E00165216
mm.domus.SE508	E00175189
mm.domus.YH140	E00064824
mm.musa.160	E00040391
mm.domus.EM074	E00130876
mm.misc.027	E00141636
mm.domus.NI004	N00002613
mm.domus.EM093	E00098724
mm.hha.054	E00113764
mm.domus.SW213	E00104000
mm.domus.YH060	E00058295
mm.wiki.288	E00136835
mm.domus.EM009	E00142877
mm.domus.YH059	E00140824
mm.domus.SE148	E00111094
mm.musa.162	E00102794
mm.Mus70Cal.025	E00095738
mm.domus.NW085	E00171992
mm.domus.SE030	E00010819
mm.hha.037	E00102794
mm.domus.NE079	E00060526
mm.hha.186	W00001664
mm.domus.WM131	E00159254
mm.fcm.114	E00174049
mm.hha.115	E00165405
mm.musa.163	E00111738
mm.musa.164	E00111744
mm.musa.165	E00111737
mm.domus.SE300	E00157690
mm.domus.SE490	E00106649
mm.domus.SE298	E00106602
mm.domus.SE299	E00106652
mm.domus.NW191	E00029487
mm.domus.SE554	E00155407
mm.wiki.208	E00121500
mm.domus.WA011	W00000129
mm.musa.166	
mm.domus.SE297	E00116656
mm.wiki.131	E00108091
mm.domus.WA103	W00003031
mm.domus.SE294	E00153517
mm.aim.0420	E00166776
mm.domus.SC145	S00095627
mm.wiki.053	E00097837
mm.domus.NW057	E00127089
mm.aim82NM.124	E00157155
mm.misc.175	E00100698
mm.wiki.033	E00095893
mm.aim.0422	E00148564
mm.wiki.259	E00066878
mm.domus.NE066	E00062312
mm.aim.0423	N00003040
mm.domus.NE024	E00060483
mm.aim.0425	E00100608
mm.Mus70Cal.017	S00097126
mm.wiki.075	E00098305
mm.aim.1223	E00010971
mm.domus.SC123	S00116659
mm.domus.NE040	E00139330
mm.domus.NW011	E00026136
mm.wiki.190	E00026136
mm.musa.168	E00107505
mm.wiki.260	E00133040
mm.musa.169	E00133040
mm.hha.071	E00108688
mm.domus.YH058	E00066086
mm.domus.NW079	E00096686
mm.wiki.201	E00070962
mm.domus.NW183	E00128803
mm.ace.127	E00128803
mm.ace.1228	E00141483
mm.domus.SW172	E00095350
mm.domus.SE293	E00161375
mm.wiki.363	E00159075
mm.MDN.010	E00169783
mm.misc.127	E00119347
mm.domus.YH116	E00054864
mm.domus.YH117	E00060144
mm.wiki.181	E00021628
mm.domus.SE162	E00172567
mm.domus.SE376	E00090710
mm.domus.SC218	S00090445
mm.domus.WM058	E00172172
mm.domus.WM108	E00070727
mm.domus.WM144	E00071155
mm.aim.0430	W00002619
mm.domus.SC225	S00105935
mm.aim.0431	E00098038
mm.misc.067	S00102307
mm.domus.SE292	E00122230
mm.domus.NW065	E00097757
mm.domus.SW099	E00072755
mm.domus.SE291	E00119251
mm.aim82NM.059	E00119215
mm.misc.117	E00119770
mm.misc.116	E00121164
mm.hha.062	E00166743
mm.ace.1224	E00060491
mm.hha.014	E00123962
mm.musa.171	E00139902
mm.domus.NE062	E00139902
mm.nimc.009	N00001969
mm.mgs.409	S00104548
mm.hha.009	E00114465
mm.hha.045	E00103103
mm.fcm.120	S00117791
mm.domus.SC120	S00118210
mm.domus.SC124	S00118762
mm.mgs.378	S00109113
mm.domus.NW174	E00097834
mm.MDN.015	N00003395
mm.wiki.012	E00173808
mm.domus.EM109	E00131185
mm.domus.NW091	E00031785
mm.domus.SE548	E00118000
mm.mgs.410	S00094849
mm.domus.SC017	S00097742
mm.aim.0443	S00118900
mm.domus.SE311	E00120121
mm.misc.196	E00020255
mm.MDN.018	N00001265
mm.ace.1161	E00152228
mm.ace.1223	E00086047
mm.domus.SE037	E00012823
mm.hha.144	E00126496
mm.domus.SW031	E00072636
mm.wiki.054	E00097844
mm.hha.077	E00136071
mm.aim.0447	E00160757
mm.domus.SE310	E00109955
mm.aim82NM.060	E00095295
mm.domus.YH013	E00055812
mm.domus.SW023	E00112509
mm.domus.SW053	E00102802
mm.domus.WA038	W00000184
mm.domus.YH072	E00057556
mm.wiki.439	W00000779
mm.ace.1192	E00020633
mm.wiki.160	E00174770
mm.wiki.311	E00145138
mm.mgs.411	S00133667
mm.wiki.145	E00113205
mm.domus.SE309	E00016455
mm.domus.YH071	E00065829
mm.domus.SE166	E00118200
mm.domus.YH070	E00057753
mm.domus.SE308	E00161339
mm.wiki.191	E00024742
mm.domus.SC125	S00093333
mm.wiki.496	S00128955
mm.aim.0959	E00170707
mm.hha.078	E00135682
mm.wiki.161	E00019901
mm.domus.SC047	S00093744
mm.wiki.162	E00004734
mm.domus.NW194	
mm.wiki.084	E00102352
mm.aim82M.020	E00161230
mm.musa.175	S00133656
mm.domus.WM145	E00147640
mm.fcm.124	E00112218
mm.domus.SE447	E00023936
mm.domus.NE078	E00139874
mm.domus.SE307	E00085778
mm.aim.1085	E00116014
mm.wiki.304	E00141494
mm.musa.001	E00106264
mm.mald.062	W00002641
mm.aim.0456	E00036488
mm.domus.YH016	E00055983
mm.domus.SC046	S00118834
mm.domus.SE514	E00090170
mm.aim.0459	E00081540
mm.domus.YH137	E00170744
mm.domus.YH133	E00064852
mm.aim82M.021	E00139870
mm.aim.0461	E00136572
mm.mgs.298	S00131401
mm.domus.SC244	S00112521
mm.domus.SC243	S00112521
mm.wiki.194	E00117128
mm.hha.138	E00097734
mm.wiki.129	E00109898
mm.domus.SE035	E00124482
mm.aim82NM.064	E00169906
mm.domus.SE545	E00153548
mm.domus.SE455	E00160986
mm.domus.SE532	E00125656
mm.musa.178	E00148739
mm.domus.SW054	E00101845
mm.aim.0466	E00053936
mm.ace.1140	E00066499
mm.aim.0467	E00019766
mm.ace.1173	E00092006
mm.ace.1174	E00031187
mm.Mus70Cal.016	E00014602
mm.Mus70Cal.018	S00097126
mm.wiki.130	E00109024
mm.domus.YH164	E00054064
mm.domus.SC267	S00095442
mm.domus.SE038	E00004524
mm.mgs.278	S00092267
mm.aim.0470	W00002920
mm.ace.1231	E00033012
mm.MDN.021	N00003108
mm.hha.182	S00094068
mm.mgs.332	S00094064
mm.mgs.341	S00094067
mm.domus.SC106	S00109292
mm.domus.SC149	S00118287
mm.mgs.125	S00091033
mm.mgs.412	S00094123
mm.musa.180	S00094123
mm.aim.0471	S00094583
mm.domus.SE304	E00153008
mm.domus.SE167	E00152862
mm.domus.EM039	E00139071
mm.domus.NI006	N00003371
mm.fcm.130	N00001113
mm.misc.109	E00071455
mm.domus.WM141	E00147279
mm.wiki.298	E00138626
mm.hha.139	E00096472
mm.fcm.131	N00002851
mm.aim.0478	
mm.misc.146	S00118031
mm.wiki.214	E00087545
mm.wiki.215	E00087728
mm.domus.SE315	E00087422
mm.domus.SW111	E00096405
mm.domus.SE316	E00013579
mm.domus.SE039	E00004492
mm.domus.WM106	E00151307
mm.musa.032	S00093938
mm.domus.WM127	E00071452
mm.mgs.334	S00103411
mm.domus.SC004	S00088986
mm.Mus70Cal.006	S00099305
mm.domus.SC006	S00094931
mm.ace.1111	E00114846
mm.wiki.497	S00129022
mm.domus.NE005	E00043673
mm.domus.SC147	S00095154
mm.domus.WM051	E00168256
mm.domus.SE571	
mm.aim82M.029	
mm.domus.SE321	
mm.musa.182	
mm.musa.183	E00106649
mm.aim.0485	E00114045
mm.aim.0486	E00004205
mm.domus.SE040	E00004205
mm.domus.SE332	E00000967
mm.domus.EM064	E00169502
mm.domus.SE061	E00173770
mm.aim.0490	E00078842
mm.domus.SW055	E00163295
mm.wiki.002	E00079379
mm.musa.184	S00102153
mm.domus.SC229	S00130977
mm.fcm.137	E00136412
mm.musa.186	E00098627
mm.wiki.474	S00106723
mm.domus.SE028	E00089611
mm.domus.SW056	E00114194
mm.mgs.304	S00102286
mm.domus.SC302	S00097227
mm.misc.145	S00128502
mm.aim.0448	E00087809
mm.domus.YH029	E00067493
mm.domus.WM070	E00046572
mm.domus.WA039	W00006850
mm.domus.WM147	W00002591
mm.domus.NW040	E00127391
mm.mald.066	W00000527
mm.domus.SE041	E00004427
mm.domus.EM087	E00098476
mm.MDN.026	E00172354
mm.domus.SW039	E00104064
mm.domus.EM040	E00131663
mm.aim.0496	E00053983
mm.wiki.383	E00054044
mm.wiki.388	E00140320
mm.hha.178	S00122883
mm.domus.YH021	E00172409
mm.ace.1293	E00137346
mm.domus.SE423	E00009644
mm.domus.SE161	E00146493
mm.domus.SC146	S00095796
mm.fcm.139	E00108944
mm.domus.SC031	S00115923
mm.musa.188	E00019265
mm.domus.NE083	E00172409
mm.domus.NW023	E00097898
mm.wiki.364	E00159368
mm.wiki.164	E00024113
mm.domus.SW114	E00162464
mm.ace.1150	E00014127
mm.domus.SE320	E00123962
mm.musa.189	E00171575
mm.domus.SE489	E00123887
mm.aim.0503	E00125903
mm.domus.SE451	E00123542
mm.ace.1158	E00167528
mm.domus.SE483	E00170375
mm.hha.082	E00152373
mm.wiki.063	E00096547
mm.domus.NW088	E00096547
mm.domus.SE377	E00167076
mm.ace.1222	E00019365
mm.misc.141	E00019365
mm.Mus70Cal.012	E00165485
mm.domus.WM028	E00171613
mm.domus.WA083	W00003608
mm.domus.SW237	E00100667
mm.ace.1182	E00106028
mm.domus.SC287	S00094704
mm.misc.155	S00100841
mm.domus.SC144	S00125089
mm.wiki.488	S00122460
mm.domus.NW127	E00092648
mm.aim.0512	E00095307
mm.aim.0513	E00117615
mm.domus.SW187	E00148138
mm.misc.035	E00141650
mm.wiki.286	E00135698
mm.domus.WA044	W00010032
mm.domus.NW049	E00127404
mm.domus.NE039	E00139323
mm.domus.YH068	E00038726
mm.domus.SW027	E00102149
mm.wiki.210	E00120583
mm.hha.019	E00146365
mm.domus.SW214	E00103421
mm.domus.SE042	E00014928
mm.aim.0516	E00075642
mm.domus.WM071	E00070856
mm.domus.SC086	S00108524
mm.ace.1147	E00140551
mm.domus.SC082	S00125979
mm.aim.0518	E00019781
mm.aim82NM.065	S00109947
mm.domus.SC050	S00109947
mm.domus.NE038	E00061061
mm.ace.1257	E00057873
mm.mgs.279	S00093534
mm.domus.YH132	E00140961
mm.hha.076	E00120776
mm.domus.SW238	E00101489
mm.domus.SE533	E00124207
mm.aim.0521	E00093901
mm.aim82M.022	E00010906
mm.domus.SE322	S00097126
mm.misc.054	
mm.domus.WM143	E00050149
mm.aim82NM.072	E00070379
mm.domus.SW215	E00162911
mm.domus.NW102	E00171358
mm.domus.NE037	E00139331
mm.misc.049	S00121091
mm.domus.SC156	S00117705
mm.domus.NE026	E00042579
mm.domus.SC256	S00112099
mm.aim.0527	E00098020
mm.domus.SE529	E00107282
mm.wiki.328	E00074765
mm.mgs.413	S00102178
mm.wiki.436	W00010067
mm.hha.097	E00137333
mm.domus.SC151	S00130925
mm.misc.103	E00031112
mm.domus.NW081	E00128162
mm.domus.NW137	E00028976
mm.aim.1247	E00128968
mm.musa.191	E00127400
mm.Mus70Cal.013	E00127400
mm.domus.NW046	E00127404
mm.ace.135	E00127391
mm.aim.0528	E00147761
mm.misc.152	S00117864
mm.aim.1101	E00019292
mm.domus.SW046	E00103765
mm.aim.0530	E00098641
mm.domus.SW201	E00095668
mm.domus.SE318	E00153844
mm.aim82NM.066	E00094700
mm.domus.WM081	E00045648
mm.domus.SC155	S00122711
mm.domus.NI036	N00003104
mm.aim.0531	E00123684
mm.mald.068	W00003016
mm.wiki.385	E00056350
mm.aim82NM.084	E00095781
mm.wiki.036	E00095699
mm.fcm.144	E00098063
mm.domus.SC140	S00103791
mm.misc.118	E00152358
mm.domus.SW058	E00095682
mm.domus.NW158	
mm.domus.SE317	E00153328
mm.hha.073	E00109944
mm.aim.0533	E00096054
mm.domus.WM005	E00172303
mm.domus.SE323	E00155838
mm.wiki.202	E00070891
mm.fcm.145	
mm.aim.0535	E00123739
mm.domus.YH008	E00169783
mm.domus.YH003	E00169783
mm.domus.YH006	E00169814
mm.Mus70Cal.014	E00069196
mm.misc.104	E00068708
mm.musa.195	E00080104
mm.domus.SE482	E00171397
mm.hha.145	E00127640
mm.domus.SE043	E00014377
mm.musa.196	S00091193
mm.hha.160	S00101809
mm.domus.WM097	E00070917
mm.domus.SE324	E00120079
mm.domus.WM117	E00150431
mm.musa.197	E00095955
mm.hha.140	E00097967
mm.domus.SE417	E00106844
mm.domus.NW122	E00063735
mm.ace.1101	E00004527
mm.ace.390	E00150441
mm.mgs.356	S00095044
mm.wiki.069	E00174334
mm.domus.SE327	E00118200
mm.domus.SC157	S00101693
mm.musa.201	E00087317
mm.nimc.037	N00003231
mm.domus.NI037	N00003232
mm.wiki.261	E00132786
mm.aim.0545	E00132244
mm.ace.1132	E00133121
mm.wiki.262	E00132377
mm.domus.NE071	E00139336
mm.domus.NE081	E00139336
mm.MDN.011	N00001416
mm.domus.SC158	S00134558
mm.domus.NW167	E00094504
mm.domus.SW244	E00094758
mm.hha.193	N00002123
mm.wiki.292	E00134367
mm.wiki.070	E00068289
mm.domus.SW216	E00163227
mm.domus.SE328	E00152358
mm.ace.1191	E00020682
mm.hha.116	E00164347
mm.ace.1093	E00092995
mm.misc.061	W00003616
mm.wiki.460	S00091223
mm.wiki.196	E00168151
mm.domus.SE326	E00160399
mm.domus.NW134	E00033023
mm.domus.NW135	E00035605
mm.domus.SE044	E00020064
mm.wiki.037	E00095342
mm.mald.069	W00007403
mm.mald.071	W00002799
mm.domus.WA072	W00000789
mm.aim.0555	W00003510
mm.mald.072	W00001122
mm.aim.0556	W00001114
mm.domus.WA019	W00002488
mm.aim.0557	W00000716
mm.domus.WA046	W00007876
mm.domus.WA009	W00000458
mm.domus.WA048	W00000486
mm.mald.081	W00000141
mm.mald.079	W00000592
mm.mald.080	W00002903
mm.misc.153	S00099856
mm.aim82NM.068	S00109071
mm.domus.SC161	S00128267
mm.domus.WM072	E00052551
mm.ace.1195	E00105566
mm.domus.SW243	E00112917
mm.domus.SE009	E00003851
mm.domus.SE488	E00154801
mm.domus.SE031	E00013465
mm.fcm.148	E00023930
mm.aim.0559	E00019784
mm.wiki.182	E00170302
mm.wiki.183	E00015398
mm.misc.140	E00166755
mm.aim.0560	E00176467
mm.musa.204	E00006300
mm.musa.205	E00023953
mm.fcm.149	E00022897
mm.aim82M.056	E00023696
mm.domus.SE033	E00023930
mm.wiki.297	E00137409
mm.misc.119	E00152375
mm.domus.SE331	E00153919
mm.musa.208	E00143680
mm.hha.065	E00163627
mm.fcm.150	E00087707
mm.hha.020	E00155454
mm.wiki.486	S00121866
mm.domus.SW163	E00096195
mm.domus.YH009	E00056961
mm.fcm.151	S00098192
mm.ace.1107	E00130489
mm.aim82NM.061	E00135153
mm.domus.EM041	E00132306
mm.domus.SC257	S00132770
mm.misc.170	E00092661
mm.domus.SE576	E00154271
mm.domus.SE424	E00154492
mm.wiki.347	E00154271
mm.domus.SE340	E00118494
mm.domus.WM036	E00147735
mm.wiki.226	E00124020
mm.musa.209	E00124020
mm.hha.046	E00103873
mm.domus.WM059	E00159640
mm.fcm.154	N00002249
mm.aim82NM.126	E00088655
mm.aim.0565	E00130861
mm.wiki.038	E00096199
mm.aim.1159	E00111741
mm.musa.210	E00124535
mm.aim.0566	E00135295
mm.domus.SW071	E00078412
mm.domus.NW170	E00093798
mm.domus.SW059	E00104130
mm.aim.0568	E00063128
mm.domus.SW159	E00101916
mm.domus.SE111	E00135699
mm.domus.SW217	E00148800
mm.domus.NW181	E00126847
mm.aim.0570	E00126854
mm.aim82NM.071	E00126998
mm.domus.NW132	E00126853
mm.wiki.071	E00099131
mm.mgs.382	S00118048
mm.domus.SC153	S00129455
mm.wiki.133	E00111206
mm.aim82NM.082	W00003706
mm.musa.212	E00132569
mm.domus.SE510	E00004694
mm.misc.065	E00094695
mm.ace.1215	E00083768
mm.domus.SE333	E00170362
mm.aim.1352	E00124981
mm.musa.214	E00111287
