GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
E01012703	4	4	3	5	2	6	6	10	england
E01012704	1	1	1	3	1	5	8	8	england
E01012705	2	3	2	3	1	3	3	10	england
E01012706	5	5	5	5	2	6	6	10	england
E01012707	1	2	1	3	1	1	2	10	england
E01012708	3	4	4	4	1	2	2	10	england
E01012709	2	2	2	3	1	1	1	10	england
E01012710	5	6	7	7	2	3	5	10	england
E01012711	2	3	3	2	1	2	1	10	england
E01012712	4	6	6	5	2	1	2	10	england
E01012713	4	5	5	4	4	3	2	10	england
E01012714	4	5	4	5	2	2	4	10	england
E01012715	4	5	5	5	2	1	2	10	england
E01012716	5	5	5	6	3	5	4	9	england
E01012717	7	8	6	8	4	5	6	7	england
E01012718	7	7	6	7	4	5	6	9	england
E01012719	6	6	5	6	3	8	5	9	england
E01012720	1	1	1	1	1	1	5	9	england
E01012721	1	1	1	1	1	1	7	6	england
E01012722	7	7	7	7	3	6	7	10	england
E01012723	5	5	4	7	2	5	5	7	england
E01012724	1	1	1	1	1	1	5	9	england
E01012725	4	5	5	6	2	5	2	10	england
E01012726	3	4	3	4	2	3	3	10	england
E01012727	7	7	6	6	4	5	6	10	england
E01012728	2	3	2	3	1	1	1	10	england
E01012729	5	5	4	4	2	7	4	10	england
E01012730	6	6	6	5	4	6	4	6	england
E01012731	4	4	4	3	2	5	3	9	england
E01012732	3	2	3	4	1	6	7	9	england
E01012733	1	1	1	2	1	1	1	10	england
E01012734	3	3	3	4	1	2	1	10	england
E01012735	1	1	1	3	1	1	1	9	england
E01012736	1	1	1	2	1	1	1	8	england
E01012737	1	1	1	1	1	1	1	8	england
E01012738	1	1	1	1	1	1	1	10	england
E01012739	1	1	1	2	1	1	2	10	england
E01012740	4	4	4	6	2	4	3	10	england
E01012741	3	3	4	4	2	1	1	10	england
E01012742	2	2	3	4	1	1	3	10	england
E01012743	1	1	1	2	1	1	1	10	england
E01012744	1	1	2	1	1	2	1	10	england
E01012745	2	2	2	2	1	1	1	10	england
E01012746	2	2	2	2	1	1	1	10	england
E01012747	7	7	6	8	4	4	6	10	england
E01012748	1	1	1	2	1	1	1	9	england
E01012749	1	2	1	3	1	3	2	10	england
E01012750	3	4	3	4	2	3	3	10	england
E01012751	1	1	1	1	1	1	1	7	england
E01012752	1	2	1	2	1	1	1	8	england
E01012753	3	5	3	6	1	1	2	10	england
E01012754	1	1	1	3	1	1	1	10	england
E01012755	4	5	4	5	2	3	3	10	england
E01012756	5	5	5	7	4	3	1	10	england
E01012757	3	3	4	4	2	1	1	8	england
E01012758	5	6	6	10	6	1	2	9	england
E01012759	3	3	4	4	5	2	1	7	england
E01012760	4	4	4	6	4	5	1	8	england
E01012761	1	2	2	3	1	1	1	4	england
E01012762	4	5	5	8	6	1	1	9	england
E01012763	2	3	3	5	3	1	1	4	england
E01012764	5	7	5	5	5	3	4	6	england
E01012765	6	7	7	5	7	3	2	9	england
E01012766	6	8	8	7	7	1	2	10	england
E01012767	5	7	6	7	5	3	2	4	england
E01012768	5	5	6	4	5	4	4	6	england
E01012769	5	6	5	5	5	4	4	4	england
E01012770	9	9	8	8	8	6	4	9	england
E01012771	6	6	5	5	6	7	3	10	england
E01012772	5	6	4	6	5	4	2	8	england
E01012773	5	5	5	4	6	5	2	6	england
E01012774	3	3	3	3	6	3	2	7	england
E01012775	2	2	2	2	3	4	2	5	england
E01012776	4	5	5	3	4	4	1	7	england
E01012777	3	2	2	4	2	6	4	4	england
E01012778	1	1	1	1	1	1	6	2	england
E01012779	1	1	1	1	2	3	7	1	england
E01012780	1	1	1	1	2	4	5	3	england
E01012781	1	1	1	1	2	2	5	3	england
E01012782	1	1	1	1	1	1	6	1	england
E01012783	1	1	1	1	1	1	7	2	england
E01012784	3	2	3	2	4	2	6	5	england
E01012785	1	1	1	1	2	2	5	1	england
E01012786	1	2	1	1	3	3	6	2	england
E01012787	1	1	1	1	2	1	4	3	england
E01012788	1	1	1	1	2	1	5	1	england
E01012789	1	1	1	1	2	1	4	3	england
E01012790	1	1	1	1	1	3	4	3	england
E01012791	8	8	8	8	8	6	5	9	england
E01012792	7	8	7	9	6	2	3	10	england
E01012793	6	6	8	9	5	2	4	7	england
E01012794	7	7	7	7	7	4	3	8	england
E01012795	3	2	2	3	3	2	4	5	england
E01012796	5	6	5	4	5	4	2	8	england
E01012797	4	3	4	4	3	9	4	6	england
E01012798	1	1	1	1	1	4	6	3	england
E01012799	5	4	5	4	6	5	2	8	england
E01012800	5	4	4	4	5	4	4	8	england
E01012801	4	4	4	3	3	5	4	9	england
E01012802	4	4	5	3	5	5	2	9	england
E01012803	4	4	5	3	5	3	2	9	england
E01012804	5	6	5	4	6	2	1	8	england
E01012805	1	1	1	1	1	1	1	6	england
E01012806	1	1	1	1	2	1	1	6	england
E01012807	3	4	4	5	4	1	1	8	england
E01012808	1	1	1	1	1	1	1	5	england
E01012809	1	1	1	1	2	3	1	3	england
E01012810	4	5	5	5	3	4	4	4	england
E01012811	6	6	5	7	3	6	4	6	england
E01012812	8	8	8	8	8	6	4	9	england
E01012813	8	9	8	6	7	7	4	5	england
E01012814	7	8	7	6	7	5	4	9	england
E01012815	7	9	8	5	7	5	4	3	england
E01012816	4	5	4	4	4	3	2	8	england
E01012817	3	3	3	2	5	7	1	4	england
E01012818	6	7	6	4	6	3	3	9	england
E01012819	5	5	6	3	5	4	2	9	england
E01012820	4	5	4	3	5	5	2	9	england
E01012821	2	2	2	3	2	5	4	7	england
E01012822	6	5	6	5	4	6	4	9	england
E01012823	1	1	1	1	2	3	3	3	england
E01012824	5	5	5	5	5	3	5	4	england
E01012825	3	4	3	3	3	2	4	7	england
E01012826	2	2	2	2	2	3	2	5	england
E01012827	3	3	3	4	2	2	3	6	england
E01012828	4	3	3	4	3	7	5	7	england
E01012829	4	6	5	5	5	1	3	6	england
E01012830	4	6	5	4	4	1	3	5	england
E01012832	3	3	4	2	4	2	7	2	england
E01012833	1	1	1	1	2	2	4	5	england
E01012834	1	1	1	1	2	2	4	5	england
E01012835	7	8	5	4	6	6	5	9	england
E01012836	1	1	1	1	1	1	4	4	england
E01012837	1	1	1	2	2	1	4	5	england
E01012838	1	1	1	1	2	4	5	4	england
E01012839	3	3	3	2	4	5	4	7	england
E01012840	1	1	1	1	2	2	3	6	england
E01012841	1	1	1	1	2	1	5	2	england
E01012842	1	1	1	1	2	3	4	4	england
E01012843	1	1	1	1	1	1	4	2	england
E01012844	1	1	1	1	1	4	5	3	england
E01012845	1	1	1	1	3	2	4	3	england
E01012846	1	1	1	1	2	1	4	5	england
E01012847	1	1	1	1	2	1	4	3	england
E01012848	1	3	1	2	1	3	1	1	england
E01012849	1	1	1	1	1	1	4	3	england
E01012850	1	1	1	2	2	1	1	3	england
E01012851	1	1	1	1	1	1	2	3	england
E01012852	1	1	1	1	1	3	2	2	england
E01012854	1	1	1	1	1	1	4	2	england
E01012855	1	1	1	1	1	1	3	3	england
E01012856	1	1	1	1	1	1	4	2	england
E01012857	1	1	1	1	1	1	2	5	england
E01012858	1	1	1	1	1	3	4	4	england
E01012859	1	1	1	1	2	1	1	4	england
E01012860	3	3	3	1	4	4	2	7	england
E01012862	1	1	1	1	1	1	2	4	england
E01012863	2	3	3	2	3	1	2	6	england
E01012864	1	1	1	1	1	1	1	4	england
E01012865	1	1	1	2	1	2	1	6	england
E01012866	3	4	4	4	4	2	1	6	england
E01012867	1	1	1	1	1	1	1	3	england
E01012868	3	4	5	2	3	2	1	3	england
E01012869	2	5	6	1	2	1	1	3	england
E01012870	4	5	7	4	5	2	1	5	england
E01012871	2	3	3	2	3	1	1	4	england
E01012872	3	5	6	3	3	1	1	3	england
E01012873	1	1	1	1	1	1	5	2	england
E01012874	1	1	1	1	1	1	4	2	england
E01012875	1	1	1	1	1	1	3	2	england
E01012876	1	1	1	1	1	1	5	2	england
E01012877	1	1	1	1	2	3	6	1	england
E01012878	1	1	1	1	1	1	4	3	england
E01012879	1	1	1	1	2	1	3	2	england
E01012880	1	1	1	1	1	1	2	3	england
E01012881	1	1	1	1	1	1	3	4	england
E01012882	6	6	6	4	5	6	4	5	england
E01012883	4	4	4	4	3	7	5	2	england
E01012884	2	2	2	2	2	3	5	4	england
E01012886	2	2	1	2	2	1	5	5	england
E01012887	1	1	1	1	1	2	5	3	england
E01012888	1	1	1	1	1	1	1	6	england
E01012889	1	1	1	1	1	2	2	3	england
E01012891	1	1	1	1	1	1	1	1	england
E01012892	1	1	1	1	2	1	1	4	england
E01012893	1	1	1	1	1	2	3	3	england
E01012894	1	1	1	1	2	1	4	4	england
E01012895	1	1	1	1	1	1	2	3	england
E01012896	4	3	3	3	5	2	3	8	england
E01012897	1	1	1	1	1	1	2	3	england
E01012898	1	1	1	1	2	2	4	5	england
E01012899	3	4	3	2	5	1	1	8	england
E01012900	1	1	1	1	1	1	1	3	england
E01012901	4	4	4	3	4	3	2	9	england
E01012902	5	6	6	3	7	4	1	10	england
E01012903	2	2	2	2	2	1	1	7	england
E01012904	4	4	4	5	4	6	3	7	england
E01012905	1	2	1	1	2	3	3	1	england
E01012906	1	1	1	1	1	1	3	2	england
E01012907	3	3	3	3	4	1	4	5	england
E01012908	1	2	1	1	1	4	6	1	england
E01012909	8	8	9	6	7	8	5	4	england
E01012910	5	6	5	3	6	3	5	7	england
E01012911	8	8	7	7	7	6	6	5	england
E01012912	6	7	5	4	7	3	5	7	england
E01012913	3	3	3	3	3	2	3	6	england
E01012914	6	10	10	4	6	3	2	1	england
E01012915	1	1	1	2	2	1	1	4	england
E01012916	5	6	7	7	6	2	3	6	england
E01012917	1	1	1	1	1	1	4	4	england
E01012918	1	1	1	1	2	1	4	3	england
E01012919	10	10	10	10	10	10	9	2	england
E01012920	9	9	8	9	9	9	4	3	england
E01012921	10	9	8	10	10	10	9	9	england
E01012922	6	8	7	9	8	9	3	1	england
E01012923	6	8	8	6	9	10	3	1	england
E01012924	10	9	8	10	8	9	8	6	england
E01012925	10	10	10	10	10	10	7	9	england
E01012926	10	8	8	8	10	10	9	10	england
E01012927	10	10	10	10	10	10	10	8	england
E01012928	1	1	1	1	2	3	9	2	england
E01012929	4	4	4	2	6	5	4	8	england
E01012930	5	5	4	4	6	8	6	6	england
E01012931	1	1	1	1	1	5	4	3	england
E01012932	1	1	1	1	3	2	4	3	england
E01012933	6	6	6	4	6	8	7	6	england
E01012934	4	3	3	4	5	6	6	3	england
E01012935	7	7	6	6	5	9	9	8	england
E01012936	3	4	2	6	2	5	3	5	england
E01012937	5	5	4	4	7	7	5	5	england
E01012938	4	3	2	4	5	8	10	3	england
E01012939	8	8	5	5	8	10	10	4	england
E01012940	6	6	5	4	5	9	9	7	england
E01012941	6	5	4	4	6	8	8	5	england
E01012942	7	7	5	6	6	7	10	9	england
E01012943	3	3	2	3	3	4	2	8	england
E01012944	1	1	1	1	1	1	1	4	england
E01012945	1	1	1	1	2	1	1	6	england
E01012946	1	1	1	1	1	3	7	2	england
E01012947	4	4	3	4	6	5	6	9	england
E01012948	1	1	1	1	1	1	1	5	england
E01012949	2	2	1	2	2	3	5	5	england
E01012950	7	7	5	6	6	6	9	6	england
E01012951	1	2	1	2	2	2	1	6	england
E01012952	1	1	1	2	2	1	1	3	england
E01012953	6	8	7	6	8	3	3	7	england
E01012954	7	6	5	6	9	10	10	3	england
E01012955	9	8	6	9	8	7	7	10	england
E01012956	9	6	7	8	8	9	8	9	england
E01012957	9	9	9	6	9	9	5	8	england
E01012958	10	10	8	10	8	10	9	4	england
E01012959	6	7	6	8	8	2	7	6	england
E01012960	9	8	8	9	8	5	5	10	england
E01012961	6	6	3	6	6	9	8	5	england
E01012962	9	8	9	9	9	5	6	8	england
E01012963	3	2	2	4	2	9	9	6	england
E01012964	5	4	4	4	6	3	6	7	england
E01012965	9	8	8	10	7	7	4	7	england
E01012966	7	7	6	8	8	7	8	2	england
E01012967	10	9	9	10	9	10	10	4	england
E01012968	10	10	10	10	10	9	10	7	england
E01012969	7	9	8	5	9	10	7	2	england
E01012970	10	9	9	10	10	10	8	7	england
E01012972	10	10	9	10	10	8	8	10	england
E01012973	10	10	10	9	10	10	8	8	england
E01012974	9	7	8	6	9	10	8	10	england
E01012975	8	8	7	6	8	10	8	5	england
E01012976	4	3	3	2	5	7	9	7	england
E01012977	8	8	7	7	9	9	8	5	england
E01012978	10	9	8	8	10	7	10	8	england
E01012979	6	5	5	5	6	7	4	10	england
E01012980	3	3	3	2	4	6	2	7	england
E01012981	4	5	6	7	7	10	1	1	england
E01012982	6	6	5	6	7	5	3	9	england
E01012983	7	8	7	6	7	10	8	3	england
E01012984	8	9	9	8	10	10	5	2	england
E01012985	7	6	5	8	7	8	8	9	england
E01012986	3	5	3	2	5	5	3	2	england
E01012987	6	8	7	7	9	9	3	1	england
E01012988	8	7	7	6	8	8	6	10	england
E01012989	7	6	7	6	8	10	5	4	england
E01012990	4	6	5	7	8	8	1	1	england
E01012991	5	6	5	7	7	8	4	1	england
E01012992	3	4	4	4	6	8	1	1	england
E01012993	7	6	6	5	8	5	6	9	england
E01012994	5	4	4	3	5	6	4	7	england
E01012995	4	3	3	1	7	6	5	6	england
E01012996	9	9	8	7	8	10	9	5	england
E01012997	3	4	4	1	5	4	2	8	england
E01012998	9	8	8	6	9	10	9	6	england
E01012999	3	3	3	1	4	4	1	9	england
E01013000	1	2	1	1	2	2	2	6	england
E01013001	5	5	4	4	7	6	3	9	england
E01013002	2	2	2	1	5	3	3	6	england
E01013003	4	4	3	3	5	7	8	3	england
E01013004	3	3	3	1	5	2	3	7	england
E01013005	8	8	9	9	5	6	9	4	england
E01013006	6	5	6	5	7	3	5	10	england
E01013007	7	6	5	7	7	5	4	8	england
E01013008	7	5	6	6	6	7	4	10	england
E01013009	5	4	4	5	6	4	7	5	england
E01013010	7	5	6	5	7	7	7	10	england
E01013011	7	5	6	8	7	4	6	8	england
E01013012	10	10	10	9	9	9	10	2	england
E01013013	8	6	6	6	8	9	4	10	england
E01013014	7	5	6	6	8	6	6	10	england
E01013015	9	8	8	8	8	7	6	10	england
E01013016	9	10	10	8	10	9	7	2	england
E01013017	7	5	5	5	8	7	9	9	england
E01013018	7	6	6	3	8	8	8	10	england
E01013019	5	7	6	6	5	4	3	1	england
E01013020	7	8	9	7	8	10	4	1	england
E01013021	6	7	6	4	8	10	4	2	england
E01013022	6	9	8	7	9	9	3	1	england
E01013023	6	7	6	6	7	7	4	1	england
E01013024	7	7	6	4	8	10	7	7	england
E01013025	9	6	8	7	9	10	8	7	england
E01013026	8	7	7	4	9	9	4	6	england
E01013027	6	6	4	5	8	8	5	4	england
E01013028	8	8	9	5	9	8	7	3	england
E01013029	3	4	3	4	6	3	1	2	england
E01013030	5	6	6	5	7	10	6	1	england
E01013031	9	8	8	6	9	7	8	6	england
E01013032	7	7	6	6	8	6	7	3	england
E01013033	8	6	6	6	7	10	9	7	england
E01013034	7	7	8	7	8	9	4	1	england
E01013035	8	8	6	8	8	9	8	3	england
E01013036	6	4	4	6	6	5	4	9	england
E01013037	8	7	6	8	9	9	5	9	england
E01013038	2	2	1	1	4	4	6	6	england
E01013039	7	7	5	7	7	10	5	3	england
E01013040	8	6	6	7	7	8	7	9	england
E01013041	6	4	6	7	8	5	4	9	england
E01013042	10	10	10	10	10	10	10	4	england
E01013043	10	9	9	10	8	10	10	4	england
E01013044	10	10	10	10	10	10	10	3	england
E01013045	3	2	2	2	4	6	7	6	england
E01013046	7	6	5	8	7	6	9	9	england
E01013047	4	3	3	5	3	6	5	9	england
E01013048	5	6	5	6	8	7	5	1	england
E01013049	4	3	3	3	4	5	4	8	england
E01013050	4	5	3	4	4	4	7	2	england
E01013051	4	3	3	2	4	6	9	8	england
E01013052	9	9	9	5	10	8	8	5	england
E01013053	9	8	6	7	9	10	10	9	england
E01013054	10	9	9	7	9	10	9	7	england
E01013055	8	7	7	5	7	8	9	8	england
E01013056	6	5	6	4	7	8	5	6	england
E01013057	10	10	9	8	9	10	6	6	england
E01013058	8	6	6	8	7	10	6	5	england
E01013059	9	9	10	9	9	10	8	3	england
E01013060	10	10	10	9	10	10	9	4	england
E01013061	9	8	9	7	9	10	10	3	england
E01013062	7	6	5	9	7	6	5	9	england
E01013063	10	8	9	10	9	8	7	9	england
E01013064	10	10	9	9	8	10	10	3	england
E01013065	8	7	6	5	7	10	9	7	england
E01013066	10	10	9	10	10	10	10	9	england
E01013067	10	10	9	10	9	10	10	3	england
E01013068	10	8	7	9	8	9	9	10	england
E01013069	7	7	6	4	6	7	7	7	england
E01013070	10	9	10	10	10	9	8	10	england
E01013071	2	2	2	4	2	3	5	7	england
E01013072	6	5	5	6	7	6	4	6	england
E01013073	8	9	7	7	7	6	7	7	england
E01013074	6	6	7	6	7	6	3	4	england
E01013075	7	9	7	6	8	6	8	1	england
E01013076	4	5	5	4	7	4	2	1	england
E01013077	9	7	7	8	8	5	9	9	england
E01013078	5	5	5	6	6	8	6	1	england
E01013079	4	6	4	4	5	7	2	1	england
E01013080	1	1	1	2	2	2	5	5	england
E01013081	5	6	5	5	8	8	3	1	england
E01013082	5	4	4	5	6	4	5	5	england
E01013083	1	1	1	1	2	1	3	7	england
E01013084	1	1	1	1	1	3	8	4	england
E01013085	6	6	4	4	7	9	9	7	england
E01013086	3	3	2	2	3	7	7	2	england
E01013087	3	4	3	3	5	10	2	1	england
E01013088	10	10	10	10	10	9	8	3	england
E01013089	10	10	9	10	9	9	8	10	england
E01013090	10	9	9	9	10	10	8	5	england
E01013091	10	9	7	10	9	10	9	8	england
E01013092	10	10	10	10	9	10	8	2	england
E01013093	10	10	10	10	10	10	9	6	england
E01013094	8	7	6	8	7	5	7	9	england
E01013095	6	6	5	7	5	4	4	10	england
E01013096	7	6	5	5	6	9	6	10	england
E01013097	7	7	5	5	8	8	6	7	england
E01013098	8	8	7	6	9	8	8	3	england
E01013099	3	3	3	2	4	6	4	2	england
E01013100	7	7	7	5	9	6	7	3	england
E01013101	8	8	6	5	8	9	9	7	england
E01013102	8	8	6	6	8	10	8	7	england
E01013103	9	9	7	7	8	7	8	8	england
E01013104	8	8	7	6	8	8	9	3	england
E01013105	6	5	4	5	6	5	7	9	england
E01013106	4	4	4	3	5	5	6	7	england
E01013107	5	4	3	4	6	6	5	7	england
E01013108	10	10	10	10	10	10	9	6	england
E01013110	10	8	8	8	9	9	8	10	england
E01013111	10	9	9	8	10	8	8	8	england
E01013112	10	9	8	8	9	9	9	7	england
E01013113	10	10	8	9	8	10	10	9	england
E01013114	10	10	10	9	10	10	10	3	england
E01013115	9	9	8	8	9	6	7	9	england
E01013116	10	10	9	10	9	10	9	9	england
E01013117	10	10	10	9	9	9	8	9	england
E01013118	10	10	9	10	9	10	9	7	england
E01013119	5	9	9	7	10	10	1	1	england
E01013120	9	9	9	9	9	9	9	3	england
E01013121	9	9	9	7	9	9	6	2	england
E01013122	6	10	10	7	10	10	2	1	england
E01013123	8	6	8	6	8	8	10	7	england
E01013124	7	5	5	6	6	10	9	7	england
E01013125	5	6	8	6	9	10	2	1	england
E01013126	7	10	10	6	9	9	4	1	england
E01013127	8	10	10	9	10	10	2	1	england
E01013128	2	2	2	3	3	1	2	10	england
E01013129	2	3	2	3	3	1	1	8	england
E01013130	2	2	2	3	2	1	5	7	england
E01013131	2	2	2	3	2	1	2	8	england
E01013132	5	5	5	5	5	2	4	10	england
E01013133	3	3	4	5	4	2	1	9	england
E01013134	3	3	3	3	3	3	5	8	england
E01013135	3	2	2	2	2	2	6	8	england
E01013136	1	1	1	1	1	1	3	4	england
E01013137	1	1	1	1	1	1	5	5	england
E01013138	1	1	1	1	1	1	1	6	england
E01013139	1	1	1	1	1	1	3	6	england
E01013140	1	1	1	1	2	1	1	8	england
E01013141	1	2	2	1	4	1	1	8	england
E01013142	1	1	1	1	1	1	1	7	england
E01013143	2	3	3	1	5	1	1	9	england
E01013144	1	1	1	1	1	4	5	3	england
E01013145	7	8	6	4	6	5	7	10	england
E01013146	4	4	4	4	5	7	6	2	england
E01013147	2	2	2	1	2	2	5	6	england
E01013148	9	9	8	6	7	9	8	7	england
E01013149	8	8	7	4	7	9	6	10	england
E01013150	7	7	6	4	7	9	7	6	england
E01013151	8	9	8	7	8	2	7	9	england
E01013152	9	9	9	9	8	6	6	10	england
E01013153	7	7	7	6	5	4	8	5	england
E01013154	9	9	7	8	7	7	6	10	england
E01013155	9	9	7	7	7	6	7	10	england
E01013156	3	3	3	3	4	3	7	3	england
E01013157	9	9	10	9	8	6	7	5	england
E01013158	3	4	5	3	4	1	3	9	england
E01013159	1	1	2	1	4	1	1	8	england
E01013160	6	7	7	4	8	2	3	8	england
E01013161	1	1	2	2	3	1	1	8	england
E01013162	1	2	1	2	3	1	1	5	england
E01013163	5	6	4	5	5	2	6	6	england
E01013164	3	3	3	4	4	2	5	7	england
E01013165	1	1	1	1	1	1	1	7	england
E01013166	8	7	6	6	7	8	7	8	england
E01013167	6	6	6	6	7	6	3	5	england
E01013168	9	9	8	7	8	10	8	6	england
E01013169	6	5	6	4	4	10	8	4	england
E01013170	8	6	8	7	7	6	6	9	england
E01013171	10	9	10	9	9	8	7	10	england
E01013172	9	7	7	8	7	7	7	10	england
E01013173	7	6	6	8	6	9	6	4	england
E01013174	1	1	1	1	2	6	7	4	england
E01013175	6	8	6	5	7	10	5	2	england
E01013176	6	6	5	3	6	6	4	6	england
E01013177	1	1	1	1	2	3	6	5	england
E01013178	6	6	5	3	7	8	5	10	england
E01013179	4	3	3	2	4	4	6	8	england
E01013180	6	5	5	4	5	6	7	8	england
E01013181	1	1	1	2	3	1	1	6	england
E01013182	7	8	6	8	7	2	5	7	england
E01013183	4	5	6	7	5	1	3	6	england
E01013184	3	4	3	6	5	1	2	8	england
E01013185	8	6	8	7	8	7	6	10	england
E01013186	7	10	10	9	9	1	3	9	england
E01013187	2	2	1	3	2	1	2	6	england
E01013188	7	7	7	5	8	4	4	10	england
E01013189	8	8	5	6	5	10	8	10	england
E01013190	8	8	8	8	9	4	8	5	england
E01013191	9	9	9	8	8	7	7	7	england
E01013192	3	2	2	3	3	5	6	8	england
E01013193	9	8	8	7	7	10	6	6	england
E01013194	9	7	7	8	7	10	8	10	england
E01013195	2	2	3	2	4	3	2	9	england
E01013196	1	1	1	1	2	1	1	8	england
E01013197	4	4	4	3	6	1	3	10	england
E01013198	3	3	2	3	4	2	2	10	england
E01013199	1	2	1	2	1	1	2	8	england
E01013200	5	6	6	4	5	1	4	10	england
E01013201	1	1	1	1	2	1	1	7	england
E01013202	2	2	2	1	3	1	1	9	england
E01013203	1	1	1	1	2	1	1	6	england
E01013204	1	1	2	2	2	1	3	7	england
E01013205	1	1	1	1	1	1	3	6	england
E01013206	2	2	1	1	3	2	6	6	england
E01013207	4	5	4	2	5	3	2	8	england
E01013208	1	1	1	1	1	1	6	4	england
E01013209	1	1	1	1	2	2	7	6	england
E01013210	1	1	1	1	2	1	7	4	england
E01013211	5	5	5	4	5	3	3	10	england
E01013212	1	1	1	1	1	2	5	4	england
E01013213	5	4	3	4	3	8	8	9	england
E01013214	8	8	8	8	9	9	6	2	england
E01013215	10	10	10	9	9	9	9	6	england
E01013216	9	9	8	9	7	10	9	3	england
E01013217	9	8	9	8	7	9	8	9	england
E01013218	1	1	1	1	2	1	1	7	england
E01013219	1	1	2	1	4	1	1	9	england
E01013220	1	1	2	1	3	1	2	6	england
E01013221	1	1	1	1	2	1	1	5	england
E01013222	1	2	2	1	3	1	1	8	england
E01013223	10	9	9	9	10	10	7	7	england
E01013224	7	5	6	7	7	8	8	5	england
E01013225	5	8	7	8	4	6	3	1	england
E01013226	8	9	8	7	7	5	7	6	england
E01013227	4	4	3	2	4	6	5	8	england
E01013228	7	6	7	6	6	6	5	4	england
E01013229	1	1	1	1	2	1	4	6	england
E01013231	3	3	3	2	5	6	2	8	england
E01013233	3	4	4	2	6	2	2	9	england
E01013234	6	5	7	5	6	5	3	8	england
E01013236	5	5	5	4	3	5	6	10	england
E01013237	2	1	2	1	3	4	8	7	england
E01013238	3	3	3	2	2	1	4	9	england
E01013239	4	5	4	3	4	3	3	10	england
E01013240	2	2	2	2	1	2	6	3	england
E01013241	9	8	7	8	6	9	8	10	england
E01013242	7	8	8	7	8	6	7	2	england
E01013243	9	7	7	8	8	8	10	7	england
E01013244	5	4	4	4	5	5	8	10	england
E01013245	3	2	3	2	3	7	3	10	england
E01013246	4	4	5	5	6	8	3	1	england
E01013247	6	7	6	6	6	6	5	3	england
E01013248	7	6	6	7	6	5	7	9	england
E01013249	5	3	4	4	6	5	8	8	england
E01013250	6	5	5	6	6	9	9	4	england
E01013251	9	9	8	8	9	8	7	4	england
E01013252	9	9	7	8	7	10	10	5	england
E01013253	6	5	5	5	6	9	4	7	england
E01013254	3	3	3	3	3	4	4	9	england
E01013255	5	5	4	5	5	4	4	10	england
E01013256	7	5	6	7	8	7	6	9	england
E01013257	9	8	7	8	8	6	10	7	england
E01013258	4	3	2	3	3	5	8	9	england
E01013259	3	2	2	2	4	6	10	6	england
E01013260	9	9	6	7	7	6	9	10	england
E01013261	10	9	8	8	8	8	9	10	england
E01013262	8	8	7	7	6	6	8	9	england
E01013263	8	7	7	7	7	6	7	10	england
E01013264	8	7	6	5	6	7	9	10	england
E01013265	9	10	7	7	7	8	10	10	england
E01013266	9	9	8	8	7	8	9	6	england
E01013267	6	7	6	7	6	10	6	1	england
E01013268	5	6	4	6	6	8	5	1	england
E01013269	8	7	7	8	7	9	6	3	england
E01013270	7	5	5	5	6	8	7	10	england
E01013271	4	4	3	3	4	7	8	9	england
E01013272	3	3	2	2	2	4	5	9	england
E01013273	8	8	7	7	7	6	8	7	england
E01013274	5	6	6	6	6	7	4	1	england
E01013275	9	7	9	6	8	9	9	6	england
E01013276	6	5	4	5	5	9	9	9	england
E01013277	8	8	8	5	5	10	9	4	england
E01013278	1	1	1	1	1	1	8	8	england
E01013279	1	1	1	1	1	1	8	6	england
E01013280	4	4	3	3	6	3	8	10	england
E01013281	2	1	1	1	3	1	6	8	england
E01013282	3	3	3	2	3	3	6	9	england
E01013283	2	1	2	1	4	2	8	7	england
E01013284	2	2	2	1	2	2	7	9	england
E01013285	6	6	5	5	6	3	8	10	england
E01013286	3	4	3	3	3	4	10	4	england
E01013287	5	6	5	4	5	7	3	6	england
E01013288	7	7	6	5	5	9	8	9	england
E01013289	7	7	7	6	6	9	9	2	england
E01013290	7	7	6	7	7	10	8	2	england
E01013291	2	1	2	2	3	6	7	8	england
E01013292	8	7	6	6	6	8	8	10	england
E01013293	10	9	8	8	7	10	9	8	england
E01013294	7	6	6	7	7	9	5	3	england
E01013295	7	6	6	5	7	6	8	10	england
E01013296	1	1	1	1	2	1	2	8	england
E01013297	5	5	5	3	6	5	7	7	england
E01013298	1	1	1	1	3	1	4	8	england
E01013299	1	1	1	1	1	2	5	7	england
E01013300	1	2	2	1	2	1	2	8	england
E01013301	6	6	6	4	6	5	7	10	england
E01013302	6	6	5	6	3	5	7	6	england
E01013303	4	4	3	4	4	7	4	2	england
E01013304	9	7	7	8	7	10	9	7	england
E01013305	8	8	6	7	6	8	8	4	england
E01013306	5	5	5	5	7	7	4	3	england
E01013307	7	5	5	7	5	9	8	9	england
E01013308	5	4	4	3	6	8	5	9	england
E01013309	6	6	5	5	7	10	5	3	england
E01013310	3	3	3	2	3	3	5	10	england
E01013311	1	1	1	1	1	1	7	6	england
E01013312	1	2	1	1	2	1	2	9	england
E01013313	5	5	6	3	4	5	3	9	england
E01013314	4	5	3	3	5	2	2	10	england
E01013315	2	2	2	2	1	4	5	8	england
E01013316	9	9	9	8	7	3	5	10	england
E01013317	5	5	5	5	3	4	4	10	england
E01013318	6	5	5	5	5	5	5	10	england
E01013319	3	3	2	2	4	4	6	7	england
