GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
E01022021	5	5	4	3	5	7	9	7	england
E01022022	4	4	3	3	3	2	7	8	england
E01022023	2	2	2	2	3	2	7	7	england
E01022024	4	3	4	3	4	5	7	4	england
E01022025	1	1	1	1	1	1	1	6	england
E01022026	1	1	1	1	1	1	2	8	england
E01022027	1	2	1	3	1	1	1	6	england
E01022028	4	4	3	4	3	2	5	4	england
E01022030	1	1	1	1	1	2	9	5	england
E01022031	1	1	1	1	1	1	9	2	england
E01022032	1	1	1	1	2	3	6	5	england
E01022033	4	4	2	3	3	8	7	10	england
E01022034	5	4	4	4	4	6	9	10	england
E01022035	6	5	4	3	4	8	8	10	england
E01022036	4	5	4	3	4	2	9	3	england
E01022037	4	4	4	4	2	4	6	8	england
E01022038	3	3	2	2	2	4	9	8	england
E01022039	2	2	2	1	2	4	7	7	england
E01022040	4	4	3	2	4	7	8	7	england
E01022041	4	3	2	3	4	5	8	10	england
E01022042	1	1	1	1	2	1	3	7	england
E01022043	2	1	1	2	2	2	4	8	england
E01022044	3	3	2	2	3	5	8	8	england
E01022045	1	1	1	2	1	2	1	2	england
E01022046	2	3	2	2	2	2	1	2	england
E01022047	3	4	4	3	3	5	2	2	england
E01022048	4	5	3	5	3	5	7	6	england
E01022049	4	5	3	5	3	1	6	6	england
E01022050	4	4	3	4	3	3	8	8	england
E01022051	5	7	5	5	4	4	3	2	england
E01022052	8	6	6	6	6	10	9	8	england
E01022053	6	8	7	5	5	10	6	1	england
E01022054	2	3	2	2	3	2	6	4	england
E01022055	3	2	1	2	3	4	8	6	england
E01022056	2	2	2	2	3	2	2	9	england
E01022057	8	10	10	9	10	8	4	1	england
E01022058	8	9	9	7	10	9	6	1	england
E01022059	8	9	10	7	10	7	6	2	england
E01022060	9	9	9	8	10	8	6	2	england
E01022061	9	9	10	9	10	8	9	2	england
E01022062	10	9	9	8	10	7	6	8	england
E01022063	9	8	9	5	10	8	9	10	england
E01022064	8	10	10	7	10	8	5	1	england
E01022067	7	6	6	4	7	7	5	9	england
E01022068	8	8	9	7	10	9	10	2	england
E01022069	9	7	9	8	9	7	7	7	england
E01022070	10	9	10	8	10	9	8	8	england
E01022071	8	10	10	10	10	9	5	1	england
E01022072	9	9	10	9	10	6	6	2	england
E01022073	9	7	10	6	10	4	10	10	england
E01022074	7	5	5	5	10	9	10	5	england
E01022075	10	10	10	10	10	8	10	9	england
E01022076	9	7	8	9	9	8	5	8	england
E01022077	8	9	9	7	10	7	9	2	england
E01022078	5	4	4	3	7	5	10	2	england
E01022079	8	7	8	8	9	6	9	4	england
E01022080	9	9	9	5	10	9	5	8	england
E01022081	8	6	7	9	8	7	8	5	england
E01022082	9	9	9	7	10	8	9	5	england
E01022083	8	9	9	7	10	3	6	4	england
E01022084	10	10	10	8	10	5	10	10	england
E01022085	10	9	9	8	10	8	6	10	england
E01022086	5	5	5	3	6	7	7	3	england
E01022087	7	7	8	7	9	3	7	2	england
E01022088	7	8	9	7	10	7	7	1	england
E01022089	8	9	9	9	10	10	5	1	england
E01022090	6	6	8	5	9	4	5	1	england
E01022091	8	8	9	6	10	9	6	2	england
E01022092	8	8	8	8	10	8	6	2	england
E01022093	8	5	6	5	9	8	10	10	england
E01022094	9	10	10	9	10	10	6	1	england
E01022095	6	8	8	7	9	7	4	1	england
E01022096	6	8	8	5	10	6	4	1	england
E01022097	7	10	9	9	10	9	3	1	england
E01022098	7	9	10	9	10	8	4	1	england
E01022099	9	10	10	8	10	9	7	2	england
E01022100	9	9	8	10	9	5	3	10	england
E01022101	8	7	7	10	7	6	4	10	england
E01022102	4	5	5	9	4	2	1	9	england
E01022103	10	8	9	10	9	7	9	9	england
E01022104	9	7	7	9	8	9	5	9	england
E01022105	10	10	10	10	10	10	10	10	england
E01022106	10	9	9	8	9	9	8	9	england
E01022107	9	9	8	9	8	8	7	6	england
E01022108	9	7	7	9	8	8	8	5	england
E01022109	10	10	10	10	9	10	10	6	england
E01022110	8	6	6	10	6	9	7	10	england
E01022111	10	8	9	10	9	8	8	10	england
E01022112	10	10	10	10	8	10	9	10	england
E01022113	10	10	10	10	9	10	10	6	england
E01022114	10	10	10	10	9	10	10	5	england
E01022115	9	9	8	10	9	8	5	8	england
E01022116	8	8	8	9	7	5	4	7	england
E01022117	6	7	7	9	7	2	2	7	england
E01022118	10	10	10	10	9	10	8	10	england
E01022119	9	10	10	9	8	7	3	10	england
E01022120	2	2	1	2	2	2	5	8	england
E01022121	3	2	3	2	2	2	5	5	england
E01022122	1	1	1	1	2	2	3	5	england
E01022123	8	7	8	7	7	10	8	4	england
E01022124	3	4	3	9	2	2	1	8	england
E01022125	9	9	9	10	7	4	3	10	england
E01022126	6	7	7	9	7	4	1	8	england
E01022127	6	8	8	7	6	3	2	7	england
E01022128	10	10	10	10	10	9	10	7	england
E01022129	9	8	6	10	8	10	7	8	england
E01022130	10	8	10	10	8	10	7	8	england
E01022131	2	2	2	1	2	5	5	9	england
E01022132	3	2	3	1	3	5	5	8	england
E01022133	2	1	2	1	3	6	4	8	england
E01022134	3	3	3	2	4	2	3	9	england
E01022135	10	10	10	10	9	8	6	5	england
E01022136	9	7	9	10	8	5	5	9	england
E01022137	9	9	9	10	8	6	2	9	england
E01022138	10	10	10	10	10	9	6	9	england
E01022139	9	10	10	10	9	3	7	4	england
E01022140	8	8	8	9	8	4	4	8	england
E01022141	6	8	8	10	9	1	3	8	england
E01022142	6	5	8	8	5	3	3	9	england
E01022143	9	10	10	10	10	3	9	6	england
E01022144	8	7	6	8	7	6	9	9	england
E01022145	10	10	9	9	9	9	9	9	england
E01022146	10	10	10	10	8	10	9	8	england
E01022147	1	1	1	1	2	2	4	3	england
E01022148	5	5	5	6	4	4	5	8	england
E01022149	4	4	4	3	4	2	5	8	england
E01022150	5	4	5	3	6	4	4	8	england
E01022151	4	5	7	2	5	1	3	8	england
E01022152	1	1	2	1	1	1	3	5	england
E01022153	3	4	3	5	2	1	1	6	england
E01022154	5	5	7	6	4	2	4	7	england
E01022155	5	6	6	6	6	1	3	6	england
E01022156	4	3	5	6	4	4	2	10	england
E01022157	3	2	3	2	4	2	5	7	england
E01022158	5	6	6	6	6	2	2	9	england
E01022159	3	3	4	2	4	3	6	8	england
E01022160	2	2	3	2	2	2	9	2	england
E01022161	4	4	5	3	6	4	6	2	england
E01022162	6	5	6	3	6	5	9	10	england
E01022163	8	8	7	4	8	5	6	8	england
E01022164	2	2	2	2	2	2	3	7	england
E01022165	8	8	7	7	9	7	6	5	england
E01022166	8	8	7	6	8	6	9	5	england
E01022167	10	10	10	10	9	9	10	7	england
E01022168	10	9	10	8	9	9	8	10	england
E01022169	7	6	6	6	5	7	7	9	england
E01022170	10	10	10	9	9	8	8	5	england
E01022171	10	10	10	10	10	9	10	8	england
E01022172	10	8	8	8	8	9	8	10	england
E01022173	4	3	3	4	4	9	6	8	england
E01022174	9	8	8	8	7	9	8	8	england
E01022175	7	9	9	9	10	10	2	1	england
E01022176	6	7	6	8	9	8	3	1	england
E01022177	8	6	8	5	7	8	8	9	england
E01022178	8	9	9	8	9	8	3	2	england
E01022179	7	8	8	7	9	7	6	1	england
E01022180	7	6	8	4	8	10	9	6	england
E01022181	10	9	10	9	10	9	7	4	england
E01022182	7	7	8	7	10	7	5	2	england
E01022183	9	8	8	7	8	7	8	9	england
E01022184	8	9	8	9	9	10	6	1	england
E01022185	9	7	8	8	9	10	8	9	england
E01022186	6	8	9	9	10	5	2	1	england
E01022187	6	8	8	8	10	7	2	1	england
E01022188	4	4	4	4	6	6	8	2	england
E01022189	8	8	8	7	9	7	10	3	england
E01022190	7	8	8	3	9	9	9	2	england
E01022191	8	6	7	6	7	8	10	7	england
E01022192	4	4	4	2	6	6	7	7	england
E01022193	10	10	10	9	9	9	10	7	england
E01022194	6	5	6	9	7	4	2	9	england
E01022195	8	9	10	9	9	4	7	3	england
E01022196	10	9	9	9	10	6	9	6	england
E01022197	10	10	10	8	10	7	9	8	england
E01022198	6	6	7	4	8	5	6	6	england
E01022199	7	6	6	9	8	4	4	10	england
E01022200	4	3	3	4	3	4	5	6	england
E01022201	6	10	10	10	10	6	3	1	england
E01022202	9	10	10	9	9	8	5	3	england
E01022203	10	9	9	7	9	9	9	9	england
E01022204	9	7	7	5	7	9	10	8	england
E01022205	7	9	9	8	9	7	4	1	england
E01022206	7	9	10	10	10	8	3	1	england
E01022207	9	9	9	9	10	9	5	2	england
E01022208	10	10	10	10	10	8	10	6	england
E01022209	8	7	8	7	8	10	7	2	england
E01022210	6	5	5	4	6	6	6	9	england
E01022211	6	6	6	4	6	5	7	9	england
E01022212	9	8	8	6	9	10	9	7	england
E01022213	8	7	7	8	9	8	3	6	england
E01022214	7	9	10	8	10	10	3	1	england
E01022215	7	10	10	9	9	8	1	1	england
E01022216	7	9	9	10	9	8	2	1	england
E01022217	8	6	6	6	8	9	10	10	england
E01022218	5	4	5	3	5	10	10	8	england
E01022219	10	10	9	8	9	8	10	10	england
E01022220	10	8	9	9	9	10	7	10	england
E01022221	7	9	9	9	10	4	5	1	england
E01022222	6	10	10	9	10	8	1	1	england
E01022223	9	8	9	6	9	8	7	5	england
E01022224	7	9	10	9	10	3	6	1	england
E01022225	6	6	8	5	7	6	8	1	england
E01022226	6	5	4	5	7	7	9	7	england
E01022227	6	7	7	6	8	8	3	3	england
E01022228	5	5	5	5	6	10	2	7	england
E01022229	7	5	5	3	6	9	9	9	england
E01022230	7	8	7	8	8	10	2	3	england
E01022231	5	4	5	2	6	7	5	8	england
E01022232	6	6	6	3	8	6	4	8	england
E01022233	6	8	9	6	9	10	1	1	england
E01022234	6	6	6	7	8	7	5	2	england
E01022235	6	8	7	7	8	6	3	1	england
E01022236	6	5	4	3	7	5	5	9	england
E01022237	3	2	2	1	3	3	8	10	england
E01022238	2	2	2	1	2	3	8	3	england
E01022239	7	7	5	4	8	6	9	8	england
E01022240	4	4	3	3	6	4	4	8	england
E01022241	4	3	2	5	5	5	7	9	england
E01022242	5	4	4	3	5	5	10	6	england
E01022243	4	3	3	2	3	7	10	10	england
E01022244	5	4	4	4	6	10	8	4	england
E01022245	5	4	4	1	5	9	10	9	england
E01022246	9	7	8	6	9	9	7	9	england
E01022247	8	10	10	6	10	9	3	2	england
E01022248	7	8	7	7	10	10	3	1	england
E01022249	6	6	5	6	9	8	4	3	england
E01022250	4	4	4	2	6	8	8	5	england
E01022251	4	4	3	2	4	10	3	4	england
E01022252	7	7	7	6	8	10	3	5	england
E01022253	6	7	5	6	5	9	2	3	england
E01022254	3	2	2	1	3	7	6	9	england
E01022255	8	7	6	5	8	10	10	7	england
E01022256	3	2	3	2	3	3	4	9	england
E01022257	8	7	7	4	9	10	10	5	england
E01022258	6	4	5	3	5	10	9	10	england
E01022259	9	8	9	7	8	9	3	7	england
E01022260	6	5	4	4	7	8	4	10	england
E01022261	6	5	6	3	6	5	9	10	england
E01022262	6	5	6	3	7	4	6	7	england
E01022263	6	7	8	7	10	9	3	1	england
E01022264	6	6	6	4	7	9	6	3	england
E01022265	5	5	3	6	5	8	3	9	england
E01022266	5	7	6	7	6	10	2	1	england
E01022267	6	8	7	7	9	3	3	2	england
E01022268	6	5	5	4	7	10	4	6	england
E01022269	7	6	7	5	7	9	4	5	england
E01022270	6	7	7	7	9	8	1	2	england
E01022271	6	9	9	9	9	8	2	1	england
E01022272	5	3	3	3	10	6	8	8	england
E01022273	7	9	9	3	10	10	10	1	england
E01022274	7	10	9	9	10	10	3	1	england
E01022275	9	9	8	9	10	9	9	3	england
E01022276	9	9	7	6	8	10	10	6	england
E01022277	8	7	7	6	5	8	10	6	england
E01022278	9	9	7	7	7	8	10	6	england
E01022279	9	8	8	5	7	8	10	9	england
E01022280	8	7	8	7	6	10	9	7	england
E01022281	10	9	8	9	8	10	10	8	england
E01022282	9	9	8	8	9	7	10	5	england
E01022283	10	9	8	10	7	8	10	8	england
E01022284	3	3	3	1	3	2	3	6	england
E01022285	2	2	2	2	2	5	6	7	england
E01022286	3	3	3	2	4	2	3	6	england
E01022287	7	6	6	6	8	9	5	6	england
E01022288	2	2	3	2	4	1	2	5	england
E01022289	1	2	2	1	2	1	1	5	england
E01022290	2	2	2	2	2	4	2	6	england
E01022291	1	1	2	1	2	3	1	4	england
E01022292	2	2	2	3	2	2	1	4	england
E01022293	3	3	3	3	3	3	2	6	england
E01022294	3	3	3	2	4	2	2	7	england
E01022295	9	8	8	6	8	9	7	4	england
E01022296	4	4	5	3	4	6	5	6	england
E01022297	10	10	10	9	8	7	5	9	england
E01022298	8	8	7	7	4	8	7	10	england
E01022299	7	8	8	6	8	6	8	2	england
E01022300	7	8	7	5	5	10	8	5	england
E01022301	4	4	5	2	4	3	6	5	england
E01022302	7	6	5	4	7	6	8	8	england
E01022303	6	5	5	3	6	8	6	9	england
E01022304	9	8	8	8	7	9	5	8	england
E01022305	9	8	7	7	7	9	9	8	england
E01022306	10	9	9	9	8	10	10	4	england
E01022307	10	10	10	9	8	10	10	5	england
E01022308	9	8	7	6	6	10	8	10	england
E01022309	4	5	3	7	2	3	2	6	england
E01022310	4	4	5	3	3	4	3	4	england
E01022311	1	2	1	2	1	1	1	4	england
E01022312	5	5	4	8	2	5	5	3	england
E01022313	8	8	9	6	7	10	8	5	england
E01022314	9	10	8	8	7	8	8	4	england
E01022315	10	10	9	7	8	9	8	10	england
E01022316	10	9	9	8	8	9	8	6	england
E01022317	10	10	9	8	8	7	6	10	england
E01022318	10	10	10	8	9	9	8	8	england
E01022319	1	1	1	1	1	4	4	4	england
E01022320	3	3	3	3	3	3	6	5	england
E01022321	5	5	6	3	5	3	6	7	england
E01022322	2	2	2	2	2	4	7	2	england
E01022323	1	1	2	1	2	4	7	2	england
E01022324	2	2	2	1	2	3	7	5	england
E01022325	5	5	6	2	5	5	8	3	england
E01022326	4	5	6	3	5	1	1	8	england
E01022327	5	5	5	4	5	5	3	9	england
E01022328	2	2	2	2	2	2	4	7	england
E01022329	1	1	2	1	2	4	1	5	england
E01022330	5	6	6	3	5	4	3	8	england
E01022331	4	4	4	2	5	4	4	8	england
E01022332	2	2	2	3	2	1	2	5	england
E01022333	1	1	1	1	1	2	7	3	england
E01022334	5	5	5	5	5	4	6	3	england
E01022335	6	6	7	5	3	6	8	5	england
E01022336	7	8	9	5	8	5	7	3	england
E01022338	6	5	7	5	6	7	5	2	england
E01022339	10	9	9	7	9	8	10	7	england
E01022340	9	8	9	7	8	9	7	4	england
E01022341	6	6	6	5	7	8	9	3	england
E01022342	9	8	10	7	8	8	10	2	england
E01022343	6	6	6	5	4	6	8	5	england
E01022344	5	4	5	3	5	6	7	5	england
E01022345	7	6	5	5	7	5	10	8	england
E01022346	2	1	1	1	2	7	9	4	england
E01022347	1	1	1	1	1	1	1	2	england
E01022348	6	6	6	7	7	4	8	3	england
E01022350	10	10	9	10	10	10	8	6	england
E01022351	6	5	5	3	7	9	4	4	england
E01022352	8	9	9	7	8	9	6	3	england
E01022353	8	7	7	5	8	8	6	10	england
E01022354	10	9	9	9	10	9	4	9	england
E01022355	7	6	6	6	9	8	8	4	england
E01022356	8	6	6	7	8	8	9	9	england
E01022357	9	8	7	6	8	9	8	8	england
E01022358	5	3	4	4	6	7	8	9	england
E01022359	10	9	9	6	9	9	10	8	england
E01022360	10	10	10	9	10	5	10	4	england
E01022361	6	4	5	5	4	10	6	8	england
E01022362	8	7	6	8	8	7	10	8	england
E01022363	9	8	9	6	9	9	8	6	england
E01022364	3	2	2	2	2	4	8	6	england
E01022365	4	4	3	6	7	2	3	9	england
E01022366	10	10	10	10	10	10	7	6	england
E01022367	10	9	10	10	10	10	7	5	england
E01022368	10	8	9	9	9	10	10	6	england
E01022369	9	7	8	7	8	10	8	8	england
E01022370	9	8	9	8	9	10	6	7	england
E01022371	9	8	8	9	9	10	5	4	england
E01022372	9	8	7	9	7	7	8	10	england
E01022373	7	6	6	5	8	5	8	6	england
E01022374	6	6	5	5	6	4	6	9	england
E01022375	3	3	3	1	5	7	4	7	england
E01022376	7	7	7	8	6	6	4	4	england
E01022377	6	5	4	6	6	4	8	8	england
E01022378	9	10	9	8	10	8	6	3	england
E01022379	5	4	6	4	6	8	2	6	england
E01022380	6	7	8	6	9	3	5	2	england
E01022381	9	8	9	10	7	10	5	4	england
E01022382	10	10	8	10	9	10	8	7	england
E01022383	6	4	4	5	5	10	8	7	england
E01022384	8	7	6	9	9	9	6	8	england
E01022385	8	7	7	9	9	9	5	4	england
E01022386	10	8	9	10	8	9	6	10	england
E01022387	8	6	7	6	9	8	8	8	england
E01022388	7	5	6	4	7	8	8	9	england
E01022389	9	8	8	10	9	7	6	5	england
E01022390	8	8	6	10	7	10	6	6	england
E01022391	6	8	6	10	6	4	5	1	england
E01022392	7	10	10	10	10	8	1	1	england
E01022393	9	9	8	10	9	9	8	3	england
E01022394	8	8	8	6	8	7	6	7	england
E01022395	10	8	10	9	10	9	7	6	england
E01022396	9	9	9	8	10	7	7	5	england
E01022397	7	8	9	7	9	9	2	2	england
E01022398	8	8	7	7	7	8	6	4	england
E01022399	4	4	3	4	7	4	6	6	england
E01022400	6	6	6	6	5	8	6	3	england
E01022401	7	6	6	6	6	6	10	8	england
E01022402	8	7	7	4	8	9	8	10	england
E01022403	3	2	3	2	3	9	6	9	england
E01022404	9	9	6	7	8	6	7	10	england
E01022405	6	5	5	6	6	8	7	7	england
E01022406	10	9	9	10	9	8	8	7	england
E01022407	7	6	6	7	6	4	8	5	england
E01022408	9	9	8	10	10	9	5	4	england
E01022409	8	7	6	8	8	10	4	6	england
E01022410	6	5	5	7	7	7	3	7	england
E01022411	7	6	5	6	7	8	8	10	england
E01022412	8	8	8	8	10	6	7	3	england
E01022413	8	9	9	8	10	8	3	1	england
E01022414	6	5	5	7	8	4	6	10	england
E01022415	10	10	10	10	10	8	5	9	england
E01022416	7	6	5	5	8	10	8	10	england
E01022417	10	9	9	9	10	8	9	10	england
E01022418	9	8	7	10	9	9	5	10	england
E01022420	5	7	6	6	7	7	4	1	england
E01022421	5	3	3	5	2	9	7	9	england
E01022422	9	7	7	7	8	7	7	8	england
E01022423	8	7	7	6	8	8	6	9	england
E01022424	4	3	3	2	3	7	7	8	england
E01022425	10	9	9	8	9	10	10	8	england
E01022426	10	10	9	10	8	10	8	5	england
E01022427	9	8	9	10	8	9	7	4	england
E01022428	4	3	4	2	5	7	9	8	england
E01022429	9	9	8	6	8	10	4	9	england
E01022430	10	9	9	8	9	9	8	10	england
E01022431	10	10	10	8	10	10	10	5	england
E01022432	8	8	7	7	8	10	7	4	england
E01022433	10	9	9	10	10	10	10	7	england
E01022434	10	10	10	10	10	10	10	2	england
E01022435	5	5	5	3	5	6	8	7	england
E01022436	9	7	8	6	9	8	10	6	england
E01022437	8	7	8	7	5	6	9	5	england
E01022438	10	10	10	9	9	9	10	6	england
E01022439	10	9	10	10	9	9	9	4	england
E01022440	4	3	5	5	5	6	5	2	england
E01022441	5	6	7	7	9	7	3	1	england
E01022442	6	8	9	8	8	9	3	1	england
E01022443	9	9	9	9	9	10	10	2	england
E01022444	7	6	6	8	8	9	8	3	england
E01022445	6	8	9	9	9	8	2	1	england
E01022446	8	7	7	8	6	9	8	3	england
E01022447	8	8	9	4	8	7	8	5	england
E01022448	5	5	4	4	5	7	7	2	england
E01022449	7	10	10	10	10	9	4	1	england
E01022450	4	4	5	2	4	8	4	7	england
E01022451	8	6	6	5	8	9	10	6	england
E01022452	8	9	9	4	8	10	6	7	england
E01022453	9	10	9	9	10	10	10	2	england
E01022454	6	5	5	7	5	8	8	2	england
E01022455	10	9	9	6	9	9	8	9	england
E01022456	9	9	9	7	8	9	9	3	england
E01022457	2	3	2	1	3	5	4	4	england
E01022458	2	2	2	1	3	5	4	3	england
E01022459	5	5	6	3	6	2	2	9	england
E01022460	6	5	5	6	5	7	5	9	england
E01022461	10	9	8	7	9	9	8	8	england
E01022462	8	8	8	8	9	6	3	4	england
E01022463	8	8	9	9	10	6	3	3	england
E01022464	5	4	4	5	7	8	7	8	england
E01022465	10	10	10	9	10	10	9	5	england
E01022466	10	9	9	9	9	10	7	5	england
E01022467	10	10	10	9	9	10	10	3	england
E01022468	8	9	9	8	8	8	8	1	england
E01022469	9	8	8	9	7	9	10	4	england
E01022470	10	10	10	10	10	10	10	5	england
E01022471	10	10	10	10	10	10	10	3	england
E01022472	8	10	10	8	10	10	5	1	england
E01022473	10	10	9	6	8	9	8	7	england
E01022474	4	4	4	2	4	2	10	7	england
E01022475	9	9	9	7	9	10	8	5	england
E01022476	10	9	10	7	9	6	10	8	england
E01022477	7	6	8	5	6	8	9	4	england
E01022478	4	4	4	2	3	7	10	7	england
E01022479	4	3	4	2	4	6	10	4	england
E01022480	5	5	6	3	4	6	10	5	england
E01022481	7	6	7	6	8	3	9	7	england
E01022482	4	3	5	4	4	2	8	5	england
E01022484	4	3	4	2	4	4	10	7	england
E01022485	3	4	3	2	3	3	10	4	england
E01022486	6	5	6	4	6	3	10	7	england
E01022487	3	3	3	1	4	2	10	5	england
E01022488	5	5	6	4	8	5	7	1	england
E01022489	7	10	10	8	9	6	2	1	england
E01022490	9	8	9	8	8	9	10	3	england
E01022491	8	6	7	6	8	9	10	7	england
E01022492	9	10	10	9	10	9	6	1	england
E01022493	9	9	10	10	9	9	5	2	england
E01022494	9	8	8	6	9	7	10	6	england
E01022495	10	9	10	9	9	10	10	3	england
E01022496	9	10	10	10	10	9	10	2	england
E01022497	10	10	10	9	9	9	10	5	england
E01022498	10	9	10	10	9	10	10	4	england
E01022499	10	10	10	10	10	10	10	6	england
E01022500	9	9	10	10	10	9	5	2	england
E01022502	8	9	8	5	7	4	8	5	england
E01022503	7	7	7	10	7	1	6	8	england
E01022504	10	9	7	9	7	10	10	8	england
E01022505	10	10	9	8	9	8	9	10	england
E01022506	7	7	7	5	7	7	5	5	england
E01022507	6	6	5	5	5	6	8	5	england
E01022509	10	10	10	9	10	10	10	3	england
E01022510	10	10	10	8	10	10	10	2	england
E01022511	10	10	10	9	10	10	10	5	england
E01022512	10	10	10	9	9	10	10	3	england
E01022513	7	7	9	9	9	8	3	2	england
E01022514	7	9	10	8	10	9	2	1	england
E01022515	8	9	7	5	7	4	10	9	england
E01022516	10	10	10	9	9	6	10	8	england
E01022517	10	10	9	9	10	10	10	4	england
E01022518	10	10	9	9	9	10	10	2	england
E01022519	10	10	10	9	9	9	10	4	england
E01022520	6	5	7	6	7	5	7	1	england
E01022521	10	10	10	8	10	8	10	10	england
E01022522	9	9	10	9	10	8	5	2	england
E01022523	4	3	4	1	5	6	9	9	england
E01022524	4	3	5	2	4	4	10	9	england
E01022525	9	8	8	7	6	5	10	10	england
E01022526	7	6	6	4	6	8	9	8	england
E01022527	4	4	4	2	5	1	7	9	england
E01022528	10	10	10	9	9	10	10	4	england
E01022529	7	6	6	7	6	9	10	3	england
E01022530	10	10	9	10	9	10	10	8	england
E01022531	10	10	10	9	10	8	9	3	england
E01022532	8	10	10	9	9	4	5	2	england
E01022533	9	9	10	9	10	6	6	2	england
E01022534	10	8	8	8	9	10	10	10	england
E01022535	10	8	9	7	9	10	10	10	england
E01022536	9	9	10	9	9	9	8	2	england
E01022537	10	10	10	9	10	10	10	7	england
E01022539	5	5	4	2	6	5	10	7	england
E01022540	3	3	4	1	3	3	10	9	england
E01022542	5	4	4	2	4	4	10	10	england
E01022543	5	4	4	3	5	8	10	6	england
E01022546	10	9	10	10	9	4	10	7	england
E01022547	9	9	10	10	10	10	8	2	england
E01022548	6	5	6	3	8	4	8	10	england
E01022549	4	3	3	2	3	4	10	8	england
E01022550	3	3	2	2	3	2	10	9	england
E01022551	6	6	6	5	6	4	9	7	england
E01022552	4	4	4	2	3	3	10	6	england
E01022553	10	9	9	7	9	7	10	9	england
E01022554	10	10	9	7	8	7	10	10	england
E01022555	9	9	8	4	8	7	10	10	england
E01022556	5	5	4	3	3	8	9	8	england
E01022557	10	9	9	6	9	9	9	8	england
E01022558	8	8	8	5	8	9	9	5	england
E01022559	10	9	9	9	9	9	10	6	england
E01022560	9	9	9	5	8	7	10	7	england
E01022561	7	10	10	9	9	9	3	1	england
E01022562	8	10	10	10	10	10	5	1	england
E01022563	10	10	10	10	9	7	10	7	england
E01022564	9	9	8	8	8	8	10	5	england
E01022565	9	8	8	7	7	10	9	8	england
E01022566	8	9	7	3	7	7	10	7	england
E01022567	5	5	4	2	4	8	9	6	england
E01022568	4	4	4	3	4	4	10	5	england
E01022569	8	9	8	6	7	5	10	4	england
E01022570	8	9	6	6	7	7	8	6	england
E01022571	10	10	10	9	9	9	10	8	england
E01022572	10	10	9	8	9	10	10	5	england
E01022573	10	10	9	10	10	10	9	5	england
E01022574	7	7	6	7	5	6	6	8	england
E01022575	3	2	3	1	5	7	10	7	england
E01022576	5	3	5	4	5	6	7	6	england
E01022577	9	9	10	9	10	4	5	9	england
E01022578	10	8	8	9	10	8	9	7	england
E01022579	5	4	3	3	5	7	9	6	england
E01022580	10	9	9	9	8	9	9	7	england
E01022581	10	9	9	9	9	10	8	6	england
E01022582	9	10	10	10	10	9	8	1	england
E01022583	9	7	7	8	9	10	10	4	england
E01022584	7	5	5	6	6	8	10	7	england
E01022585	10	10	10	10	10	9	9	3	england
E01022586	9	9	8	9	9	7	8	2	england
E01022587	10	7	9	8	9	8	10	10	england
E01022588	10	9	9	9	10	9	10	10	england
E01022589	8	7	7	8	9	8	6	3	england
E01022590	10	9	9	10	10	9	10	7	england
E01022591	8	10	10	10	10	9	5	1	england
E01022592	7	8	8	8	8	6	3	2	england
E01022593	9	10	9	10	9	10	9	2	england
E01022594	9	8	8	8	9	10	7	4	england
E01022595	10	10	10	10	10	8	10	3	england
E01022596	10	10	10	10	10	10	9	3	england
E01022597	7	9	10	7	10	10	1	1	england
E01022599	10	7	9	8	9	9	9	9	england
E01022600	9	10	9	9	9	9	9	3	england
E01022601	9	8	9	7	10	8	8	5	england
E01022602	10	10	10	10	10	10	10	3	england
E01022603	5	5	6	3	8	5	6	2	england
E01022604	8	10	10	9	10	10	5	1	england
E01022605	10	10	10	10	10	10	10	10	england
E01022606	10	10	10	9	10	6	10	3	england
E01022607	8	6	7	6	8	9	10	8	england
E01022608	10	10	10	10	10	10	10	5	england
E01022610	9	10	10	9	9	4	6	8	england
E01022611	9	8	9	8	9	6	10	2	england
E01022613	9	7	7	8	9	7	10	8	england
E01022614	6	4	5	6	6	4	10	8	england
E01022615	9	8	8	5	9	9	10	5	england
E01022616	5	4	3	4	4	7	10	7	england
E01022617	9	8	8	8	9	7	9	9	england
E01022618	9	9	9	10	7	8	7	4	england
E01022619	10	10	10	9	9	8	8	5	england
E01022620	8	7	7	6	8	9	9	6	england
E01022621	4	4	3	4	4	6	9	5	england
E01022622	8	7	6	9	9	6	9	7	england
E01022623	8	7	8	6	10	5	10	4	england
E01022624	10	10	10	10	10	9	10	8	england
E01022625	10	9	10	10	10	9	9	4	england
E01022627	8	9	10	9	10	10	3	2	england
E01022628	8	8	7	8	8	5	10	6	england
E01022629	10	9	8	10	9	8	10	9	england
E01022630	7	9	9	8	10	7	2	1	england
E01022631	8	8	10	9	9	9	4	1	england
E01022632	10	9	10	9	9	10	10	6	england
E01022633	9	8	9	7	8	7	9	8	england
E01022634	7	6	7	4	4	7	10	9	england
E01022635	4	3	4	1	6	5	10	7	england
E01022636	8	7	8	4	7	7	9	8	england
E01022639	9	9	10	5	9	7	9	7	england
E01022640	6	5	6	3	7	7	10	7	england
E01022641	8	7	8	5	6	7	9	5	england
E01022642	9	9	9	8	7	6	8	7	england
E01022643	10	9	9	5	9	8	9	10	england
E01022644	10	9	10	7	9	8	8	8	england
E01022645	10	10	9	8	10	10	9	8	england
E01022646	9	8	9	7	10	6	8	8	england
