"1",1,656771.460406969,339922.878658755
"2",1,656733.28950174,344284.680677402
"3",1,656618.788478144,348645.146636847
"4",1,656427.992408874,353002.940887134
"5",1,656160.959736484,357356.728596677
"6",1,655817.772255484,361705.176161126
"7",1,655398.535087286,366046.951611871
"8",1,654903.376648008,370380.725024025
"9",1,654332.448609134,374705.168923801
"10",1,653685.92585106,379018.958695125
"11",1,652964.006409522,383320.772985377
"12",1,652166.911414942,387609.294110135
"13",1,651294.885024688,391883.208456795
"14",1,650348.194348289,396141.206886939
"15",1,649327.129365617,400381.985137336
"16",1,648232.002838062,404604.244219455
"17",1,647063.150212734,408806.690817348
"18",1,645820.929519707,412988.037683814
"19",1,644505.721262357,417147.004034685
"20",1,643117.928300806,421282.315941151
"21",1,641657.975728525,425392.706719967
"22",1,640126.310742122,429476.917321455
"23",1,638523.402504363,433533.696715162
"24",1,636849.742000463,437561.802273061
"25",1,635105.841887692,441560.000150175
"26",1,633292.236338346,445527.065662524
"27",1,631409.480876122,449461.783662248
"28",1,629458.152205957,453362.948909821
"29",1,627438.84803738,457229.36644323
"30",1,625352.186901425,461059.851943997
"31",1,623198.807961174,464853.232099948
"32",1,620979.370815968,468608.344964612
"33",1,618694.555299376,472324.040313133
"34",1,616345.061270947,475999.179994596
"35",1,613931.60840184,479632.638280648
"36",1,611454.935954383,483223.302210327
"37",1,608915.802555632,486770.071930964
"38",1,606314.98596499,490271.861035083
"39",1,603653.28283598,493727.596893175
"40",1,600931.508472218,497136.220982255
"41",1,598150.496577681,500496.689210095
"42",1,595311.099001332,503807.972235044
"43",1,592414.185476197,507069.055781317
"44",1,589460.643352952,510278.940949683
"45",1,586451.377328123,513436.644523437
"46",1,583387.309166969,516541.199269562
"47",1,580269.377421135,519591.654235007
"48",1,577098.537141169,522587.075037971
"49",1,573875.759583977,525526.544154111
"50",1,570602.03191532,528409.16119759
"51",1,567278.356907438,531234.043196872
"52",1,563905.75263189,534000.324865184
"53",1,560485.25214771,536707.158865563
"54",1,557017.90318497,539353.7160704
"55",1,553504.767823856,541939.185815411
"56",1,549946.922169335,544462.776147952
"57",1,546345.456021544,546923.714069598
"58",1,542701.472541966,549321.245772923
"59",1,539016.087915527,551654.636872395
"60",1,535290.431008696,553923.172629325
"61",1,531525.643023705,556126.1581708
"62",1,527722.877148986,558262.91870253
"63",1,523883.298205941,560332.799715537
"64",1,520008.082292145,562335.167186645
"65",1,516098.4164211,564269.40777268
"66",1,512155.498158637,566134.92899835
"67",1,508180.535256097,567931.159437717
"68",1,504174.745280379,569657.548889238
"69",1,500139.355240994,571313.56854429
"70",1,496075.601214219,572898.711149154
"71",1,491984.727964474,574412.491160387
"72",1,487867.988563043,575854.444893553
"73",1,483726.644004244,577224.130665249
"74",1,479561.962819175,578521.128928401
"75",1,475375.220687154,579745.04240077
"76",1,471167.700044966,580895.496186648
"77",1,466940.689694038,581972.13789169
"78",1,462695.484405674,582974.637730855
"79",1,458433.384524447,583902.688629423
"80",1,454155.695569899,584756.006317052
"81",1,449863.727836643,585534.329414859
"82",1,445558.795993013,586237.419515475
"83",1,441242.218678365,586865.061256076
"84",1,436915.318099166,587417.062384351
"85",1,432579.419623996,587893.253817387
"86",1,428235.851377567,588293.489693464
"87",1,423885.943833914,588617.647416733
"88",1,419531.029408854,588865.627694765
"89",1,415172.442051859,589037.354568972
"90",1,410811.51683745,589132.775437865
"91",1,406449.589556258,589151.861073175
"92",1,402087.996305853,589094.605628799
"93",1,397728.073081492,588961.026642596
"94",1,393371.155366883,588751.16503101
"95",1,389018.577725125,588465.085076542
"96",1,384671.673389909,588102.874408055
"97",1,380331.773857144,587664.643973936
"98",1,376000.208477103,587150.528008111
"99",1,371678.304047235,586560.683988924
"100",1,367367.384405751,585895.292590906
"101",1,363068.770026125,585154.557629429
"102",1,358783.777612616,584338.705998276
"103",1,354513.719696953,583447.987600142
"104",1,350259.904236296,582482.675270087
"105",1,346023.634212592,581443.064691962
"106",1,341806.207233464,580329.474307841
"107",1,337608.915134741,579142.245220478
"108",1,333433.043584756,577881.741088824
"109",1,329279.871690538,576548.348016636
"110",1,325150.671606004,575142.474434209
"111",1,321046.708142291,573664.550973269
"112",1,316969.238380333,572115.030335071
"113",1,312919.511285804,570494.387151726
"114",1,308898.767326549,568803.117840824
"115",1,304908.238092618,567041.740453372
"116",1,300949.14591902,565210.794515109
"117",1,297022.703511308,563310.840861251
"118",1,293130.113574119,561342.461464697
"119",1,289272.568442774,559306.259257765
"120",1,285451.249718052,557202.857947511
"121",1,281667.327904261,555032.901824683
"122",1,277921.962050697,552797.055566363
"123",1,274216.29939662,550496.004032377
"124",1,270551.47501984,548130.452055513
"125",1,266928.611489038,545701.124225625
"126",1,263348.818519908,543208.764667685
"127",1,259813.192635247,540654.136813849
"128",1,256322.816829072,538038.023169613
"129",1,252878.760234897,535361.225074126
"130",1,249482.077798244,532624.562454727
"131",1,246133.809953504,529828.873575798
"132",1,242834.982305243,526975.014781997
"133",1,239586.60531405,524063.86023595
"134",1,236389.673987023,521096.301650486
"135",1,233245.167572993,518073.248015499
"136",1,230154.049262564,514995.625319518
"137",1,227117.265893088,511864.376266064
"138",1,224135.747658633,508680.459984895
"139",1,221210.40782506,505444.851738213
"140",1,218342.142450279,502158.542621937
"141",1,215531.830109781,498822.539262117
"142",1,212780.331627522,495437.863506596
"143",1,210088.489812242,492005.552112012
"144",1,207457.129199308,488526.656426225
"145",1,204887.055798152,485002.242066285
"146",1,202379.056845379,481433.38859202
"147",1,199933.900563634,477821.189175358
"148",1,197552.335926286,474166.750265482
"149",1,195235.092428009,470471.19124991
"150",1,192982.879861338,466735.644111616
"151",1,190796.388099244,462961.2530823
"152",1,188676.286883827,459149.174291893
"153",1,186623.225621164,455300.575414427
"154",1,184637.833182392,451416.635310363
"155",1,182720.717711078,447498.543665502
"156",1,180872.466436938,443547.500626566
"157",1,179093.645495969,439564.716433586
"158",1,177384.799757028,435551.411049194
"159",1,175746.45265494,431508.813784938
"160",1,174179.106030163,427438.162924734
"161",1,172683.239975071,423340.705345563
"162",1,171259.312686893,419217.696135548
"163",1,169907.760327371,415070.398209505
"164",1,168628.996889152,410900.081922105
"165",1,167423.414068983,406708.024678746
"166",1,166291.381147728,402495.510544279
"167",1,165233.244877257,398263.829849686
"168",1,164249.329374228,394014.278796835
"169",1,163339.936020814,389748.159061449
"170",1,162505.343372381,385466.777394386
"171",1,161745.807072165,381171.44522137
"172",1,161061.559772969,376863.478241294
"173",1,160452.811065898,372544.196023202
"174",1,159919.747416157,368214.9216021
"175",1,159462.532105939,363876.981073694
"176",1,159081.305184406,359531.703188198
"177",1,158776.183424794,355180.418943323
"178",1,158547.260288645,350824.461176583
"179",1,158394.605897173,346465.164157034
"180",1,158318.267009794,342103.863176575
"181",1,158318.267009794,337741.894140934
"182",1,158394.605897173,333380.593160475
"183",1,158547.260288645,329021.296140926
"184",1,158776.183424794,324665.338374186
"185",1,159081.305184406,320314.054129311
