AA_NAME,MM_NAME,MM_ID,SIM,PERFECT_MATCH,METHOD,RANK,HIGH_SIM,CORRECT_MATCH,NOTES
No. 1 Royal Crescent,Museum Of Royal Worcester,mm.domus.WM073,0.44,FALSE,lv,2,FALSE,,
No. 1 Royal Crescent,No 1 The Royal Crescent,mm.domus.SW082,0.78,FALSE,lv,1,FALSE,,
No. 1 Royal Crescent,Oldham Local Interest Centre,mm.misc.086,0.43,FALSE,lv,3,FALSE,,
No. 1 Royal Crescent,Colyton Heritage Centre,mm.wiki.079,0.74,FALSE,qgram,2,FALSE,,
No. 1 Royal Crescent,No 1 The Royal Crescent,mm.domus.SW082,0.88,FALSE,qgram,1,FALSE,,
Normanby Hall Museum and Country Park,Cannon Hall Museum,mm.domus.YH043,0.75,FALSE,jw,2,FALSE,,
Normanby Hall Museum and Country Park,John Bunyan Museum And Library,mm.domus.SE061,0.74,FALSE,jw,3,FALSE,,
Normanby Hall Museum and Country Park,Normanby Hall,mm.domus.YH079,0.78,FALSE,jw,1,FALSE,T,
Normanby Hall Museum and Country Park,"Cusworth Hall, Museum And Park",mm.domus.YH054,0.54,FALSE,lv,2.5,FALSE,,
Normanby Hall Museum and Country Park,Manor Farm & Country Park,mm.musa.216,0.54,FALSE,lv,2.5,FALSE,,
Normanby Hall Museum and Country Park,Sewerby Hall Museum And Art Gallery,mm.domus.YH083,0.54,FALSE,lv,2.5,FALSE,,
Normanby Hall Museum and Country Park,Weaver Hall Museum And Workhouse,mm.domus.NW067,0.54,FALSE,lv,2.5,FALSE,,
Normanby Hall Museum and Country Park,Honourable Artillery Company Museum,mm.wiki.160,0.83,FALSE,qgram,3,FALSE,,
Normanby Hall Museum and Country Park,Manor House Art Gallery And Museum,mm.domus.YH039,0.85,FALSE,qgram,1.5,FALSE,,
Normanby Hall Museum and Country Park,Northampton Museum And Art Gallery,mm.domus.EM084,0.85,FALSE,qgram,1.5,FALSE,,
North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,1,TRUE,jw,1,TRUE,,
North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,1,TRUE,lv,1,TRUE,,
North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,1,TRUE,qgram,1,TRUE,,
Norwich Castle Museum & Art Gallery,Norwich Castle Museum & Art Gallery,mm.domus.SE101,1,TRUE,jw,1,TRUE,,
Norwich Castle Museum & Art Gallery,Norwich Castle Museum & Art Gallery,mm.domus.SE101,1,TRUE,lv,1,TRUE,,
Norwich Castle Museum & Art Gallery,Norwich Castle Museum & Art Gallery,mm.domus.SE101,1,TRUE,qgram,1,TRUE,,
Nottingham Castle,Brougham Castle,mm.ace.1110,0.84,FALSE,jw,2,FALSE,,
Nottingham Castle,Hedingham Castle,mm.hha.071,0.82,FALSE,jw,3,FALSE,,
Nottingham Castle,Rockingham Castle,mm.aim.0811,0.85,FALSE,jw,1,FALSE,,
Nottingham Castle,Chillingham Castle,mm.hha.150,0.72,FALSE,lv,3,FALSE,,
Nottingham Castle,Hedingham Castle,mm.hha.071,0.76,FALSE,lv,2,FALSE,,
Nottingham Castle,Rockingham Castle,mm.aim.0811,0.82,FALSE,lv,1,FALSE,,
Nottingham Castle,Ingatestone Hall,mm.wiki.130,0.85,FALSE,qgram,2,FALSE,,
Nottingham Castle,John Miltons Cottage,mm.domus.SE028,0.86,FALSE,qgram,1,FALSE,,
Nottingham Castle,Rockingham Castle,mm.aim.0811,0.82,FALSE,qgram,3,FALSE,,
Nottingham Industrial Museum,Bottisham Airfield Museum,mm.misc.114,0.79,FALSE,jw,3,FALSE,,In MM but possibly added after AB's data extracted.
Nottingham Industrial Museum,Etruria Industrial Museum,mm.domus.WM062,0.8,FALSE,jw,2,FALSE,,
Nottingham Industrial Museum,Nottingham Natural History Museum,mm.domus.EM017,0.85,FALSE,jw,1,FALSE,,
Nottingham Industrial Museum,Bristol Industrial Museum,mm.domus.SW009,0.68,FALSE,lv,2.5,FALSE,,
Nottingham Industrial Museum,Etruria Industrial Museum,mm.domus.WM062,0.71,FALSE,lv,1,FALSE,,
Nottingham Industrial Museum,Wandle Industrial Museum,mm.domus.SE480,0.68,FALSE,lv,2.5,FALSE,,
Nottingham Industrial Museum,Bottisham Airfield Museum,mm.misc.114,0.83,FALSE,qgram,3,FALSE,,
Nottingham Industrial Museum,Nottingham Natural History Museum,mm.domus.EM017,0.85,FALSE,qgram,1.5,FALSE,,
Nottingham Industrial Museum,University Of Nottingham Museum,mm.ace.1237,0.85,FALSE,qgram,1.5,FALSE,,
Penlee House Gallery and Museum,Guernsey Telephone Museum,mm.misc.053,0.77,FALSE,jw,2,FALSE,,
Penlee House Gallery and Museum,Penlee House Gallery & Museum,mm.domus.SW084,0.96,FALSE,jw,1,TRUE,T,
Penlee House Gallery and Museum,Herbert Art Gallery And Museum,mm.domus.WM058,0.68,FALSE,lv,3,FALSE,,
Penlee House Gallery and Museum,Manor House Art Gallery And Museum,mm.domus.YH039,0.74,FALSE,lv,2,FALSE,,
Penlee House Gallery and Museum,Penlee House Gallery & Museum,mm.domus.SW084,0.9,FALSE,lv,1,TRUE,,
Penlee House Gallery and Museum,Guernsey Telephone Museum,mm.misc.053,0.86,FALSE,qgram,2,FALSE,,
Penlee House Gallery and Museum,Penlee House Gallery & Museum,mm.domus.SW084,0.93,FALSE,qgram,1,TRUE,,
People's History Museum,Peoples History Museum,mm.domus.NW113,0.99,FALSE,jw,1,TRUE,T,
People's History Museum,Sharpes Pottery Museum,mm.ace.1133,0.81,FALSE,jw,2,FALSE,,
People's History Museum,Stephenson Railway Museum,mm.domus.NE031,0.79,FALSE,jw,3,FALSE,,
People's History Museum,Peoples History Museum,mm.domus.NW113,0.96,FALSE,lv,1,TRUE,,
People's History Museum,Peoples History Museum,mm.domus.NW113,0.98,FALSE,qgram,1,TRUE,,
People's History Museum,Rowleys House Museum,mm.domus.WM021,0.84,FALSE,qgram,2.5,FALSE,,
People's History Museum,Sharpes Pottery Museum,mm.ace.1133,0.84,FALSE,qgram,2.5,FALSE,,
Petrie Museum of Egyptian Archaeology,Petrie Museum Of Egyptian Archaeology,mm.domus.SE386,1,TRUE,jw,1,TRUE,,
Petrie Museum of Egyptian Archaeology,Petrie Museum Of Egyptian Archaeology,mm.domus.SE386,1,TRUE,lv,1,TRUE,,
Petrie Museum of Egyptian Archaeology,Petrie Museum Of Egyptian Archaeology,mm.domus.SE386,1,TRUE,qgram,1,TRUE,,
Pickford's House Museum,Dickens House Museum,mm.musa.112,0.82,FALSE,jw,2,FALSE,,
Pickford's House Museum,Pickfords House Museum,mm.domus.EM036,0.99,FALSE,jw,1,TRUE,T,
Pickford's House Museum,Rowleys House Museum,mm.domus.WM021,0.81,FALSE,jw,3,FALSE,,
Pickford's House Museum,Dickens House Museum,mm.musa.112,0.74,FALSE,lv,3,FALSE,,
Pickford's House Museum,Milford House Museum,mm.nimc.017,0.78,FALSE,lv,2,FALSE,,
Pickford's House Museum,Pickfords House Museum,mm.domus.EM036,0.96,FALSE,lv,1,TRUE,,
Pickford's House Museum,Dorich House Museum,mm.ace.1156,0.86,FALSE,qgram,2,FALSE,,
Pickford's House Museum,Pickfords House Museum,mm.domus.EM036,0.98,FALSE,qgram,1,TRUE,,
Pitt Rivers Museum,"Pitt Rivers Museum, University Of Oxford",mm.domus.SE393,0.82,FALSE,jw,3,FALSE,T,
Pitt Rivers Museum,Potters Bar Museum,mm.ace.1137,0.84,FALSE,jw,2,FALSE,,
Pitt Rivers Museum,St Ives Museum,mm.musa.322,0.85,FALSE,jw,1,FALSE,,
Pitt Rivers Museum,St Ives Museum,mm.musa.322,0.72,FALSE,lv,2,FALSE,,
Pitt Rivers Museum,The Writers Museum,mm.mgs.147,0.67,FALSE,lv,3,FALSE,,
Pitt Rivers Museum,Three Rivers Museum,mm.aim.1245,0.74,FALSE,lv,1,FALSE,,
Pitt Rivers Museum,Potters Bar Museum,mm.ace.1137,0.83,FALSE,qgram,1.5,FALSE,,
Pitt Rivers Museum,The Writers Museum,mm.mgs.147,0.83,FALSE,qgram,1.5,FALSE,,
Plymouth City Museum and Art Gallery,Plymouth City Museum And Art Gallery,mm.domus.SW024,1,TRUE,jw,1,TRUE,,
Plymouth City Museum and Art Gallery,Plymouth City Museum And Art Gallery,mm.domus.SW024,1,TRUE,lv,1,TRUE,,
Plymouth City Museum and Art Gallery,Plymouth City Museum And Art Gallery,mm.domus.SW024,1,TRUE,qgram,1,TRUE,,
Pocklington Arts Centre,Atkinson Art Gallery,mm.domus.NW014,0.75,FALSE,jw,3,FALSE,,
Pocklington Arts Centre,Northlands Viking Centre,mm.domus.SC061,0.76,FALSE,jw,1,FALSE,,
Pocklington Arts Centre,The Scottish Crannog Centre,mm.aim.1189,0.75,FALSE,jw,3,FALSE,,
Pocklington Arts Centre,Tolbooth Art Centre,mm.domus.SC226,0.75,FALSE,jw,3,FALSE,,
Pocklington Arts Centre,City Art Centre,mm.domus.SC076,0.61,FALSE,lv,2,FALSE,,
Pocklington Arts Centre,Pier Arts Centre,mm.domus.SC228,0.61,FALSE,lv,2,FALSE,,
Pocklington Arts Centre,Tolbooth Art Centre,mm.domus.SC226,0.61,FALSE,lv,2,FALSE,,
Pocklington Arts Centre,Colyton Heritage Centre,mm.wiki.079,0.83,FALSE,qgram,1,FALSE,,
Pocklington Arts Centre,National Space Centre,mm.musa.252,0.82,FALSE,qgram,2.5,FALSE,,
Pocklington Arts Centre,National Stone Centre,mm.aim.0692,0.82,FALSE,qgram,2.5,FALSE,,
Pontefract Castle,Pontefract Castle,mm.domus.YH119,1,TRUE,jw,1,TRUE,,
Pontefract Castle,Pontefract Castle,mm.domus.YH119,1,TRUE,lv,1,TRUE,,
Pontefract Castle,Pontefract Castle,mm.domus.YH119,1,TRUE,qgram,1,TRUE,,
Pontefract Museum,Pontefract Museum,mm.domus.YH123,1,TRUE,jw,1,TRUE,,
Pontefract Museum,Pontefract Museum,mm.domus.YH123,1,TRUE,lv,1,TRUE,,
Pontefract Museum,Pontefract Museum,mm.domus.YH123,1,TRUE,qgram,1,TRUE,,
Poole Museum,Poole Museum,mm.domus.SW100,1,TRUE,jw,1,TRUE,,
Poole Museum,Poole Museum,mm.domus.SW100,1,TRUE,lv,1,TRUE,,
Poole Museum,Poole Museum,mm.domus.SW100,1,TRUE,qgram,1,TRUE,,
Porthcurno Telegraph Museum,Gloucester Transport Museum,mm.aim82NM.051,0.78,FALSE,jw,2,FALSE,,
Porthcurno Telegraph Museum,Southend Central Museum,mm.domus.SE195,0.79,FALSE,jw,1,FALSE,,
Porthcurno Telegraph Museum,Port Sunlight Museum,mm.ace.1220,0.56,FALSE,lv,2,FALSE,,
Porthcurno Telegraph Museum,Southend Central Museum,mm.domus.SE195,0.56,FALSE,lv,2,FALSE,,
Porthcurno Telegraph Museum,Thurso Heritage Museum,mm.mgs.357,0.56,FALSE,lv,2,FALSE,,
Porthcurno Telegraph Museum,Telegraph Museum Porthcurno,mm.domus.SW207,1,TRUE,qgram,1,TRUE,,
Portsmouth City Museum,Portsmouth D-day Museum,mm.domus.SE241,0.9,FALSE,jw,2,TRUE,,
Portsmouth City Museum,Portsmouth Museum,mm.domus.SE140,0.92,FALSE,jw,1,TRUE,T,
Portsmouth City Museum,Southport Railway Museum,mm.aim82NM.115,0.82,FALSE,jw,3,FALSE,,
Portsmouth City Museum,Portsmouth D-day Museum,mm.domus.SE241,0.83,FALSE,lv,1,FALSE,,
Portsmouth City Museum,Portsmouth Museum,mm.domus.SE140,0.77,FALSE,lv,2,FALSE,,
Portsmouth City Museum,Portsmouth D-day Museum,mm.domus.SE241,0.84,FALSE,qgram,2,FALSE,,
Portsmouth City Museum,Portsmouth Museum,mm.domus.SE140,0.87,FALSE,qgram,1,FALSE,,
Preston City Council,Countryside Collection,mm.misc.211,0.73,FALSE,jw,1.5,FALSE,,Umbrella organisation
Preston City Council,Garden City Collection,mm.ace.1295,0.73,FALSE,jw,1.5,FALSE,,
Preston City Council,Preston Manor,mm.domus.SE212,0.45,FALSE,lv,2,FALSE,,
Preston City Council,Restoration House,mm.hha.015,0.45,FALSE,lv,2,FALSE,,
Preston City Council,Garden City Collection,mm.ace.1295,0.45,FALSE,lv,2,FALSE,,
Preston City Council,Culloden Visitor Centre,mm.musa.100,0.79,FALSE,qgram,3,FALSE,,
Preston City Council,Countryside Collection,mm.misc.211,0.86,FALSE,qgram,1,FALSE,,
Preston City Council,Garden City Collection,mm.ace.1295,0.81,FALSE,qgram,2,FALSE,,
Preston Park Museum,Potters Bar Museum,mm.ace.1137,0.86,FALSE,jw,2.5,FALSE,,
Preston Park Museum,Preston Park Museum And Grounds,mm.domus.NE008,0.87,FALSE,jw,1,FALSE,T,
Preston Park Museum,Weston Park Museum,mm.domus.YH020,0.86,FALSE,jw,2.5,FALSE,,
Preston Park Museum,Clifton Park Museum,mm.domus.YH055,0.79,FALSE,lv,2,FALSE,,
Preston Park Museum,Weston Park Museum,mm.domus.YH020,0.89,FALSE,lv,1,FALSE,,
Preston Park Museum,Potters Bar Museum,mm.ace.1137,0.86,FALSE,qgram,2,FALSE,,
Preston Park Museum,Weston Park Museum,mm.domus.YH020,0.92,FALSE,qgram,1,TRUE,,
Pump House Gallery,Pallant House Gallery,mm.domus.SE143,0.78,FALSE,jw,2,FALSE,,
Pump House Gallery,Usher Gallery,mm.domus.EM027,0.82,FALSE,jw,1,FALSE,,
Pump House Gallery,Dyehouse Gallery,mm.domus.YH141,0.72,FALSE,lv,1,FALSE,,
Pump House Gallery,Orleans House Gallery,mm.domus.SE146,0.67,FALSE,lv,3,FALSE,,
Pump House Gallery,Pallant House Gallery,mm.domus.SE143,0.71,FALSE,lv,2,FALSE,,
Pump House Gallery,The Polar Museum,mm.ace.1160,0.82,FALSE,qgram,1,FALSE,,
Pump House Gallery,Yr Hen Gapel Museum,mm.misc.132,0.81,FALSE,qgram,2,FALSE,,
Reading Museum,Reading Museum,mm.domus.SE094,1,TRUE,jw,1,TRUE,,
Reading Museum,Reading Museum,mm.domus.SE094,1,TRUE,lv,1,TRUE,,
Reading Museum,Reading Museum,mm.domus.SE094,1,TRUE,qgram,1,TRUE,,
Red House Museum and Gardens,Red House Museum,mm.domus.YH015,0.86,FALSE,jw,3,FALSE,,
Red House Museum and Gardens,Red House Museum & Garden,mm.domus.SW195,0.89,FALSE,jw,2,FALSE,T,
Red House Museum and Gardens,Tudor House Museum And Garden,mm.domus.SE278,0.9,FALSE,jw,1,TRUE,,
Red House Museum and Gardens,Gold Hill Museum And Gardens,mm.domus.SW117,0.75,FALSE,lv,3,FALSE,,
Red House Museum and Gardens,Red House Museum & Garden,mm.domus.SW195,0.86,FALSE,lv,1,FALSE,,
Red House Museum and Gardens,Tudor House Museum And Garden,mm.domus.SE278,0.83,FALSE,lv,2,FALSE,,
Red House Museum and Gardens,"Dr Jenners House, Museum And Garden",mm.domus.SW106,0.89,FALSE,qgram,3,FALSE,,
Red House Museum and Gardens,Red House Museum & Garden,mm.domus.SW195,0.91,FALSE,qgram,1.5,TRUE,,
Red House Museum and Gardens,Tudor House Museum And Garden,mm.domus.SE278,0.91,FALSE,qgram,1.5,TRUE,,
RIBA North,Berrington Hall,mm.ace.1089,0.7,FALSE,jw,1.5,FALSE,,
RIBA North,Bradley Manor,mm.misc.172,0.7,FALSE,jw,1.5,FALSE,,
RIBA North,Tilbury Fort,mm.musa.350,0.69,FALSE,jw,3,FALSE,,
RIBA North,Tilbury Fort,mm.musa.350,0.42,FALSE,lv,1,FALSE,,
RIBA North,Berrington Hall,mm.ace.1089,0.8,FALSE,qgram,1,FALSE,,
RIBA North,Hayes Barton,mm.misc.175,0.73,FALSE,qgram,3,FALSE,,
RIBA North,Ruthin Gaol,mm.mald.135,0.76,FALSE,qgram,2,FALSE,,
Ripon Museum Trust,Barn Museum,mm.nimc.013,0.77,FALSE,jw,2.5,FALSE,,Umbrella organisation
Ripon Museum Trust,Bond Museum,mm.wiki.062,0.77,FALSE,jw,2.5,FALSE,,
Ripon Museum Trust,Grindon Museum,mm.Mus70Cal.029,0.77,FALSE,jw,2.5,FALSE,,
Ripon Museum Trust,Oban Museum,mm.domus.SC262,0.77,FALSE,jw,2.5,FALSE,,
Ripon Museum Trust,Craigavon Museum Service,mm.nimc.016,0.54,FALSE,lv,1,FALSE,,
Ripon Museum Trust,Bury Transport Museum,mm.wiki.187,0.87,FALSE,qgram,2,FALSE,,
Ripon Museum Trust,Port Sunlight Museum,mm.ace.1220,0.89,FALSE,qgram,1,FALSE,,
Ripon Museum Trust,Rustington Museum,mm.domus.SE432,0.86,FALSE,qgram,3,FALSE,,
Roman Baths,Roman Alcester,mm.ace.1166,0.78,FALSE,jw,2.5,FALSE,,
Roman Baths,Roman Baths Museum,mm.domus.SW049,0.87,FALSE,jw,1,FALSE,T,But ambiguous without town/city: 3 possible matches in MM
Roman Baths,Welwyn Roman Baths,mm.domus.SE051,0.78,FALSE,jw,2.5,FALSE,,
Roman Baths,Roman Alcester,mm.ace.1166,0.5,FALSE,lv,3,FALSE,,
Roman Baths,Roman Baths Museum,mm.domus.SW049,0.61,FALSE,lv,1.5,FALSE,,
Roman Baths,Welwyn Roman Baths,mm.domus.SE051,0.61,FALSE,lv,1.5,FALSE,,
Roman Baths,Arbroath Museum,mm.domus.SC020,0.77,FALSE,qgram,2.5,FALSE,,
Roman Baths,Brougham Castle,mm.ace.1110,0.77,FALSE,qgram,2.5,FALSE,,
Roman Baths,Hayes Barton,mm.misc.175,0.87,FALSE,qgram,1,FALSE,,
Royal Albert Memorial Museum,Royal Albert Memorial Museum,mm.domus.SW088,1,TRUE,jw,1,TRUE,,
Royal Albert Memorial Museum,Royal Albert Memorial Museum,mm.domus.SW088,1,TRUE,lv,1,TRUE,,
Royal Albert Memorial Museum,Royal Albert Memorial Museum,mm.domus.SW088,1,TRUE,qgram,1,TRUE,,
Royal Cornwall Museum,Royal Cornwall Museum,mm.domus.SW132,1,TRUE,jw,1,TRUE,,
Royal Cornwall Museum,Royal Cornwall Museum,mm.domus.SW132,1,TRUE,lv,1,TRUE,,
Royal Cornwall Museum,Royal Cornwall Museum,mm.domus.SW132,1,TRUE,qgram,1,TRUE,,
Royal Pump Room Museum,Royal Pump Room Museum,mm.domus.YH130,1,TRUE,jw,1,TRUE,,
Royal Pump Room Museum,Royal Pump Room Museum,mm.domus.YH130,1,TRUE,lv,1,TRUE,,
Royal Pump Room Museum,Royal Pump Room Museum,mm.domus.YH130,1,TRUE,qgram,1,TRUE,,
Royal West of England Academy,Royal West Of England Academy,mm.ace.1165,1,TRUE,jw,1,TRUE,,
Royal West of England Academy,Royal West Of England Academy,mm.ace.1165,1,TRUE,lv,1,TRUE,,
Royal West of England Academy,Royal West Of England Academy,mm.ace.1165,1,TRUE,qgram,1,TRUE,,
Russell-Cotes Art Gallery & Museum,Blaise Castle House Museum,mm.domus.SW012,0.77,FALSE,jw,3,FALSE,,
Russell-Cotes Art Gallery & Museum,Fletcher Moss Art Gallery & Museum,mm.Mus70Cal.020,0.84,FALSE,jw,2,FALSE,,
Russell-Cotes Art Gallery & Museum,Russell-cotes Art Gallery And Museum,mm.domus.SW110,0.96,FALSE,jw,1,TRUE,T,
Russell-Cotes Art Gallery & Museum,Burton Art Gallery & Museum,mm.domus.SW019,0.68,FALSE,lv,2.5,FALSE,,
Russell-Cotes Art Gallery & Museum,Kelvingrove Art Gallery & Museum,mm.domus.SC031,0.68,FALSE,lv,2.5,FALSE,,
Russell-Cotes Art Gallery & Museum,Russell-cotes Art Gallery And Museum,mm.domus.SW110,0.92,FALSE,lv,1,TRUE,,
Russell-Cotes Art Gallery & Museum,Fletcher Moss Art Gallery & Museum,mm.Mus70Cal.020,0.88,FALSE,qgram,2,FALSE,,
Russell-Cotes Art Gallery & Museum,Kelso Museum And Turret Gallery,mm.domus.SC146,0.86,FALSE,qgram,3,FALSE,,
Russell-Cotes Art Gallery & Museum,Russell-cotes Art Gallery And Museum,mm.domus.SW110,0.94,FALSE,qgram,1,TRUE,,
Rutland County Museum,Rutland County Museum,mm.domus.EM072,1,TRUE,jw,1,TRUE,,
Rutland County Museum,Rutland County Museum,mm.domus.EM072,1,TRUE,lv,1,TRUE,,
Rutland County Museum,Rutland County Museum,mm.domus.EM072,1,TRUE,qgram,1,TRUE,,
Salisbury Museum,Aldeburgh Museum,mm.domus.SE172,0.83,FALSE,jw,3,FALSE,,
Salisbury Museum,Drusillas Museum,mm.aim82NM.054,0.85,FALSE,jw,1,FALSE,,
Salisbury Museum,Sudbury Museum,mm.misc.036,0.83,FALSE,jw,3,FALSE,,
Salisbury Museum,The Salisbury Museum,mm.domus.SW128,0.83,FALSE,jw,3,FALSE,T,
Salisbury Museum,Banbury Museum,mm.domus.SE181,0.75,FALSE,lv,2.5,FALSE,,
Salisbury Museum,Sudbury Museum,mm.misc.036,0.75,FALSE,lv,2.5,FALSE,,
Salisbury Museum,The Salisbury Museum,mm.domus.SW128,0.8,FALSE,lv,1,FALSE,,
Salisbury Museum,Blairs Museum,mm.domus.SC034,0.9,FALSE,qgram,1,TRUE,,
Salisbury Museum,Drusillas Museum,mm.aim82NM.054,0.88,FALSE,qgram,3,FALSE,,
Salisbury Museum,The Salisbury Museum,mm.domus.SW128,0.89,FALSE,qgram,2,FALSE,,
Sarehole Mill,Sarehole Mill,mm.domus.WM068,1,TRUE,jw,1,TRUE,,
Sarehole Mill,Sarehole Mill,mm.domus.WM068,1,TRUE,lv,1,TRUE,,
Sarehole Mill,Sarehole Mill,mm.domus.WM068,1,TRUE,qgram,1,TRUE,,
SeaCity Museum,Seacity Museum,mm.ace.1261,1,TRUE,jw,1,TRUE,,
SeaCity Museum,Seacity Museum,mm.ace.1261,1,TRUE,lv,1,TRUE,,
SeaCity Museum,Seacity Museum,mm.ace.1261,1,TRUE,qgram,1,TRUE,,
Sedgwick Museum of Earth Sciences,Beswick Museum,mm.MDN.029,0.75,FALSE,jw,2,FALSE,,
Sedgwick Museum of Earth Sciences,"Sedgwick Museum Of Earth Sciences, University Of Cambridge",mm.domus.SE379,0.86,FALSE,jw,1,FALSE,T,
Sedgwick Museum of Earth Sciences,Geological Museum Of North Wales,mm.aim82M.014,0.55,FALSE,lv,2,FALSE,,
Sedgwick Museum of Earth Sciences,"Sedgwick Museum Of Earth Sciences, University Of Cambridge",mm.domus.SE379,0.57,FALSE,lv,1,FALSE,,
Sedgwick Museum of Earth Sciences,Berkshire & Westminster Dragoons Museum,mm.domus.SE068,0.81,FALSE,qgram,2.5,FALSE,,
Sedgwick Museum of Earth Sciences,Cheviot Museum And Field Centre,mm.aim82NM.034,0.81,FALSE,qgram,2.5,FALSE,,
Sedgwick Museum of Earth Sciences,Creswell Crags Museum And Visitor Centre,mm.domus.EM081,0.82,FALSE,qgram,1,FALSE,,
Segedunum Roman Fort,Lunt Roman Fort,mm.domus.WM059,0.79,FALSE,jw,2.5,FALSE,,
Segedunum Roman Fort,"Segedunum Roman Fort, Baths And Museum",mm.ace.1138,0.84,FALSE,jw,1,FALSE,T,
Segedunum Roman Fort,Segontium Roman Museum,mm.domus.WA088,0.79,FALSE,jw,2.5,FALSE,,
Segedunum Roman Fort,Lunt Roman Fort,mm.domus.WM059,0.65,FALSE,lv,1,FALSE,,
Segedunum Roman Fort,"Segedunum Roman Fort, Baths And Museum",mm.ace.1138,0.53,FALSE,lv,3,FALSE,,
Segedunum Roman Fort,Segontium Roman Museum,mm.domus.WA088,0.55,FALSE,lv,2,FALSE,,
Segedunum Roman Fort,Green Dragon Museum,mm.domus.NE009,0.87,FALSE,qgram,2,FALSE,,
Segedunum Roman Fort,Museum Of Gardening,mm.aim82NM.102,0.87,FALSE,qgram,2,FALSE,,
Segedunum Roman Fort,Nortons Farm Museum,mm.aim82NM.087,0.87,FALSE,qgram,2,FALSE,,
Seven Stories,Provost Skenes House,mm.domus.SC005,0.72,FALSE,jw,3,FALSE,,
Seven Stories,Seven Stories - The National Centre For Childrens Books,mm.ace.1197,0.75,FALSE,jw,1,FALSE,T,
Seven Stories,Sevenoaks Museum,mm.domus.SE079,0.73,FALSE,jw,2,FALSE,,
Seven Stories,Storiel,mm.domus.WA006,0.46,FALSE,lv,2.5,FALSE,,
Seven Stories,Sunken Secrets,mm.aim.0951,0.5,FALSE,lv,1,FALSE,,
Seven Stories,Tate St Ives,mm.domus.SW170,0.46,FALSE,lv,2.5,FALSE,,
Seven Stories,Dennis Severs House,mm.wiki.156,0.75,FALSE,qgram,2,FALSE,,
Seven Stories,Stone Science,mm.wiki.429,0.77,FALSE,qgram,1,FALSE,,
Seven Stories,Sunken Secrets,mm.aim.0951,0.74,FALSE,qgram,3,FALSE,,
Sewerby Hall,Ormesby Hall,mm.domus.NE082,0.86,FALSE,jw,1.5,FALSE,,
Sewerby Hall,Scawby Hall,mm.hha.093,0.86,FALSE,jw,1.5,FALSE,,
Sewerby Hall,Ormesby Hall,mm.domus.NE082,0.67,FALSE,lv,2,FALSE,,
Sewerby Hall,Scawby Hall,mm.hha.093,0.67,FALSE,lv,2,FALSE,,
Sewerby Hall,Sentry Hill,mm.nimc.035,0.67,FALSE,lv,2,FALSE,,
Sewerby Hall,Ormesby Hall,mm.domus.NE082,0.83,FALSE,qgram,1,FALSE,,
Sewerby Hall,Usher Gallery,mm.domus.EM027,0.8,FALSE,qgram,2,FALSE,,
Soho House,Gosford House,mm.hha.159,0.83,FALSE,jw,2,FALSE,,
Soho House,Soho House Museum,mm.domus.WM132,0.86,FALSE,jw,1,FALSE,T,
Soho House,Stowe House,mm.hha.007,0.73,FALSE,lv,1,FALSE,,
Soho House,Shaw House,mm.hha.004,0.8,FALSE,qgram,1.5,FALSE,,
Soho House,Syon House,mm.hha.002,0.8,FALSE,qgram,1.5,FALSE,,
Soldiers of Oxfordshire,Masonic Museum Of Staffordshire,mm.aim.0593,0.7,FALSE,jw,3,FALSE,,
Soldiers of Oxfordshire,Soldiers Of Gloucestershire Museum,mm.domus.SW158,0.75,FALSE,jw,2,FALSE,,
Soldiers of Oxfordshire,Soldiers Of Oxfordshire Museum,mm.aim.0898,0.92,FALSE,jw,1,TRUE,T,
Soldiers of Oxfordshire,Masonic Museum Of Staffordshire,mm.aim.0593,0.52,FALSE,lv,3,FALSE,,
Soldiers of Oxfordshire,Soldiers Of Gloucestershire Museum,mm.domus.SW158,0.53,FALSE,lv,2,FALSE,,
Soldiers of Oxfordshire,Soldiers Of Oxfordshire Museum,mm.aim.0898,0.77,FALSE,lv,1,FALSE,,
Soldiers of Oxfordshire,Fordyce Joiners Workshop,mm.mgs.292,0.72,FALSE,qgram,2.5,FALSE,,
Soldiers of Oxfordshire,Soldiers Of Oxfordshire Museum,mm.aim.0898,0.87,FALSE,qgram,1,FALSE,,
Soldiers of Oxfordshire,Southwold Sailors Reading Room,mm.misc.123,0.72,FALSE,qgram,2.5,FALSE,,
Somerset Rural Life Museum,Somerset Rural Life Museum,mm.domus.SW123,1,TRUE,jw,1,TRUE,,
Somerset Rural Life Museum,Somerset Rural Life Museum,mm.domus.SW123,1,TRUE,lv,1,TRUE,,
Somerset Rural Life Museum,Somerset Rural Life Museum,mm.domus.SW123,1,TRUE,qgram,1,TRUE,,
South Shields Museum,South Ribble Museum,mm.domus.NW094,0.82,FALSE,jw,2.5,FALSE,,
South Shields Museum,South Shields Museum And Art Gallery,mm.domus.NE030,0.85,FALSE,jw,1,FALSE,T,
South Shields Museum,St Johns House Museum,mm.domus.WM017,0.82,FALSE,jw,2.5,FALSE,,
South Shields Museum,South Ribble Museum,mm.domus.NW094,0.7,FALSE,lv,1.5,FALSE,,
South Shields Museum,Southwold Museum,mm.domus.SE430,0.7,FALSE,lv,1.5,FALSE,,
