AA_NAME,MM_NAME,MM_ID,SIM,PERFECT_MATCH,METHOD,RANK,HIGH_SIM,CORRECT_MATCH,NOTES
Herbert Art Gallery & Museum,Herbert Art Gallery And Museum,mm.domus.WM058,0.9,FALSE,lv,1,TRUE,,
Herbert Art Gallery & Museum,Burton Art Gallery & Museum,mm.domus.SW019,0.87,FALSE,qgram,3,FALSE,,
Herbert Art Gallery & Museum,Herbert Art Gallery And Museum,mm.domus.WM058,0.93,FALSE,qgram,1.5,TRUE,,
Herbert Art Gallery & Museum,Perth Museum & Art Gallery,mm.domus.SC014,0.93,FALSE,qgram,1.5,TRUE,,
Herschel Museum of Astronomy,Herschel Museum Of Astronomy,mm.domus.SW099,1,TRUE,jw,1,TRUE,,
Herschel Museum of Astronomy,Herschel Museum Of Astronomy,mm.domus.SW099,1,TRUE,lv,1,TRUE,,
Herschel Museum of Astronomy,Herschel Museum Of Astronomy,mm.domus.SW099,1,TRUE,qgram,1,TRUE,,
Hexham Old Gaol Museum,Hexham Old Gaol Museum,mm.domus.NE062,1,TRUE,jw,1,TRUE,,
Hexham Old Gaol Museum,Hexham Old Gaol Museum,mm.domus.NE062,1,TRUE,lv,1,TRUE,,
Hexham Old Gaol Museum,Hexham Old Gaol Museum,mm.domus.NE062,1,TRUE,qgram,1,TRUE,,
Higgins Bedford,Hayes Barton,mm.misc.175,0.67,FALSE,jw,2,FALSE,,
Higgins Bedford,Hms Belfast,mm.misc.196,0.65,FALSE,jw,3,FALSE,,
Higgins Bedford,"The Higgins, Bedford",mm.ace.380,0.82,FALSE,jw,1,FALSE,T,
Higgins Bedford,Harwich Redoubt Fort,mm.musa.165,0.4,FALSE,lv,3,FALSE,,
Higgins Bedford,Hellens Manor,mm.wiki.201,0.4,FALSE,lv,3,FALSE,,
Higgins Bedford,Hms Belfast,mm.misc.196,0.4,FALSE,lv,3,FALSE,,
Higgins Bedford,"The Higgins, Bedford",mm.ace.380,0.75,FALSE,lv,1,FALSE,,
Higgins Bedford,Fordingbridge Museum,mm.ace.1157,0.8,FALSE,qgram,2,FALSE,,
Higgins Bedford,"The Higgins, Bedford",mm.ace.380,0.86,FALSE,qgram,1,FALSE,,
History of Science Museum Oxford,Historylinks Museum,mm.aim.0443,0.73,FALSE,jw,2,FALSE,,
History of Science Museum Oxford,"Royal Air Force Museum, Cosford",mm.domus.WM038,0.74,FALSE,jw,1,FALSE,,
History of Science Museum Oxford,Historylinks Museum,mm.aim.0443,0.5,FALSE,lv,2,FALSE,,
History of Science Museum Oxford,Isles Of Scilly Museum,mm.domus.SW111,0.5,FALSE,lv,2,FALSE,,
History of Science Museum Oxford,"Museum Of The History Of Science, University Of Oxford",mm.domus.SE394,0.5,FALSE,lv,2,FALSE,T,
History of Science Museum Oxford,Masonic Museum Of Staffordshire,mm.aim.0593,0.83,FALSE,qgram,2,FALSE,,
History of Science Museum Oxford,Soldiers Of Oxfordshire Museum,mm.aim.0898,0.84,FALSE,qgram,1,FALSE,,
Horniman Museum & Gardens,Horniman Museum & Gardens,mm.domus.SE309,1,TRUE,jw,1,TRUE,,
Horniman Museum & Gardens,Horniman Museum & Gardens,mm.domus.SE309,1,TRUE,lv,1,TRUE,,
Horniman Museum & Gardens,Horniman Museum & Gardens,mm.domus.SE309,1,TRUE,qgram,1,TRUE,,
Hull & East Riding Museum,Hull & East Riding Museum,mm.domus.YH137,1,TRUE,jw,1,TRUE,,
Hull & East Riding Museum,Hull & East Riding Museum,mm.domus.YH137,1,TRUE,lv,1,TRUE,,
Hull & East Riding Museum,Hull & East Riding Museum,mm.domus.YH137,1,TRUE,qgram,1,TRUE,,
Hull Maritime Museum,Hull Maritime Museum,mm.domus.YH133,1,TRUE,jw,1,TRUE,,
Hull Maritime Museum,Hull Maritime Museum,mm.domus.YH133,1,TRUE,lv,1,TRUE,,
Hull Maritime Museum,Hull Maritime Museum,mm.domus.YH133,1,TRUE,qgram,1,TRUE,,
Ipswich Museum,Ipswich Museum,mm.domus.SE304,1,TRUE,jw,1,TRUE,,
Ipswich Museum,Ipswich Museum,mm.domus.SE304,1,TRUE,lv,1,TRUE,,
Ipswich Museum,Ipswich Museum,mm.domus.SE304,1,TRUE,qgram,1,TRUE,,
Ironbridge Gorge Museum,Bognor Regis Museum,mm.aim.0105,0.82,FALSE,jw,2,FALSE,,
Ironbridge Gorge Museum,Bridgenorth Northgate Museum,mm.domus.WM095,0.8,FALSE,jw,3,FALSE,,
Ironbridge Gorge Museum,Chain Bridge Forge Museum,mm.ace.1262,0.84,FALSE,jw,1,FALSE,,
Ironbridge Gorge Museum,Chain Bridge Forge Museum,mm.ace.1262,0.76,FALSE,lv,1,FALSE,,
Ironbridge Gorge Museum,Old Bridge House Museum,mm.domus.SC057,0.7,FALSE,lv,2,FALSE,,
Ironbridge Gorge Museum,Trowbridge Museum,mm.domus.SW120,0.65,FALSE,lv,3,FALSE,,
Ironbridge Gorge Museum,Bognor Regis Museum,mm.aim.0105,0.86,FALSE,qgram,1,FALSE,,
Ironbridge Gorge Museum,Corbridge Roman Site Museum,mm.domus.NE068,0.84,FALSE,qgram,2.5,FALSE,,
Ironbridge Gorge Museum,Fordingbridge Museum,mm.ace.1157,0.84,FALSE,qgram,2.5,FALSE,,
IWMN,Berkshire & Westminster Dragoons Museum,mm.domus.SE068,0.7,FALSE,jw,1.5,FALSE,,
IWMN,"Fitzwilliam Museum, University Of Cambridge",mm.domus.SE375,0.7,FALSE,jw,1.5,FALSE,,
IWMN,Nymans,mm.domus.SE556,0.33,FALSE,lv,1,FALSE,,
IWMN,Townend,mm.domus.NW177,0.29,FALSE,lv,2.5,FALSE,,
IWMN,Treowen,mm.hha.189,0.29,FALSE,lv,2.5,FALSE,,
IWMN,Dalemain,mm.hha.136,0.5,FALSE,qgram,1.5,FALSE,,
IWMN,Wings Museum,mm.fcm.274,0.5,FALSE,qgram,1.5,FALSE,,
Jewish Museum London,Dawlish Museum,mm.domus.SW035,0.78,FALSE,jw,3,FALSE,,
Jewish Museum London,Jewish Museum,mm.domus.SE040,0.88,FALSE,jw,1,FALSE,T,
Jewish Museum London,Jewish Museum - Finchley,mm.domus.SE332,0.8,FALSE,jw,2,FALSE,,
Jewish Museum London,Jewish Museum,mm.domus.SE040,0.65,FALSE,lv,1,FALSE,,
Jewish Museum London,Jewish Museum - Finchley,mm.domus.SE332,0.62,FALSE,lv,2.5,FALSE,,
Jewish Museum London,The Fusilier Museum London,mm.ace.1254,0.62,FALSE,lv,2.5,FALSE,,
Jewish Museum London,Chiseldon Museum,mm.wiki.397,0.83,FALSE,qgram,1,FALSE,,
Jewish Museum London,Museum Of Wimbledon,mm.ace.036,0.82,FALSE,qgram,2,FALSE,,
Kelham Island Museum,Kelham Island Museum,mm.domus.YH021,1,TRUE,jw,1,TRUE,,
Kelham Island Museum,Kelham Island Museum,mm.domus.YH021,1,TRUE,lv,1,TRUE,,
Kelham Island Museum,Kelham Island Museum,mm.domus.YH021,1,TRUE,qgram,1,TRUE,,
Kettering Museum and Art Gallery,Guernsey Museum And Art Gallery,mm.domus.SE436,0.86,FALSE,jw,2.5,FALSE,,
Kettering Museum and Art Gallery,Wakefield Museum And Art Gallery,mm.domus.YH117,0.87,FALSE,jw,1,FALSE,,
Kettering Museum and Art Gallery,Hereford Museum And Art Gallery,mm.domus.WM108,0.86,FALSE,jw,2.5,FALSE,,
Kettering Museum and Art Gallery,Hastings Museum And Art Gallery,mm.domus.SE298,0.81,FALSE,lv,2.5,FALSE,,
Kettering Museum and Art Gallery,Hitchin Museum And Art Gallery,mm.domus.SE311,0.81,FALSE,lv,2.5,FALSE,,
Kettering Museum and Art Gallery,Keswick Museum And Art Gallery,mm.domus.NW088,0.81,FALSE,lv,2.5,FALSE,,
Kettering Museum and Art Gallery,Mercer Museum And Art Gallery,mm.aim82NM.073,0.81,FALSE,lv,2.5,FALSE,,
Kettering Museum and Art Gallery,Brighton Museum And Art Gallery,mm.domus.SE211,0.89,FALSE,qgram,1.5,FALSE,,
Kettering Museum and Art Gallery,Guernsey Museum And Art Gallery,mm.domus.SE436,0.89,FALSE,qgram,1.5,FALSE,,
Kettle's Yard,Castle Howard,mm.hha.121,0.7,FALSE,jw,3,FALSE,,
Kettle's Yard,Castle Ward,mm.domus.NI028,0.74,FALSE,jw,2,FALSE,,
Kettle's Yard,"Kettles Yard, University Of Cambridge",mm.domus.SE377,0.75,FALSE,jw,1,FALSE,T,
Kettle's Yard,Castle Howard,mm.hha.121,0.46,FALSE,lv,2.5,FALSE,,
Kettle's Yard,Castle Ward,mm.domus.NI028,0.54,FALSE,lv,1,FALSE,,
Kettle's Yard,Chedhams Yard,mm.aim.0191,0.46,FALSE,lv,2.5,FALSE,,
Kettle's Yard,Dunster Castle,mm.domus.SW210,0.74,FALSE,qgram,2,FALSE,,
Kettle's Yard,Kilsyths Heritage,mm.domus.SC144,0.73,FALSE,qgram,3,FALSE,,
Kettle's Yard,Stradey Castle,mm.hha.184,0.81,FALSE,qgram,1,FALSE,,
Kirkleatham Museum,Kirkleatham Museum,mm.domus.NE038,1,TRUE,jw,1,TRUE,,
Kirkleatham Museum,Kirkleatham Museum,mm.domus.NE038,1,TRUE,lv,1,TRUE,,
Kirkleatham Museum,Kirkleatham Museum,mm.domus.NE038,1,TRUE,qgram,1,TRUE,,
Knaresborough Castle,Hillsborough Castle,mm.MDN.015,0.8,FALSE,jw,2,FALSE,,
Knaresborough Castle,Knaresborough Castle And Museum,mm.domus.YH132,0.88,FALSE,jw,1,FALSE,T,
Knaresborough Castle,Lauriston Castle,mm.domus.SC140,0.78,FALSE,jw,3,FALSE,,
Knaresborough Castle,Bamburgh Castle,mm.aim.0054,0.6,FALSE,lv,3,FALSE,,
Knaresborough Castle,Hillsborough Castle,mm.MDN.015,0.75,FALSE,lv,1,FALSE,,
Knaresborough Castle,Knaresborough Castle And Museum,mm.domus.YH132,0.65,FALSE,lv,2,FALSE,,
Knaresborough Castle,Broughton Castle,mm.hha.018,0.83,FALSE,qgram,1,FALSE,,
Knaresborough Castle,Stock Gaylard House,mm.hha.049,0.82,FALSE,qgram,2,FALSE,,
Lapworth Museum of Geology,Lapworth Museum Of Geology,mm.domus.WM081,1,TRUE,jw,1,TRUE,,
Lapworth Museum of Geology,Lapworth Museum Of Geology,mm.domus.WM081,1,TRUE,lv,1,TRUE,,
Lapworth Museum of Geology,Lapworth Museum Of Geology,mm.domus.WM081,1,TRUE,qgram,1,TRUE,,
Leeds Museums and Galleries,Dimbola Museum And Galleries,mm.domus.SE468,0.8,FALSE,jw,1,FALSE,,Umbrella organisation
Leeds Museums and Galleries,Seaford Museum And Heritage Centre,mm.domus.SE431,0.76,FALSE,jw,2,FALSE,,
Leeds Museums and Galleries,Alloa Museum And Gallery,mm.domus.SC242,0.67,FALSE,lv,2.5,FALSE,,
Leeds Museums and Galleries,Dimbola Museum And Galleries,mm.domus.SE468,0.71,FALSE,lv,1,FALSE,,
Leeds Museums and Galleries,Quilt Museum And Gallery,mm.aim.0774,0.67,FALSE,lv,2.5,FALSE,,
Leeds Museums and Galleries,Dimbola Museum And Galleries,mm.domus.SE468,0.84,FALSE,qgram,1,FALSE,,
Leeds Museums and Galleries,Easdale Island Folk Museum,mm.aim.0292,0.83,FALSE,qgram,2,FALSE,,
Leicester Arts & Museums Service,Foresters Museum & Archive,mm.musa.140,0.74,FALSE,jw,2,FALSE,,Umbrella organisation
Leicester Arts & Museums Service,Leicester Railway Museum,mm.Mus70Cal.014,0.74,FALSE,jw,2,FALSE,,
Leicester Arts & Museums Service,Rye Castle Museum (east Street),mm.domus.SE586,0.74,FALSE,jw,2,FALSE,,
Leicester Arts & Museums Service,Craigavon Museum Service,mm.nimc.016,0.53,FALSE,lv,1.5,FALSE,,
Leicester Arts & Museums Service,Leicester Railway Museum,mm.Mus70Cal.014,0.53,FALSE,lv,1.5,FALSE,,
Leicester Arts & Museums Service,Creswell Crags Museum And Visitor Centre,mm.domus.EM081,0.81,FALSE,qgram,1,FALSE,,
Leicester Arts & Museums Service,Greater Manchester Fire Service Museum,mm.aim.0393,0.8,FALSE,qgram,2.5,FALSE,,
Leicester Arts & Museums Service,Hirsel Homestead Museum & Craft Centre,mm.mgs.410,0.8,FALSE,qgram,2.5,FALSE,,
Littlehampton Museum,Littlehampton Museum,mm.domus.SE326,1,TRUE,jw,1,TRUE,,
Littlehampton Museum,Littlehampton Museum,mm.domus.SE326,1,TRUE,lv,1,TRUE,,
Littlehampton Museum,Littlehampton Museum,mm.domus.SE326,1,TRUE,qgram,1,TRUE,,
Lowewood Museum,Lowewood Museum,mm.domus.SE340,1,TRUE,jw,1,TRUE,,
Lowewood Museum,Lowewood Museum,mm.domus.SE340,1,TRUE,lv,1,TRUE,,
Lowewood Museum,Lowewood Museum,mm.domus.SE340,1,TRUE,qgram,1,TRUE,,
Maidstone Museum,Mansfield Museum,mm.domus.EM042,0.86,FALSE,jw,1,FALSE,,
Maidstone Museum,Malton Museum,mm.domus.YH125,0.75,FALSE,lv,2.5,FALSE,,
Maidstone Museum,Minton Museum,mm.aim82NM.075,0.75,FALSE,lv,2.5,FALSE,,
Maidstone Museum,Padstow Museum,mm.domus.SW165,0.75,FALSE,lv,2.5,FALSE,,
Maidstone Museum,Radstock Museum,mm.domus.SW177,0.75,FALSE,lv,2.5,FALSE,,
Maidstone Museum,Mansfield Museum,mm.domus.EM042,0.88,FALSE,qgram,1,FALSE,,
Manchester Jewish Museum,Manchester Jewish Museum,mm.domus.NW071,1,TRUE,jw,1,TRUE,,
Manchester Jewish Museum,Manchester Jewish Museum,mm.domus.NW071,1,TRUE,lv,1,TRUE,,
Manchester Jewish Museum,Manchester Jewish Museum,mm.domus.NW071,1,TRUE,qgram,1,TRUE,,
Manchester Museum,Beaminster Museum,mm.domus.SW188,0.89,FALSE,jw,2,FALSE,,
Manchester Museum,Chertsey Museum,mm.domus.SE235,0.88,FALSE,jw,3,FALSE,,
Manchester Museum,Ilchester Museum,mm.musa.178,0.9,FALSE,jw,1,TRUE,,
Manchester Museum,Ilchester Museum,mm.musa.178,0.82,FALSE,lv,1,FALSE,,
Manchester Museum,The Manchester Museum,mm.domus.NW145,0.81,FALSE,lv,2,FALSE,T,
Manchester Museum,The Manchester Museum,mm.domus.NW145,0.89,FALSE,qgram,1,FALSE,,
Mansfield Museum,Mansfield Museum,mm.domus.EM042,1,TRUE,jw,1,TRUE,,
Mansfield Museum,Mansfield Museum,mm.domus.EM042,1,TRUE,lv,1,TRUE,,
Mansfield Museum,Mansfield Museum,mm.domus.EM042,1,TRUE,qgram,1,TRUE,,
Midlands Art Centre,Didcot Railway Centre,mm.domus.SE259,0.78,FALSE,jw,2.5,FALSE,,
Midlands Art Centre,Midland Railway Centre,mm.domus.EM052,0.82,FALSE,jw,1,FALSE,,
Midlands Art Centre,Seallam! Visitor Centre,mm.misc.190,0.78,FALSE,jw,2.5,FALSE,,
Midlands Art Centre,City Art Centre,mm.domus.SC076,0.63,FALSE,lv,2,FALSE,,
Midlands Art Centre,Midland Railway Centre,mm.domus.EM052,0.68,FALSE,lv,1,FALSE,,
Midlands Art Centre,Butser Ancient Farm,mm.wiki.192,0.84,FALSE,qgram,1.5,FALSE,,
Midlands Art Centre,Dylan Thomas Centre,mm.musa.118,0.84,FALSE,qgram,1.5,FALSE,,
Midlands Art Centre,Midland Railway Centre,mm.domus.EM052,0.83,FALSE,qgram,3,FALSE,,
Milestones Museum,Leominster Museum,mm.domus.WM097,0.84,FALSE,jw,1,FALSE,,
Milestones Museum,Milton Keynes Museum,mm.domus.SE036,0.83,FALSE,jw,2,FALSE,,
Milestones Museum,Folkestone Museum,mm.domus.SE077,0.76,FALSE,lv,1,FALSE,,
Milestones Museum,Leominster Museum,mm.domus.WM097,0.94,FALSE,qgram,1,TRUE,,
Milestones Museum,Milton Keynes Museum,mm.domus.SE036,0.86,FALSE,qgram,2,FALSE,,
Millennium Gallery,Allen Gallery,mm.domus.SE177,0.86,FALSE,jw,1,FALSE,,
Millennium Gallery,Quilt Museum And Gallery,mm.aim.0774,0.74,FALSE,jw,3,FALSE,,
Millennium Gallery,Sheffield Millennium Gallery,mm.ace.1162,0.75,FALSE,jw,2,FALSE,T,
Millennium Gallery,Allen Gallery,mm.domus.SE177,0.67,FALSE,lv,1,FALSE,,
Millennium Gallery,Lillie Art Gallery,mm.domus.SC157,0.61,FALSE,lv,3,FALSE,,
Millennium Gallery,Sheffield Millennium Gallery,mm.ace.1162,0.64,FALSE,lv,2,FALSE,,
Millennium Gallery,Llangollen Museum,mm.aim.0556,0.8,FALSE,qgram,1,FALSE,,
Millennium Gallery,Sheffield Millennium Gallery,mm.ace.1162,0.78,FALSE,qgram,2,FALSE,,
Morpeth Bagpipe Museum,Avro Heritage Museum,mm.aim.0046,0.81,FALSE,jw,2.5,FALSE,,
Morpeth Bagpipe Museum,Morpeth Chantry Bagpipe Museum,domus.NE043,0.85,FALSE,jw,1,FALSE,T,
Morpeth Bagpipe Museum,Mortehoe Museum,mm.wiki.085,0.81,FALSE,jw,2.5,FALSE,,
Morpeth Bagpipe Museum,Morpeth Chantry Bagpipe Museum,domus.NE043,0.73,FALSE,lv,1,FALSE,,
Morpeth Bagpipe Museum,North Berwick Museum,mm.domus.SC110,0.64,FALSE,lv,2,FALSE,,
Morpeth Bagpipe Museum,Frome Heritage Museum,mm.domus.SW246,0.84,FALSE,qgram,2,FALSE,,
Morpeth Bagpipe Museum,Mawthorpe Bygones Museum,mm.wiki.270,0.83,FALSE,qgram,3,FALSE,,
Morpeth Bagpipe Museum,Morpeth Chantry Bagpipe Museum,domus.NE043,0.85,FALSE,qgram,1,FALSE,,
MOSI,Barmouth Sailors Institute,mm.aim.0060,0.72,FALSE,jw,2.5,FALSE,,
MOSI,Exmoor Classic Car Museum,mm.wiki.336,0.72,FALSE,jw,2.5,FALSE,,
MOSI,Montrose Air Station Museum,mm.domus.SC164,0.72,FALSE,jw,2.5,FALSE,,
MOSI,Pembrokeshire Motor Museum,mm.wiki.447,0.72,FALSE,jw,2.5,FALSE,,
MOSI,Ham House,mm.domus.SE552,0.33,FALSE,lv,2.5,FALSE,,
MOSI,Mirehouse,mm.hha.141,0.33,FALSE,lv,2.5,FALSE,,
MOSI,Morayvia,mm.misc.242,0.38,FALSE,lv,1,FALSE,,
MOSI,Beamish,mm.domus.NE004,0.55,FALSE,qgram,2.5,FALSE,,
MOSI,Mirehouse,mm.hha.141,0.62,FALSE,qgram,1,FALSE,,
MOSI,Storiel,mm.domus.WA006,0.55,FALSE,qgram,2.5,FALSE,,
Museum in the Park,Museum In The Park,mm.domus.SW134,1,TRUE,jw,1,TRUE,,
Museum in the Park,Museum In The Park,mm.domus.SW134,1,TRUE,lv,1,TRUE,,
Museum in the Park,Museum In The Park,mm.domus.SW134,1,TRUE,qgram,1,TRUE,,
Museum of Barnstaple and North Devon,Museum Of Barnstaple And North Devon,mm.domus.SW075,1,TRUE,jw,1,TRUE,,
Museum of Barnstaple and North Devon,Museum Of Barnstaple And North Devon,mm.domus.SW075,1,TRUE,lv,1,TRUE,,
Museum of Barnstaple and North Devon,Museum Of Barnstaple And North Devon,mm.domus.SW075,1,TRUE,qgram,1,TRUE,,
Museum of Bath Architecture,Museum Of Bath Architecture,mm.domus.SW162,1,TRUE,jw,1,TRUE,,
Museum of Bath Architecture,Museum Of Bath Architecture,mm.domus.SW162,1,TRUE,lv,1,TRUE,,
Museum of Bath Architecture,Museum Of Bath Architecture,mm.domus.SW162,1,TRUE,qgram,1,TRUE,,
Museum of East Anglian Life,Museum Of East Anglian Life,mm.domus.SE002,1,TRUE,jw,1,TRUE,,
Museum of East Anglian Life,Museum Of East Anglian Life,mm.domus.SE002,1,TRUE,lv,1,TRUE,,
Museum of East Anglian Life,Museum Of East Anglian Life,mm.domus.SE002,1,TRUE,qgram,1,TRUE,,
Museum of East Asian Art,Museum Of East Asian Art,mm.domus.SW175,1,TRUE,jw,1,TRUE,,
Museum of East Asian Art,Museum Of East Asian Art,mm.domus.SW175,1,TRUE,lv,1,TRUE,,
Museum of East Asian Art,Museum Of East Asian Art,mm.domus.SW175,1,TRUE,qgram,1,TRUE,,
Museum of Hartlepool,Museum Of Hartlepool,mm.domus.NE080,1,TRUE,jw,1,TRUE,,
Museum of Hartlepool,Museum Of Hartlepool,mm.domus.NE080,1,TRUE,lv,1,TRUE,,
Museum of Hartlepool,Museum Of Hartlepool,mm.domus.NE080,1,TRUE,qgram,1,TRUE,,
Museum of Lakeland Life & Industry,Museum Of English Rural Life,mm.ace.569,0.79,FALSE,jw,3,FALSE,,
Museum of Lakeland Life & Industry,Museum Of Lakeland Life And Industry,mm.domus.NW024,0.94,FALSE,jw,1,TRUE,T,
Museum of Lakeland Life & Industry,Museum Of Local Crafts And Industries,mm.domus.NW076,0.79,FALSE,jw,3,FALSE,,
Museum of Lakeland Life & Industry,Museum Of Local History,mm.hud.019,0.79,FALSE,jw,3,FALSE,,
Museum of Lakeland Life & Industry,Museum Of Island History,mm.domus.SE580,0.56,FALSE,lv,2.5,FALSE,,
Museum of Lakeland Life & Industry,Museum Of Lakeland Life And Industry,mm.domus.NW024,0.92,FALSE,lv,1,TRUE,,
Museum of Lakeland Life & Industry,Museum Of The Lancashire Textile Industries,mm.domus.NW041,0.56,FALSE,lv,2.5,FALSE,,
Museum of Lakeland Life & Industry,George Leatt Industrial And Folk Museum,mm.aim82NM.058,0.85,FALSE,qgram,2,FALSE,,
Museum of Lakeland Life & Industry,Museum Of Lakeland Life And Industry,mm.domus.NW024,0.94,FALSE,qgram,1,TRUE,,
Museum of London,Museum Of London,mm.domus.SE048,1,TRUE,jw,1,TRUE,,
Museum of London,Museum Of London,mm.domus.SE048,1,TRUE,lv,1,TRUE,,
Museum of London,Museum Of London,mm.domus.SE048,1,TRUE,qgram,1,TRUE,,
Museum of Natural History Oxford,"Museum Of The Horse, Tuxford",mm.aim.0664,0.79,FALSE,jw,2,FALSE,,
Museum of Natural History Oxford,Museum of Funeral History,mm.misc.252,0.81,FALSE,jw,1,FALSE,,
Museum of Natural History Oxford,Museum Of Local History,mm.hud.019,0.62,FALSE,lv,2,FALSE,,
Museum of Natural History Oxford,Museum of Funeral History,mm.misc.252,0.66,FALSE,lv,1,FALSE,,
Museum of Natural History Oxford,Booth Museum Of Natural History,mm.domus.SE210,0.89,FALSE,qgram,1.5,FALSE,,
Museum of Natural History Oxford,Oxford University Museum Of Natural History,mm.domus.SE392,0.85,FALSE,qgram,3,FALSE,T,
Museum of Natural History Oxford,Woodend Museum Of Natural History,mm.domus.YH086,0.89,FALSE,qgram,1.5,FALSE,,
Museum of Richmond,Museum Of Richmond,mm.domus.SE050,1,TRUE,jw,1,TRUE,,
Museum of Richmond,Museum Of Richmond,mm.domus.SE050,1,TRUE,lv,1,TRUE,,
Museum of Richmond,Museum Of Richmond,mm.domus.SE050,1,TRUE,qgram,1,TRUE,,
Museum of Somerset,Museum Of Somerset,mm.domus.SW122,1,TRUE,jw,1,TRUE,,
Museum of Somerset,Museum Of Somerset,mm.domus.SW122,1,TRUE,lv,1,TRUE,,
Museum of Somerset,Museum Of Somerset,mm.domus.SW122,1,TRUE,qgram,1,TRUE,,
Museum of the Jewellery Quarter,Museum Of The Jewellery Quarter,mm.domus.WM094,1,TRUE,jw,1,TRUE,,
Museum of the Jewellery Quarter,Museum Of The Jewellery Quarter,mm.domus.WM094,1,TRUE,lv,1,TRUE,,
Museum of the Jewellery Quarter,Museum Of The Jewellery Quarter,mm.domus.WM094,1,TRUE,qgram,1,TRUE,,
Museum of Timekeeping,Museum Of Fire,mm.domus.SC231,0.81,FALSE,jw,2,FALSE,,
Museum of Timekeeping,Museum Of Piping,mm.mgs.400,0.86,FALSE,jw,1,FALSE,,
Museum of Timekeeping,Museum Of Army Flying,mm.domus.SE003,0.67,FALSE,lv,3,FALSE,,
Museum of Timekeeping,Museum Of Gardening,mm.aim82NM.102,0.67,FALSE,lv,3,FALSE,,
Museum of Timekeeping,Museum Of Piping,mm.mgs.400,0.71,FALSE,lv,1,FALSE,,
Museum of Timekeeping,Museum Of Wimbledon,mm.ace.036,0.67,FALSE,lv,3,FALSE,,
Museum of Timekeeping,Kent Police Museum,mm.domus.SE483,0.82,FALSE,qgram,1.5,FALSE,,
Museum of Timekeeping,Suffolk Regiment Museum,mm.ace.1252,0.82,FALSE,qgram,1.5,FALSE,,
National Football Museum,National Football Museum,mm.domus.NW182,1,TRUE,jw,1,TRUE,,
National Football Museum,National Football Museum,mm.domus.NW182,1,TRUE,lv,1,TRUE,,
National Football Museum,National Football Museum,mm.domus.NW182,1,TRUE,qgram,1,TRUE,,
National Justice Museum,National Justice Museum,mm.domus.EM078,1,TRUE,jw,1,TRUE,,
National Justice Museum,National Justice Museum,mm.domus.EM078,1,TRUE,lv,1,TRUE,,
National Justice Museum,National Justice Museum,mm.domus.EM078,1,TRUE,qgram,1,TRUE,,
National Maritime Museum Cornwall,National Maritime Museum Cornwall,mm.ace.1168,1,TRUE,jw,1,TRUE,,
National Maritime Museum Cornwall,National Maritime Museum Cornwall,mm.ace.1168,1,TRUE,lv,1,TRUE,,
National Maritime Museum Cornwall,National Maritime Museum Cornwall,mm.ace.1168,1,TRUE,qgram,1,TRUE,,
National Waterways Museum Ellesmere Port,National Army Museum,mm.domus.SE573,0.77,FALSE,jw,3,FALSE,,
National Waterways Museum Ellesmere Port,National Tramway Museum,mm.domus.EM076,0.78,FALSE,jw,2,FALSE,,
National Waterways Museum Ellesmere Port,National Waterways Museum,mm.domus.NW060,0.88,FALSE,jw,1,FALSE,T,
National Waterways Museum Ellesmere Port,National War Museum Of Scotland,mm.domus.SC279,0.52,FALSE,lv,2,FALSE,,
National Waterways Museum Ellesmere Port,National Waterways Museum,mm.domus.NW060,0.62,FALSE,lv,1,FALSE,,
National Waterways Museum Ellesmere Port,Coleford Great Western Railway Museum,mm.wiki.142,0.83,FALSE,qgram,2.5,FALSE,,
National Waterways Museum Ellesmere Port,Steam: Museum Of The Great Western Railway,mm.domus.SW069,0.85,FALSE,qgram,1,FALSE,,
National Waterways Museum Ellesmere Port,The Queens Royal Lancers Regimental Museum,mm.domus.EM055,0.83,FALSE,qgram,2.5,FALSE,,
National Waterways Museum Gloucester,National Gas Museum,mm.wiki.249,0.8,FALSE,jw,3,FALSE,,
National Waterways Museum Gloucester,National Waterways Museum,mm.domus.NW060,0.9,FALSE,jw,1,TRUE,,
National Waterways Museum Gloucester,"Natural History Museum, Colchester",mm.domus.SE080,0.81,FALSE,jw,2,FALSE,,
National Waterways Museum Gloucester,National Waterways Museum,mm.domus.NW060,0.69,FALSE,lv,1,FALSE,,
National Waterways Museum Gloucester,"Natural History Museum, Colchester",mm.domus.SE080,0.58,FALSE,lv,2,FALSE,,
National Waterways Museum Gloucester,Gloucester Waterways Museum,mm.domus.SW079,0.86,FALSE,qgram,2.5,FALSE,T,
National Waterways Museum Gloucester,Launceston Steam Railway Museum,mm.wiki.036,0.9,FALSE,qgram,1,TRUE,,
National Waterways Museum Gloucester,Royal Scots Regimental Museum,mm.domus.SC183,0.86,FALSE,qgram,2.5,FALSE,,
Newstead Abbey,Newstead Abbey,mm.domus.EM022,1,TRUE,jw,1,TRUE,,
Newstead Abbey,Newstead Abbey,mm.domus.EM022,1,TRUE,lv,1,TRUE,,
Newstead Abbey,Newstead Abbey,mm.domus.EM022,1,TRUE,qgram,1,TRUE,,
No. 1 Royal Crescent,No 1 The Royal Crescent,mm.domus.SW082,0.82,FALSE,jw,1,FALSE,T,
No. 1 Royal Crescent,Roman Alcester,mm.ace.1166,0.71,FALSE,jw,2,FALSE,,
